Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,32,1.431,0.0,0.0,1
0.00,0.0,1536,1023,480,512,32,128,0.785,0.0,0.0,1
0.00,0.0,1536,1504,496,1024,128,568,0.969,0.0,0.0,1
0.00,0.0,2048,496,0,2560,568,980,4.563,0.0,0.0,0
0.00,0.0,2560,1536,480,2560,980,1316,0.879,0.0,0.0,1
0.00,0.0,2048,2527,480,2560,1316,2404,1.250,0.0,0.0,1
0.00,0.0,2048,480,479,5632,2404,2324,3.822,0.0,0.0,0
0.00,0.0,3072,2015,1376,5632,2324,2324,1.177,0.0,0.0,1
0.00,0.0,4096,2911,2016,5632,2324,2380,1.554,0.0,0.0,1
0.00,0.0,4608,4064,2528,5632,2380,2940,1.843,0.0,0.0,1
0.00,0.02,5632,4576,3040,5632,2940,3492,2.677,0.02,0.0,1
0.00,0.0,6656,5600,3680,5632,3492,4252,2.261,0.0,0.0,1
0.00,0.0,7680,6240,3776,5632,4252,5524,2.889,0.0,0.0,1
0.01,0.05,7680,3776,3679,10240,5524,5392,8.102,0.05,0.0,0
0.00,0.0,8192,6751,2976,10240,5392,7816,3.143,0.0,0.0,1
0.00,0.0,8704,6048,1952,11264,7816,10768,3.693,0.0,0.0,1
0.01,0.0,9216,1952,1824,17408,10768,10393,8.021,0.0,0.0,0
0.00,0.0,9728,6944,2688,17408,10393,12257,3.978,0.0,0.0,1
0.00,0.0,11776,7808,2720,17408,12257,14929,3.949,0.0,0.0,1
0.01,0.0,11776,2720,84,26112,14929,17384,11.329,0.0,0.0,0
0.00,0.0,11776,7252,3776,26112,17384,17488,3.522,0.0,0.0,1
0.01,0.0,14336,10944,4256,26112,17488,21272,6.561,0.0,0.0,1
0.01,0.0,14848,13472,4864,26112,21272,25544,5.635,0.0,0.0,1
0.02,0.0,14848,4864,3741,37376,25544,25875,16.558,0.0,0.0,0
0.01,0.0,17408,12957,4832,37376,25875,29691,5.978,0.0,0.0,1
0.01,0.02,17920,15826,6656,38400,29691,38275,8.302,0.02,0.0,1
0.02,0.02,17920,6656,6642,52736,38275,38053,18.809,0.02,0.0,0
0.01,0.0,19968,17906,10720,52736,38053,45365,12.392,0.0,0.0,1
0.03,0.0,19968,10720,2523,70144,45365,52384,26.428,0.0,0.0,0
0.01,0.0,24576,11739,9312,70144,52384,54968,8.951,0.0,0.0,1
0.01,0.02,23552,18528,15872,70144,54968,57608,11.972,0.02,0.0,1
0.01,0.0,27136,23552,7744,73728,57608,73656,12.384,0.0,0.0,1
0.03,0.09,27136,7744,7645,95744,73656,73276,33.698,0.09,0.0,0
0.01,0.0,25600,15325,7744,95744,73276,81052,10.818,0.0,0.0,1
0.01,0.0,26624,16960,9280,95744,81052,88852,11.947,0.0,0.0,1
0.05,0.08,27648,9280,0,120832,88852,95724,46.020,0.08,0.0,0
0.01,0.02,28160,10752,10816,120832,95724,95724,6.338,0.02,0.0,1
0.01,0.0,26112,21568,17408,120832,95724,99884,11.742,0.0,0.0,1
0.01,0.0,30208,26112,8768,120832,99884,117540,13.851,0.0,0.0,1
0.05,0.19,30208,8768,5093,150528,117540,120746,54.154,0.19,0.0,0
0.01,0.0,28160,13797,8800,150528,120746,125938,13.954,0.0,0.0,1
0.01,0.0,29696,19040,18976,150528,125938,125938,10.229,0.0,0.0,1
0.02,0.0,31232,29216,20576,150528,125938,134770,15.342,0.0,0.0,1
0.02,0.0,33792,29792,19552,150528,134770,145154,15.730,0.0,0.0,1
0.06,0.25,33792,19552,13773,181248,145154,150343,60.815,0.25,0.0,0
0.02,0.08,35328,22989,9312,181248,150343,164343,19.115,0.08,0.0,1
0.06,0.24,36352,9312,0,208384,164343,173303,60.533,0.22,0.02,0
0.01,0.0,35840,10752,10816,208384,181495,181495,11.119,0.0,0.0,1
0.01,0.0,36864,23104,23136,208384,181495,181495,11.719,0.0,0.0,1
0.02,0.08,33792,35424,27136,208384,181495,189799,18.547,0.06,0.02,1
0.02,0.05,40960,33792,17312,208384,189799,206583,18.583,0.03,0.02,1
