Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,496,512,0,32,1.845,0.0,0.0,1
0.00,0.0,1024,1007,496,512,32,148,0.950,0.0,0.0,1
0.00,0.0,1024,1007,512,512,148,300,0.946,0.0,0.0,1
0.00,0.0,1024,1023,1023,512,300,508,1.189,0.0,0.0,1
0.00,0.0,1024,1023,508,512,508,457,4.235,0.0,0.0,0
0.00,0.0,1024,1020,759,512,457,457,3.484,0.0,0.0,0
0.00,0.0,1024,1012,879,512,457,456,4.353,0.0,0.0,0
0.00,0.0,1024,1009,942,512,456,456,3.884,0.0,0.0,0
0.00,0.0,1024,1009,973,512,456,456,3.769,0.0,0.0,0
0.00,0.02,1024,1009,989,512,456,456,3.648,0.02,0.0,0
0.00,0.0,1024,1009,998,512,456,456,3.510,0.0,0.0,0
0.00,0.0,1024,1009,1002,512,456,456,3.365,0.0,0.0,0
0.00,0.0,1024,1009,1005,512,456,456,3.820,0.0,0.0,0
0.00,0.0,1024,1009,1007,512,456,456,3.376,0.0,0.0,0
0.00,0.0,1024,1009,1008,512,456,456,3.576,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,456,456,3.757,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,456,456,3.886,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,456,456,3.978,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,456,456,3.707,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,456,456,3.664,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,462,459,3.435,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,459,459,3.630,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,465,462,3.803,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,467,465,3.280,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,470,468,2.793,0.0,0.0,0
0.00,0.02,1024,1009,1009,512,473,470,3.232,0.02,0.0,0
0.00,0.0,1024,1009,1009,512,476,473,3.026,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,479,476,3.288,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,481,479,2.973,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,484,482,2.964,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,487,484,2.815,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,490,487,3.553,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,493,490,3.335,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,495,493,3.134,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,498,496,3.294,0.0,0.0,0
0.00,0.02,1024,1009,1009,512,501,498,3.130,0.02,0.0,0
0.00,0.0,1024,1009,1009,512,504,501,3.296,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,507,504,3.095,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,509,507,3.472,0.0,0.0,0
0.00,0.02,1024,1009,1009,512,511,509,2.744,0.02,0.0,0
0.00,0.0,1024,1009,1009,512,510,510,2.816,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,511,511,2.938,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,511,511,2.913,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,511,511,2.753,0.0,0.0,0
0.00,0.02,1024,1009,1009,512,511,511,2.832,0.02,0.0,0
0.00,0.0,1024,1009,1009,512,511,511,2.740,0.0,0.0,0
0.00,0.0,1024,1009,1009,512,511,511,2.971,0.0,0.0,0
0.00,0.0,1024,1009,1008,512,511,511,2.873,0.0,0.0,0
0.00,0.0,1024,1008,1008,512,511,511,2.779,0.0,0.0,0
0.00,0.02,1024,1008,1008,512,511,511,2.854,0.02,0.0,0
0.00,0.0,1024,1008,1008,512,511,511,2.815,0.0,0.0,0
0.00,0.0,1024,1008,1007,512,511,511,2.759,0.0,0.0,0
0.00,0.0,1024,1007,1007,512,511,511,2.740,0.0,0.0,0
0.00,0.0,1024,1007,1007,512,511,511,2.790,0.0,0.0,0
0.00,0.0,1024,1007,1007,512,511,511,2.961,0.0,0.0,0
0.00,0.0,1024,1007,1007,512,511,511,2.702,0.0,0.0,0
0.00,0.0,1024,1007,1007,512,511,511,3.512,0.0,0.0,0
0.00,0.0,1024,1007,1007,512,511,511,3.143,0.0,0.0,0
0.00,0.0,1024,1007,1007,512,511,511,3.159,0.0,0.0,0
0.00,0.0,1024,1007,1006,512,511,511,2.995,0.0,0.0,0
0.00,0.0,1024,1006,1006,512,511,511,2.987,0.0,0.0,0
