Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,40,1.726,0.0,0.0,1
0.00,0.0,1536,1023,512,512,40,168,1.257,0.0,0.0,1
0.00,0.0,1536,1536,512,1024,168,588,1.024,0.0,0.0,1
0.00,0.0,2048,512,0,2560,588,981,4.782,0.0,0.0,0
0.00,0.0,2560,1536,480,2560,981,1317,0.905,0.0,0.0,1
0.00,0.0,2048,2527,480,2560,1317,2421,1.230,0.0,0.0,1
0.00,0.0,2048,480,479,5632,2421,2324,3.960,0.0,0.0,0
0.00,0.0,3072,2015,1440,5632,2324,2324,1.088,0.0,0.0,1
0.00,0.0,4096,2975,2016,5632,2324,2420,1.465,0.0,0.0,1
0.00,0.0,4608,4064,2528,5632,2420,2948,2.137,0.0,0.0,1
0.00,0.0,5632,4576,3040,5632,2948,3540,2.535,0.0,0.0,1
0.00,0.0,6656,5600,3744,5632,3540,4332,2.615,0.0,0.0,1
0.00,0.0,7680,6304,3808,5632,4332,5596,2.814,0.0,0.0,1
0.01,0.0,7680,3808,3680,10240,5596,5391,8.233,0.0,0.0,0
0.00,0.0,8192,6752,3008,10240,5391,7831,3.091,0.0,0.0,1
0.00,0.0,8704,6080,1952,11264,7831,10799,3.369,0.0,0.0,1
0.01,0.0,9216,1952,960,18432,10799,11257,9.726,0.0,0.0,0
0.00,0.0,9728,6080,2752,18432,11257,12257,3.256,0.0,0.0,1
0.00,0.0,11776,7872,2784,18432,12257,14953,4.159,0.0,0.0,1
0.00,0.0,11776,9952,3840,18432,14953,17665,4.296,0.0,0.0,1
0.01,0.02,11776,3840,3188,26624,17665,17980,13.414,0.02,0.0,0
0.01,0.0,13824,10356,4352,26624,17980,21244,5.288,0.0,0.0,1
0.00,0.05,14336,13056,4608,26624,21244,25524,4.924,0.05,0.0,1
0.02,0.0,14336,4608,2963,37376,25524,26386,16.657,0.0,0.0,0
0.01,0.0,16384,11667,4640,37376,26386,29426,5.077,0.0,0.0,1
0.01,0.02,16896,14880,6656,37376,29426,36634,7.621,0.0,0.02,1
0.02,0.02,16896,6656,6131,51200,36634,36940,22.911,0.0,0.02,0
0.01,0.0,18944,16371,10208,51200,36940,43308,12.377,0.0,0.0,1
0.01,0.02,23040,18912,8800,53760,43308,53572,10.679,0.02,0.0,1
0.03,0.03,23040,8800,7651,72192,53572,53282,32.974,0.03,0.0,0
0.01,0.0,25600,16355,8832,72192,53282,61066,9.856,0.0,0.0,1
0.01,0.02,25600,19584,10880,72192,61066,69898,10.319,0.02,0.0,1
0.03,0.14,25600,10880,8167,94720,69898,72164,32.716,0.14,0.0,0
0.01,0.02,28672,16747,8544,94720,72164,80484,10.508,0.02,0.0,1
0.01,0.02,28672,21344,15840,94720,80484,85948,14.714,0.02,0.0,1
0.05,0.16,28672,15840,5078,118272,85948,94377,48.336,0.16,0.0,0
0.01,0.02,34816,17878,12960,118272,94377,99545,13.471,0.02,0.0,1
0.01,0.02,35328,27296,20992,118272,99545,105777,13.632,0.02,0.0,1
