Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.04,0.2,101888,73344,39040,1136640,1061957,1096717,39.117,0.2,0.0,1
0.03,0.11,38400,52352,24640,1136640,1096717,1124717,28.790,0.08,0.03,1
0.39,2.3299999999999996,38400,24640,11227,1260544,1124717,1136531,388.031,2.3,0.03,0
0.06,0.35000000000000003,105984,24539,13408,1260544,1136531,1147955,65.009,0.33,0.02,1
0.02,0.11,106496,28768,15456,1260544,1147955,1161451,19.783,0.11,0.0,1
0.02,0.11,102400,30816,15488,1260544,1161451,1177035,20.505,0.11,0.0,1
0.02,0.11,35328,32896,17504,1260544,1177035,1192619,21.891,0.11,0.0,1
0.02,0.12,97792,34912,17568,1260544,1192619,1210283,22.809,0.12,0.0,1
0.02,0.11,39424,37024,19584,1260544,1210283,1227947,23.867,0.09,0.02,1
0.03,0.11,93696,39040,19552,1260544,1227947,1247683,25.208,0.06,0.05,1
0.43,2.77,96256,19552,5120,1384448,1247683,1260175,427.795,2.75,0.02,0
0.08,0.38,49664,29696,24736,1384448,1260175,1265399,79.088,0.38,0.0,1
0.03,0.12,96256,49312,42880,1384448,1265399,1265399,27.040,0.12,0.0,1
0.03,0.12,97792,68480,56544,1384448,1265399,1265399,32.807,0.12,0.0,1
0.04,0.22,92160,82144,77824,1384448,1265399,1269735,45.556,0.22,0.0,1
0.05,0.23,105984,92160,51488,1384448,1269735,1311071,47.287,0.14,0.09,1
0.03,0.12,108032,65824,52992,1384448,1311071,1324095,34.976,0.12,0.0,1
0.04,0.24,61952,69376,45184,1384448,1324095,1348639,37.732,0.22,0.02,1
0.72,4.59,61952,45184,8176,1525248,1348639,1383997,715.393,4.56,0.03,0
0.08,0.38,104448,24560,19840,1525248,1383997,1388925,78.534,0.38,0.0,1
0.06,0.27,56832,38272,38304,1525248,1454462,1454462,56.460,0.27,0.0,1
0.03,0.11,100352,56736,56736,1525248,1454462,1454462,33.598,0.11,0.0,1
0.04,0.22,102912,74656,74688,1525248,1454462,1454462,38.034,0.22,0.0,1
0.05,0.23,101376,92608,89280,1525248,1454462,1457878,45.692,0.23,0.0,1
0.05,0.23,113152,97472,81056,1525248,1457878,1474486,47.534,0.23,0.0,1
0.04,0.23,110080,89248,52320,1525248,1474486,1511814,44.906,0.23,0.0,1
0.61,3.77,111616,52320,5103,1680384,1511814,1525091,611.922,3.72,0.05,0
0.08,0.39,117248,16367,16480,1680384,1525091,1525139,78.854,0.39,0.0,1
0.02,0.03,116224,27744,22656,1680384,1525139,1530267,23.432,0.03,0.0,1
0.02,0.12,48640,35456,35456,1680384,1530267,1530339,21.912,0.12,0.0,1
0.03,0.11,111104,48256,25664,1680384,1530339,1553155,28.047,0.11,0.0,1
0.03,0.13,113152,40512,14944,1680384,1553155,1579115,30.961,0.11,0.02,1
0.03,0.13,111616,29792,14944,1680384,1579115,1594203,27.856,0.05,0.08,1
0.03,0.05,113152,31840,16992,1680384,1594203,1609283,28.212,0.03,0.02,1
0.03,0.03,108032,33888,16992,1680384,1609283,1626427,29.791,0.03,0.0,1
0.03,0.07,39424,36448,19584,1680384,1626427,1643579,29.252,0.05,0.02,1
0.03,0.13,102400,39040,19584,1680384,1643579,1663339,32.314,0.05,0.08,1
0.58,3.52,105472,19584,41,1707008,1663339,1680363,577.092,3.44,0.08,0
0.09,0.47,50688,25129,25248,1707008,1680363,1680435,90.046,0.47,0.0,1
0.54,3.44,107520,25248,0,1707008,1680435,1705457,541.144,3.42,0.02,0
0.54,3.53,107520,27648,26084,1707008,1705457,1706992,537.734,3.5,0.03,0
0.55,3.41,107520,27648,27646,1707008,1706992,1706992,546.306,3.41,0.0,0
0.55,3.43,107520,27647,27647,1707008,1706992,1706992,550.301,3.41,0.02,0
0.53,3.54,107520,27648,27648,1707008,1706997,1706997,531.495,3.48,0.06,0
0.54,3.41,107520,27648,27648,1707008,1707001,1707001,537.489,3.41,0.0,0
0.53,3.5,107520,27648,27648,1707008,1707006,1707006,531.725,3.48,0.02,0
0.54,3.5,107520,27648,27648,1707008,1707007,1707007,540.032,3.5,0.0,0
0.85,5.46,107520,27648,27648,1707008,1707007,1707003,847.349,5.41,0.05,0
0.56,3.34,107520,27648,27648,1707008,1707006,1707006,560.901,3.31,0.03,0
0.55,3.36,107520,27648,27648,1707008,1707007,1707007,546.046,3.36,0.0,0
0.55,3.63,107520,27648,27648,1707008,1707007,1707007,551.661,3.61,0.02,0
0.84,5.29,107520,27648,27648,1707008,1707007,1707006,837.296,5.2,0.09,0
0.84,5.41,107520,27648,27648,1707008,1707007,1707005,842.940,5.33,0.08,0
