Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,32,1.437,0.0,0.0,1
0.00,0.0,1536,1023,496,512,32,96,0.858,0.0,0.0,1
0.00,0.0,1536,1520,512,1024,96,540,1.032,0.0,0.0,1
0.00,0.0,2560,1536,480,1536,540,1104,1.146,0.0,0.0,1
0.01,0.0,2560,480,0,3584,1104,1495,4.491,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2119,1.090,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2119,2687,1.778,0.0,0.0,1
0.00,0.02,4608,1504,990,6144,2687,3123,4.842,0.02,0.0,0
0.00,0.0,5632,4062,2048,6144,3123,3675,2.005,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3675,4683,3.068,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4683,5531,3.841,0.0,0.0,1
0.01,0.0,8704,4064,3545,10240,5531,5820,8.836,0.0,0.0,0
0.00,0.0,9728,8099,3936,10240,5820,7852,4.288,0.0,0.0,1
0.01,0.0,11264,8544,2688,12288,7852,11780,4.608,0.0,0.0,1
0.01,0.0,11776,2688,2045,18944,11780,11991,11.207,0.0,0.0,0
0.00,0.0,12288,9213,3744,18944,11991,14087,4.371,0.0,0.0,1
0.01,0.0,15360,10912,3776,18944,14087,17823,6.017,0.0,0.0,1
0.01,0.02,15360,3776,2679,27648,17823,18723,13.805,0.02,0.0,0
0.01,0.0,15360,12407,5600,27648,18723,21459,6.345,0.0,0.0,1
0.01,0.0,19456,15328,5088,27648,21459,27067,7.071,0.0,0.0,1
0.02,0.02,19456,5088,4004,38912,27067,27436,21.945,0.02,0.0,0
0.01,0.0,19968,16804,7168,38912,27436,35668,11.534,0.0,0.0,1
0.02,0.0,19968,7168,4087,53760,35668,38589,23.925,0.0,0.0,0
0.01,0.02,22528,16887,11232,53760,38589,44349,13.307,0.02,0.0,1
0.01,0.0,26624,22496,11328,55808,44349,55725,13.277,0.0,0.0,1
0.05,0.07,26624,11328,10212,75776,55725,55450,45.904,0.05,0.02,0
0.02,0.02,29184,21476,11328,75776,55450,65842,14.900,0.02,0.0,1
0.04,0.09,29184,11328,1520,98816,65842,75372,38.142,0.09,0.0,0
0.01,0.0,30208,13520,13440,98816,75372,75372,12.460,0.0,0.0,1
0.02,0.03,28160,26240,18912,98816,75372,82756,16.962,0.03,0.0,1
0.02,0.0,33792,28128,18048,98816,82756,93044,15.065,0.0,0.0,1
0.06,0.08,33792,18048,10284,125440,93044,98362,59.030,0.08,0.0,0
0.02,0.03,35840,19500,19584,125440,98362,98362,17.722,0.03,0.0,1
0.01,0.02,37888,28800,28672,125440,98362,98426,14.365,0.02,0.0,1
0.02,0.06,40960,37888,27616,125440,98426,108882,20.168,0.06,0.0,1
0.02,0.02,44544,35296,16928,128000,108882,127530,21.341,0.02,0.0,1
0.07,0.19,44544,16928,16318,160768,127530,127530,73.980,0.19,0.0,0
0.02,0.06,43520,23998,7712,160768,127530,144122,21.451,0.06,0.0,1
0.07,0.27,44032,7712,0,189440,144122,151495,74.618,0.27,0.0,0
0.01,0.0,42496,9216,9248,189440,151495,151495,6.036,0.0,0.0,1
0.01,0.0,44032,20000,19968,189440,151495,151495,11.026,0.0,0.0,1
0.02,0.06,42496,30720,30752,189440,159687,159687,21.120,0.06,0.0,1
0.02,0.06,46592,39456,37888,189440,159687,161215,19.635,0.06,0.0,1
0.02,0.07,54272,46592,27072,189440,161215,181055,24.886,0.05,0.02,1
0.11,0.25,54272,27072,14187,230912,181055,189373,110.097,0.22,0.03,0
0.02,0.06,28160,23915,18336,230912,189373,195125,25.114,0.06,0.0,1
0.02,0.02,53248,28064,24384,230912,195125,198861,15.508,0.02,0.0,1
0.02,0.07,53760,35648,30752,230912,198861,203829,18.662,0.05,0.02,1
0.02,0.07,56320,42016,32288,230912,203829,213693,23.116,0.05,0.02,1
0.12,0.30000000000000004,56320,32288,14793,270336,213693,230632,117.730,0.28,0.02,0
0.03,0.05,57856,26569,16448,270336,230632,240992,34.478,0.05,0.0,1
0.02,0.07,56832,28224,23616,270336,240992,245688,21.733,0.05,0.02,1
0.02,0.06,57344,37440,25664,270336,245688,257632,23.934,0.06,0.0,1
0.12,0.46,57344,25664,12766,311808,257632,269947,124.124,0.44,0.02,0
0.03,0.08,55296,26590,20736,311808,269947,275979,32.607,0.06,0.02,1
0.02,0.06,56832,36608,36608,311808,275979,275979,20.948,0.06,0.0,1
0.04,0.08,53760,52480,44544,311808,275979,284027,36.053,0.08,0.0,1
0.03,0.08,34304,53760,24672,313856,284027,313555,31.313,0.08,0.0,1
0.15,0.58,34304,24672,24028,341504,313555,313349,152.211,0.58,0.0,0
0.04,0.06,60928,33244,9248,341504,313349,337773,35.514,0.06,0.0,1
0.14,0.52,60928,9248,5098,341504,337773,341466,142.812,0.52,0.0,0
0.12,0.42,60928,11637,11453,341504,341466,341466,123.066,0.42,0.0,0
0.18,0.52,60928,11453,11453,341504,341466,341462,180.956,0.52,0.0,0
