Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,8,1.414,0.0,0.0,1
0.00,0.0,1536,1023,496,512,8,96,1.037,0.0,0.0,1
0.00,0.0,1536,1520,512,512,96,496,1.009,0.0,0.0,1
0.00,0.0,1536,512,510,2048,496,470,3.761,0.0,0.0,0
0.00,0.0,2560,1534,480,2048,470,1042,1.362,0.0,0.0,1
0.00,0.0,2560,2528,480,2560,1042,2114,1.919,0.0,0.0,1
0.01,0.0,4096,480,0,6144,2114,2542,5.513,0.0,0.0,0
0.00,0.0,5120,3072,1696,6144,2542,2542,2.219,0.0,0.0,1
0.00,0.0,5632,4768,2016,6144,2542,3782,2.774,0.0,0.0,1
0.00,0.0,6656,5600,3040,6144,3782,4630,3.446,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4630,5478,3.293,0.0,0.0,1
0.01,0.0,8704,4064,3545,10752,5478,5831,10.955,0.0,0.0,0
0.00,0.0,9728,8013,5088,10752,5831,6623,3.874,0.0,0.0,1
0.01,0.0,11264,9696,6112,10752,6623,7991,6.184,0.0,0.0,1
0.01,0.0,12800,11232,5248,11776,7991,11583,5.692,0.0,0.0,1
0.01,0.0,12800,5248,5189,18432,11583,11462,13.421,0.0,0.0,0
0.01,0.0,14336,10309,2656,18432,11462,16734,5.342,0.0,0.0,1
0.01,0.0,14848,2656,1105,28160,16734,18184,12.861,0.0,0.0,0
0.00,0.02,15360,7799,3456,28160,18184,19312,4.293,0.02,0.0,1
0.01,0.0,16896,11135,7648,28160,19312,19544,6.812,0.0,0.0,1
0.01,0.0,17920,16864,4800,28160,19544,27288,7.512,0.0,0.0,1
0.02,0.02,17920,4800,3738,40960,27288,27651,21.639,0.02,0.0,0
0.01,0.0,19456,12954,7648,40960,27651,31467,9.885,0.0,0.0,1
0.01,0.02,20480,18400,9696,40960,31467,40275,11.678,0.02,0.0,1
0.03,0.02,20480,9696,9681,56320,40275,39019,29.507,0.02,0.0,0
0.01,0.02,26624,20433,10784,56320,39019,48835,13.025,0.02,0.0,1
0.03,0.02,26624,10784,3565,77312,48835,55854,29.657,0.02,0.0,0
0.01,0.02,27648,15853,12352,77312,55854,59486,12.560,0.02,0.0,1
0.02,0.02,26112,24640,16896,77312,59486,67262,15.520,0.0,0.02,1
0.04,0.05,26112,16896,6642,100864,67262,77289,37.821,0.05,0.0,0
0.01,0.0,31744,15858,9248,100864,77289,84049,13.099,0.0,0.0,1
0.01,0.0,30208,18464,18496,100864,84049,84049,8.645,0.0,0.0,1
0.01,0.0,32768,27200,17952,100864,84049,93337,13.090,0.0,0.0,1
0.06,0.17,32768,17952,8143,128000,93337,100792,57.754,0.17,0.0,0
0.02,0.03,32256,16847,10336,128000,100792,107440,17.029,0.03,0.0,1
0.01,0.02,34304,20576,20576,128000,107440,107440,11.930,0.02,0.0,1
0.02,0.05,33280,30816,26624,128000,107440,111632,18.665,0.03,0.02,1
0.02,0.05,38912,33280,16192,129024,111632,128968,18.452,0.05,0.0,1
0.08,0.16,38912,16192,15630,161280,128968,129023,77.953,0.16,0.0,0
0.02,0.05,38400,22286,6656,161280,129023,144911,21.159,0.05,0.0,1
0.06,0.16,38912,6656,0,188928,144911,151275,62.439,0.16,0.0,0
0.01,0.0,38400,8192,8224,188928,151275,151275,6.599,0.0,0.0,1
0.01,0.02,39424,17952,17952,188928,151275,151275,10.672,0.02,0.0,1
0.02,0.03,37888,27680,27680,188928,159467,159467,22.181,0.03,0.0,1
0.02,0.05,41472,35360,33792,188928,159467,160987,19.228,0.05,0.0,1
0.02,0.05,48128,41472,24256,188928,160987,178483,23.670,0.05,0.0,1
0.10,0.23,48128,24256,9350,229888,178483,188875,101.588,0.23,0.0,0
0.02,0.06,19456,17542,11008,229888,188875,195539,22.002,0.06,0.0,1
0.01,0.02,45056,19200,16416,229888,195539,198403,11.450,0.02,0.0,1
0.02,0.02,46592,26144,17920,229888,198403,206715,15.461,0.02,0.0,1
0.02,0.02,44544,27648,19456,229888,206715,215019,16.102,0.02,0.0,1
0.10,0.22,45568,19456,4060,271360,215019,229876,96.078,0.22,0.0,0
0.03,0.05,46592,16348,12320,271360,229876,234020,23.708,0.05,0.0,1
0.02,0.05,46592,24608,12320,271360,234020,246484,16.906,0.05,0.0,1
0.02,0.03,47104,26656,14400,271360,246484,258948,17.748,0.03,0.0,1
0.12,0.27,47104,14400,1530,317440,258948,271228,118.334,0.27,0.0,0
0.03,0.06,45568,15866,14400,317440,271228,272796,26.362,0.06,0.0,1
0.02,0.03,46592,30784,30208,317440,272796,273316,18.310,0.03,0.0,1
0.03,0.05,49664,46592,16416,317440,273316,303956,28.684,0.03,0.02,1
0.13,0.36,51200,16416,2558,373760,303956,317210,128.808,0.36,0.0,0
0.03,0.06,52736,22526,20032,373760,317210,319818,32.833,0.06,0.0,1
0.04,0.11,48128,40000,32256,373760,336202,344018,36.743,0.11,0.0,1
0.03,0.05,54784,48128,15936,376832,344018,376738,30.179,0.05,0.0,1
0.18,0.45,54784,15936,7150,441856,376738,376521,180.830,0.45,0.0,0
0.04,0.11,53760,23022,15904,441856,376521,383801,36.388,0.11,0.0,1
0.02,0.05,54784,33824,33856,441856,383801,383801,20.361,0.05,0.0,1
0.03,0.06,50688,51776,40448,441856,383801,395249,30.678,0.06,0.0,1
0.03,0.06,35328,50688,24768,441856,395249,421593,31.906,0.06,0.0,1
0.19,0.54,35328,24768,3714,511488,421593,441791,193.098,0.52,0.02,0
0.04,0.08,59392,13954,10304,511488,441791,445583,37.918,0.08,0.0,1
0.01,0.02,34304,22080,22048,511488,445583,445583,14.490,0.02,0.0,1
0.02,0.05,55296,33824,23616,511488,445583,455959,21.738,0.05,0.0,1
0.02,0.06,56832,36928,25120,511488,455959,467903,23.004,0.06,0.0,1
0.02,0.05,56832,38432,26656,511488,467903,479855,23.413,0.05,0.0,1
