Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,40,1.914,0.0,0.0,1
0.00,0.0,1536,1023,480,512,40,144,0.847,0.0,0.0,1
0.00,0.0,1536,1504,496,1024,144,568,1.055,0.0,0.0,1
0.00,0.0,2560,1520,512,1536,568,1112,1.347,0.0,0.0,1
0.00,0.0,2560,512,0,3584,1112,1495,4.395,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2143,1.291,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2143,2743,2.523,0.0,0.0,1
0.00,0.02,4608,1504,945,5632,2743,3171,4.908,0.02,0.0,0
0.00,0.0,6144,4017,2016,5632,3171,3715,1.748,0.0,0.0,1
0.00,0.0,7168,6112,3040,5632,3715,4867,2.788,0.0,0.0,1
0.01,0.0,7168,3040,2368,9216,4867,5428,6.738,0.0,0.0,0
0.00,0.0,9216,6464,3968,9216,5428,6140,3.250,0.0,0.0,1
0.01,0.0,9728,9088,4576,9216,6140,8340,3.905,0.0,0.0,1
0.01,0.0,9728,4576,3352,14848,8340,9184,8.630,0.0,0.0,0
0.00,0.0,12288,8472,4064,14848,9184,11296,4.068,0.0,0.0,1
0.00,0.0,12800,10208,5888,14848,11296,12640,4.257,0.0,0.0,1
0.01,0.0,12800,5888,3738,21504,12640,14581,10.412,0.0,0.0,0
0.00,0.0,15872,9882,3264,21504,14581,18405,4.748,0.0,0.0,1
0.01,0.0,15872,3264,0,31232,18405,21490,11.182,0.0,0.0,0
0.00,0.0,17920,8704,5120,31232,21490,21490,4.885,0.0,0.0,1
0.01,0.0,18432,15872,7648,31232,21490,24482,6.282,0.0,0.0,1
0.01,0.0,22528,18400,9408,32256,24482,32250,9.339,0.0,0.0,1
0.03,0.02,22528,9408,8764,45568,32250,32040,30.234,0.02,0.0,0
0.01,0.0,24064,21564,11232,45568,32040,42544,12.459,0.0,0.0,1
0.03,0.03,24064,11232,7057,63488,42544,45495,28.096,0.03,0.0,0
0.01,0.02,30720,19857,12928,63488,45495,52687,12.276,0.0,0.02,1
0.01,0.0,32256,26752,18432,63488,52687,60999,13.234,0.0,0.0,1
0.03,0.11,32256,18432,15838,84992,60999,63278,30.438,0.11,0.0,0
0.02,0.0,40960,29662,13920,84992,63278,79398,17.776,0.0,0.0,1
0.05,0.12,40960,13920,6126,112640,79398,84742,46.269,0.12,0.0,0
0.01,0.02,41472,22510,22656,112640,84742,84742,14.599,0.02,0.0,1
0.02,0.1,39424,39040,28672,112640,84742,95118,19.606,0.08,0.02,1
0.02,0.05,48128,39424,20736,114176,95118,114142,17.710,0.05,0.0,1
0.06,0.25,48128,20736,20586,147968,114142,113708,54.741,0.25,0.0,0
0.02,0.09,50176,31338,21600,147968,113708,123748,18.306,0.09,0.0,1
0.02,0.03,50688,34400,23648,147968,123748,134652,16.865,0.03,0.0,1
0.06,0.28,50688,23648,10202,183808,134652,147580,55.626,0.28,0.0,0
0.02,0.03,50688,23002,17888,183808,147580,152900,17.688,0.03,0.0,1
0.02,0.03,52224,32736,32736,183808,152900,152900,21.044,0.03,0.0,1
0.03,0.0,50176,47584,41440,183808,152900,159052,26.843,0.0,0.0,1
0.02,0.02,58880,50144,35872,183808,159052,173636,23.552,0.02,0.0,1
0.09,0.41000000000000003,58880,35872,29068,213504,173636,175707,92.184,0.39,0.02,0
0.03,0.03,59392,37772,15840,213504,175707,198011,28.559,0.03,0.0,1
0.09,0.42000000000000004,61440,15840,0,258048,198011,213451,86.544,0.39,0.03,0
0.01,0.02,60416,10752,10848,258048,213451,213451,6.958,0.02,0.0,1
0.01,0.0,61952,23136,23136,258048,213451,213451,12.809,0.0,0.0,1
0.02,0.1,59904,35424,35392,258048,213451,213451,17.985,0.08,0.02,1
0.02,0.11,62464,47168,47200,258048,213451,213451,22.762,0.11,0.0,1
0.03,0.11,70144,58976,56832,258048,213451,215507,27.718,0.09,0.02,1
0.03,0.12,70144,70144,47744,258048,215507,238323,31.246,0.12,0.0,1
0.11,0.55,70144,47744,27600,306176,238323,257855,108.005,0.53,0.02,0
0.03,0.11,72192,40912,28416,306176,257855,270719,29.464,0.11,0.0,1
0.02,0.09,72192,43776,28768,306176,270719,285863,21.520,0.06,0.03,1
0.11,0.56,72192,28768,8173,341504,285863,305893,105.653,0.53,0.03,0
0.03,0.11,73728,23533,15520,341504,305893,314213,25.187,0.11,0.0,1
0.02,0.09,74240,32928,17568,341504,314213,329789,18.724,0.06,0.03,1
0.11,0.66,74240,17568,5623,341504,329789,341147,113.092,0.66,0.0,0
0.11,0.62,74240,11880,11772,341504,341147,341147,110.013,0.62,0.0,0
0.17,1.0,74240,11772,11772,341504,341147,341142,175.036,1.0,0.0,0
