Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,448,512,0,0,2.006,0.0,0.0,1
0.00,0.0,1536,959,496,512,0,96,1.420,0.0,0.0,1
0.00,0.0,1536,1520,512,512,96,488,2.338,0.0,0.0,1
0.01,0.0,1536,512,511,2048,488,469,5.181,0.0,0.0,0
0.00,0.0,2560,1535,480,2048,469,1029,2.605,0.0,0.0,1
0.00,0.0,2560,2528,480,2560,1029,2093,2.825,0.0,0.0,1
0.01,0.0,4096,480,0,6144,2093,2542,6.980,0.0,0.0,0
0.00,0.0,5120,3072,1664,6144,2542,2542,3.157,0.0,0.0,1
0.01,0.0,5632,4736,2016,6144,2542,3774,5.312,0.0,0.0,1
0.01,0.0,6656,5600,3040,6144,3774,4606,5.649,0.0,0.0,1
0.01,0.0,9216,6624,4064,6144,4606,5446,6.398,0.0,0.0,1
0.02,0.0,9216,4064,3545,10752,5446,5831,18.103,0.0,0.0,0
0.01,0.0,10240,8665,5088,10752,5831,6943,8.340,0.0,0.0,1
0.01,0.0,12800,10208,6400,10752,6943,8271,10.097,0.0,0.0,1
0.01,0.0,13824,12544,5792,12288,8271,12103,10.655,0.0,0.0,1
0.03,0.0,13824,5792,5758,18944,12103,12005,27.349,0.0,0.0,0
0.01,0.0,15360,11902,3200,18944,12005,17861,11.381,0.0,0.0,1
0.03,0.0,16384,3200,2146,28672,17861,18786,27.274,0.0,0.0,0
0.01,0.0,17408,11874,5536,28672,18786,20970,12.257,0.0,0.0,1
0.01,0.0,21504,15264,5056,28672,20970,26570,14.267,0.0,0.0,1
0.04,0.02,21504,5056,2471,40448,26570,28497,40.482,0.02,0.0,0
0.02,0.02,21504,15783,8192,40448,28497,34193,20.334,0.02,0.0,1
0.05,0.04,21504,8192,2044,54784,34193,40230,52.875,0.02,0.02,0
0.02,0.02,25088,15356,11744,54784,40230,43894,25.327,0.02,0.0,1
0.03,0.02,28160,25056,13312,55808,43894,55774,28.495,0.02,0.0,1
0.08,0.06,28160,13312,12254,74752,55774,55556,83.814,0.06,0.0,0
0.04,0.04,31744,25566,13312,74752,55556,68012,36.532,0.02,0.02,1
0.10,0.08,31744,13312,6639,97792,68012,74454,96.805,0.08,0.0,0
0.03,0.02,33280,21487,18400,97792,74454,77598,28.990,0.02,0.0,1
0.04,0.03,38912,33248,14848,97792,77598,96198,34.577,0.03,0.0,1
0.13,0.09,38912,14848,11239,126976,96198,97445,130.066,0.09,0.0,0
0.04,0.03,39936,27623,23552,126976,97445,101597,39.021,0.03,0.0,1
0.05,0.03,48640,39936,16416,126976,101597,125477,48.224,0.03,0.0,1
0.16,0.14,48640,16416,14821,162816,125477,126567,159.684,0.14,0.0,0
0.05,0.03,48640,34277,29184,162816,126567,131775,48.184,0.03,0.0,1
0.05,0.05,55808,45502,16032,162816,131775,161367,54.226,0.05,0.0,1
0.20,0.2,57344,16032,14444,206848,161367,162347,203.183,0.2,0.0,0
0.06,0.05,58880,38508,24096,206848,162347,177027,59.802,0.03,0.02,1
0.06,0.05,53760,48160,36320,206848,177027,189035,57.360,0.05,0.0,1
0.26,0.27,53760,36320,14276,252416,189035,206498,263.628,0.27,0.0,0
0.07,0.06,64000,31684,17440,252416,206498,221002,66.724,0.06,0.0,1
0.04,0.03,60416,34848,34848,252416,221002,221002,38.379,0.03,0.0,1
0.05,0.05,64000,51232,47616,252416,221002,224642,49.784,0.03,0.02,1
0.07,0.07,75776,64000,31392,258048,224642,257722,71.150,0.05,0.02,1
0.34,0.31,75776,31392,30292,311808,257722,257936,337.505,0.31,0.0,0
0.09,0.08,75776,49748,35296,311808,257936,272680,85.552,0.08,0.0,1
0.07,0.06,75264,54752,19488,311808,272680,308448,67.440,0.06,0.0,1
0.37,0.36,77312,19488,15339,341504,308448,311737,365.504,0.36,0.0,0
0.38,0.36,77312,39915,10219,341504,311737,341404,380.465,0.36,0.0,0
0.40,0.36,77312,34795,33761,341504,341404,334235,402.692,0.36,0.0,0
0.38,0.36,77312,33771,33770,341504,334235,334235,376.429,0.36,0.0,0
0.39,0.36,77312,33770,33770,341504,334235,334235,387.329,0.36,0.0,0
0.38,0.38,77312,33771,33771,341504,334240,334240,375.521,0.38,0.0,0
0.38,0.36,77312,33771,33771,341504,334245,334245,376.894,0.36,0.0,0
0.38,0.38,77312,33771,33771,341504,334249,334249,377.015,0.38,0.0,0
0.38,0.36,77312,33771,33771,341504,334254,334254,377.798,0.36,0.0,0
0.38,0.34,77312,33771,33771,341504,334259,334259,374.084,0.34,0.0,0
0.37,0.38,77312,33771,33771,341504,334263,334263,372.451,0.38,0.0,0
0.38,0.34,77312,33771,33771,341504,334268,334268,377.869,0.34,0.0,0
0.38,0.34,77312,33771,33771,341504,334273,334273,378.463,0.34,0.0,0
0.38,0.36,77312,33771,33771,341504,334277,334277,378.336,0.36,0.0,0
0.38,0.36,77312,33771,33771,341504,334282,334282,377.529,0.36,0.0,0
0.38,0.33,77312,33771,33771,341504,334287,334287,378.464,0.33,0.0,0
0.38,0.34,77312,33771,33771,341504,334291,334291,377.583,0.34,0.0,0
0.37,0.34,77312,33771,33771,341504,334296,334296,373.864,0.34,0.0,0
0.38,0.36,77312,33771,33771,341504,334301,334301,378.271,0.36,0.0,0
0.38,0.36,77312,33771,33771,341504,334305,334305,378.524,0.36,0.0,0
0.38,0.36,77312,33771,33771,341504,334310,334310,378.591,0.36,0.0,0
0.38,0.34,77312,33771,33771,341504,334315,334315,378.410,0.34,0.0,0
0.38,0.34,77312,33771,33771,341504,334319,334319,380.012,0.34,0.0,0
0.38,0.36,77312,33771,33771,341504,334324,334324,384.724,0.36,0.0,0
0.38,0.36,77312,33771,33771,341504,334329,334329,376.690,0.31,0.05,0
0.38,0.36,77312,33771,33771,341504,334333,334333,380.107,0.36,0.0,0
0.38,0.36,77312,33771,33771,341504,334338,334338,380.560,0.36,0.0,0
0.38,0.36,77312,33771,33771,341504,334343,334343,385.454,0.36,0.0,0
