Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,8,1.454,0.0,0.0,1
0.00,0.0,1536,1023,512,512,8,96,0.849,0.0,0.0,1
0.00,0.0,1536,1535,512,1024,96,536,0.932,0.0,0.0,1
0.00,0.0,2560,1536,480,1536,536,1104,1.052,0.0,0.0,1
0.00,0.0,2560,480,0,3584,1104,1496,4.383,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1496,2128,1.096,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2128,2704,1.783,0.0,0.0,1
0.01,0.0,4608,1504,990,6144,2704,3127,5.080,0.0,0.0,0
0.00,0.0,5632,4062,2048,6144,3127,3679,2.297,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3679,4695,3.404,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4695,5543,3.447,0.0,0.0,1
0.01,0.02,8704,4064,3321,10752,5543,6055,8.499,0.02,0.0,0
0.00,0.0,9728,7789,3840,10752,6055,7975,4.535,0.0,0.0,1
0.01,0.0,11264,8448,2688,12288,7975,11799,5.027,0.0,0.0,1
0.01,0.0,11776,2688,1981,18944,11799,12055,11.844,0.0,0.0,0
0.00,0.0,12288,9149,3744,18944,12055,14079,4.400,0.0,0.0,1
0.00,0.0,15360,10912,3776,18944,14079,17815,5.348,0.0,0.0,1
0.01,0.0,15360,3776,2678,27648,17815,18722,11.811,0.0,0.0,0
0.01,0.02,15360,12406,5600,27648,18722,21466,6.489,0.02,0.0,1
0.01,0.02,19456,15328,5088,27648,21466,27074,7.002,0.02,0.0,1
0.02,0.0,19456,5088,4003,38912,27074,27432,23.184,0.0,0.0,0
0.01,0.0,19968,16803,7168,38912,27432,35664,11.480,0.0,0.0,1
0.03,0.0,19968,7168,4087,53760,35664,38581,24.331,0.0,0.0,0
0.01,0.02,22528,16887,11232,53760,38581,44333,13.455,0.02,0.0,1
0.02,0.02,26624,22496,11296,55808,44333,55709,14.642,0.02,0.0,1
0.04,0.05,26624,11296,10212,75776,55709,55442,39.608,0.05,0.0,0
0.01,0.02,29184,21476,11296,75776,55442,65826,13.950,0.0,0.02,1
0.03,0.06,29184,11296,1520,98816,65826,75363,34.242,0.06,0.0,0
0.01,0.0,30208,13520,13472,98816,75363,75363,11.864,0.0,0.0,1
0.02,0.02,28672,26272,18912,98816,75363,82755,16.823,0.02,0.0,1
0.01,0.0,34304,28640,18624,98816,82755,92979,14.268,0.0,0.0,1
0.06,0.12,34304,18624,10344,125952,92979,98809,56.520,0.12,0.0,0
0.02,0.02,37376,20072,17280,125952,98809,101729,15.123,0.02,0.0,1
0.01,0.02,38400,28032,27648,125952,101729,102057,14.867,0.02,0.0,1
0.02,0.06,44032,38400,21536,125952,102057,119241,20.015,0.06,0.0,1
0.06,0.14,44032,21536,14770,157184,119241,125518,55.700,0.14,0.0,0
0.02,0.07,45568,26546,11840,157184,125518,140534,19.111,0.05,0.02,1
0.06,0.14,46080,11840,0,187904,140534,152035,56.108,0.14,0.0,0
0.01,0.0,46080,13824,13888,187904,152035,152035,8.600,0.0,0.0,1
0.02,0.06,42496,27712,27712,187904,160227,160227,18.244,0.06,0.0,1
0.02,0.06,46080,40000,33792,187904,160227,166459,19.318,0.06,0.0,1
0.02,0.07,54784,46080,22656,190464,166459,190251,23.376,0.05,0.02,1
0.10,0.27,55296,22656,17974,231936,190251,190253,99.675,0.27,0.0,0
0.02,0.06,55808,32822,25120,231936,190253,198133,24.918,0.06,0.0,1
0.02,0.08,53248,39968,40000,231936,198133,198133,22.289,0.08,0.0,1
0.02,0.06,58880,51776,41504,231936,198133,208533,24.159,0.06,0.0,1
0.03,0.06,62976,53280,38432,231936,208533,223597,26.212,0.06,0.0,1
0.09,0.27,62976,38432,29615,274944,223597,231727,91.263,0.27,0.0,0
0.03,0.08,31232,40367,20192,274944,231727,252303,32.880,0.06,0.02,1
0.12,0.44,64512,20192,0,321024,252303,272058,116.314,0.42,0.02,0
0.01,0.0,65024,12288,12352,321024,272058,272058,8.922,0.0,0.0,1
0.02,0.0,61440,24640,24608,321024,272058,272058,14.674,0.0,0.0,1
0.02,0.08,63488,38432,38432,321024,272058,272058,19.701,0.08,0.0,1
0.03,0.06,60928,52256,52288,321024,272058,272058,25.983,0.06,0.0,1
0.03,0.06,68608,60480,60416,321024,272058,272058,26.177,0.06,0.0,1
0.03,0.08,73216,68608,56352,321024,272058,284522,31.829,0.08,0.0,1
0.03,0.06,38400,60448,34304,321024,284522,310986,29.052,0.06,0.0,1
0.12,0.39,38400,34304,23959,375296,310986,320576,116.367,0.39,0.0,0
0.03,0.1,76288,28055,12160,375296,320576,336776,32.637,0.08,0.02,1
0.02,0.08,76288,17280,9248,375296,353160,361320,19.377,0.08,0.0,1
0.15,0.45,76800,9248,0,418816,361320,361878,148.949,0.45,0.0,0
0.01,0.0,76800,6144,6208,418816,361878,361878,7.465,0.0,0.0,1
0.01,0.06,73728,12352,12288,418816,361878,361878,8.066,0.06,0.0,1
0.01,0.02,26624,19456,19456,418816,361878,361878,12.045,0.02,0.0,1
0.01,0.02,68096,26624,26624,418816,361878,361878,13.784,0.02,0.0,1
0.02,0.07,37888,35328,29152,418816,361878,368102,19.431,0.05,0.02,1
0.02,0.06,62976,37856,24576,418816,368102,381574,19.790,0.06,0.0,1
0.02,0.06,29184,34816,18944,418816,381574,397646,20.056,0.06,0.0,1
0.15,0.51,66048,18944,0,473600,397646,415918,147.371,0.48,0.03,0
0.01,0.0,66048,11776,11840,473600,415918,415918,8.674,0.0,0.0,1
0.02,0.02,65024,23616,11840,473600,415918,427862,14.662,0.02,0.0,1
0.01,0.02,66048,25152,13344,473600,427862,439806,14.986,0.02,0.0,1
0.02,0.02,63488,26656,13376,473600,439806,453310,16.044,0.02,0.0,1
0.16,0.61,65024,13376,0,526848,453310,465967,163.407,0.61,0.0,0
0.01,0.02,61952,15360,15456,526848,465967,465967,10.944,0.02,0.0,1
0.02,0.05,64512,32352,32352,526848,465967,465967,20.420,0.05,0.0,1
0.03,0.06,60416,49248,49152,526848,465967,465999,25.883,0.06,0.0,1
0.03,0.08,68096,60416,28256,526848,465999,498703,31.836,0.08,0.0,1
0.19,0.6900000000000001,68096,28256,0,597504,498703,526259,190.901,0.67,0.02,0
0.01,0.02,68096,12800,12896,597504,526259,526259,10.459,0.02,0.0,1
0.01,0.02,63488,25696,25664,597504,526259,526259,15.311,0.0,0.02,1
0.02,0.06,66048,40000,40000,597504,526259,526259,21.175,0.06,0.0,1
0.03,0.08,63488,54336,54304,597504,526259,526259,27.547,0.08,0.0,1
0.03,0.08,71168,62496,62496,597504,526259,526259,28.508,0.08,0.0,1
0.03,0.09,76288,70688,57888,597504,526259,539243,34.165,0.09,0.0,1
0.03,0.08,39424,61984,34848,597504,539243,566763,30.389,0.08,0.0,1
0.21,0.75,39424,34848,3520,675840,566763,597276,215.084,0.7,0.05,0
0.04,0.09,77824,7616,5472,675840,597276,599508,37.021,0.09,0.0,1
0.01,0.0,78848,9568,8416,675840,599508,600684,8.066,0.0,0.0,1
0.01,0.0,77312,12512,8192,675840,600684,605036,9.204,0.0,0.0,1
0.01,0.0,78336,13312,5184,675840,605036,613308,9.845,0.0,0.0,1
0.01,0.0,75776,10304,5152,675840,613308,618500,8.995,0.0,0.0,1
0.01,0.0,12800,11296,6176,675840,618500,623684,9.168,0.0,0.0,1
0.01,0.0,72192,12320,6144,675840,623684,629916,9.396,0.0,0.0,1
0.01,0.0,14848,13312,7200,675840,629916,636140,10.183,0.0,0.0,1
0.01,0.02,66560,14368,7200,675840,636140,643404,11.417,0.02,0.0,1
0.01,0.02,16896,15392,8224,675840,643404,650676,12.882,0.02,0.0,1
0.01,0.02,62464,16416,8256,675840,650676,658980,13.484,0.02,0.0,1
0.24,0.85,65536,8256,0,733696,658980,665982,235.393,0.83,0.02,0
0.01,0.0,59904,9728,9792,733696,665982,665982,9.583,0.0,0.0,1
0.01,0.02,63488,20544,20544,733696,665982,665982,13.893,0.02,0.0,1
0.02,0.02,60928,31296,31264,733696,665982,665982,18.162,0.02,0.0,1
0.04,0.11,63488,40992,31264,733696,698750,708614,37.270,0.11,0.0,1
0.02,0.08,61440,40992,40992,733696,708614,708614,21.215,0.08,0.0,1
0.02,0.08,66048,47136,36384,733696,708614,719518,23.914,0.08,0.0,1
