Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,8,1.523,0.0,0.0,1
0.00,0.0,1536,1023,496,512,8,128,0.821,0.0,0.0,1
0.00,0.0,1536,1520,512,1024,128,548,1.130,0.0,0.0,1
0.00,0.0,2560,1536,512,1536,548,1108,0.867,0.0,0.0,1
0.00,0.0,2560,512,0,3584,1108,1495,4.333,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2143,0.884,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2143,2719,1.537,0.0,0.0,1
0.00,0.0,4608,1504,990,6144,2719,3124,5.291,0.0,0.0,0
0.00,0.0,5632,4062,2048,6144,3124,3684,2.219,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3684,4700,2.946,0.0,0.0,1
0.00,0.02,8704,6624,4064,6144,4700,5556,3.585,0.02,0.0,1
0.01,0.0,8704,4064,3545,10240,5556,5821,8.342,0.0,0.0,0
0.00,0.02,9728,8099,3936,10240,5821,7869,4.060,0.02,0.0,1
0.01,0.0,12288,8544,2720,12288,7869,11805,4.446,0.0,0.0,1
0.01,0.02,12288,2720,1981,19456,11805,12055,10.548,0.02,0.0,0
0.00,0.02,12288,8637,3520,19456,12055,14103,3.450,0.02,0.0,1
0.00,0.0,14848,10176,3584,19456,14103,17591,3.892,0.0,0.0,1
0.01,0.02,14848,3584,1899,28160,17591,18972,10.196,0.02,0.0,0
0.00,0.0,14848,11115,5344,28160,18972,20932,4.624,0.0,0.0,1
0.01,0.0,18432,14560,4864,28160,20932,26284,5.275,0.0,0.0,1
0.02,0.0,18432,4864,2719,38912,26284,27659,18.086,0.0,0.0,0
0.01,0.0,18944,14495,7168,38912,27659,30859,6.886,0.0,0.0,1
0.01,0.0,19456,18944,9184,40960,30859,40771,12.105,0.0,0.0,1
0.02,0.02,19456,9184,9170,54784,40771,39502,24.828,0.02,0.0,0
0.01,0.0,24576,19410,10336,54784,39502,48814,11.388,0.0,0.0,1
0.03,0.11,24576,10336,4584,72704,48814,54293,29.579,0.11,0.0,0
0.01,0.02,26624,14824,10368,72704,54293,58965,10.346,0.02,0.0,1
0.01,0.02,27648,21632,16384,72704,58965,64149,10.941,0.02,0.0,1
0.03,0.09,27648,16384,7663,92672,64149,72656,33.967,0.09,0.0,0
0.01,0.02,31744,16201,8512,92672,72656,80456,11.557,0.02,0.0,1
0.01,0.0,33280,21824,19936,92672,80456,82352,13.484,0.0,0.0,1
0.02,0.0,39936,33248,13408,102912,82352,102472,18.753,0.0,0.0,1
0.06,0.19,39936,13408,10723,130048,102472,102526,60.813,0.19,0.0,0
0.02,0.08,39936,26595,15968,130048,102526,113422,18.118,0.08,0.0,1
0.02,0.1,37888,31840,25088,130048,113422,120174,17.976,0.08,0.02,1
0.06,0.27,37888,25088,15327,159232,120174,129598,58.849,0.27,0.0,0
0.02,0.09,44032,28127,12928,159232,129598,145174,18.398,0.09,0.0,1
0.05,0.22,44544,12928,0,192000,145174,157697,55.518,0.22,0.0,0
0.01,0.0,44544,14848,14976,192000,157697,157697,8.606,0.0,0.0,1
0.02,0.03,41472,29824,29152,192000,157697,158273,21.384,0.03,0.0,1
0.02,0.0,46080,41440,27232,192000,158273,172793,22.844,0.0,0.0,1
0.09,0.32,46080,27232,3570,229888,172793,191939,84.481,0.3,0.02,0
0.01,0.0,47616,15858,16000,229888,191939,191939,15.829,0.0,0.0,1
0.02,0.02,49152,30336,30336,229888,191939,191939,16.439,0.02,0.0,1
0.02,0.1,46592,44672,37888,229888,191939,198683,22.737,0.08,0.02,1
0.02,0.19,54784,46592,43136,229888,198683,202331,20.838,0.19,0.0,1
0.02,0.19,58368,51840,40992,229888,202331,213331,23.786,0.19,0.0,1
0.09,0.4,58368,40992,23908,267776,213331,229819,91.225,0.38,0.02,0
0.02,0.09,24064,30052,17440,267776,229819,242763,21.677,0.09,0.0,1
0.01,0.0,56320,23584,18240,267776,242763,248163,12.292,0.0,0.0,1
0.01,0.02,58880,25408,13408,267776,248163,260355,13.531,0.02,0.0,1
0.10,0.39,58880,13408,5587,308736,260355,267505,97.130,0.39,0.0,0
0.02,0.09,57344,12755,7232,308736,267505,273209,20.345,0.09,0.0,1
0.01,0.0,58368,15424,8288,308736,273209,280473,10.480,0.0,0.0,1
0.01,0.0,55808,16480,8288,308736,280473,288777,10.079,0.0,0.0,1
0.01,0.0,57344,17504,9280,308736,288777,297089,10.172,0.0,0.0,1
0.11,0.5,56832,9280,0,346624,297089,305737,110.151,0.48,0.02,0
0.01,0.02,20992,10240,10336,346624,305737,305737,7.515,0.02,0.0,1
0.01,0.0,54784,20576,20576,346624,305737,305737,11.940,0.0,0.0,1
0.02,0.0,55808,32352,32352,346624,305737,305737,16.070,0.0,0.0,1
0.02,0.09,53248,44128,44064,346624,305737,305737,20.526,0.09,0.0,1
0.03,0.11,59904,50720,40512,346624,322121,332505,33.083,0.11,0.0,1
0.15,0.79,59904,40512,17840,389120,332505,346621,152.508,0.77,0.02,0
0.03,0.08,59904,24496,24608,389120,346621,346621,26.952,0.08,0.0,1
0.02,0.0,62464,32288,32288,389120,346621,346621,15.988,0.0,0.0,1
0.02,0.09,62464,39968,35360,389120,346621,351317,19.241,0.09,0.0,1
0.02,0.09,63488,43040,38336,389120,351317,356053,20.722,0.09,0.0,1
0.02,0.09,66048,46016,37376,389120,356053,364781,21.662,0.09,0.0,1
0.02,0.09,39936,45568,31264,389120,364781,379293,22.073,0.09,0.0,1
0.14,0.8300000000000001,39936,31264,20890,435712,379293,388953,142.125,0.81,0.02,0
0.03,0.08,64512,29082,18720,435712,388953,399593,30.047,0.06,0.02,1
0.01,0.02,65536,28448,18016,435712,399593,410201,15.659,0.02,0.0,1
0.02,0.02,65536,27744,9824,435712,410201,428337,15.848,0.02,0.0,1
0.15,0.73,65536,9824,2032,490496,428337,435364,146.427,0.73,0.0,0
0.03,0.16,65536,13296,11360,490496,435364,437460,26.010,0.14,0.02,1
0.01,0.0,60416,22624,22560,490496,437460,437460,13.041,0.0,0.0,1
0.02,0.09,37376,35360,24160,490496,437460,448884,19.219,0.06,0.03,1
0.02,0.08,59392,36960,25664,490496,448884,460292,19.950,0.03,0.05,1
0.02,0.1,60928,40000,27232,490496,460292,473268,21.608,0.08,0.02,1
0.16,1.0,60928,27232,9704,549888,473268,489991,164.768,1.0,0.0,0
0.03,0.11,58368,24040,18752,549888,489991,495479,32.302,0.11,0.0,1
0.02,0.09,60416,34624,34624,549888,495479,495479,18.599,0.09,0.0,1
0.03,0.09,56832,50496,46592,549888,495479,499391,27.901,0.09,0.0,1
0.03,0.09,64512,56832,39776,549888,499391,516759,27.434,0.09,0.0,1
0.03,0.09,67072,50016,35104,549888,516759,531871,26.178,0.09,0.0,1
0.20,1.05,67584,35104,16532,614912,531871,549568,197.951,1.0,0.05,0
0.04,0.12,68096,28820,17664,614912,549568,561016,38.732,0.12,0.0,1
0.02,0.03,64000,29952,24704,614912,561016,566376,17.393,0.03,0.0,1
0.02,0.1,66560,38528,26176,614912,566376,578840,20.875,0.08,0.02,1
0.02,0.1,62464,40000,27712,614912,578840,591312,21.895,0.08,0.02,1
0.02,0.11,64512,43584,29760,614912,591312,605344,24.709,0.08,0.03,1
0.23,1.22,64512,29760,19417,684544,605344,614633,232.814,1.2,0.02,0
0.05,0.2,61952,35289,26624,684544,614633,623577,45.268,0.2,0.0,1
0.02,0.09,63488,44544,44512,684544,623577,623577,25.285,0.09,0.0,1
0.04,0.11,59904,62432,50176,684544,623577,636017,36.739,0.11,0.0,1
0.03,0.1,36864,59904,27040,684544,636017,669385,32.110,0.05,0.05,1
