Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,480,512,0,8,1.458,0.0,0.0,1
0.00,0.0,1536,991,512,512,8,80,0.872,0.0,0.0,1
0.00,0.0,1536,1536,512,1024,80,512,1.220,0.0,0.0,1
0.00,0.0,2560,1536,480,1536,512,1072,1.282,0.0,0.0,1
0.00,0.0,2560,480,0,3584,1072,1496,4.550,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1496,2120,1.141,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2120,2696,1.993,0.0,0.0,1
0.01,0.0,4608,1504,990,6144,2696,3127,5.517,0.0,0.0,0
0.00,0.0,5632,4062,2048,6144,3127,3663,2.763,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3663,4663,3.340,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4663,5511,4.193,0.0,0.0,1
0.01,0.0,8704,4064,3513,10240,5511,5863,10.208,0.0,0.0,0
0.00,0.0,9728,7981,3936,10240,5863,7839,4.407,0.0,0.0,1
0.00,0.0,12288,8544,2656,12288,7839,11791,4.245,0.0,0.0,1
0.01,0.0,12288,2656,2013,18944,11791,12023,11.261,0.0,0.0,0
0.00,0.0,12288,8669,3456,18944,12023,14079,4.056,0.0,0.0,1
0.01,0.0,14848,10112,3488,18944,14079,17551,4.897,0.0,0.0,1
0.01,0.0,14848,3488,2412,27648,17551,18460,12.081,0.0,0.0,0
0.01,0.0,14848,11628,5312,27648,18460,20916,5.366,0.0,0.0,1
0.01,0.0,18944,14528,4832,27648,20916,26252,7.051,0.0,0.0,1
0.02,0.0,18944,4832,3228,38400,26252,27151,17.717,0.0,0.0,0
0.01,0.0,18944,15516,6656,38400,27151,35295,12.788,0.0,0.0,1
0.02,0.0,18944,6656,3576,53248,35295,38216,22.517,0.0,0.0,0
0.01,0.0,20992,15864,10720,53248,38216,45528,12.114,0.0,0.0,1
0.03,0.06,25600,10720,0,71168,45528,53031,33.676,0.06,0.0,0
0.01,0.02,26624,10240,10304,71168,53031,53031,7.151,0.0,0.02,1
0.01,0.0,27648,21568,16384,71168,53031,58215,12.510,0.0,0.0,1
0.02,0.0,34816,27648,11296,75264,58215,74839,17.495,0.0,0.0,1
0.05,0.08,34816,11296,10717,98816,74839,74984,45.844,0.06,0.02,0
0.02,0.04,34816,24541,13856,98816,74984,85888,17.252,0.02,0.02,1
0.05,0.05,37888,13856,0,124928,85888,97456,51.295,0.05,0.0,0
0.01,0.0,38400,16384,16448,124928,97456,97456,10.084,0.0,0.0,1
0.02,0.05,35840,32832,23552,124928,97456,106816,23.930,0.05,0.0,1
0.02,0.05,43008,35840,24128,124928,106816,118728,20.053,0.03,0.02,1
0.07,0.16,43008,24128,17918,156160,118728,124498,66.176,0.14,0.02,0
0.02,0.05,47104,30206,21984,156160,124498,132922,23.451,0.05,0.0,1
0.02,0.05,48128,35296,34816,156160,132922,133370,18.577,0.05,0.0,1
0.11,0.25,48128,48128,29637,189440,141562,155693,105.592,0.25,0.0,0
0.04,0.09,55808,42949,24512,189440,155693,174509,36.087,0.09,0.0,1
0.09,0.19,55808,24512,9584,228864,174509,189025,90.566,0.17,0.02,0
0.03,0.05,56320,24432,24480,228864,189025,189025,26.482,0.05,0.0,1
0.02,0.05,53248,39328,39328,228864,189025,189025,23.910,0.03,0.02,1
0.03,0.05,58880,50592,47616,228864,189025,192009,27.292,0.05,0.0,1
0.03,0.05,62976,58880,49664,228864,192009,201409,32.132,0.02,0.03,1
0.03,0.05,69632,56320,42144,228864,201409,215745,30.101,0.05,0.0,1
0.12,0.33,69632,42144,28748,270848,215745,228591,121.619,0.33,0.0,0
0.04,0.09,69120,35404,19424,270848,228591,244935,39.133,0.09,0.0,1
