Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,480,512,0,8,1.633,0.0,0.0,1
0.00,0.0,1536,991,480,512,8,128,1.083,0.0,0.0,1
0.00,0.02,1536,1504,512,1024,128,552,1.102,0.02,0.0,1
0.00,0.0,2048,512,0,2560,552,980,4.620,0.0,0.0,0
0.00,0.0,2560,1536,480,2560,980,1308,1.012,0.0,0.0,1
0.00,0.0,1536,2527,480,2560,1308,2388,1.349,0.0,0.0,1
0.00,0.02,1536,480,479,5632,2388,2325,5.519,0.02,0.0,0
0.00,0.0,3072,1503,1024,5632,2325,2325,0.990,0.0,0.0,1
0.00,0.0,2560,2048,1504,5632,2325,2349,1.305,0.0,0.0,1
0.00,0.0,3072,2527,2016,5632,2349,2365,1.316,0.0,0.0,1
0.00,0.02,4096,3039,2368,5632,2365,2565,2.095,0.0,0.02,1
0.00,0.0,4096,3904,2432,5632,2565,3325,2.052,0.0,0.0,1
0.00,0.0,5632,3968,2240,5632,3325,4301,2.783,0.0,0.0,1
0.00,0.02,5632,4799,2272,5632,4301,5629,2.446,0.02,0.0,1
0.01,0.0,5632,2272,2218,10240,5629,5511,6.150,0.0,0.0,0
0.00,0.0,6144,4778,1376,10240,5511,7775,3.210,0.0,0.0,1
0.00,0.0,6656,4960,1888,10240,7775,9127,2.933,0.0,0.0,1
0.01,0.0,6656,1888,820,16384,9127,10063,8.587,0.0,0.0,0
0.00,0.0,8192,4404,2144,16384,10063,10911,2.869,0.0,0.0,1
0.00,0.02,8192,7264,2688,16384,10911,13039,3.805,0.02,0.0,1
0.01,0.0,9728,7808,2688,16384,13039,15703,4.716,0.0,0.0,1
0.01,0.0,10240,2688,1616,24576,15703,16354,12.369,0.0,0.0,0
0.00,0.0,10752,8784,3584,24576,16354,18130,4.901,0.0,0.0,1
0.00,0.0,13824,10752,4256,24576,18130,21778,5.887,0.0,0.0,1
0.02,0.02,13824,4256,1128,34304,21778,24226,15.579,0.0,0.02,0
0.01,0.0,14336,9832,4544,34304,24226,25378,5.269,0.0,0.0,1
0.01,0.0,16896,13248,4544,34304,25378,29954,6.534,0.0,0.0,1
0.02,0.0,16896,4544,409,46080,29954,33940,19.846,0.0,0.0,0
0.01,0.0,16896,11161,6144,46080,33940,38548,8.715,0.0,0.0,1
0.01,0.02,18432,16896,9184,46592,38548,46372,12.379,0.02,0.0,1
0.03,0.0,18432,9184,8148,62464,46372,46154,30.125,0.0,0.0,0
0.01,0.0,22528,17364,9248,62464,46154,54410,11.604,0.0,0.0,1
0.03,0.11,22528,9248,1521,81408,54410,61967,33.395,0.11,0.0,0
0.01,0.02,24576,10737,9280,81408,61967,63519,10.269,0.02,0.0,1
0.01,0.0,25088,19520,14848,81408,63519,68183,11.641,0.0,0.0,1
0.02,0.03,30720,25088,10272,83456,68183,83255,16.829,0.03,0.0,1
0.05,0.05,30720,10272,9198,106496,83255,81857,47.654,0.05,0.0,0
0.02,0.02,30720,20974,11808,106496,81857,91145,15.923,0.02,0.0,1
0.02,0.02,28672,23584,19456,106496,91145,95305,15.762,0.02,0.0,1
0.06,0.11,28672,19456,8176,133120,95305,106372,56.185,0.11,0.0,0
0.02,0.03,33280,17392,9248,133120,106372,114692,16.955,0.03,0.0,1
0.01,0.0,31232,18464,18464,133120,114692,114692,12.718,0.0,0.0,1
0.02,0.02,33280,27168,17920,133120,114692,124028,15.428,0.02,0.0,1
0.06,0.13999999999999999,33280,17920,8657,162304,124028,132928,63.067,0.12,0.02,0
0.02,0.05,35328,17361,12928,162304,132928,137496,21.250,0.05,0.0,1
0.02,0.0,35840,23168,18976,162304,137496,141744,14.429,0.0,0.0,1
0.02,0.06,36352,29216,20512,162304,141744,150560,17.762,0.06,0.0,1
0.08,0.19,36352,20512,8664,192512,150560,162011,82.957,0.19,0.0,0
0.02,0.02,38400,18392,9760,192512,170203,179019,20.995,0.02,0.0,1
0.01,0.02,37888,19488,19456,192512,179019,179019,11.617,0.02,0.0,1
0.02,0.05,38912,29696,20000,192512,179019,188891,17.825,0.05,0.0,1
0.10,0.2,38912,20000,12237,225792,188891,192134,99.202,0.2,0.0,0
0.02,0.05,40448,22477,16544,225792,192134,198214,23.353,0.05,0.0,1
0.02,0.02,40960,28320,28352,225792,198214,198214,16.098,0.02,0.0,1
0.02,0.05,38912,40128,32768,225792,198214,205606,22.687,0.05,0.0,1
0.02,0.05,23552,38912,17312,227840,205606,227550,21.641,0.05,0.0,1
0.11,0.28,23552,17312,16718,267264,227550,227467,105.801,0.28,0.0,0
0.03,0.06,45056,22862,6176,267264,227467,244467,30.854,0.06,0.0,1
0.01,0.0,45056,13344,7200,267264,244467,250691,10.355,0.0,0.0,1
