Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,480,512,0,8,1.209,0.0,0.0,1
0.00,0.0,1024,991,512,512,8,80,0.934,0.0,0.0,1
0.00,0.0,1024,1024,512,512,80,232,0.957,0.0,0.0,1
0.00,0.0,1536,1023,512,512,232,488,0.993,0.0,0.0,1
0.00,0.0,1536,512,511,2048,488,455,2.892,0.0,0.0,0
0.00,0.0,1536,1535,480,2048,455,1023,1.173,0.0,0.0,1
0.00,0.0,3584,1504,1056,2048,1023,1023,1.521,0.0,0.0,1
0.00,0.0,3584,3104,1504,2048,1023,1575,2.105,0.0,0.0,1
0.01,0.0,3584,1504,1501,4096,1575,1538,5.481,0.0,0.0,0
0.00,0.0,5120,3549,2016,4096,1538,2090,2.821,0.0,0.0,1
0.00,0.0,5632,5088,2528,4096,2090,3178,3.448,0.0,0.0,1
0.01,0.0,5632,2528,1980,7168,3178,3680,6.645,0.0,0.0,0
0.01,0.0,8192,5052,2720,7168,3680,4712,4.538,0.0,0.0,1
0.00,0.0,8192,7328,2432,7680,4712,7432,4.121,0.0,0.0,1
0.01,0.0,8192,2432,2372,12800,7432,7232,8.764,0.0,0.0,0
0.00,0.0,10752,6471,2080,12800,7232,9656,4.775,0.0,0.0,1
0.01,0.0,10752,8736,3680,12800,9656,11768,5.566,0.0,0.0,1
0.02,0.0,10752,3680,2624,19456,11768,12438,15.075,0.0,0.0,0
0.01,0.0,13824,9280,3456,19456,12438,15110,5.904,0.0,0.0,1
0.01,0.0,13824,12672,4576,19456,15110,19302,7.456,0.0,0.0,1
0.02,0.0,13824,4576,4569,28160,19302,18674,19.569,0.0,0.0,0
0.01,0.0,19456,13785,4832,28160,18674,23306,8.271,0.0,0.0,1
0.02,0.0,19456,4832,0,39424,23306,28006,21.716,0.0,0.0,0
0.00,0.0,20992,12288,6400,39424,28006,28006,5.792,0.0,0.0,1
0.02,0.0,22016,20224,8160,39936,28006,39718,14.421,0.0,0.0,1
0.03,0.03,22016,8160,8148,54784,39718,38501,35.332,0.03,0.0,0
0.02,0.04,24576,21972,13824,54784,38501,46757,17.103,0.02,0.02,1
0.04,0.03,24576,13824,6126,73728,46757,54318,43.475,0.03,0.0,0
0.01,0.0,30208,16878,10752,73728,54318,60550,15.126,0.0,0.0,1
0.02,0.0,28160,21504,19456,73728,60550,62614,15.375,0.0,0.0,1
0.02,0.02,32256,26404,6880,82432,62614,82350,18.898,0.02,0.0,1
0.06,0.09,32256,6880,6326,108544,82350,82401,60.616,0.09,0.0,0
0.02,0.0,31232,15030,8704,108544,82401,88833,16.415,0.0,0.0,1
0.01,0.0,32256,19456,19456,108544,88833,88833,10.050,0.0,0.0,1
0.02,0.03,31232,30208,24032,108544,88833,95073,17.751,0.0,0.03,1
0.09,0.14,31232,24032,8655,134656,95073,108157,84.873,0.14,0.0,0
0.02,0.03,37376,15823,12000,134656,108157,112061,19.149,0.03,0.0,1
0.01,0.0,36352,19168,19136,134656,112061,112061,11.581,0.0,0.0,1
0.02,0.03,37376,26816,21984,134656,112061,116965,16.441,0.03,0.0,1
0.02,0.04,39424,29664,22496,134656,116965,124221,18.434,0.02,0.02,1
0.09,0.14,39424,22496,12215,160768,124221,134169,94.360,0.14,0.0,0
0.03,0.03,40960,19895,12192,160768,134169,142025,25.436,0.0,0.03,1
0.01,0.0,37888,19872,15360,160768,142025,146593,13.525,0.0,0.0,1
0.02,0.06,39424,24576,16896,160768,146593,154369,16.848,0.06,0.0,1
0.10,0.19,39424,16896,10189,188928,154369,160675,104.189,0.17,0.02,0
0.03,0.03,39424,19405,9248,188928,168867,179227,28.190,0.03,0.0,1
0.12,0.2,39936,9248,0,215552,179227,184143,118.347,0.2,0.0,0
0.01,0.0,39424,10752,10752,215552,184143,184143,8.543,0.0,0.0,1
0.01,0.0,40448,23040,23072,215552,184143,184143,14.892,0.0,0.0,1
0.02,0.03,37888,35360,30208,215552,184143,189327,24.233,0.03,0.0,1
0.02,0.03,44032,37888,28480,215552,189327,198887,24.557,0.03,0.0,1
0.02,0.03,47104,36160,26080,215552,198887,209111,25.237,0.03,0.0,1
0.14,0.2,47104,26080,19342,249344,209111,215336,144.569,0.2,0.0,0
0.03,0.06,28672,27534,20288,249344,215336,222744,33.987,0.06,0.0,1
0.02,0.03,47616,28480,22592,249344,222744,228712,18.849,0.03,0.0,1
0.02,0.03,47616,32320,26080,249344,228712,235008,21.575,0.03,0.0,1
0.02,0.03,48640,35808,27648,249344,235008,243296,24.417,0.03,0.0,1
0.16,0.3,48640,27648,21419,284160,243296,248967,164.875,0.3,0.0,0
0.04,0.06,49664,31659,18016,284160,248967,262887,41.664,0.06,0.0,1
0.02,0.04,46080,28256,20480,284160,262887,270743,20.372,0.02,0.02,1
0.18,0.31,48128,20480,7132,323584,270743,283673,174.230,0.31,0.0,0
0.04,0.06,50176,20956,17536,323584,283673,287185,41.316,0.06,0.0,1
0.02,0.03,48128,31360,31360,323584,287185,287185,21.988,0.03,0.0,1
0.03,0.03,50688,44160,37888,323584,287185,293481,28.665,0.03,0.0,1
0.03,0.06,57856,50688,35968,323584,293481,308449,34.369,0.06,0.0,1
0.21,0.4,57856,35968,20522,367616,308449,323402,208.207,0.38,0.02,0
0.05,0.1,59904,33322,27392,367616,339786,345866,52.330,0.08,0.02,1
0.03,0.03,56832,40192,40192,367616,345866,345866,26.058,0.03,0.0,1
0.03,0.03,60416,50944,43808,367616,345866,353082,31.372,0.03,0.0,1
0.04,0.03,61440,54560,47104,367616,353082,360666,36.081,0.03,0.0,1
0.26,0.45,61440,47104,31646,412672,360666,367447,261.167,0.45,0.0,0
0.06,0.09,29696,39326,21920,412672,367447,385167,55.248,0.09,0.0,1
0.02,0.03,63488,29600,23232,412672,385167,391623,18.427,0.03,0.0,1
0.02,0.03,33792,32448,24544,412672,391623,399615,21.030,0.03,0.0,1
