Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,8,1.434,0.0,0.0,1
0.00,0.0,1536,1023,496,512,8,96,0.947,0.0,0.0,1
0.00,0.0,1536,1520,512,1024,96,512,1.112,0.0,0.0,1
0.00,0.0,2560,1536,480,1536,512,1064,1.333,0.0,0.0,1
0.01,0.0,2560,480,0,3584,1064,1495,4.779,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2119,1.407,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2119,2695,1.909,0.0,0.0,1
0.01,0.0,4608,1504,990,6144,2695,3127,5.288,0.0,0.0,0
0.00,0.0,5632,4062,2048,6144,3127,3671,2.414,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3671,4679,3.444,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4679,5519,3.900,0.0,0.0,1
0.01,0.02,8704,4064,3513,10240,5519,5863,10.100,0.02,0.0,0
0.01,0.02,9728,7981,3936,10240,5863,7847,4.340,0.02,0.0,1
0.00,0.0,12288,8544,2688,12288,7847,11791,4.816,0.0,0.0,1
0.01,0.02,12288,2688,2013,18944,11791,12023,11.550,0.02,0.0,0
0.00,0.0,12288,8669,3456,18944,12023,14087,4.182,0.0,0.0,1
0.01,0.0,14848,10112,3488,18944,14087,17551,4.833,0.0,0.0,1
0.01,0.02,14848,3488,2412,27648,17551,18460,11.177,0.02,0.0,0
0.01,0.0,14848,11628,5312,27648,18460,20924,5.163,0.0,0.0,1
0.01,0.02,18944,14528,4832,27648,20924,26260,6.066,0.02,0.0,1
0.02,0.02,18944,4832,3228,38400,26260,27151,18.433,0.02,0.0,0
0.01,0.0,18944,15516,6656,38400,27151,31911,8.718,0.0,0.0,1
0.01,0.02,20992,18944,9696,41472,31911,41287,12.613,0.0,0.02,1
0.03,0.03,20992,9696,9681,55808,41287,40024,28.309,0.03,0.0,0
0.01,0.0,26112,20945,11296,55808,40024,49848,12.405,0.0,0.0,1
0.03,0.03,26112,11296,5613,74240,49848,55327,31.057,0.03,0.0,0
0.01,0.02,28672,16877,11328,74240,55327,61047,13.128,0.02,0.0,1
0.02,0.02,29696,24128,16896,74240,61047,68303,14.721,0.0,0.02,1
0.04,0.06,29696,16896,10731,95744,68303,74203,41.040,0.06,0.0,0
0.02,0.04,37376,23531,12864,95744,74203,85123,16.673,0.02,0.02,1
0.05,0.06,37888,12864,0,120320,85123,95666,48.874,0.06,0.0,0
0.01,0.0,40448,14848,14912,120320,95666,95666,9.749,0.0,0.0,1
0.02,0.09,40960,32320,23552,120320,95666,104506,19.277,0.09,0.0,1
0.03,0.05,46592,40960,29440,120320,104506,116242,25.623,0.05,0.0,1
0.07,0.2,46592,29440,25255,148992,116242,119981,71.981,0.2,0.0,0
0.03,0.06,51712,41127,31392,148992,119981,129941,26.647,0.06,0.0,1
0.11,0.24,51712,47264,32320,180224,138133,148692,106.470,0.22,0.02,0
