Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,16,1.570,0.0,0.0,1
0.00,0.0,1536,1023,496,512,16,124,0.851,0.0,0.0,1
0.00,0.0,1536,1520,512,1024,124,548,0.954,0.0,0.0,1
0.00,0.0,2560,1536,496,1536,548,1104,1.095,0.0,0.0,1
0.01,0.0,2560,496,0,3584,1104,1495,4.327,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2119,1.098,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2119,2703,1.471,0.0,0.0,1
0.01,0.02,4608,1504,990,6144,2703,3127,4.719,0.02,0.0,0
0.00,0.0,5632,4062,2048,6144,3127,3679,2.090,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3679,4703,2.641,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4703,5551,3.132,0.0,0.0,1
0.01,0.0,8704,4064,3449,10240,5551,5927,8.375,0.0,0.0,0
0.00,0.0,9728,7917,3904,10240,5927,7919,3.475,0.0,0.0,1
0.00,0.0,12288,8512,2720,12288,7919,11807,3.812,0.0,0.0,1
0.01,0.02,12288,2720,1981,18944,11807,12055,9.613,0.02,0.0,0
0.00,0.0,12288,8637,3456,18944,12055,14095,3.519,0.0,0.0,1
0.00,0.0,14848,10112,3520,18944,14095,17559,4.149,0.0,0.0,1
0.01,0.0,14848,3520,2412,27648,17559,18460,10.002,0.0,0.0,0
0.01,0.0,14848,11628,5312,27648,18460,20932,5.378,0.0,0.0,1
0.01,0.0,18944,14528,4864,27648,20932,26284,5.819,0.0,0.0,1
0.02,0.0,18944,4864,3228,38400,26284,27151,17.212,0.0,0.0,0
0.01,0.0,18944,15516,6496,38400,27151,30455,7.274,0.0,0.0,1
0.01,0.02,18432,18784,7648,41984,30455,41687,13.006,0.02,0.0,1
0.03,0.02,18432,7648,6615,57344,41687,41423,28.186,0.02,0.0,0
0.01,0.0,24064,17367,10848,57344,41423,48143,11.359,0.0,0.0,1
0.03,0.08,24064,10848,1607,75264,48143,57150,29.193,0.08,0.0,0
0.01,0.02,26112,12359,10816,75264,57150,58806,10.319,0.02,0.0,1
0.01,0.0,27648,22592,15872,75264,58806,65550,11.769,0.0,0.0,1
0.01,0.02,33280,23625,7584,81920,65550,81654,13.892,0.02,0.0,1
0.04,0.09,34304,7584,6992,105984,81654,81735,41.489,0.09,0.0,0
0.02,0.0,35328,22864,19424,105984,81735,89439,17.076,0.0,0.0,1
0.02,0.02,44032,35296,15936,105984,89439,104903,18.549,0.0,0.02,1
0.06,0.16,44032,15936,12769,134656,104903,105592,58.799,0.16,0.0,0
0.02,0.08,45056,31201,18528,134656,105592,118568,22.301,0.08,0.0,1
0.05,0.16,45056,18528,2561,166400,118568,134202,51.644,0.16,0.0,0
0.02,0.08,46592,20993,21088,166400,134202,134202,18.523,0.06,0.02,1
0.02,0.06,48640,40032,29696,166400,134202,144610,20.518,0.06,0.0,1
0.03,0.04,55296,48640,34176,166400,144610,159386,30.438,0.02,0.02,1
0.09,0.23,55296,34176,22784,202240,159386,166122,86.996,0.23,0.0,0
0.03,0.08,60416,39680,26912,202240,166122,179202,26.242,0.08,0.0,1
0.02,0.08,57344,43808,43776,202240,179202,179202,22.548,0.08,0.0,1
0.03,0.09,64000,56576,46688,202240,179202,189306,26.431,0.09,0.0,1
0.09,0.33,64000,46688,33208,240128,189306,202193,88.371,0.31,0.02,0
0.03,0.09,72704,46008,33632,240128,202193,214881,30.655,0.09,0.0,1
0.03,0.08,73216,48480,36800,240128,214881,226737,24.797,0.08,0.0,1
0.11,0.45,73216,36800,23363,281088,226737,239628,107.724,0.45,0.0,0
0.03,0.08,73728,38211,31328,281088,239628,246732,28.830,0.06,0.02,1
0.03,0.08,75264,48224,48288,281088,246732,246732,25.983,0.08,0.0,1
0.03,0.11,75264,65184,57856,281088,246732,254156,32.633,0.09,0.02,1
0.03,0.09,82944,69632,60512,281088,254156,263420,35.691,0.09,0.0,1
0.04,0.08,87552,72288,40544,295936,263420,295596,37.493,0.06,0.02,1
0.13,0.48,89600,40544,39331,344064,295596,295699,128.906,0.48,0.0,0
0.04,0.24,91648,55203,27328,344064,295699,324131,40.001,0.19,0.05,1
0.12,0.55,23552,27328,7264,399872,324131,343609,124.919,0.53,0.02,0
0.03,0.08,89088,23136,15936,399872,359993,367393,27.192,0.08,0.0,1
0.02,0.05,52224,33856,33888,399872,367393,367393,19.519,0.05,0.0,1
0.03,0.06,86016,51808,51840,399872,367393,367393,28.815,0.06,0.0,1
0.04,0.13,89600,68736,52832,399872,367393,383489,35.933,0.11,0.02,1
0.19,0.72,89600,52832,28115,455680,383489,399434,187.530,0.7,0.02,0
0.04,0.23,86016,45011,34880,455680,399434,409818,39.314,0.23,0.0,1
0.03,0.08,90624,53824,53888,455680,409818,409818,28.249,0.08,0.0,1
0.04,0.19,89600,72832,64704,455680,409818,418050,39.133,0.17,0.02,1
0.04,0.17,96256,79552,69728,455680,418050,427994,41.551,0.17,0.0,1
0.04,0.16,100864,84576,48768,464384,427994,464298,44.546,0.16,0.0,1
0.18,0.72,102912,48768,47523,526336,464298,464350,182.722,0.72,0.0,0
0.05,0.23,104960,66979,34112,526336,464350,497822,52.375,0.17,0.06,1
0.17,0.78,25088,34112,5374,597504,497822,525920,170.070,0.78,0.0,0
0.04,0.11,104448,24830,19520,597504,525920,531392,38.897,0.09,0.02,1
0.02,0.09,62976,41024,41056,597504,531392,531392,24.001,0.09,0.0,1
0.03,0.11,98304,62560,62592,597504,531392,531392,32.892,0.11,0.0,1
0.04,0.17,102912,82048,62592,597504,531392,551112,41.995,0.17,0.0,1
0.04,0.15,107008,82048,60544,597504,551112,572920,42.376,0.12,0.03,1
0.22,0.9600000000000001,107008,60544,35287,671744,572920,597223,224.293,0.91,0.05,0
0.05,0.17,64512,55767,44032,671744,597223,609295,54.176,0.14,0.03,1
0.04,0.11,104448,64512,52192,671744,609295,621759,35.680,0.11,0.0,1
0.04,0.11,105984,75232,64128,671744,621759,633103,37.630,0.11,0.0,1
0.31,1.2,105984,87168,64417,743424,665871,671390,308.510,1.17,0.03,0
0.06,0.22,105472,64463,44160,743424,671390,692174,58.452,0.22,0.0,1
0.04,0.23,108544,69760,69792,743424,692174,692174,35.380,0.23,0.0,1
0.05,0.28,110592,95392,74912,743424,692174,712950,53.572,0.25,0.03,1
0.27,1.1600000000000001,110592,74912,44003,821248,712950,742949,267.875,1.11,0.05,0
0.08,0.3,77824,67043,54560,821248,742949,755805,76.587,0.3,0.0,1
0.05,0.17,109568,77600,77600,821248,755805,755805,48.135,0.17,0.0,1
0.05,0.22,115200,97568,95232,821248,755805,758125,51.681,0.22,0.0,1
0.07,0.32,124416,115200,84768,821248,758125,788965,69.362,0.3,0.02,1
