Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,448,512,0,0,1.842,0.0,0.0,1
0.00,0.0,1024,959,496,512,0,96,1.551,0.0,0.0,1
0.00,0.0,1024,1008,512,512,96,248,1.665,0.0,0.0,1
0.00,0.0,1024,1023,512,512,248,480,1.691,0.0,0.0,1
0.00,0.0,1024,512,511,512,480,455,5.243,0.0,0.0,0
0.01,0.0,1024,1023,761,512,455,455,5.571,0.0,0.0,0
0.01,0.0,1024,1015,882,512,455,454,6.386,0.0,0.0,0
0.01,0.0,1024,1011,944,512,454,454,6.011,0.0,0.0,0
0.01,0.0,1024,1011,975,512,454,454,5.811,0.0,0.0,0
0.01,0.0,1024,1011,992,512,454,454,5.671,0.0,0.0,0
0.01,0.0,1024,1011,1000,512,454,454,5.633,0.0,0.0,0
0.01,0.0,1024,1011,1005,512,454,454,5.630,0.0,0.0,0
0.01,0.0,1024,1011,1008,512,454,454,6.132,0.0,0.0,0
0.01,0.0,1024,1011,1009,512,454,454,5.801,0.0,0.0,0
0.00,0.0,1024,1011,1010,512,454,454,4.628,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,454,454,4.523,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,454,454,4.949,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,454,454,4.498,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,454,454,4.582,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,454,454,4.209,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,459,457,4.267,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,457,457,4.247,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,462,460,4.421,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,465,462,4.692,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,468,465,4.563,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,471,468,4.721,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,473,471,4.972,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,476,474,4.650,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,479,476,4.638,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,482,479,4.814,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,485,482,4.782,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,487,485,4.551,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,490,488,5.738,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,493,490,5.041,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,496,493,4.859,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,499,496,4.547,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,501,499,4.793,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,504,502,5.374,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,507,504,4.575,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,510,507,5.125,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,511,509,5.828,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,511,510,4.825,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,511,511,4.739,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,511,511,5.668,0.0,0.0,0
0.00,0.0,1024,1011,1011,512,511,511,4.937,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,511,511,4.928,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,511,511,5.184,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,511,510,5.310,0.0,0.0,0
0.01,0.0,1024,1011,1011,512,511,510,5.287,0.0,0.0,0
