Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.02,0.0,29184,27264,19424,98304,74879,82767,16.494,0.0,0.0,1
0.01,0.02,35328,29152,18720,98304,82767,93447,13.480,0.02,0.0,1
0.05,0.12,35328,18720,11433,125440,93447,98233,53.436,0.12,0.0,0
0.01,0.02,37888,21161,17760,125440,98233,101801,14.146,0.02,0.0,1
0.01,0.0,38912,28512,28160,125440,101801,102065,13.443,0.0,0.0,1
0.02,0.06,45568,38912,21472,125440,102065,119881,19.629,0.06,0.0,1
0.05,0.14,45568,21472,15668,157184,119881,125136,51.965,0.14,0.0,0
0.02,0.08,46592,27956,12352,157184,125136,141056,19.710,0.05,0.03,1
0.06,0.17,46592,12352,0,189952,141056,153059,56.388,0.17,0.0,0
0.01,0.0,46592,14336,14464,189952,153059,153059,9.197,0.0,0.0,1
0.02,0.03,43008,28800,28768,189952,161251,161251,22.105,0.03,0.0,1
0.02,0.08,47104,41056,34816,189952,161251,167483,21.026,0.08,0.0,1
0.02,0.08,56832,47104,22336,193024,167483,192675,23.819,0.05,0.03,1
0.10,0.3,56832,22336,17607,235008,192675,192669,98.544,0.3,0.0,0
0.02,0.14,56832,32455,25056,235008,192669,200309,24.497,0.11,0.03,1
0.02,0.08,53760,39904,39872,235008,200309,200309,21.760,0.08,0.0,1
0.02,0.06,59392,51648,41536,235008,200309,210581,24.276,0.06,0.0,1
0.03,0.1,60928,53312,23616,241152,210581,240677,29.976,0.08,0.02,1
0.10,0.34,62976,23616,22466,289792,240677,240925,101.997,0.34,0.0,0
0.03,0.09,65536,38338,15968,289792,240925,263757,28.897,0.06,0.03,1
0.11,0.42,65536,15968,0,333824,263757,279235,105.629,0.42,0.0,0
0.01,0.0,66048,17920,17984,333824,279235,279235,11.617,0.0,0.0,1
0.02,0.08,64000,35904,35968,333824,279235,279235,20.652,0.08,0.0,1
0.03,0.08,66560,53376,49152,333824,279235,283411,26.948,0.08,0.0,1
0.03,0.08,76800,66560,33568,333824,283411,316963,31.888,0.06,0.02,1
0.13,0.53,77312,33568,16038,395264,316963,333733,127.530,0.53,0.0,0
0.04,0.08,77824,36518,28384,395264,333733,342165,36.127,0.08,0.0,1
0.03,0.02,66560,48864,54752,395264,342165,352709,32.863,0.02,0.0,1
0.03,0.0,38912,66528,26976,395264,352709,376077,32.409,0.0,0.0,1
0.15,0.64,77312,26976,0,456704,376077,394245,154.388,0.62,0.02,0
0.01,0.0,77312,13824,13920,456704,394245,394245,10.073,0.0,0.0,1
0.01,0.0,72192,27744,27680,456704,394245,394245,15.785,0.0,0.0,1
0.03,0.05,45056,43040,29280,456704,394245,408269,24.779,0.05,0.0,1
0.02,0.08,70144,44640,30816,456704,408269,422293,22.892,0.08,0.0,1
0.03,0.08,72192,48224,32832,456704,422293,437869,26.836,0.08,0.0,1
0.17,0.77,72192,32832,13286,518144,437869,456570,175.932,0.72,0.05,0
0.04,0.16,71680,30694,17504,518144,456570,470082,37.528,0.14,0.02,1
0.02,0.05,72704,36960,19552,518144,470082,487746,23.267,0.05,0.0,1
0.02,0.08,71680,39008,19552,518144,487746,507482,22.013,0.06,0.02,1
0.19,0.85,72704,19552,8184,584192,507482,517896,194.464,0.83,0.02,0
0.04,0.16,73728,30712,22624,584192,517896,526232,40.783,0.16,0.0,1
0.02,0.09,70144,45152,45184,584192,526232,526232,24.136,0.09,0.0,1
0.04,0.16,74752,65664,54272,584192,526232,537704,37.251,0.16,0.0,1
0.04,0.15,86528,74752,38496,584192,537704,574560,38.654,0.09,0.06,1
0.19,0.91,87552,38496,28105,657408,574560,583855,188.257,0.91,0.0,0
0.05,0.17,88576,52169,39648,657408,583855,596735,53.006,0.17,0.0,1
0.04,0.14,82432,63712,63712,657408,596735,596735,36.106,0.14,0.0,1
0.04,0.18,90624,82144,66688,657408,596735,612423,41.953,0.16,0.02,1
0.04,0.16,96768,85120,61024,657408,612423,636839,43.669,0.14,0.02,1
0.25,1.07,96768,61024,39889,733184,636839,656947,248.815,1.05,0.02,0
0.06,0.25,100864,56785,27520,733184,689715,719523,58.089,0.25,0.0,1
0.30,1.25,100864,27520,0,815616,719523,730081,303.646,1.25,0.0,0
0.01,0.02,100864,18944,19040,815616,730081,730081,13.531,0.02,0.0,1
0.02,0.08,94208,37984,38016,815616,730081,730081,22.472,0.08,0.0,1
0.03,0.08,98304,59008,58976,815616,730081,730081,29.646,0.08,0.0,1
0.04,0.16,93696,79968,80000,815616,730081,730081,40.103,0.11,0.05,1
0.05,0.16,104448,92800,91648,815616,730081,731201,46.713,0.16,0.0,1
0.05,0.23,111104,104448,85952,815616,731201,749993,55.274,0.23,0.0,1
0.05,0.17,58880,92096,52288,815616,749993,790289,47.153,0.14,0.03,1
0.29,1.23,58880,52288,26034,910336,790289,815448,285.979,1.2,0.03,0
0.06,0.22,113664,32178,15936,910336,815448,832024,56.948,0.2,0.02,1
0.02,0.02,114688,22592,12832,910336,832024,841920,16.852,0.02,0.0,1
0.01,0.02,115200,19488,6688,910336,841920,854864,15.465,0.02,0.0,1
0.01,0.0,115712,13856,7232,910336,854864,861616,12.377,0.0,0.0,1
0.01,0.02,112640,14400,7264,910336,861616,868880,13.621,0.02,0.0,1
0.01,0.02,16896,15456,8224,910336,868880,876144,13.560,0.02,0.0,1
0.01,0.02,107008,16416,8256,910336,876144,884448,13.475,0.02,0.0,1
0.30,1.34,110080,8256,0,980480,884448,891446,300.832,1.34,0.0,0
0.01,0.0,103424,9728,9824,980480,891446,891446,12.266,0.0,0.0,1
0.02,0.02,31744,20576,20512,980480,891446,891446,15.725,0.02,0.0,1
0.02,0.02,93184,31264,21600,980480,891446,901310,21.559,0.02,0.0,1
0.02,0.09,35840,33888,23104,980480,901310,912222,22.234,0.09,0.0,1
0.02,0.08,83968,35392,24608,980480,912222,923126,21.319,0.06,0.02,1
0.03,0.08,40448,38432,26144,980480,923126,935582,24.747,0.08,0.0,1
0.02,0.03,78336,39968,27680,980480,935582,948046,23.970,0.03,0.0,1
0.03,0.08,82432,43552,15968,980480,948046,976078,26.634,0.08,0.0,1
0.35,1.55,82432,15968,10221,1074688,976078,980307,350.200,1.55,0.0,0
0.07,0.23,76800,26093,15936,1074688,980307,990715,64.065,0.23,0.0,1
0.02,0.08,79872,33856,33888,1074688,990715,990715,22.844,0.08,0.0,1
0.03,0.08,81920,51808,35904,1074688,990715,1006827,28.541,0.08,0.0,1
0.03,0.09,81920,55872,38016,1074688,1006827,1025011,32.644,0.09,0.0,1
0.03,0.09,84480,57984,40000,1074688,1025011,1043187,33.722,0.09,0.0,1
0.04,0.16,85504,61504,41600,1074688,1043187,1063451,35.976,0.16,0.0,1
0.37,1.7,85504,41600,29144,1176576,1063451,1074349,373.221,1.7,0.0,0
0.08,0.33,86016,50648,36448,1176576,1074349,1088901,77.191,0.33,0.0,1
0.04,0.16,88064,60512,60544,1176576,1088901,1088901,36.623,0.16,0.0,1
0.05,0.16,88576,84608,69760,1176576,1088901,1103957,47.201,0.16,0.0,1
0.05,0.23,98304,86656,65152,1176576,1103957,1125741,48.118,0.23,0.0,1
0.05,0.17,104960,82048,57952,1176576,1125741,1150141,46.491,0.17,0.0,1
0.41,1.95,104960,57952,30677,1288192,1150141,1176085,415.254,1.95,0.0,0
0.08,0.31,106496,48085,26112,1288192,1176085,1198501,82.511,0.31,0.0,1
0.03,0.09,99328,43520,34912,1288192,1198501,1207269,28.599,0.09,0.0,1
0.03,0.1,56832,54368,36960,1288192,1207269,1224941,32.577,0.08,0.02,1
0.03,0.09,93696,56416,39008,1288192,1224941,1242621,32.733,0.09,0.0,1
0.04,0.16,63488,61024,40992,1288192,1242621,1262357,37.169,0.16,0.0,1
0.59,2.73,63488,40992,13746,1365504,1262357,1288029,586.793,2.67,0.06,0
0.07,0.28,96768,35762,18016,1365504,1288029,1295429,75.524,0.28,0.0,1
0.03,0.08,59392,42080,34944,1365504,1295429,1295429,25.587,0.08,0.0,1
0.04,0.09,92160,59008,59008,1365504,1295429,1295429,36.230,0.09,0.0,1
0.05,0.16,96768,81024,74752,1365504,1295429,1301725,45.428,0.16,0.0,1
0.05,0.17,101376,96768,80864,1365504,1301725,1317941,49.889,0.17,0.0,1
0.05,0.17,111104,92728,76800,1365504,1317941,1333877,45.111,0.17,0.0,1
0.04,0.16,113152,76800,54528,1365504,1333877,1356453,41.008,0.16,0.0,1
0.46,2.23,115712,54528,44623,1365504,1356453,1365064,465.469,2.23,0.0,0
0.64,2.94,116224,44623,44623,1365504,1365064,1365060,637.835,2.92,0.02,0
