Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,496,512,0,40,1.638,0.0,0.0,1
0.00,0.0,1536,1007,512,512,40,136,0.927,0.0,0.0,1
0.00,0.0,1536,1536,512,1024,136,568,0.979,0.0,0.0,1
0.01,0.02,2048,512,0,2560,568,980,4.673,0.0,0.02,0
0.00,0.0,2560,1536,480,2560,980,1332,0.959,0.0,0.0,1
0.00,0.0,1536,2528,480,2560,1332,2532,1.589,0.0,0.0,1
0.00,0.02,1536,480,346,5632,2532,2457,3.824,0.02,0.0,0
0.00,0.0,3072,1370,960,5632,2457,2457,0.970,0.0,0.0,1
0.00,0.0,2560,1984,1504,5632,2457,2465,1.120,0.0,0.0,1
0.00,0.0,3072,2527,1984,5632,2465,2465,1.000,0.0,0.0,1
0.00,0.0,4608,3007,2400,5632,2465,2609,2.026,0.0,0.0,1
0.00,0.02,4608,4448,2528,5632,2609,3497,1.933,0.02,0.0,1
0.00,0.0,6656,4576,2848,5632,3497,4353,2.037,0.0,0.0,1
0.00,0.0,6656,5920,2848,6144,4353,5977,2.305,0.0,0.0,1
0.01,0.0,6656,2848,2747,10752,5977,5776,6.467,0.0,0.0,0
0.00,0.0,7680,5819,1696,10752,5776,8600,2.991,0.0,0.0,1
0.01,0.0,8192,1696,0,16896,8600,10100,6.492,0.0,0.0,0
0.00,0.0,9728,4608,2752,16896,10100,10100,2.274,0.0,0.0,1
0.00,0.0,10240,8896,3264,16896,10100,12796,3.526,0.0,0.0,1
0.00,0.0,12288,9408,3296,16896,12796,16004,4.104,0.0,0.0,1
0.01,0.02,12288,3296,2148,25600,16004,16622,10.965,0.02,0.0,0
0.00,0.12,12800,9773,4064,25600,16622,18838,4.025,0.12,0.0,1
0.01,0.03,12800,12256,5088,25600,18838,23654,6.919,0.03,0.0,1
0.01,0.0,12800,5088,1415,36864,23654,25480,14.428,0.0,0.0,0
0.01,0.0,15360,9095,4128,36864,25480,26944,4.719,0.0,0.0,1
0.01,0.0,16896,11808,5696,36864,26944,31000,5.059,0.0,0.0,1
0.01,0.02,17408,14126,8192,36864,31000,36792,7.175,0.02,0.0,1
0.02,0.05,17408,8192,8148,50176,36792,36548,22.481,0.05,0.0,0
