Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,8,1.326,0.0,0.0,1
0.00,0.0,1536,1023,496,512,8,112,0.768,0.0,0.0,1
0.00,0.0,1536,1520,480,1024,112,552,1.146,0.0,0.0,1
0.00,0.0,2048,480,0,2560,552,981,4.748,0.0,0.0,0
0.00,0.0,2560,1536,480,2560,981,1301,0.858,0.0,0.0,1
0.00,0.0,2048,2528,480,2560,1301,2381,1.300,0.0,0.0,1
0.00,0.0,2048,480,479,5632,2381,2324,3.933,0.0,0.0,0
0.00,0.0,3072,2015,1312,5632,2324,2324,1.251,0.0,0.0,1
0.00,0.0,4096,2847,2016,5632,2324,2372,1.614,0.0,0.0,1
0.00,0.0,4608,4064,2528,5632,2372,2932,1.964,0.0,0.0,1
0.00,0.0,5632,4576,3040,5632,2932,3492,2.420,0.0,0.0,1
0.00,0.02,6656,5600,3680,5632,3492,4252,2.463,0.02,0.0,1
0.00,0.0,7680,6240,3744,5632,4252,5524,3.248,0.0,0.0,1
0.01,0.0,7680,3744,3681,10240,5524,5391,8.236,0.0,0.0,0
0.00,0.0,8192,6753,2944,10240,5391,7815,2.845,0.0,0.0,1
0.00,0.02,8704,6016,1888,11264,7815,10767,3.524,0.02,0.0,1
0.01,0.0,9216,1888,1824,17408,10767,10393,7.666,0.0,0.0,0
0.00,0.0,9728,6944,2688,17408,10393,12249,3.620,0.0,0.0,1
0.00,0.0,11776,7808,2720,17408,12249,14921,3.857,0.0,0.0,1
0.01,0.0,11776,2720,88,26112,14921,17380,10.431,0.0,0.0,0
0.00,0.0,11776,7256,3808,26112,17380,17484,3.377,0.0,0.0,1
0.01,0.0,14336,10976,4288,26112,17484,21260,6.761,0.0,0.0,1
0.00,0.0,14848,13504,4832,26112,21260,25532,5.204,0.0,0.0,1
0.02,0.02,14848,4832,3741,37376,25532,25875,18.824,0.02,0.0,0
0.01,0.0,17408,12957,4832,37376,25875,29691,6.308,0.0,0.0,1
0.01,0.0,17920,15826,6656,38400,29691,38283,8.644,0.0,0.0,1
0.02,0.0,17920,6656,6643,52736,38283,38052,21.487,0.0,0.0,0
0.01,0.0,19968,17907,10720,52736,38052,45356,11.899,0.0,0.0,1
0.03,0.08,19968,10720,2523,70144,45356,52384,32.186,0.08,0.0,0
0.01,0.0,24576,11739,9280,70144,52384,54968,9.454,0.0,0.0,1
0.01,0.02,23552,18496,15872,70144,54968,57560,10.183,0.02,0.0,1
0.01,0.0,27136,23552,7712,73728,57560,73672,12.817,0.0,0.0,1
0.04,0.09,27136,7712,7645,95744,73672,73276,37.391,0.09,0.0,0
0.01,0.02,25600,15325,7744,95744,73276,81060,11.600,0.02,0.0,1
0.01,0.0,26624,16960,9248,95744,81060,88844,11.954,0.0,0.0,1
0.04,0.08,28160,9248,0,120832,88844,95725,42.488,0.08,0.0,0
0.01,0.02,28160,10752,10784,120832,95725,95725,6.749,0.02,0.0,1
0.01,0.0,26112,21536,17408,120832,95725,99877,11.916,0.0,0.0,1
0.01,0.02,30208,26112,8736,120832,99877,117549,14.558,0.02,0.0,1
0.05,0.19,30208,8736,5092,150528,117549,120747,54.037,0.19,0.0,0
0.01,0.02,28160,13796,8736,150528,120747,125939,13.738,0.02,0.0,1
0.01,0.02,29696,18976,18944,150528,125939,125939,10.211,0.02,0.0,1
0.02,0.03,31232,29184,20512,150528,125939,134763,16.910,0.03,0.0,1
0.02,0.02,33792,29728,19456,150528,134763,145155,15.473,0.02,0.0,1
0.07,0.22,33792,19456,13773,181248,145155,150343,66.331,0.22,0.0,0
0.02,0.08,35328,22989,9280,181248,150343,164351,19.696,0.05,0.03,1
0.07,0.21,36352,9280,0,208384,164351,173303,67.206,0.19,0.02,0
0.01,0.02,34816,10752,10816,208384,181495,181495,12.746,0.02,0.0,1
0.01,0.02,36352,23104,23104,208384,181495,181495,12.592,0.02,0.0,1
0.02,0.06,33792,35392,27136,208384,181495,189807,19.785,0.06,0.0,1
0.02,0.06,40960,33792,17312,208384,189807,206559,16.711,0.06,0.0,1
0.10,0.27,40960,17312,11100,246784,206559,208159,98.409,0.27,0.0,0
0.02,0.03,38400,17756,11040,246784,208159,215047,22.999,0.03,0.0,1
0.01,0.02,39936,18720,18720,246784,215047,215047,10.096,0.02,0.0,1
0.01,0.02,39424,26400,22048,246784,215047,219463,13.726,0.02,0.0,1
0.02,0.02,40448,29728,23040,246784,219463,226215,14.844,0.02,0.0,1
0.02,0.02,42496,30720,23104,246784,226215,234007,16.221,0.02,0.0,1
0.11,0.41,42496,23104,10178,283136,234007,246313,104.926,0.41,0.0,0
0.02,0.06,43008,18882,12736,283136,246313,252633,22.530,0.06,0.0,1
0.01,0.0,41472,21440,17472,283136,252633,256681,12.352,0.0,0.0,1
0.02,0.03,42496,27712,18944,283136,256681,265513,17.150,0.03,0.0,1
0.02,0.0,43008,29184,20512,283136,265513,274345,15.849,0.0,0.0,1
0.12,0.39,43008,20512,11220,321536,274345,283037,115.985,0.39,0.0,0
0.03,0.06,43008,22996,11840,321536,283037,294453,30.348,0.06,0.0,1
0.02,0.02,43008,23616,11808,321536,294453,306397,14.778,0.02,0.0,1
0.12,0.36,43520,11808,0,360960,306397,317743,114.796,0.36,0.0,0
0.01,0.0,44032,13312,13376,360960,317743,317743,9.820,0.0,0.0,1
0.02,0.02,44544,28224,28192,360960,317743,317743,16.647,0.02,0.0,1
0.03,0.08,41472,43040,32768,360960,334127,344511,32.561,0.08,0.0,1
0.02,0.02,28160,41472,19264,367104,344511,367087,21.922,0.02,0.0,1
0.17,0.62,28160,19264,10485,417792,367087,367038,166.827,0.62,0.0,0
0.03,0.06,44544,19189,19296,417792,367038,367038,29.452,0.06,0.0,1
0.02,0.03,46592,29024,28992,417792,367038,367038,16.486,0.03,0.0,1
0.02,0.06,45056,38720,38720,417792,367038,367038,20.720,0.06,0.0,1
0.02,0.06,49664,44864,40864,417792,367038,371078,21.853,0.06,0.0,1
0.02,0.08,54784,47008,31744,417792,371078,386534,23.095,0.06,0.02,1
0.02,0.06,55296,38400,18944,417792,386534,406246,20.204,0.06,0.0,1
0.15,0.46,55296,18944,7098,474112,406246,417345,146.985,0.44,0.02,0
0.03,0.02,55296,13754,8768,474112,417345,422505,31.613,0.0,0.02,1
0.01,0.02,55296,16448,14336,474112,422505,424593,10.749,0.02,0.0,1
0.01,0.02,55296,22016,7744,474112,424593,439105,13.507,0.02,0.0,1
0.01,0.0,55296,16448,8736,474112,439105,446897,11.430,0.0,0.0,1
0.01,0.02,55296,17440,8736,474112,446897,455721,12.211,0.02,0.0,1
0.17,0.61,55808,8736,0,520704,455721,463703,174.933,0.58,0.03,0
0.01,0.0,53248,10240,10304,520704,463703,463703,8.550,0.0,0.0,1
0.01,0.02,55296,21568,21536,520704,463703,463703,13.135,0.02,0.0,1
0.02,0.05,52736,32800,32800,520704,463703,463703,18.805,0.05,0.0,1
0.02,0.06,55808,42528,32288,520704,463703,474087,23.530,0.06,0.0,1
0.02,0.06,58368,42016,30752,520704,474087,485519,23.842,0.06,0.0,1
