Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.06,0.05,60928,55712,45312,187392,164590,175134,56.128,0.05,0.0,1
0.26,0.23,60928,45312,32947,222720,175134,187062,264.577,0.23,0.0,0
0.06,0.05,30208,40115,22816,222720,187062,204686,63.961,0.05,0.0,1
0.26,0.23,30208,22816,4855,263680,204686,222293,264.139,0.23,0.0,0
0.04,0.03,62464,12023,12032,263680,222293,222293,43.937,0.03,0.0,1
0.02,0.02,29696,20736,20736,263680,222293,222293,25.167,0.02,0.0,1
0.03,0.02,60928,29440,29408,263680,222293,222293,30.952,0.02,0.0,1
0.04,0.05,61440,39648,39648,263680,222293,222293,39.319,0.05,0.0,1
0.05,0.05,61440,49888,47264,263680,222293,224941,53.080,0.05,0.0,1
0.05,0.03,67072,53920,52960,263680,224941,225885,47.770,0.03,0.0,1
0.06,0.05,70656,59616,51136,263680,225885,234477,60.614,0.05,0.0,1
0.06,0.05,41984,55232,37824,263680,234477,252109,57.567,0.02,0.03,1
0.33,0.3,41984,37824,25980,307200,252109,263384,330.984,0.3,0.0,0
0.07,0.07,72192,30076,16128,307200,263384,277560,67.869,0.05,0.02,1
0.03,0.03,73216,21248,12128,307200,277560,286792,26.754,0.03,0.0,1
0.33,0.27,74240,12128,0,346624,286792,298513,328.927,0.27,0.0,0
0.01,0.0,74240,6656,6656,346624,298513,298513,10.962,0.0,0.0,1
0.02,0.02,72192,13312,13280,346624,298513,298513,16.753,0.02,0.0,1
0.02,0.02,28672,20960,20960,346624,298513,298513,22.184,0.02,0.0,1
0.03,0.02,67584,28640,28608,346624,298513,298513,28.520,0.02,0.0,1
0.04,0.03,69632,37824,31168,346624,298513,305249,40.025,0.03,0.0,1
0.04,0.03,68608,40384,33760,346624,305249,311985,40.508,0.03,0.0,1
0.08,0.07,69120,44512,29152,346624,328369,343913,74.239,0.05,0.02,1
0.42,0.36,69120,29152,17847,396800,343913,346494,417.363,0.36,0.0,0
0.08,0.06,62976,28599,23904,396800,346494,351302,76.427,0.06,0.0,1
0.03,0.02,66048,36192,36192,396800,351302,351302,32.393,0.02,0.0,1
0.04,0.03,66560,48480,41952,396800,351302,357902,43.681,0.03,0.0,1
0.05,0.07,69120,53728,47104,396800,357902,364638,49.448,0.05,0.02,1
0.06,0.05,72192,58880,35840,396800,364638,387990,61.286,0.05,0.0,1
0.47,0.47,73728,35840,26552,453120,387990,396520,472.074,0.47,0.0,0
0.10,0.09,75264,41912,25152,453120,396520,413584,98.237,0.09,0.0,1
0.04,0.04,71680,40512,30720,453120,413584,423504,43.605,0.02,0.02,1
0.05,0.05,73728,48640,33312,453120,423504,439080,53.594,0.05,0.0,1
0.53,0.52,73728,33312,18910,516096,439080,452711,525.872,0.52,0.0,0
0.11,0.09,70144,36830,27328,516096,452711,462399,106.323,0.09,0.0,1
0.05,0.05,72704,47808,47840,516096,462399,462399,49.597,0.05,0.0,1
0.07,0.07,69120,68320,56832,516096,462399,474031,72.874,0.05,0.02,1
0.08,0.06,44032,69120,31712,516096,474031,511967,76.514,0.06,0.0,1
0.61,0.55,44032,31712,27039,590848,511967,515627,606.876,0.55,0.0,0
0.12,0.11,77312,39327,22688,590848,515627,532579,125.124,0.11,0.0,1
0.04,0.03,78336,36512,36480,590848,532579,532579,40.553,0.03,0.0,1
0.06,0.05,76288,50304,39936,590848,532579,543107,54.615,0.05,0.0,1
0.06,0.05,77312,55808,43520,590848,543107,555563,59.827,0.05,0.0,1
0.06,0.05,79360,59392,45568,590848,555563,569579,63.087,0.05,0.0,1
0.68,0.64,79360,45568,23502,667136,569579,590687,683.172,0.64,0.0,0
0.14,0.12,80384,40910,25984,667136,590687,605887,137.532,0.12,0.0,1
0.06,0.05,77824,43392,34816,667136,605887,614575,56.433,0.05,0.0,1
0.07,0.05,79872,54784,37408,667136,614575,632231,67.462,0.05,0.0,1
0.07,0.06,79872,57376,39968,667136,632231,649887,67.587,0.06,0.0,1
0.75,0.73,80384,39968,21986,750080,649887,666822,752.905,0.73,0.0,0
0.16,0.17,80896,45538,33920,750080,699590,711454,161.943,0.17,0.0,1
0.06,0.07,76288,57472,55808,750080,711454,713142,64.605,0.05,0.02,1
0.09,0.09,82432,76288,42944,750080,713142,746974,91.587,0.09,0.0,1
0.85,0.79,82432,42944,22917,846336,746974,749769,848.369,0.73,0.06,0
0.14,0.12,81408,43397,32320,846336,749769,761073,140.451,0.12,0.0,1
0.05,0.05,82944,55360,55392,846336,761073,761073,55.885,0.05,0.0,1
0.08,0.08,78848,78432,64512,846336,761073,775177,82.755,0.06,0.02,1
0.08,0.08,90624,78848,50208,846336,775177,804217,81.876,0.08,0.0,1
0.07,0.06,88064,64544,47040,846336,804217,821985,70.758,0.06,0.0,1
0.93,0.85,90112,47040,21889,950272,821985,845880,932.901,0.83,0.02,0
0.16,0.16,92160,40833,25088,950272,845880,861920,155.314,0.16,0.0,1
0.05,0.05,90112,44032,44032,950272,861920,861920,51.058,0.05,0.0,1
0.07,0.06,92672,65536,59424,950272,861920,868120,69.183,0.06,0.0,1
0.09,0.09,95744,80928,61984,950272,868120,887336,88.666,0.06,0.03,1
0.09,0.08,99328,82976,64032,950272,887336,906552,88.175,0.08,0.0,1
0.10,0.1,101888,85024,42016,950272,906552,950184,97.744,0.08,0.02,1
1.06,1.0,103936,42016,40383,1071104,950184,950077,1059.431,1.0,0.0,0
0.22,0.18,105984,67007,26656,1071104,950077,991101,215.453,0.16,0.02,1
0.07,0.06,109568,53280,26656,1071104,991101,1018117,72.567,0.06,0.0,1
0.08,0.07,109568,56864,30240,1071104,1018117,1045141,75.267,0.05,0.02,1
1.14,1.1,109568,30240,3092,1209344,1045141,1070728,1143.658,1.08,0.02,0
0.20,0.17,108032,33300,30240,1209344,1070728,1073872,198.074,0.17,0.0,1
0.07,0.06,110080,64032,64064,1209344,1073872,1073872,74.029,0.06,0.0,1
0.12,0.11,102912,97856,81408,1209344,1073872,1090584,115.448,0.09,0.02,1
0.12,0.09,70656,102912,49088,1209344,1090584,1145200,117.532,0.09,0.0,1
0.09,0.08,111616,70592,43040,1209344,1145200,1173136,87.781,0.08,0.0,1
1.33,1.28,114688,43040,5133,1365504,1173136,1209329,1334.168,1.28,0.0,0
0.22,0.2,117760,33293,31424,1365504,1209329,1211281,216.187,0.2,0.0,1
0.07,0.06,119808,59584,59616,1365504,1211281,1211281,73.088,0.06,0.0,1
0.10,0.1,120320,90848,87264,1365504,1211281,1214553,96.857,0.08,0.02,1
0.12,0.12,132096,118496,75296,1365504,1214553,1243129,117.104,0.12,0.0,1
0.12,0.11,135680,107552,74816,1365504,1243129,1271705,123.199,0.09,0.02,1
0.13,0.12,141824,107072,76224,1365504,1271705,1303033,127.527,0.09,0.03,1
0.14,0.09,143872,108697,64448,1365504,1303033,1347561,135.654,0.09,0.0,1
1.64,1.58,143872,64448,44384,1365504,1347561,1365304,1637.069,1.58,0.0,0
1.54,1.46,143872,44384,44384,1365504,1365304,1365299,1535.544,1.44,0.02,0
