Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.05,0.09,29696,8288,4585,150528,117525,120747,49.283,0.09,0.0,0
0.01,0.0,28160,12777,8256,150528,120747,125419,13.206,0.0,0.0,1
0.01,0.0,29184,17984,18016,150528,125419,125419,9.231,0.0,0.0,1
0.01,0.02,31232,27744,19488,150528,125419,133731,14.645,0.02,0.0,1
0.02,0.02,33280,28704,18976,150528,133731,143595,14.428,0.02,0.0,1
0.06,0.22,33280,18976,11725,180736,143595,150343,58.523,0.2,0.02,0
0.02,0.02,34816,20941,9280,180736,150343,162263,18.358,0.02,0.0,1
0.09,0.3,35840,20032,5608,214528,170455,180464,90.495,0.3,0.0,0
0.02,0.05,36864,17384,11872,214528,180464,186176,18.643,0.03,0.02,1
0.01,0.0,33280,23648,23552,214528,186176,186216,13.578,0.0,0.0,1
0.02,0.05,36864,33280,9792,214528,186216,210056,18.679,0.05,0.0,1
0.07,0.31,36864,9792,5096,254976,210056,214158,73.413,0.31,0.0,0
0.02,0.06,35328,14824,9792,254976,214158,219350,18.981,0.06,0.0,1
0.01,0.0,36352,21056,21024,254976,219350,219350,11.956,0.0,0.0,1
0.02,0.03,34304,32288,27136,254976,219350,224526,16.774,0.03,0.0,1
0.02,0.08,39936,34304,17344,254976,224526,241790,17.210,0.08,0.0,1
0.10,0.39,39936,17344,3959,297472,241790,254600,96.306,0.39,0.0,0
0.02,0.03,38912,11127,7232,297472,254600,258632,17.500,0.03,0.0,1
0.01,0.02,24064,15424,15392,297472,258632,258632,9.360,0.02,0.0,1
0.01,0.02,39424,23584,16448,297472,258632,265888,13.821,0.02,0.0,1
0.02,0.02,39424,26176,17984,297472,265888,274192,14.861,0.02,0.0,1
0.02,0.02,39936,27712,19552,297472,274192,282504,16.896,0.02,0.0,1
0.11,0.48,39936,19552,4064,338944,282504,297343,105.864,0.48,0.0,0
0.03,0.09,40448,14816,10848,338944,297343,301495,24.615,0.09,0.0,1
0.01,0.02,39424,21600,10848,338944,301495,312407,13.564,0.02,0.0,1
0.02,0.02,40448,23136,12352,338944,312407,323319,14.916,0.02,0.0,1
0.12,0.5,40448,12352,0,379904,323319,335110,124.639,0.45,0.05,0
0.01,0.02,40960,13824,13888,379904,335110,335110,9.610,0.02,0.0,1
0.02,0.09,37376,27712,26112,379904,351494,353062,23.793,0.09,0.0,1
0.02,0.07,41472,37376,11360,379904,353062,379542,22.532,0.05,0.02,1
0.16,0.62,41472,11360,2546,433152,379542,379573,163.532,0.62,0.0,0
0.02,0.09,39936,13810,13888,433152,379573,379573,23.490,0.09,0.0,1
0.01,0.0,40960,26688,26688,433152,379573,379573,14.403,0.0,0.0,1
0.02,0.09,38400,39488,31232,433152,379573,387877,21.105,0.09,0.0,1
0.02,0.05,45568,38400,29056,433152,387877,397413,20.667,0.05,0.0,1
0.02,0.05,47616,36224,24896,433152,397413,408877,19.872,0.05,0.0,1
0.02,0.08,48128,33088,15424,433152,408877,426837,18.722,0.08,0.0,1
0.17,0.7,48128,15424,8647,488960,426837,432679,166.328,0.7,0.0,0
0.03,0.09,47616,16839,8256,488960,432679,441479,29.762,0.09,0.0,1
0.01,0.0,48128,17472,9312,488960,441479,449783,11.553,0.0,0.0,1
0.01,0.02,48128,18528,9280,488960,449783,459127,11.688,0.02,0.0,1
0.01,0.0,48640,20032,10784,488960,459127,468463,12.846,0.0,0.0,1
0.01,0.02,47104,21536,10816,488960,468463,479359,13.980,0.02,0.0,1
0.18,0.77,48128,10816,503,544256,479359,488786,179.356,0.75,0.02,0
0.03,0.09,49152,13815,13408,544256,488786,489322,32.510,0.09,0.0,1
0.01,0.02,47104,26720,26688,544256,489322,489322,15.507,0.02,0.0,1
0.02,0.08,49152,39488,36352,544256,489322,492442,20.142,0.08,0.0,1
0.03,0.08,56320,49152,24384,544256,492442,517634,26.646,0.06,0.02,1
0.02,0.09,56832,38720,27200,544256,517634,529330,22.213,0.09,0.0,1
0.20,0.85,56832,27200,11739,607744,529330,543950,195.559,0.83,0.02,0
0.04,0.17,54272,26075,20096,607744,543950,550070,40.105,0.14,0.03,1
0.02,0.08,56832,35968,36032,607744,550070,550070,20.338,0.08,0.0,1
0.03,0.08,53248,51904,44544,607744,550070,557454,28.582,0.06,0.02,1
0.03,0.08,62464,53248,36544,607744,557454,574502,27.543,0.08,0.0,1
0.02,0.08,63488,45248,31136,607744,574502,588838,23.179,0.08,0.0,1
0.20,0.86,64512,31136,11531,675328,588838,607492,198.799,0.86,0.0,0
0.04,0.23,65536,22795,14400,675328,607492,616100,42.405,0.23,0.0,1
0.02,0.0,61952,25664,22624,675328,616100,619236,15.927,0.0,0.0,1
0.02,0.08,37376,35424,24160,675328,619236,630668,22.399,0.08,0.0,1
0.02,0.03,58880,36960,25696,675328,630668,642092,21.917,0.03,0.0,1
0.02,0.08,60928,40032,27264,675328,642092,655076,23.788,0.06,0.02,1
0.23,1.11,60928,27264,6120,746496,655076,675210,234.187,1.11,0.0,0
0.05,0.16,58880,20456,17568,746496,675210,678250,48.235,0.16,0.0,1
0.04,0.14,60416,33440,33408,746496,711018,711018,37.336,0.14,0.0,1
0.03,0.05,56832,49280,46080,746496,711018,714242,29.548,0.05,0.0,1
0.03,0.08,63488,56832,40352,746496,714242,731026,30.798,0.08,0.0,1
0.31,1.29,63488,40352,8004,823296,731026,746413,305.965,1.27,0.02,0
0.05,0.12,66048,18756,17024,823296,746413,748253,47.576,0.12,0.0,1
0.02,0.02,41984,29312,29344,823296,748253,748253,18.054,0.02,0.0,1
0.02,0.08,65024,41632,37120,823296,748253,752877,22.299,0.08,0.0,1
0.03,0.09,66048,49920,48192,823296,752877,754605,25.317,0.09,0.0,1
0.03,0.1,67584,60992,50240,823296,754605,765525,32.507,0.08,0.02,1
0.03,0.08,45568,59968,35360,823296,765525,790429,31.662,0.08,0.0,1
0.02,0.09,70656,45088,19520,823296,790429,816373,24.992,0.09,0.0,1
0.29,1.3,71168,19520,11729,913408,816373,822852,286.832,1.3,0.0,0
0.05,0.17,71680,23505,11840,913408,822852,834796,51.129,0.17,0.0,1
0.02,0.02,73216,23616,11840,913408,834796,846748,15.949,0.02,0.0,1
0.02,0.02,73728,25152,13376,913408,846748,858692,16.226,0.02,0.0,1
0.02,0.08,73216,26688,13376,913408,858692,872204,17.525,0.08,0.0,1
0.02,0.04,74240,28736,15456,913408,872204,885700,18.898,0.02,0.02,1
0.02,0.08,71168,30816,15424,913408,885700,901292,19.765,0.06,0.02,1
0.29,1.29,72704,15424,2043,1006080,901292,913253,292.467,1.27,0.02,0
0.06,0.23,38400,20987,19008,1006080,913253,915349,56.517,0.23,0.0,1
0.02,0.16,71168,37952,37984,1006080,915349,915349,22.264,0.16,0.0,1
0.03,0.09,73728,56416,55296,1006080,915349,916461,29.972,0.09,0.0,1
0.04,0.16,84480,73728,36608,1006080,916461,954125,39.579,0.16,0.0,1
0.03,0.11,84480,57088,39008,1006080,954125,972461,33.121,0.09,0.02,1
0.34,1.62,84480,39008,4614,1024000,972461,1005757,335.191,1.56,0.06,0
0.33,1.55,84992,25094,7169,1024000,1005757,1023649,328.743,1.55,0.0,0
0.33,1.54,84480,20480,20458,1024000,1023649,1023649,327.483,1.52,0.02,0
0.33,1.61,84992,20480,20479,1024000,1023649,1023649,331.831,1.61,0.0,0
0.33,1.49,84480,20479,20479,1024000,1023649,1023649,324.505,1.47,0.02,0
0.32,1.52,84992,20480,20480,1024000,1023654,1023654,320.421,1.52,0.0,0
0.34,1.57,84480,20480,20480,1024000,1023659,1023659,336.697,1.55,0.02,0
0.33,1.58,84992,20480,20480,1024000,1023663,1023663,328.008,1.58,0.0,0
0.34,1.66,84480,20480,20480,1024000,1023668,1023668,342.646,1.64,0.02,0
0.32,1.5,84992,20480,20480,1024000,1023673,1023673,319.190,1.48,0.02,0
0.33,1.56,84480,20480,20480,1024000,1023677,1023677,330.450,1.56,0.0,0
0.34,1.55,84992,20480,20480,1024000,1023682,1023682,337.621,1.55,0.0,0
0.34,1.58,84480,20480,20480,1024000,1023687,1023687,334.223,1.58,0.0,0
0.32,1.47,84992,20480,20480,1024000,1023691,1023691,316.302,1.44,0.03,0
0.35,1.61,84480,20480,20480,1024000,1023696,1023696,347.660,1.59,0.02,0
0.31,1.38,84992,20480,20480,1024000,1023701,1023701,311.232,1.38,0.0,0
0.32,1.56,84480,20480,20480,1024000,1023705,1023705,321.962,1.56,0.0,0
0.37,1.68,84992,20480,20480,1024000,1023710,1023710,365.882,1.66,0.02,0
0.37,1.72,84480,20480,20480,1024000,1023715,1023715,368.697,1.7,0.02,0
0.33,1.6,84992,20480,20480,1024000,1023719,1023719,332.730,1.58,0.02,0
0.33,1.62,84480,20480,20480,1024000,1023724,1023724,326.832,1.62,0.0,0
0.34,1.58,84992,20480,20480,1024000,1023729,1023729,338.762,1.58,0.0,0
0.34,1.59,84480,20480,20480,1024000,1023733,1023733,340.598,1.59,0.0,0
0.30,1.38,84992,20480,20480,1024000,1023738,1023738,303.154,1.38,0.0,0
0.32,1.53,84480,20480,20480,1024000,1023743,1023743,324.452,1.53,0.0,0
0.32,1.49,84992,20480,20480,1024000,1023747,1023747,321.020,1.47,0.02,0
0.32,1.46,84480,20480,20480,1024000,1023752,1023752,321.302,1.44,0.02,0
0.32,1.56,84992,20480,20480,1024000,1023757,1023757,319.703,1.56,0.0,0
0.34,1.61,84480,20480,20480,1024000,1023761,1023761,340.680,1.61,0.0,0
0.34,1.55,84992,20480,20480,1024000,1023766,1023766,335.863,1.53,0.02,0
0.32,1.44,84480,20480,20480,1024000,1023771,1023771,315.020,1.42,0.02,0
0.34,1.6,84992,20480,20480,1024000,1023775,1023775,337.870,1.58,0.02,0
0.32,1.45,84480,20480,20480,1024000,1023780,1023780,321.178,1.45,0.0,0
0.32,1.55,84992,20480,20480,1024000,1023785,1023785,324.714,1.55,0.0,0
0.32,1.56,84480,20480,20480,1024000,1023789,1023789,322.240,1.56,0.0,0
0.32,1.52,84992,20480,20480,1024000,1023794,1023794,315.442,1.52,0.0,0
0.35,1.66,84480,20480,20480,1024000,1023799,1023799,345.227,1.66,0.0,0
0.32,1.45,84992,20480,20480,1024000,1023803,1023803,316.551,1.45,0.0,0
0.31,1.44,84480,20480,20480,1024000,1023808,1023808,307.887,1.44,0.0,0
0.32,1.52,84992,20480,20480,1024000,1023813,1023813,319.478,1.52,0.0,0
0.32,1.47,84480,20480,20480,1024000,1023817,1023817,314.855,1.47,0.0,0
0.33,1.49,84992,20480,20480,1024000,1023822,1023822,326.749,1.47,0.02,0
0.34,1.48,84480,20480,20480,1024000,1023827,1023827,334.894,1.48,0.0,0
0.35,1.62,84992,20480,20480,1024000,1023831,1023831,346.836,1.59,0.03,0
0.34,1.66,84480,20480,20480,1024000,1023836,1023836,344.464,1.66,0.0,0
0.33,1.58,84992,20480,20480,1024000,1023841,1023841,325.607,1.58,0.0,0
0.33,1.55,84480,20480,20480,1024000,1023845,1023845,326.678,1.55,0.0,0
0.33,1.61,84992,20480,20480,1024000,1023850,1023850,330.228,1.61,0.0,0
0.31,1.55,84480,20480,20480,1024000,1023855,1023855,314.686,1.55,0.0,0
0.34,1.47,84992,20480,20480,1024000,1023859,1023859,336.587,1.45,0.02,0
0.34,1.69,84480,20480,20480,1024000,1023864,1023864,342.631,1.69,0.0,0
0.32,1.39,84992,20480,20480,1024000,1023869,1023869,314.507,1.39,0.0,0
0.34,1.58,84480,20480,20480,1024000,1023873,1023873,343.145,1.56,0.02,0
0.33,1.55,84992,20480,20480,1024000,1023878,1023878,329.650,1.53,0.02,0
0.34,1.66,84480,20480,20480,1024000,1023883,1023883,339.601,1.66,0.0,0
0.33,1.52,84992,20480,20480,1024000,1023887,1023887,329.346,1.5,0.02,0
0.32,1.52,84480,20480,20480,1024000,1023892,1023892,316.963,1.47,0.05,0
0.37,1.69,84992,20480,20480,1024000,1023897,1023897,373.377,1.69,0.0,0
0.35,1.6,84480,20480,20480,1024000,1023901,1023901,355.406,1.58,0.02,0
0.35,1.66,84992,20480,20480,1024000,1023906,1023906,348.039,1.66,0.0,0
0.33,1.56,84480,20480,20480,1024000,1023911,1023911,327.583,1.56,0.0,0
0.34,1.54,84992,20480,20480,1024000,1023915,1023915,339.788,1.52,0.02,0
0.33,1.56,84480,20480,20480,1024000,1023920,1023920,332.169,1.56,0.0,0
0.34,1.59,84992,20480,20480,1024000,1023925,1023925,336.452,1.59,0.0,0
0.32,1.47,84480,20480,20480,1024000,1023929,1023929,324.311,1.45,0.02,0
0.33,1.47,84992,20480,20480,1024000,1023934,1023934,328.177,1.47,0.0,0
0.34,1.53,84480,20480,20480,1024000,1023939,1023939,338.575,1.53,0.0,0
0.36,1.66,84992,20480,20480,1024000,1023943,1023943,359.125,1.64,0.02,0
0.33,1.56,84480,20480,20480,1024000,1023948,1023948,328.028,1.56,0.0,0
0.32,1.5,84992,20480,20480,1024000,1023953,1023953,315.709,1.5,0.0,0
0.32,1.47,84480,20480,20480,1024000,1023957,1023957,323.812,1.45,0.02,0
0.33,1.57,84992,20480,20480,1024000,1023962,1023962,335.108,1.55,0.02,0
0.34,1.56,84480,20480,20480,1024000,1023967,1023967,335.700,1.56,0.0,0
0.34,1.55,84992,20480,20480,1024000,1023971,1023971,338.977,1.53,0.02,0
0.34,1.6,84480,20480,20480,1024000,1023976,1023976,336.411,1.58,0.02,0
0.33,1.48,84992,20480,20480,1024000,1023981,1023981,325.577,1.48,0.0,0
0.34,1.52,84480,20480,20480,1024000,1023985,1023985,342.686,1.52,0.0,0
0.34,1.58,84992,20480,20480,1024000,1023990,1023990,337.406,1.58,0.0,0
0.34,1.53,84480,20480,20480,1024000,1023995,1023995,343.446,1.53,0.0,0
0.33,1.58,84992,20480,20480,1024000,1023999,1023999,331.400,1.58,0.0,0
0.47,2.08,84480,20480,20480,1024000,1023999,1023995,468.383,2.08,0.0,0
0.33,1.55,84992,20480,20480,1024000,1023999,1023999,332.371,1.55,0.0,0
0.33,1.46,84480,20480,20480,1024000,1023999,1023999,326.004,1.44,0.02,0
0.49,2.3,84992,20480,20480,1024000,1023999,1023998,492.307,2.3,0.0,0
0.33,1.56,84480,20480,20480,1024000,1023998,1023998,335.481,1.56,0.0,0
0.45,1.99,84992,20480,20480,1024000,1023999,1023996,451.772,1.94,0.05,0
