Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,8,1.166,0.0,0.0,1
0.00,0.0,1024,1023,512,512,8,96,1.156,0.0,0.0,1
0.00,0.0,1024,1024,496,512,96,264,0.796,0.0,0.0,1
0.00,0.0,1536,1008,512,1024,264,512,1.119,0.0,0.0,1
0.00,0.0,1536,1536,480,1536,512,1072,1.354,0.0,0.0,1
0.00,0.0,3584,480,0,3072,1072,1480,4.875,0.0,0.0,0
0.00,0.0,3584,2048,1120,3072,1480,1480,1.189,0.0,0.0,1
0.00,0.0,5120,3168,1504,3072,1480,2120,1.989,0.0,0.0,1
0.00,0.0,5632,5088,2016,3584,2120,3480,2.697,0.0,0.0,1
0.01,0.0,5632,2016,2012,6144,3480,3397,5.408,0.0,0.0,0
0.00,0.0,7680,5596,3040,6144,3397,4237,3.818,0.0,0.0,1
0.00,0.0,8704,7648,3936,6144,4237,5781,3.893,0.0,0.0,1
0.01,0.02,8704,3936,3904,9728,5781,5714,9.825,0.02,0.0,0
0.01,0.0,11264,8512,2656,9728,5714,9434,5.152,0.0,0.0,1
0.01,0.02,11264,2656,2622,15360,9434,9362,9.879,0.02,0.0,0
0.00,0.0,11264,9278,3456,15360,9362,12026,4.680,0.0,0.0,1
0.01,0.0,13824,10112,3488,15872,12026,15490,6.475,0.0,0.0,1
0.01,0.0,13824,3488,3434,23552,15490,15385,14.322,0.0,0.0,0
0.01,0.02,13824,12138,5056,23552,15385,18889,5.908,0.02,0.0,1
0.01,0.0,17408,13760,4544,24064,18889,23953,6.074,0.0,0.0,1
0.02,0.02,17408,4544,3986,34816,23953,23809,19.070,0.02,0.0,0
0.01,0.02,17920,15250,5888,34816,23809,27873,7.576,0.02,0.0,1
0.01,0.02,17408,17152,7168,36864,27873,36737,11.490,0.0,0.02,1
0.02,0.0,17408,7168,7154,50688,36737,36511,23.615,0.0,0.0,0
0.01,0.0,22016,17394,10272,50688,36511,43799,10.805,0.0,0.0,1
0.03,0.02,22016,10272,2543,67584,43799,50310,30.374,0.02,0.0,0
0.01,0.02,24576,12783,10272,67584,50310,52910,11.347,0.02,0.0,1
0.01,0.02,25600,21536,14336,67584,52910,60174,13.881,0.02,0.0,1
0.04,0.05,25600,14336,7154,86016,60174,67140,36.165,0.05,0.0,0
0.02,0.02,32768,18418,11328,86016,67140,74420,15.222,0.02,0.0,1
0.01,0.0,33280,24640,19936,86016,74420,79124,14.775,0.0,0.0,1
0.06,0.08,33280,19936,11210,106496,79124,85559,55.523,0.08,0.0,0
0.02,0.03,40448,24522,13376,106496,85559,96959,20.258,0.03,0.0,1
0.05,0.11,40960,13376,3573,131072,96959,106478,54.535,0.11,0.0,0
0.02,0.03,41472,19957,20032,131072,106478,106478,21.438,0.03,0.0,1
0.03,0.07,38400,36416,27136,131072,106478,115838,27.158,0.05,0.02,1
0.02,0.03,46592,38400,24480,131072,115838,130022,23.073,0.03,0.0,1
0.07,0.17,46592,24480,23349,160256,130022,130642,74.391,0.17,0.0,0
0.03,0.03,50176,34613,22240,160256,130642,143322,26.395,0.0,0.03,1
0.09,0.25,50176,22240,5243,193024,143322,159976,93.209,0.23,0.02,0
0.02,0.02,50688,18043,18112,193024,168168,168168,20.422,0.02,0.0,1
0.02,0.04,48128,30912,30880,193024,168168,168168,19.828,0.02,0.02,1
0.02,0.05,51712,42144,40448,193024,168168,169848,23.075,0.05,0.0,1
0.03,0.07,52736,51712,46816,193024,169848,174872,31.017,0.05,0.02,1
0.03,0.06,60416,52448,39616,193024,174872,187848,28.673,0.06,0.0,1
0.12,0.27,60416,39616,30304,227328,187848,192610,118.044,0.27,0.0,0
0.03,0.06,60416,35936,18016,227328,192610,210882,31.079,0.06,0.0,1
0.12,0.3,61440,18016,1576,267264,210882,226938,117.518,0.3,0.0,0
0.03,0.03,62976,9256,9216,267264,226938,227058,29.986,0.03,0.0,1
0.01,0.0,58368,16896,16832,267264,227058,227058,13.190,0.0,0.0,1
0.02,0.0,60928,25536,25568,267264,227058,227058,19.978,0.0,0.0,1
0.03,0.05,59392,34272,33568,267264,227058,227730,27.372,0.05,0.0,1
0.03,0.05,60928,42272,41440,267264,227730,228570,26.360,0.05,0.0,1
0.03,0.05,66048,50144,34816,267264,228570,244122,32.368,0.05,0.0,1
0.03,0.06,37376,44544,27168,267264,244122,261746,28.081,0.06,0.0,1
0.13,0.33,37376,27168,21424,312320,261746,266767,126.921,0.33,0.0,0
0.04,0.08,61952,31152,17504,312320,266767,280671,40.800,0.08,0.0,1
0.03,0.05,64000,28768,11328,312320,280671,298407,24.878,0.05,0.0,1
0.15,0.31,65024,11328,0,341504,298407,309117,150.583,0.31,0.0,0
0.01,0.0,65024,12800,12832,341504,309117,309117,9.262,0.0,0.0,1
0.02,0.02,61952,25632,25632,341504,309117,309117,16.875,0.02,0.0,1
0.03,0.05,64000,39968,39936,341504,309117,309117,26.298,0.05,0.0,1
0.19,0.47,64000,54272,30131,341504,325501,341320,191.886,0.47,0.0,0
0.18,0.53,64000,44467,44438,341504,341320,341320,184.189,0.53,0.0,0
0.16,0.47,64000,44467,44466,341504,341320,341320,162.198,0.47,0.0,0
0.17,0.42,64000,44467,44467,341504,341320,341320,166.415,0.42,0.0,0
0.15,0.44,64000,44467,44467,341504,341325,341325,148.180,0.44,0.0,0
0.15,0.38,64000,44467,44467,341504,341329,341329,145.582,0.38,0.0,0
0.15,0.41000000000000003,64000,44467,44467,341504,341334,341334,151.958,0.39,0.02,0
0.15,0.39,64000,44467,44467,341504,341339,341339,148.385,0.39,0.0,0
0.19,0.42,64000,44467,44467,341504,341343,341343,188.485,0.42,0.0,0
0.16,0.39,64000,44467,44467,341504,341348,341348,160.838,0.39,0.0,0
0.17,0.41,64000,44467,44467,341504,341353,341353,170.564,0.41,0.0,0
0.15,0.39,64000,44467,44467,341504,341357,341357,148.926,0.39,0.0,0
0.15,0.41,64000,44467,44467,341504,341362,341362,154.578,0.41,0.0,0
0.16,0.39,64000,44467,44467,341504,341367,341367,157.219,0.39,0.0,0
0.15,0.38,64000,44467,44467,341504,341371,341371,150.867,0.38,0.0,0
0.16,0.41,64000,44467,44467,341504,341376,341376,162.764,0.41,0.0,0
0.16,0.36,64000,44467,44467,341504,341381,341381,155.072,0.36,0.0,0
0.16,0.44,64000,44467,44467,341504,341385,341385,158.223,0.44,0.0,0
0.15,0.41,64000,44467,44467,341504,341390,341390,145.896,0.41,0.0,0
0.14,0.39,64000,44467,44467,341504,341395,341395,144.483,0.39,0.0,0
0.14,0.39,64000,44467,44467,341504,341399,341399,143.110,0.39,0.0,0
0.15,0.44,64000,44467,44467,341504,341404,341404,147.849,0.42,0.02,0
