Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,480,512,0,64,1.745,0.0,0.0,1
0.00,0.0,1536,992,496,512,64,136,0.675,0.0,0.0,1
0.00,0.0,1536,1520,512,1024,136,556,0.924,0.0,0.0,1
0.00,0.02,2560,1536,480,1536,556,1132,1.042,0.0,0.02,1
0.00,0.0,2560,480,0,3584,1132,1495,4.373,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2135,0.881,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2135,2727,1.540,0.0,0.0,1
0.00,0.0,4608,1504,990,6144,2727,3127,4.447,0.0,0.0,0
0.00,0.0,5632,4062,2048,6144,3127,3679,1.979,0.0,0.0,1
0.00,0.02,6656,5632,3040,6144,3679,4695,3.178,0.02,0.0,1
0.00,0.0,8704,6624,4064,6144,4695,5567,3.113,0.0,0.0,1
0.01,0.02,8704,4064,3539,10240,5567,5837,9.217,0.02,0.0,0
0.00,0.0,9728,8007,3936,10240,5837,7877,3.897,0.0,0.0,1
0.00,0.0,12288,8544,2752,12288,7877,11821,3.741,0.0,0.0,1
0.01,0.02,12288,2752,1949,19456,11821,12087,10.421,0.02,0.0,0
0.00,0.0,12288,8605,3520,19456,12087,14095,3.272,0.0,0.0,1
0.00,0.0,14336,10176,3584,19456,14095,17583,4.265,0.0,0.0,1
0.01,0.0,14336,3584,1901,28160,17583,18971,9.664,0.0,0.0,0
0.00,0.0,14336,10605,5152,28160,18971,20931,4.608,0.0,0.0,1
0.00,0.0,18432,13856,4640,28160,20931,26019,5.614,0.0,0.0,1
0.02,0.02,18432,4640,1941,38912,26019,27908,17.016,0.02,0.0,0
0.01,0.0,18432,13717,6656,38912,27908,30284,5.945,0.0,0.0,1
0.01,0.02,18944,18432,8672,40448,30284,40196,10.611,0.02,0.0,1
0.02,0.02,18944,8672,8658,54272,40196,38934,22.548,0.02,0.0,0
0.01,0.0,24064,18898,10336,54272,38934,47718,11.917,0.0,0.0,1
0.02,0.0,24064,10336,3657,72704,47718,54139,24.862,0.0,0.0,0
0.01,0.02,26112,13897,10336,72704,54139,57875,9.543,0.02,0.0,1
0.01,0.02,27136,21600,15872,72704,57875,63587,10.543,0.02,0.0,1
0.03,0.11,27136,15872,6641,92672,63587,72597,30.831,0.11,0.0,0
0.01,0.0,32256,16303,9600,92672,72597,79365,11.462,0.0,0.0,1
0.01,0.02,33280,22912,19936,92672,79365,82317,13.921,0.0,0.02,1
0.02,0.03,40960,33248,13440,102912,82317,102509,18.023,0.03,0.0,1
0.06,0.22,40960,13440,10724,130048,102509,102524,55.027,0.22,0.0,0
0.02,0.11,40960,27108,16480,130048,102524,113420,17.626,0.11,0.0,1
0.02,0.11,38912,32864,25600,130048,113420,120700,17.213,0.11,0.0,1
0.06,0.23,38912,25600,16347,159744,120700,129610,56.282,0.23,0.0,0
0.02,0.08,45568,29659,13440,159744,129610,146210,19.467,0.06,0.02,1
0.05,0.22,46080,13440,0,194048,146210,159240,52.371,0.22,0.0,0
0.01,0.02,46080,15360,15424,194048,159240,159240,8.995,0.02,0.0,1
0.02,0.03,41984,30784,29664,194048,159240,160336,20.698,0.03,0.0,1
0.02,0.03,47104,41952,27744,194048,160336,174864,21.756,0.03,0.0,1
0.09,0.42,47104,27744,4079,231936,174864,193994,88.898,0.42,0.0,0
0.02,0.08,48128,16367,16480,231936,193994,193994,17.139,0.08,0.0,1
0.02,0.02,50176,30816,30816,231936,193994,193994,15.634,0.02,0.0,1
0.02,0.09,47616,45152,38912,231936,193994,200226,22.126,0.09,0.0,1
