Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,448,512,0,0,2.034,0.0,0.0,1
0.00,0.0,1536,959,496,512,0,96,2.218,0.0,0.0,1
0.00,0.0,1536,1520,512,512,96,488,2.430,0.0,0.0,1
0.00,0.0,1536,512,511,2048,488,469,4.867,0.0,0.0,0
0.00,0.0,2560,1535,480,2048,469,1029,2.682,0.0,0.0,1
0.00,0.0,2560,2528,480,2560,1029,2093,2.897,0.0,0.0,1
0.01,0.0,4096,480,0,6144,2093,2542,6.312,0.0,0.0,0
0.00,0.0,5120,3072,1664,6144,2542,2542,3.192,0.0,0.0,1
0.01,0.0,5632,4736,2016,6144,2542,3766,5.904,0.0,0.0,1
0.01,0.0,6656,5600,3040,6144,3766,4598,6.280,0.0,0.0,1
0.01,0.0,9216,6624,4064,6144,4598,5430,7.033,0.0,0.0,1
0.02,0.0,9216,4064,3545,10752,5430,5820,17.409,0.0,0.0,0
0.01,0.0,10240,8665,4928,10752,5820,7108,8.157,0.0,0.0,1
0.01,0.0,12800,10048,5536,10752,7108,9172,9.431,0.0,0.0,1
0.02,0.0,12800,5536,3964,16896,9172,10643,23.426,0.0,0.0,0
0.01,0.02,13312,10620,3424,16896,10643,14675,10.527,0.02,0.0,1
0.03,0.02,13312,3424,1368,25088,14675,16652,25.833,0.02,0.0,0
0.01,0.0,14848,8024,3456,25088,16652,18044,9.742,0.0,0.0,1
0.01,0.0,15360,12160,5024,25088,18044,21532,12.271,0.0,0.0,1
0.04,0.02,15360,5024,901,35328,21532,25032,36.763,0.02,0.0,0
0.01,0.0,18944,9605,4512,35328,25032,25952,12.497,0.0,0.0,1
0.02,0.02,18944,16288,7168,35328,25952,34368,22.556,0.02,0.0,1
0.05,0.03,18944,7168,6132,48640,34368,35233,50.391,0.03,0.0,0
0.03,0.02,21504,17908,11232,48640,35233,42009,26.690,0.02,0.0,1
0.06,0.06,21504,11232,3545,65024,42009,48543,65.120,0.06,0.0,0
0.02,0.02,26112,13785,10240,65024,48543,52151,22.369,0.02,0.0,1
0.03,0.02,24064,20480,16384,65024,52151,56279,26.855,0.02,0.0,1
0.03,0.02,28672,24064,7680,73216,56279,72895,30.852,0.02,0.0,1
0.10,0.08,28672,7680,7139,95744,72895,73015,100.764,0.08,0.0,0
0.03,0.02,26112,14819,7680,95744,73015,80271,35.025,0.02,0.0,1
0.03,0.02,27648,16896,9216,95744,80271,88047,28.052,0.02,0.0,1
0.13,0.08,28672,9216,0,119808,88047,94957,129.736,0.08,0.0,0
0.01,0.0,29184,11264,11264,119808,94957,94957,13.189,0.0,0.0,1
0.02,0.03,27648,22528,18432,119808,94957,99101,24.442,0.03,0.0,1
0.03,0.02,31744,27648,9216,119808,99101,117789,32.040,0.0,0.02,1
0.16,0.11,31744,9216,7138,149504,117789,119470,155.708,0.11,0.0,0
0.03,0.04,29696,16354,9216,149504,119470,126726,34.116,0.02,0.02,1
0.02,0.02,31232,19968,19968,149504,126726,126726,21.734,0.02,0.0,1
0.04,0.03,32768,30720,21504,149504,126726,136062,37.183,0.03,0.0,1
0.19,0.18,32768,21504,8157,180736,136062,149079,193.946,0.16,0.02,0
0.04,0.03,35840,17885,15360,180736,149079,151663,43.691,0.03,0.0,1
0.03,0.02,34304,25088,25088,180736,151663,151663,27.620,0.02,0.0,1
0.04,0.03,37376,33280,27616,180736,159855,165567,44.864,0.03,0.0,1
0.04,0.05,40960,35808,26080,180736,165567,175423,37.256,0.03,0.02,1
0.24,0.19,40960,26080,16825,213504,175423,180229,237.135,0.19,0.0,0
0.05,0.05,20992,24505,13248,213504,180229,191685,49.449,0.05,0.0,1
0.02,0.02,40448,20928,15328,213504,191685,197333,22.809,0.02,0.0,1
0.03,0.02,41472,24544,16896,213504,197333,205101,28.525,0.02,0.0,1
0.25,0.25,41472,16896,8149,248832,205101,213386,250.419,0.25,0.0,0
0.06,0.05,40960,17365,9216,248832,213386,221666,56.135,0.05,0.0,1
0.02,0.02,41472,19968,19968,248832,221666,221666,24.358,0.02,0.0,1
0.03,0.03,42496,30720,21504,248832,221666,231002,34.945,0.03,0.0,1
0.05,0.04,43520,33280,22528,248832,231002,241898,52.456,0.02,0.02,1
0.33,0.25,43520,22528,15308,287744,241898,248598,325.247,0.25,0.0,0
0.08,0.05,45056,27084,11776,287744,248598,264150,79.649,0.05,0.0,1
0.03,0.03,45568,25600,13824,287744,264150,276078,34.252,0.03,0.0,1
0.32,0.27,45568,13824,2039,332288,276078,287401,320.417,0.27,0.0,0
0.06,0.05,43520,15863,13824,332288,287401,289473,63.627,0.05,0.0,1
0.03,0.02,45056,29184,29184,332288,289473,289473,33.585,0.02,0.0,1
0.05,0.05,41984,44544,33280,332288,289473,300889,53.078,0.03,0.02,1
0.05,0.03,29184,41984,20064,332288,300889,323129,45.934,0.03,0.0,1
0.38,0.35000000000000003,29184,20064,10294,385024,323129,332269,384.438,0.33,0.02,0
0.07,0.06,48128,18998,14016,385024,332269,337333,70.737,0.06,0.0,1
0.05,0.06,49152,24256,24256,385024,353717,353717,54.528,0.06,0.0,1
0.03,0.03,46592,34496,34496,385024,353717,353717,33.859,0.03,0.0,1
0.04,0.03,50176,42688,37344,385024,353717,359117,41.748,0.03,0.0,1
0.05,0.03,52736,45536,36832,385024,359117,367933,45.936,0.03,0.0,1
0.45,0.44,52736,36832,11187,437760,367933,384980,451.649,0.42,0.02,0
0.07,0.06,55808,17843,11072,437760,384980,391860,71.044,0.06,0.0,1
0.02,0.04,53248,17728,17728,437760,391860,391860,20.709,0.02,0.02,1
0.03,0.02,30720,25408,23008,437760,391860,394268,26.632,0.02,0.0,1
0.03,0.02,54272,30688,28608,437760,394268,396356,29.960,0.02,0.0,1
0.04,0.03,54272,37824,24544,437760,396356,409820,41.969,0.03,0.0,1
0.04,0.04,51200,33760,18432,437760,409820,425364,38.686,0.02,0.02,1
0.48,0.44,52736,18432,5592,496640,425364,437485,479.998,0.44,0.0,0
0.08,0.09,54272,17880,12288,496640,437485,443173,83.422,0.09,0.0,1
0.03,0.04,55808,24576,12288,496640,443173,455629,34.568,0.02,0.02,1
0.04,0.03,55808,26624,14336,496640,455629,468085,36.566,0.03,0.0,1
0.04,0.03,54784,28672,14336,496640,468085,482621,39.451,0.03,0.0,1
0.53,0.52,55808,14336,0,561664,482621,496202,532.307,0.52,0.0,0
0.02,0.02,55296,16384,16384,561664,496202,496202,23.706,0.02,0.0,1
0.04,0.03,56832,34816,34848,561664,496202,496202,38.221,0.03,0.0,1
0.06,0.05,52736,53280,41984,561664,496202,507634,60.039,0.05,0.0,1
0.06,0.05,35840,52736,24960,561664,507634,535794,55.767,0.03,0.02,1
0.60,0.5800000000000001,62464,24960,0,636416,535794,560075,602.430,0.56,0.02,0
0.02,0.02,62464,12800,12800,636416,560075,560075,21.110,0.02,0.0,1
0.03,0.02,60416,25600,25600,636416,560075,560075,30.602,0.02,0.0,1
0.04,0.03,61952,39936,39936,636416,560075,560075,41.314,0.03,0.0,1
0.06,0.05,59392,54272,51200,636416,560075,563179,57.745,0.03,0.02,1
0.06,0.05,67584,59392,47072,636416,563179,575659,61.436,0.05,0.0,1
0.06,0.05,71680,55264,42944,636416,575659,588155,56.247,0.05,0.0,1
0.06,0.06,32768,51136,24544,636416,588155,615099,58.809,0.06,0.0,1
0.68,0.66,32768,24544,2510,721920,615099,636204,680.299,0.64,0.02,0
0.11,0.09,72192,10702,8704,721920,636204,638236,108.236,0.09,0.0,1
0.03,0.02,72704,18432,17920,721920,638236,638764,25.865,0.02,0.0,1
0.04,0.03,68608,27648,19456,721920,638764,647060,35.981,0.03,0.0,1
0.04,0.03,32256,30720,20992,721920,647060,656908,39.851,0.03,0.0,1
0.04,0.03,66048,32256,22528,721920,656908,666756,42.018,0.03,0.0,1
0.05,0.03,37888,35840,24576,721920,666756,678172,47.196,0.03,0.0,1
0.82,0.8,37888,37888,10200,808448,710940,721470,817.758,0.78,0.02,0
0.13,0.12,63488,23512,19232,808448,721470,725846,130.126,0.12,0.0,1
0.04,0.05,65536,34592,34592,808448,725846,725846,41.932,0.05,0.0,1
0.05,0.05,64000,49952,44032,808448,725846,731846,55.058,0.05,0.0,1
0.06,0.05,68608,56832,43520,808448,731846,745342,61.862,0.05,0.0,1
0.06,0.05,72704,56320,40960,808448,745342,760918,61.130,0.03,0.02,1
0.06,0.07,73728,54784,26624,808448,760918,789470,65.155,0.05,0.02,1
0.88,0.88,73728,26624,6633,908800,789470,808312,884.491,0.88,0.0,0
0.14,0.14,73216,20457,13824,908800,808312,815056,145.549,0.14,0.0,1
0.04,0.03,73728,29696,15904,908800,815056,829072,43.256,0.03,0.0,1
0.05,0.04,73216,31776,15872,908800,829072,845168,44.998,0.02,0.02,1
0.05,0.05,74240,34304,18464,908800,845168,861264,48.926,0.03,0.02,1
0.05,0.05,72704,36896,18464,908800,861264,879960,52.139,0.03,0.02,1
0.94,0.92,74240,18464,0,1007104,879960,897225,941.738,0.92,0.0,0
0.03,0.03,70656,21504,21536,1007104,897225,897225,34.127,0.03,0.0,1
0.05,0.05,74240,45600,45600,1007104,897225,897225,51.807,0.05,0.0,1
0.08,0.08,70144,69664,55808,1007104,897225,911297,81.703,0.06,0.02,1
0.08,0.06,82944,70144,34720,1007104,911297,947217,79.764,0.06,0.0,1
