Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,64,1.881,0.0,0.0,1
0.00,0.0,1536,1023,496,512,64,124,0.817,0.0,0.0,1
0.00,0.0,1536,1520,512,1024,124,540,0.991,0.0,0.0,1
0.00,0.0,2560,1536,512,1536,540,1096,1.015,0.0,0.0,1
0.00,0.0,2560,512,0,3584,1096,1495,4.387,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2135,0.950,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2135,2727,1.675,0.0,0.0,1
0.01,0.0,4608,1504,990,6144,2727,3123,5.239,0.0,0.0,0
0.00,0.0,5632,4062,2048,6144,3123,3683,2.011,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3683,4707,2.470,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4707,5571,3.143,0.0,0.0,1
0.01,0.02,8704,4064,3513,10240,5571,5852,9.512,0.02,0.0,0
0.00,0.0,9728,8066,3936,10240,5852,7908,3.758,0.0,0.0,1
0.00,0.0,11264,8544,5024,10240,7908,9468,4.348,0.0,0.0,1
0.01,0.02,11264,5024,3904,16896,9468,10133,11.242,0.02,0.0,0
0.00,0.0,11776,9536,3008,16896,10133,14117,4.648,0.0,0.0,1
0.01,0.0,11776,3008,319,26112,14117,16592,9.543,0.0,0.0,0
0.00,0.0,12800,5951,2976,26112,16592,16944,2.964,0.0,0.0,1
0.00,0.0,13312,10144,6112,26112,16944,17992,4.617,0.0,0.0,1
0.01,0.0,16384,13280,3808,26112,17992,24200,5.499,0.0,0.0,1
0.02,0.02,16384,3808,1146,38400,24200,26052,17.094,0.02,0.0,0
0.00,0.0,16384,10362,4864,38400,26052,27236,5.452,0.0,0.0,1
0.01,0.0,16896,14080,7680,38400,27236,32588,7.767,0.0,0.0,1
0.01,0.0,19968,16896,9280,40448,32588,40396,9.601,0.0,0.0,1
0.03,0.0,19968,9280,9193,55808,40396,39089,27.040,0.0,0.0,0
0.01,0.0,22528,18409,9312,55808,39089,48425,10.957,0.0,0.0,1
0.03,0.02,22528,9312,2029,76288,48425,55436,27.535,0.02,0.0,0
0.01,0.0,23552,12781,10816,76288,55436,57516,9.142,0.0,0.0,1
0.01,0.0,22016,21568,14336,76288,57516,64772,12.004,0.0,0.0,1
0.01,0.02,27136,22016,7776,79360,64772,79324,11.667,0.02,0.0,1
0.04,0.17,27136,7776,7650,105472,79324,78907,38.251,0.17,0.0,0
0.01,0.0,25088,15330,7776,105472,78907,86707,13.042,0.0,0.0,1
0.01,0.0,26624,16992,17376,105472,86707,90387,10.138,0.0,0.0,1
0.01,0.0,30208,26592,9344,108032,90387,107891,13.577,0.0,0.0,1
0.05,0.19,31744,9344,2542,139776,107891,108002,51.172,0.17,0.02,0
0.01,0.0,33280,15342,12896,139776,108002,110594,12.191,0.0,0.0,1
0.01,0.0,35840,25696,12896,139776,110594,123562,13.796,0.0,0.0,1
0.05,0.2,35840,12896,0,171008,123562,136086,52.195,0.2,0.0,0
0.01,0.0,37376,14848,14976,171008,136086,136086,9.230,0.0,0.0,1
0.02,0.02,38400,31360,22016,171008,136086,145438,16.056,0.02,0.0,1
0.09,0.30000000000000004,38400,38400,16860,207872,153630,170845,85.575,0.27,0.03,0
0.02,0.07,47616,33244,16512,207872,170845,187981,24.980,0.05,0.02,1
0.08,0.37,47616,16512,0,246784,187981,204060,82.055,0.34,0.03,0
0.01,0.0,49664,18944,19040,246784,204060,204060,11.147,0.0,0.0,1
0.02,0.09,50176,40032,29184,246784,204060,214980,21.021,0.06,0.03,1
0.03,0.08,57344,50176,35552,246784,214980,229956,25.840,0.06,0.02,1
0.09,0.52,57344,35552,18490,293376,229956,246400,93.324,0.47,0.05,0
0.03,0.11,61952,37946,38112,293376,246400,246400,28.018,0.11,0.0,1
0.03,0.11,58368,57568,47616,293376,246400,256384,30.139,0.11,0.0,1
0.03,0.11,69632,58368,43424,293376,256384,271656,27.979,0.09,0.02,1
0.11,0.5700000000000001,69632,43424,21240,344064,271656,293224,111.327,0.55,0.02,0
0.03,0.14,68608,31992,23328,344064,293224,302144,29.490,0.14,0.0,1
0.02,0.09,71680,35616,35616,344064,302144,302144,18.970,0.09,0.0,1
0.02,0.09,71680,47904,41280,344064,302144,308848,23.594,0.09,0.0,1
0.16,0.71,71680,53056,25789,394240,325232,343849,165.734,0.69,0.02,0
0.03,0.08,73728,37565,32576,394240,343849,349073,32.858,0.08,0.0,1
0.02,0.09,71168,44352,44352,394240,349073,349073,20.744,0.09,0.0,1
0.03,0.09,73728,55104,48384,394240,349073,355889,25.799,0.09,0.0,1
0.03,0.09,77312,59136,45120,394240,355889,370097,28.513,0.09,0.0,1
0.03,0.11,43520,55872,32320,394240,370097,393945,27.712,0.09,0.02,1
0.15,0.81,43520,32320,31144,452096,393945,394153,150.698,0.81,0.0,0
0.04,0.18,74752,41896,21536,452096,394153,414921,36.508,0.16,0.02,1
0.02,0.02,75776,33824,23136,452096,414921,425785,18.520,0.02,0.0,1
0.02,0.11,76288,35424,12352,452096,425785,449113,19.541,0.11,0.0,1
0.16,0.83,76288,12352,8676,518656,449113,451845,162.470,0.83,0.0,0
0.03,0.09,76288,23012,14432,518656,451845,460685,31.964,0.09,0.0,1
0.02,0.0,70656,28768,28768,518656,460685,460685,16.474,0.0,0.0,1
0.02,0.09,74240,44640,30272,518656,460685,475229,23.846,0.09,0.0,1
