Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,480,512,0,8,1.446,0.0,0.0,1
0.00,0.0,1536,991,512,512,8,80,0.940,0.0,0.0,1
0.00,0.0,1536,1536,512,512,80,504,1.778,0.0,0.0,1
0.00,0.02,1536,512,506,2048,504,474,3.372,0.02,0.0,0
0.00,0.0,2560,1530,480,2048,474,1038,1.497,0.0,0.0,1
0.00,0.0,2560,2528,480,2560,1038,2107,2.550,0.0,0.0,1
0.01,0.0,4096,480,0,6144,2107,2542,5.235,0.0,0.0,0
0.00,0.0,5120,3072,1696,6144,2542,2542,2.350,0.0,0.0,1
0.00,0.0,5632,4768,2016,6144,2542,3774,2.980,0.0,0.0,1
0.00,0.0,6656,5600,3040,6144,3774,4614,4.547,0.0,0.0,1
0.01,0.0,9216,6624,4064,6144,4614,5454,4.379,0.0,0.0,1
0.01,0.0,9216,4064,3545,10752,5454,5831,11.940,0.0,0.0,0
0.01,0.0,10240,8665,5088,10752,5831,6951,5.427,0.0,0.0,1
0.01,0.0,12800,10208,6464,10752,6951,8247,7.554,0.0,0.0,1
0.01,0.0,13824,12608,5792,12288,8247,12119,6.996,0.0,0.0,1
0.02,0.0,13824,5792,5758,18944,12119,12005,17.019,0.0,0.0,0
0.01,0.0,15360,11902,3200,18944,12005,17861,8.241,0.0,0.0,1
0.02,0.0,16384,3200,2146,28672,17861,18786,16.351,0.0,0.0,0
0.01,0.0,17408,11874,5568,28672,18786,20978,6.553,0.0,0.0,1
0.01,0.0,21504,15296,5088,28672,20978,26578,9.847,0.0,0.0,1
0.03,0.0,21504,5088,2471,40448,26578,28497,25.934,0.0,0.0,0
0.01,0.0,21504,15783,8192,40448,28497,34161,12.053,0.0,0.0,1
0.03,0.03,21504,8192,2044,54784,34161,40200,30.034,0.03,0.0,0
0.02,0.0,25088,15356,11744,54784,40200,43864,14.554,0.0,0.0,1
0.02,0.0,28160,25056,13344,55808,43864,55744,15.818,0.0,0.0,1
0.05,0.06,28160,13344,12254,74752,55744,55526,49.192,0.06,0.0,0
0.02,0.03,31744,25566,13312,74752,55526,67982,22.296,0.03,0.0,1
0.05,0.07,31744,13312,6639,97792,67982,74424,50.237,0.05,0.02,0
0.02,0.03,33280,21487,18400,97792,74424,77576,16.459,0.03,0.0,1
0.02,0.03,38912,33248,14880,97792,77576,96184,21.042,0.03,0.0,1
0.08,0.12,38912,14880,11239,126976,96184,97415,76.555,0.12,0.0,0
0.02,0.03,39936,27623,23552,126976,97415,101567,24.338,0.03,0.0,1
0.03,0.04,48640,39936,16416,126976,101567,125455,30.125,0.02,0.02,1
0.09,0.11,48640,16416,14821,162816,125455,126537,86.550,0.11,0.0,0
0.03,0.03,48640,34277,29184,162816,126537,131745,28.612,0.03,0.0,1
0.03,0.06,55808,45502,16064,162816,131745,161345,33.854,0.06,0.0,1
0.11,0.19,57344,16064,14474,206848,161345,162317,111.883,0.19,0.0,0
0.04,0.06,58880,38538,24096,206848,162317,177029,38.113,0.06,0.0,1
0.03,0.09,53760,48160,36320,206848,177029,189037,33.798,0.09,0.0,1
0.15,0.22,53760,36320,14276,252416,189037,206498,150.010,0.22,0.0,0
0.04,0.06,64000,31684,17440,252416,206498,221010,40.979,0.06,0.0,1
0.03,0.03,60416,34848,34848,252416,221010,221010,24.858,0.03,0.0,1
0.04,0.06,64000,51232,47616,252416,221010,224650,34.943,0.06,0.0,1
0.05,0.06,75264,64000,31456,258048,224650,257690,45.121,0.06,0.0,1
0.19,0.34,75264,31456,30336,311296,257690,257893,187.207,0.34,0.0,0
0.05,0.1,75264,49280,34784,311296,257893,272701,51.574,0.08,0.02,1
0.04,0.06,78848,53728,37952,311296,272701,288725,38.802,0.06,0.0,1
0.21,0.38,78848,37952,14828,341504,288725,311224,206.894,0.36,0.02,0
0.19,0.35000000000000003,78848,36844,6636,341504,311224,341402,195.207,0.33,0.02,0
0.23,0.38,78848,28652,23531,341504,341402,338323,228.002,0.38,0.0,0
0.22,0.36,78848,23532,23532,341504,338323,338323,221.696,0.36,0.0,0
0.21,0.33,78848,23532,23532,341504,338327,338327,209.262,0.33,0.0,0
0.21,0.34,78848,23532,23532,341504,338332,338332,208.796,0.34,0.0,0
0.21,0.41,78848,23532,23532,341504,338337,338337,214.687,0.41,0.0,0
0.22,0.36,78848,23532,23532,341504,338341,338341,216.025,0.36,0.0,0
0.21,0.39,78848,23532,23532,341504,338346,338346,211.705,0.39,0.0,0
0.20,0.31,78848,23532,23532,341504,338351,338351,197.189,0.31,0.0,0
0.21,0.38,78848,23532,23532,341504,338355,338355,212.762,0.38,0.0,0
0.25,0.3,78848,23532,23532,341504,338360,338360,247.533,0.3,0.0,0
0.22,0.38,78848,23532,23532,341504,338365,338365,219.020,0.38,0.0,0
0.23,0.4,78848,23532,23532,341504,338369,338369,229.079,0.38,0.02,0
0.21,0.34,78848,23532,23532,341504,338374,338374,211.951,0.34,0.0,0
0.21,0.39,78848,23532,23532,341504,338379,338379,211.921,0.39,0.0,0
0.22,0.36,78848,23532,23532,341504,338383,338383,221.296,0.36,0.0,0
0.23,0.39,78848,23532,23532,341504,338388,338388,229.112,0.39,0.0,0
0.21,0.39,78848,23532,23532,341504,338393,338393,211.748,0.39,0.0,0
0.22,0.42,78848,23532,23532,341504,338397,338397,220.885,0.42,0.0,0
0.22,0.36,78848,23532,23532,341504,338402,338402,214.683,0.36,0.0,0
0.20,0.36,78848,23532,23532,341504,338407,338407,204.141,0.36,0.0,0
0.22,0.41,78848,23532,23532,341504,338411,338411,215.863,0.41,0.0,0
0.23,0.41,78848,23532,23532,341504,338416,338416,228.515,0.41,0.0,0
0.22,0.39,78848,23532,23532,341504,338421,338421,224.504,0.39,0.0,0
0.22,0.34,78848,23532,23532,341504,338425,338425,218.092,0.34,0.0,0
0.24,0.33,78848,23532,23532,341504,338430,338430,238.998,0.33,0.0,0
0.24,0.39,78848,23532,23532,341504,338435,338435,237.252,0.39,0.0,0
0.26,0.41000000000000003,78848,23532,23532,341504,338439,338439,256.071,0.39,0.02,0
0.21,0.36,78848,23532,23532,341504,338444,338444,213.116,0.36,0.0,0
0.21,0.35000000000000003,78848,23532,23532,341504,338449,338449,213.943,0.33,0.02,0
0.23,0.38,78848,23532,23532,341504,338453,338453,231.805,0.38,0.0,0
0.22,0.39,78848,23532,23532,341504,338458,338458,216.604,0.39,0.0,0
0.21,0.39,78848,23532,23532,341504,338463,338463,213.276,0.39,0.0,0
0.21,0.38,78848,23532,23532,341504,338467,338467,214.195,0.38,0.0,0
0.22,0.36,78848,23532,23532,341504,338472,338472,214.222,0.36,0.0,0
0.20,0.36,78848,23532,23532,341504,338477,338477,197.275,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338481,338481,213.359,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338486,338486,213.189,0.36,0.0,0
0.20,0.36,78848,23532,23532,341504,338491,338491,196.514,0.36,0.0,0
0.21,0.39,78848,23532,23532,341504,338495,338495,214.079,0.39,0.0,0
0.21,0.38,78848,23532,23532,341504,338500,338500,213.456,0.38,0.0,0
0.21,0.41,78848,23532,23532,341504,338505,338505,213.737,0.41,0.0,0
0.21,0.39,78848,23532,23532,341504,338509,338509,212.195,0.39,0.0,0
0.21,0.38,78848,23532,23532,341504,338514,338514,213.497,0.38,0.0,0
0.21,0.41,78848,23532,23532,341504,338519,338519,213.208,0.41,0.0,0
0.21,0.38,78848,23532,23532,341504,338523,338523,214.464,0.38,0.0,0
0.20,0.33,78848,23532,23532,341504,338528,338528,196.830,0.33,0.0,0
0.21,0.41,78848,23532,23532,341504,338533,338533,213.606,0.41,0.0,0
0.20,0.33,78848,23532,23532,341504,338537,338537,199.772,0.33,0.0,0
0.21,0.36,78848,23532,23532,341504,338542,338542,213.753,0.36,0.0,0
0.21,0.41,78848,23532,23532,341504,338547,338547,213.980,0.41,0.0,0
0.21,0.38,78848,23532,23532,341504,338551,338551,214.255,0.38,0.0,0
0.21,0.4,78848,23532,23532,341504,338556,338556,212.775,0.38,0.02,0
0.21,0.38,78848,23532,23532,341504,338561,338561,214.548,0.38,0.0,0
0.22,0.41000000000000003,78848,23532,23532,341504,338565,338565,214.610,0.39,0.02,0
0.21,0.38,78848,23532,23532,341504,338570,338570,212.191,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338575,338575,212.951,0.38,0.0,0
0.21,0.41,78848,23532,23532,341504,338579,338579,212.240,0.41,0.0,0
0.22,0.38,78848,23532,23532,341504,338584,338584,219.701,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338589,338589,212.110,0.38,0.0,0
0.21,0.35000000000000003,78848,23532,23532,341504,338593,338593,213.619,0.33,0.02,0
0.21,0.36,78848,23532,23532,341504,338598,338598,212.811,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338603,338603,213.719,0.36,0.0,0
0.21,0.4,78848,23532,23532,341504,338607,338607,214.470,0.38,0.02,0
0.21,0.41,78848,23532,23532,341504,338612,338612,212.595,0.41,0.0,0
0.20,0.33,78848,23532,23532,341504,338617,338617,197.766,0.33,0.0,0
0.21,0.38,78848,23532,23532,341504,338621,338621,214.030,0.38,0.0,0
0.22,0.39,78848,23532,23532,341504,338626,338626,213.699,0.39,0.0,0
0.21,0.38,78848,23532,23532,341504,338631,338631,213.571,0.38,0.0,0
0.22,0.36,78848,23532,23532,341504,338635,338635,214.635,0.36,0.0,0
0.21,0.41,78848,23532,23532,341504,338640,338640,212.911,0.41,0.0,0
0.22,0.38,78848,23532,23532,341504,338645,338645,214.061,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338649,338649,214.320,0.38,0.0,0
0.21,0.36,78848,23532,23532,341504,338654,338654,214.863,0.36,0.0,0
0.22,0.39,78848,23532,23532,341504,338659,338659,215.223,0.39,0.0,0
0.21,0.36,78848,23532,23532,341504,338663,338663,211.477,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338668,338668,213.764,0.36,0.0,0
0.21,0.39,78848,23532,23532,341504,338673,338673,212.740,0.39,0.0,0
0.21,0.36,78848,23532,23532,341504,338677,338677,212.615,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338682,338682,214.226,0.36,0.0,0
0.21,0.39,78848,23532,23532,341504,338687,338687,212.895,0.39,0.0,0
0.21,0.36,78848,23532,23532,341504,338691,338691,214.649,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338696,338696,213.301,0.36,0.0,0
0.21,0.39,78848,23532,23532,341504,338701,338701,212.530,0.39,0.0,0
0.22,0.36,78848,23532,23532,341504,338705,338705,215.173,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338710,338710,214.197,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338715,338715,213.100,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338719,338719,213.127,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338724,338724,213.936,0.36,0.0,0
0.22,0.36,78848,23532,23532,341504,338729,338729,215.404,0.36,0.0,0
0.21,0.41,78848,23532,23532,341504,338733,338733,212.188,0.41,0.0,0
0.21,0.36,78848,23532,23532,341504,338738,338738,214.942,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338743,338743,212.841,0.36,0.0,0
0.20,0.38,78848,23532,23532,341504,338747,338747,196.879,0.36,0.02,0
0.21,0.39,78848,23532,23532,341504,338752,338752,214.930,0.39,0.0,0
0.21,0.36,78848,23532,23532,341504,338757,338757,212.735,0.36,0.0,0
0.21,0.41,78848,23532,23532,341504,338761,338761,213.944,0.41,0.0,0
0.21,0.38,78848,23532,23532,341504,338766,338766,213.892,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338771,338771,213.334,0.38,0.0,0
0.20,0.38,78848,23532,23532,341504,338775,338775,196.600,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338780,338780,214.071,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338785,338785,213.344,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338789,338789,213.328,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338794,338794,212.538,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338799,338799,213.564,0.38,0.0,0
0.21,0.41,78848,23532,23532,341504,338803,338803,213.747,0.41,0.0,0
0.21,0.39,78848,23532,23532,341504,338808,338808,213.058,0.39,0.0,0
0.22,0.39,78848,23532,23532,341504,338813,338813,214.804,0.39,0.0,0
0.21,0.38,78848,23532,23532,341504,338817,338817,214.276,0.38,0.0,0
0.21,0.42,78848,23532,23532,341504,338822,338822,214.327,0.42,0.0,0
0.21,0.38,78848,23532,23532,341504,338827,338827,213.044,0.38,0.0,0
0.21,0.38,78848,23532,23532,341504,338831,338831,212.225,0.38,0.0,0
0.21,0.41,78848,23532,23532,341504,338836,338836,212.757,0.41,0.0,0
0.21,0.38,78848,23532,23532,341504,338841,338841,213.421,0.38,0.0,0
0.22,0.36,78848,23532,23532,341504,338845,338845,214.737,0.36,0.0,0
0.22,0.39,78848,23532,23532,341504,338850,338850,215.226,0.39,0.0,0
0.21,0.36,78848,23532,23532,341504,338855,338855,213.772,0.36,0.0,0
0.22,0.36,78848,23532,23532,341504,338859,338859,215.697,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338864,338864,215.179,0.36,0.0,0
0.21,0.39,78848,23532,23532,341504,338869,338869,213.791,0.39,0.0,0
0.21,0.36,78848,23532,23532,341504,338873,338873,214.538,0.36,0.0,0
0.21,0.36,78848,23532,23532,341504,338878,338878,214.651,0.36,0.0,0
0.22,0.38,78848,23532,23532,341504,338883,338883,221.720,0.38,0.0,0
0.21,0.36,78848,23532,23532,341504,338887,338887,212.961,0.36,0.0,0
0.22,0.34,78848,23532,23532,341504,338892,338892,216.601,0.34,0.0,0
0.20,0.34,78848,23532,23532,341504,338897,338897,199.198,0.34,0.0,0
0.21,0.36,78848,23532,23532,341504,338901,338901,213.733,0.36,0.0,0
0.21,0.34,78848,23532,23532,341504,338906,338906,209.334,0.34,0.0,0
0.21,0.41,78848,23532,23532,341504,338911,338911,213.283,0.41,0.0,0
0.21,0.36,78848,23532,23532,341504,338915,338915,214.809,0.36,0.0,0
