Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,24,1.720,0.0,0.0,1
0.00,0.0,1536,1023,512,512,24,112,0.964,0.0,0.0,1
0.00,0.0,1536,1536,512,1024,112,580,1.437,0.0,0.0,1
0.01,0.0,2560,512,0,2560,580,980,5.073,0.0,0.0,0
0.00,0.0,2560,2048,480,2560,980,1604,1.246,0.0,0.0,1
0.00,0.0,2560,2527,480,3072,1604,2676,1.297,0.0,0.0,1
0.00,0.0,4096,480,0,6656,2676,3069,4.538,0.0,0.0,0
0.00,0.0,5120,2048,1248,6656,3069,3069,1.248,0.0,0.0,1
0.00,0.0,5120,4320,2016,6656,3069,3789,2.149,0.0,0.0,1
0.00,0.0,6144,5088,2528,6656,3789,4901,2.474,0.0,0.0,1
0.00,0.0,7168,6112,3552,6656,4901,5757,2.956,0.0,0.0,1
0.01,0.02,7168,3552,3034,10752,5757,6074,9.036,0.02,0.0,0
0.00,0.0,8704,6618,4576,10752,6074,6482,3.340,0.0,0.0,1
0.00,0.0,9728,8672,5440,10752,6482,7882,3.834,0.0,0.0,1
0.01,0.02,12288,9536,4544,11264,7882,10890,4.096,0.02,0.0,1
0.01,0.0,12288,4544,3934,17920,10890,11203,10.953,0.0,0.0,0
0.00,0.0,12288,9566,3040,17920,11203,15219,4.335,0.0,0.0,1
0.01,0.02,12288,3040,347,27136,15219,17692,10.464,0.02,0.0,0
0.00,0.0,13312,5979,3072,27136,17692,18084,3.611,0.0,0.0,1
0.00,0.0,13824,10752,6112,27136,18084,19396,4.847,0.0,0.0,1
0.01,0.04,17920,13792,4096,27136,19396,25620,6.217,0.02,0.02,1
0.02,0.03,17920,4096,1922,39424,25620,26934,18.321,0.03,0.0,0
0.01,0.0,17920,12162,6400,39424,26934,28910,5.896,0.0,0.0,1
0.01,0.0,16384,16185,8192,39424,28910,36726,8.744,0.0,0.0,1
0.02,0.02,16384,8192,5619,54784,36726,39077,20.970,0.02,0.0,0
0.01,0.0,20480,13811,10336,54784,39077,44805,8.779,0.0,0.0,1
0.01,0.0,24064,18528,8288,55296,44805,55157,10.290,0.0,0.0,1
0.03,0.02,24064,8288,5097,75264,55157,54904,30.682,0.02,0.0,0
0.01,0.0,24064,15337,10336,75264,54904,60096,9.744,0.0,0.0,1
0.01,0.02,22528,20576,14848,75264,60096,65808,11.197,0.02,0.0,1
0.03,0.14,22528,14848,5618,96768,65808,74801,31.346,0.14,0.0,0
0.01,0.02,27136,13298,7776,96768,74801,80537,9.899,0.02,0.0,1
0.01,0.02,26112,15456,15488,96768,80537,80537,10.485,0.02,0.0,1
0.01,0.0,27648,23168,19936,96768,80537,83689,11.240,0.0,0.0,1
0.02,0.02,33792,27616,13984,97792,83689,97633,17.141,0.02,0.0,1
0.06,0.2,33792,13984,11241,123904,97633,97747,59.449,0.2,0.0,0
0.01,0.02,33792,20457,9344,123904,97747,109179,14.667,0.02,0.0,1
0.01,0.0,31744,18560,9312,123904,109179,118531,9.912,0.0,0.0,1
0.05,0.23,33280,9312,3565,153600,118531,123797,51.341,0.2,0.03,0
0.01,0.0,34816,16365,12896,153600,123797,127429,13.340,0.0,0.0,1
0.01,0.02,32256,25696,22016,153600,127429,131077,13.822,0.02,0.0,1
0.02,0.08,36864,32256,10368,153600,131077,153389,16.788,0.08,0.0,1
0.07,0.3,36864,10368,9699,189952,153389,153411,65.664,0.3,0.0,0
0.02,0.02,33792,19939,10336,189952,153411,163275,17.348,0.02,0.0,1
0.02,0.0,35840,22112,22144,189952,163275,163275,17.469,0.0,0.0,1
0.02,0.02,34304,33920,27104,189952,163275,170075,20.500,0.0,0.02,1
0.02,0.0,40448,34272,15840,189952,170075,188803,21.436,0.0,0.0,1
0.09,0.38,40448,15840,10041,229888,188803,189830,88.490,0.38,0.0,0
0.02,0.12,40448,17209,7264,229888,189830,200038,17.039,0.12,0.0,1
0.01,0.0,40448,15968,8800,229888,200038,207294,9.332,0.0,0.0,1
