Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.23,1.38,73728,65855,65855,683008,682780,682780,233.264,1.38,0.0,0
0.23,1.34,73728,65855,65855,683008,682785,682785,230.725,1.34,0.0,0
0.24,1.37,73728,65855,65855,683008,682790,682790,235.970,1.34,0.03,0
0.24,1.41,73728,65855,65855,683008,682794,682794,237.036,1.41,0.0,0
0.23,1.36,73728,65855,65855,683008,682799,682799,235.507,1.36,0.0,0
0.23,1.5,73728,65855,65855,683008,682804,682804,232.881,1.5,0.0,0
0.23,1.47,73728,65855,65855,683008,682808,682808,234.630,1.47,0.0,0
0.24,1.49,73728,65855,65855,683008,682813,682813,239.326,1.47,0.02,0
0.24,1.44,73728,65855,65855,683008,682818,682818,234.498,1.44,0.0,0
0.23,1.39,73728,65855,65855,683008,682822,682822,235.580,1.39,0.0,0
0.26,1.41,73728,65855,65855,683008,682827,682827,259.144,1.41,0.0,0
0.25,1.31,73728,65855,65855,683008,682832,682832,250.995,1.31,0.0,0
0.24,1.38,73728,65855,65855,683008,682836,682836,245.327,1.38,0.0,0
0.24,1.41,73728,65855,65855,683008,682841,682841,237.867,1.39,0.02,0
0.24,1.43,73728,65855,65855,683008,682846,682846,240.197,1.41,0.02,0
0.24,1.39,73728,65855,65855,683008,682850,682850,239.477,1.39,0.0,0
0.23,1.5,73728,65855,65855,683008,682855,682855,232.863,1.48,0.02,0
0.24,1.41,73728,65855,65855,683008,682860,682860,245.708,1.41,0.0,0
0.23,1.33,73728,65855,65855,683008,682864,682864,230.566,1.33,0.0,0
0.23,1.47,73728,65855,65855,683008,682869,682869,235.289,1.47,0.0,0
0.23,1.33,73728,65855,65855,683008,682874,682874,232.904,1.3,0.03,0
0.23,1.42,73728,65855,65855,683008,682878,682878,234.390,1.42,0.0,0
0.24,1.36,73728,65855,65855,683008,682883,682883,237.683,1.36,0.0,0
0.25,1.36,73728,65855,65855,683008,682888,682888,245.681,1.36,0.0,0
0.25,1.44,73728,65855,65855,683008,682892,682892,253.242,1.41,0.03,0
0.26,1.46,73728,65855,65855,683008,682897,682897,259.425,1.44,0.02,0
0.25,1.6300000000000001,73728,65855,65855,683008,682902,682902,255.703,1.52,0.11,0
0.24,1.34,73728,65855,65855,683008,682906,682906,236.867,1.34,0.0,0
0.24,1.33,73728,65855,65855,683008,682911,682911,240.061,1.33,0.0,0
0.23,1.36,73728,65855,65855,683008,682916,682916,225.546,1.36,0.0,0
0.24,1.34,73728,65855,65855,683008,682920,682920,234.748,1.31,0.03,0
0.23,1.22,73728,65855,65855,683008,682925,682925,226.637,1.22,0.0,0
0.23,1.52,73728,65855,65855,683008,682930,682930,228.498,1.52,0.0,0
0.22,1.33,73728,65855,65855,683008,682934,682934,219.852,1.33,0.0,0
0.23,1.34,73728,65855,65855,683008,682939,682939,229.347,1.34,0.0,0
0.24,1.42,73728,65855,65855,683008,682944,682944,238.590,1.42,0.0,0
0.24,1.41,73728,65855,65855,683008,682948,682948,239.314,1.41,0.0,0
0.24,1.5,73728,65855,65855,683008,682953,682953,244.330,1.5,0.0,0
0.23,1.53,73728,65855,65855,683008,682958,682958,233.399,1.53,0.0,0
0.24,1.44,73728,65855,65855,683008,682962,682962,238.488,1.44,0.0,0
0.24,1.5,73728,65855,65855,683008,682967,682967,235.193,1.47,0.03,0
0.24,1.52,73728,65855,65855,683008,682972,682972,237.597,1.52,0.0,0
0.24,1.33,73728,65855,65855,683008,682976,682976,235.123,1.33,0.0,0
0.23,1.31,73728,65855,65855,683008,682981,682981,231.638,1.28,0.03,0
0.24,1.44,73728,65855,65855,683008,682986,682986,239.692,1.44,0.0,0
0.23,1.31,73728,65855,65855,683008,682990,682990,234.013,1.31,0.0,0
0.23,1.34,73728,65855,65855,683008,682995,682995,230.174,1.34,0.0,0
0.23,1.44,73728,65855,65855,683008,683000,683000,232.969,1.44,0.0,0
0.23,1.31,73728,65855,65855,683008,683004,683004,227.670,1.31,0.0,0
0.23,1.45,73728,65855,65855,683008,683007,683007,232.832,1.45,0.0,0
0.36,2.22,73728,65855,65855,683008,683007,683003,357.144,2.2,0.02,0
0.24,1.44,73728,65855,65855,683008,683005,683005,235.741,1.44,0.0,0
0.23,1.33,73728,65855,65855,683008,683007,683007,232.085,1.3,0.03,0
0.24,1.34,73728,65855,65855,683008,683007,683007,235.641,1.34,0.0,0
0.36,2.2199999999999998,73728,65855,65855,683008,683007,683006,361.298,2.17,0.05,0
0.37,2.19,73728,65855,65855,683008,683007,683006,365.863,2.16,0.03,0
