Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.01,0.02,21504,17600,13824,131584,114279,118087,11.258,0.02,0.0,1
0.01,0.02,38912,21504,15360,131584,118087,124303,13.484,0.02,0.0,1
0.08,0.14,40448,15360,8138,160256,124303,131127,81.174,0.14,0.0,0
0.02,0.03,41984,18890,10784,160256,131127,139399,22.599,0.03,0.0,1
0.01,0.02,41472,21536,21504,160256,139399,139399,13.640,0.02,0.0,1
0.02,0.03,43008,32768,22016,160256,139399,150295,21.801,0.03,0.0,1
0.10,0.19,43008,22016,11728,193024,150295,160209,100.943,0.17,0.02,0
0.03,0.05,44032,22992,16800,193024,168401,174745,28.178,0.05,0.0,1
0.02,0.03,45056,30112,30080,193024,174745,174745,18.974,0.03,0.0,1
0.03,0.03,42496,43392,35328,193024,174745,182897,27.756,0.03,0.0,1
0.13,0.23,42496,35328,20951,227328,182897,192866,133.993,0.23,0.0,0
0.03,0.06,22016,28119,14368,227328,192866,206866,32.384,0.06,0.0,1
0.02,0.02,47104,21536,21504,227328,206866,206866,14.696,0.02,0.0,1
0.02,0.03,48640,29696,22496,227328,206866,214154,18.989,0.03,0.0,1
0.13,0.23,48640,22496,9143,265728,214154,227103,133.492,0.23,0.0,0
0.03,0.05,46592,17335,13728,265728,227103,230799,27.607,0.05,0.0,1
0.02,0.02,48128,22944,22944,265728,230799,230799,14.756,0.02,0.0,1
0.02,0.03,47104,32160,30112,265728,230799,232831,19.410,0.03,0.0,1
0.02,0.02,49152,38816,35328,265728,232831,236415,22.839,0.02,0.0,1
0.03,0.04,54272,44032,26624,265728,236415,254031,27.399,0.02,0.02,1
0.16,0.32,54272,26624,14776,308224,254031,265341,157.115,0.27,0.05,0
0.04,0.06,54272,25528,15872,308224,265341,275189,36.525,0.06,0.0,1
0.02,0.04,50688,26624,21536,308224,275189,280357,19.512,0.02,0.02,1
0.02,0.03,52736,33824,23040,308224,280357,291253,23.229,0.03,0.0,1
0.17,0.31,52736,23040,5606,354304,291253,308215,173.133,0.31,0.0,0
0.04,0.06,51200,17894,15776,354304,308215,310407,35.027,0.06,0.0,1
0.02,0.03,52224,29600,29600,354304,310407,310407,20.266,0.03,0.0,1
0.04,0.06,49152,43424,39936,354304,326791,330287,43.456,0.06,0.0,1
0.03,0.03,55296,49152,33792,354304,330287,345895,29.681,0.03,0.0,1
0.23,0.39,55296,33792,16819,404992,345895,354217,225.912,0.39,0.0,0
0.04,0.06,54272,26035,20992,404992,354217,359377,38.801,0.06,0.0,1
0.02,0.03,56320,31232,31232,404992,359377,359377,18.156,0.03,0.0,1
0.02,0.03,56320,41472,34560,404992,359377,366361,23.284,0.03,0.0,1
0.02,0.03,57856,44800,39936,404992,366361,371321,25.711,0.03,0.0,1
0.03,0.06,60416,50176,30720,404992,371321,391033,30.988,0.06,0.0,1
0.23,0.44,61440,30720,16324,460288,391033,404741,230.043,0.42,0.02,0
0.05,0.07,62464,29636,19392,460288,404741,415205,47.358,0.05,0.02,1
0.02,0.03,59904,32704,26656,460288,415205,421341,21.570,0.03,0.0,1
0.03,0.04,61952,42016,28704,460288,421341,434845,27.893,0.02,0.02,1
0.03,0.03,62976,44064,30752,460288,434845,448349,29.086,0.03,0.0,1
0.26,0.44,62976,30752,18394,520704,448349,459894,259.996,0.42,0.02,0
0.06,0.09,62976,36314,17952,520704,459894,478590,57.580,0.09,0.0,1
0.03,0.03,62464,35872,35904,520704,478590,478590,25.275,0.03,0.0,1
0.03,0.07,64512,53824,35872,520704,478590,496766,35.778,0.05,0.02,1
0.29,0.56,64512,35872,11758,589824,496766,520196,288.615,0.53,0.03,0
0.06,0.09,65536,29678,22016,589824,520196,528036,57.992,0.09,0.0,1
0.03,0.03,66560,41984,41984,589824,528036,528036,28.632,0.03,0.0,1
0.04,0.06,61952,61952,50176,589824,528036,539924,43.032,0.06,0.0,1
0.04,0.07,72192,61952,44224,589824,539924,557924,36.322,0.05,0.02,1
0.03,0.06,75264,56000,39712,589824,557924,574460,34.996,0.06,0.0,1
0.33,0.66,75264,39712,23743,665600,574460,589459,331.447,0.66,0.0,0
0.07,0.16,75264,37567,28768,665600,589459,598451,67.924,0.16,0.0,1
0.03,0.03,74240,42592,42624,665600,598451,598451,28.522,0.03,0.0,1
0.04,0.07,75264,57472,50944,665600,598451,605075,36.370,0.05,0.02,1
0.04,0.07,75776,65792,57376,665600,605075,613603,43.088,0.05,0.02,1
0.04,0.06,80896,69152,41504,665600,613603,641627,45.311,0.06,0.0,1
0.37,0.66,80896,41504,16850,749056,641627,665315,369.037,0.66,0.0,0
0.07,0.12,79872,28626,16480,749056,665315,677715,68.105,0.12,0.0,1
0.05,0.09,80896,29280,24576,749056,710483,715219,51.060,0.09,0.0,1
0.03,0.05,76288,37376,37376,749056,715219,715219,26.890,0.05,0.0,1
0.03,0.06,78848,51712,39968,749056,715219,727155,35.802,0.06,0.0,1
0.44,0.8200000000000001,78848,39968,1511,836096,727155,748618,440.440,0.8,0.02,0
0.06,0.09,79360,15847,15872,836096,748618,748618,63.414,0.09,0.0,1
0.02,0.03,47616,31744,31744,836096,748618,748618,22.912,0.03,0.0,1
0.03,0.03,76800,47616,47616,836096,748618,748618,30.137,0.03,0.0,1
0.04,0.06,79360,62976,62432,836096,748618,749186,37.711,0.06,0.0,1
0.05,0.09,77312,77792,71168,836096,749186,755866,49.703,0.06,0.03,1
0.05,0.09,88576,77312,48544,836096,755866,785042,47.952,0.06,0.03,1
0.04,0.06,86528,54688,26176,836096,785042,813890,36.264,0.06,0.0,1
0.45,0.84,87552,26176,3123,939008,813890,835863,448.971,0.84,0.0,0
0.07,0.16,88576,11827,10688,939008,835863,837055,69.749,0.14,0.02,1
0.02,0.03,89600,19392,17408,939008,837055,839055,16.665,0.03,0.0,1
0.02,0.03,90624,27648,18944,939008,839055,847879,22.127,0.03,0.0,1
0.02,0.03,89600,29184,10272,939008,847879,867071,24.989,0.03,0.0,1
0.02,0.03,90112,22048,11776,939008,867071,877447,19.928,0.03,0.0,1
0.02,0.04,87040,23552,11808,939008,877447,889383,21.628,0.02,0.02,1
0.02,0.03,89088,25632,13856,939008,889383,901319,23.464,0.03,0.0,1
0.02,0.03,83968,27680,13856,939008,901319,915335,25.003,0.03,0.0,1
0.49,0.97,86528,13856,0,1033216,915335,927821,494.509,0.97,0.0,0
0.02,0.0,81920,15872,15904,1033216,927821,927821,15.488,0.0,0.0,1
0.03,0.03,85504,33824,33824,1033216,927821,927821,25.356,0.03,0.0,1
0.03,0.06,81408,51744,51744,1033216,927821,927821,33.560,0.06,0.0,1
0.04,0.06,87040,66080,50240,1033216,927821,943917,42.071,0.06,0.0,1
0.04,0.06,91136,64576,46624,1033216,943917,962093,41.277,0.06,0.0,1
0.04,0.07,44544,61472,29216,1033216,962093,994805,43.352,0.05,0.02,1
0.04,0.06,87552,44064,14880,1033216,994805,1024397,34.853,0.06,0.0,1
0.55,1.06,89088,14880,4598,1159168,1024397,1033086,549.407,1.06,0.0,0
0.09,0.17,90624,23030,18496,1159168,1033086,1037766,91.515,0.17,0.0,1
0.03,0.04,86016,36928,18464,1159168,1037766,1056470,32.109,0.02,0.02,1
0.03,0.06,88576,39456,21024,1159168,1056470,1075174,33.284,0.06,0.0,1
0.03,0.08,82944,42016,21024,1159168,1075174,1096470,35.577,0.06,0.02,1
0.04,0.06,86016,45088,24128,1159168,1096470,1117766,37.825,0.06,0.0,1
0.04,0.06,80896,48192,24128,1159168,1117766,1142182,38.685,0.06,0.0,1
0.62,1.19,83456,24128,5638,1296384,1142182,1158841,619.279,1.19,0.0,0
0.11,0.19,86016,35334,29760,1296384,1158841,1164577,106.690,0.19,0.0,1
0.04,0.06,77312,59456,54272,1296384,1164577,1169825,43.974,0.06,0.0,1
0.06,0.09,87040,77312,23104,1296384,1169825,1224849,60.595,0.09,0.0,1
0.04,0.06,83456,46144,23104,1296384,1224849,1248225,39.132,0.06,0.0,1
0.67,1.28,85504,23104,0,1430016,1248225,1269828,673.659,1.28,0.0,0
0.02,0.03,81920,26112,26176,1430016,1269828,1269828,24.553,0.03,0.0,1
0.03,0.06,85504,54848,43584,1430016,1269828,1269828,32.750,0.06,0.0,1
0.05,0.09,80896,72256,59392,1430016,1269828,1275692,47.855,0.09,0.0,1
0.06,0.09,91136,80896,40704,1430016,1275692,1316500,58.507,0.06,0.03,1
0.05,0.06,93184,62208,43072,1430016,1316500,1335916,45.594,0.06,0.0,1
0.05,0.09,93184,67648,46144,1430016,1335916,1357740,50.008,0.09,0.0,1
0.89,1.72,93184,70720,30178,1601024,1423276,1429509,893.952,1.72,0.0,0
0.13,0.22,92160,54754,40192,1601024,1429509,1444389,129.364,0.22,0.0,1
0.04,0.08,94720,67328,67328,1601024,1444389,1444389,43.296,0.08,0.0,1
0.07,0.13,90112,94464,76288,1601024,1444389,1462797,66.184,0.08,0.05,1
0.06,0.09,106496,90112,58240,1601024,1462797,1495069,62.226,0.09,0.0,1
0.05,0.1,101888,72064,48064,1601024,1495069,1519413,50.665,0.08,0.02,1
0.05,0.09,105472,64448,30240,1601024,1519413,1554069,49.573,0.09,0.0,1
0.84,1.61,106496,30240,0,1707008,1554069,1582376,835.880,1.61,0.0,0
0.02,0.03,106496,18944,18976,1707008,1582376,1582376,20.532,0.03,0.0,1
0.03,0.03,101888,37920,37952,1707008,1582376,1582376,28.329,0.03,0.0,1
0.04,0.06,62464,59456,40512,1707008,1582376,1601600,42.825,0.06,0.0,1
0.04,0.06,98304,62016,43072,1707008,1601600,1620816,44.075,0.06,0.0,1
0.05,0.06,101376,67648,46144,1707008,1620816,1642640,47.137,0.06,0.0,1
0.05,0.09,101888,70720,49216,1707008,1642640,1664448,51.676,0.09,0.0,1
0.07,0.13,102400,77376,52800,1707008,1664448,1689368,68.839,0.11,0.02,1
0.92,1.8,102400,52800,33766,1707008,1689368,1706606,921.851,1.77,0.03,0
0.89,1.78,102400,61926,61891,1707008,1706606,1706606,890.218,1.73,0.05,0
0.89,1.72,102400,61926,61925,1707008,1706606,1706606,886.199,1.72,0.0,0
0.89,1.72,102400,61926,61926,1707008,1706606,1706606,895.189,1.72,0.0,0
0.88,1.69,102400,61926,61926,1707008,1706611,1706611,884.750,1.69,0.0,0
0.88,1.7,102400,61926,61926,1707008,1706616,1706616,882.025,1.7,0.0,0
0.88,1.72,102400,61926,61926,1707008,1706620,1706620,885.085,1.72,0.0,0
0.88,1.72,102400,61926,61926,1707008,1706625,1706625,882.417,1.72,0.0,0
0.89,1.7,102400,61926,61926,1707008,1706630,1706630,885.957,1.7,0.0,0
0.89,1.72,102400,61926,61926,1707008,1706634,1706634,888.722,1.7,0.02,0
0.88,1.73,102400,61926,61926,1707008,1706639,1706639,885.321,1.73,0.0,0
0.88,1.72,102400,61926,61926,1707008,1706644,1706644,883.990,1.7,0.02,0
0.95,1.84,102400,61926,61926,1707008,1706648,1706648,949.171,1.84,0.0,0
0.94,1.9,102400,61926,61926,1707008,1706653,1706653,945.221,1.88,0.02,0
0.89,1.75,102400,61926,61926,1707008,1706658,1706658,887.769,1.73,0.02,0
0.89,1.73,102400,61926,61926,1707008,1706662,1706662,888.184,1.73,0.0,0
0.89,1.73,102400,61926,61926,1707008,1706667,1706667,889.002,1.73,0.0,0
0.89,1.73,102400,61926,61926,1707008,1706672,1706672,890.725,1.73,0.0,0
0.88,1.71,102400,61926,61926,1707008,1706676,1706676,884.841,1.69,0.02,0
0.89,1.72,102400,61926,61926,1707008,1706681,1706681,885.578,1.72,0.0,0
0.88,1.69,102400,61926,61926,1707008,1706686,1706686,882.512,1.69,0.0,0
0.88,1.75,102400,61926,61926,1707008,1706690,1706690,883.937,1.75,0.0,0
0.88,1.72,102400,61926,61926,1707008,1706695,1706695,883.806,1.7,0.02,0
0.89,1.72,102400,61926,61926,1707008,1706700,1706700,886.853,1.7,0.02,0
0.89,1.73,102400,61926,61926,1707008,1706704,1706704,886.266,1.73,0.0,0
0.88,1.75,102400,61926,61926,1707008,1706709,1706709,885.936,1.75,0.0,0
0.88,1.7,102400,61926,61926,1707008,1706714,1706714,884.267,1.7,0.0,0
0.89,1.69,102400,61926,61926,1707008,1706718,1706718,886.168,1.67,0.02,0
0.89,1.69,102400,61926,61926,1707008,1706723,1706723,887.175,1.69,0.0,0
0.93,1.81,102400,61926,61926,1707008,1706728,1706728,934.044,1.81,0.0,0
0.89,1.73,102400,61926,61926,1707008,1706732,1706732,889.302,1.73,0.0,0
0.95,1.83,102400,61926,61926,1707008,1706737,1706737,946.158,1.83,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706742,1706742,953.121,1.84,0.0,0
0.92,1.82,102400,61926,61926,1707008,1706746,1706746,915.456,1.8,0.02,0
0.88,1.7,102400,61926,61926,1707008,1706751,1706751,883.561,1.7,0.0,0
0.89,1.71,102400,61926,61926,1707008,1706756,1706756,886.884,1.69,0.02,0
0.89,1.75,102400,61926,61926,1707008,1706760,1706760,892.582,1.73,0.02,0
0.95,1.86,102400,61926,61926,1707008,1706765,1706765,954.434,1.86,0.0,0
0.96,1.86,102400,61926,61926,1707008,1706770,1706770,958.192,1.84,0.02,0
0.95,1.84,102400,61926,61926,1707008,1706774,1706774,947.964,1.84,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706779,1706779,949.890,1.84,0.0,0
0.92,1.81,102400,61926,61926,1707008,1706784,1706784,924.261,1.81,0.0,0
0.88,1.73,102400,61926,61926,1707008,1706788,1706788,885.346,1.73,0.0,0
0.88,1.72,102400,61926,61926,1707008,1706793,1706793,884.525,1.72,0.0,0
0.89,1.72,102400,61926,61926,1707008,1706798,1706798,888.309,1.72,0.0,0
0.88,1.72,102400,61926,61926,1707008,1706802,1706802,884.737,1.69,0.03,0
0.89,1.7,102400,61926,61926,1707008,1706807,1706807,885.545,1.7,0.0,0
0.89,1.77,102400,61926,61926,1707008,1706812,1706812,887.576,1.77,0.0,0
0.88,1.75,102400,61926,61926,1707008,1706816,1706816,884.192,1.75,0.0,0
0.88,1.72,102400,61926,61926,1707008,1706821,1706821,885.640,1.72,0.0,0
0.89,1.72,102400,61926,61926,1707008,1706826,1706826,884.635,1.7,0.02,0
0.88,1.69,102400,61926,61926,1707008,1706830,1706830,885.278,1.69,0.0,0
0.89,1.73,102400,61926,61926,1707008,1706835,1706835,891.452,1.73,0.0,0
0.94,1.84,102400,61926,61926,1707008,1706840,1706840,938.243,1.84,0.0,0
0.91,1.77,102400,61926,61926,1707008,1706844,1706844,912.330,1.77,0.0,0
0.88,1.75,102400,61926,61926,1707008,1706849,1706849,884.525,1.75,0.0,0
0.88,1.69,102400,61926,61926,1707008,1706854,1706854,881.527,1.67,0.02,0
0.88,1.75,102400,61926,61926,1707008,1706858,1706858,885.151,1.75,0.0,0
0.88,1.69,102400,61926,61926,1707008,1706863,1706863,883.436,1.69,0.0,0
0.88,1.75,102400,61926,61926,1707008,1706868,1706868,880.946,1.75,0.0,0
0.89,1.75,102400,61926,61926,1707008,1706872,1706872,887.735,1.75,0.0,0
0.95,1.85,102400,61926,61926,1707008,1706877,1706877,945.254,1.83,0.02,0
0.95,1.85,102400,61926,61926,1707008,1706882,1706882,946.102,1.83,0.02,0
0.95,1.84,102400,61926,61926,1707008,1706886,1706886,948.770,1.84,0.0,0
0.96,1.86,102400,61926,61926,1707008,1706891,1706891,958.360,1.86,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706896,1706896,948.988,1.84,0.0,0
0.95,1.83,102400,61926,61926,1707008,1706900,1706900,951.015,1.81,0.02,0
0.95,1.86,102400,61926,61926,1707008,1706905,1706905,952.889,1.86,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706910,1706910,952.608,1.84,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706914,1706914,949.241,1.84,0.0,0
0.95,1.88,102400,61926,61926,1707008,1706919,1706919,948.380,1.88,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706924,1706924,949.727,1.84,0.0,0
0.96,1.88,102400,61926,61926,1707008,1706928,1706928,958.949,1.88,0.0,0
0.94,1.81,102400,61926,61926,1707008,1706933,1706933,936.018,1.81,0.0,0
0.95,1.88,102400,61926,61926,1707008,1706938,1706938,951.380,1.88,0.0,0
0.94,1.86,102400,61926,61926,1707008,1706942,1706942,936.666,1.86,0.0,0
0.96,1.9,102400,61926,61926,1707008,1706947,1706947,956.680,1.88,0.02,0
0.95,1.88,102400,61926,61926,1707008,1706952,1706952,949.054,1.88,0.0,0
0.95,1.88,102400,61926,61926,1707008,1706956,1706956,950.056,1.88,0.0,0
0.93,1.81,102400,61926,61926,1707008,1706961,1706961,933.128,1.81,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706966,1706966,947.559,1.84,0.0,0
0.95,1.86,102400,61926,61926,1707008,1706970,1706970,948.566,1.86,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706975,1706975,948.639,1.84,0.0,0
0.95,1.84,102400,61926,61926,1707008,1706980,1706980,948.575,1.84,0.0,0
0.91,1.75,102400,61926,61926,1707008,1706984,1706984,910.190,1.75,0.0,0
0.88,1.66,102400,61926,61926,1707008,1706989,1706989,883.526,1.64,0.02,0
0.88,1.72,102400,61926,61926,1707008,1706994,1706994,884.822,1.69,0.03,0
0.95,1.86,102400,61926,61926,1707008,1706998,1706998,945.862,1.84,0.02,0
0.95,1.84,102400,61926,61926,1707008,1707003,1707003,947.938,1.84,0.0,0
0.95,1.88,102400,61926,61926,1707008,1707007,1707007,947.125,1.88,0.0,0
1.10,2.08,102400,61926,61926,1707008,1707007,1707003,1094.735,2.08,0.0,0
0.95,1.84,102400,61926,61926,1707008,1707003,1707003,950.557,1.84,0.0,0
0.95,1.86,102400,61926,61926,1707008,1707007,1707007,949.914,1.86,0.0,0
0.95,1.88,102400,61926,61926,1707008,1707007,1707007,950.357,1.88,0.0,0
1.09,2.14,102400,61926,61926,1707008,1707007,1707006,1088.974,2.14,0.0,0
0.96,1.89,102400,61926,61926,1707008,1707006,1707006,959.284,1.89,0.0,0
1.09,2.1,102400,61926,61926,1707008,1707007,1707005,1091.131,2.08,0.02,0
