Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.02,0.12,45568,40448,14496,191488,164323,190755,20.767,0.09,0.03,1
0.09,0.41,46080,14496,9194,235520,190755,191358,91.877,0.41,0.0,0
0.02,0.14,46592,26602,26784,235520,191358,191358,20.034,0.11,0.03,1
0.02,0.12,43008,44192,32256,235520,191358,203294,23.235,0.12,0.0,1
0.02,0.12,52224,43008,24000,235520,203294,222638,20.165,0.09,0.03,1
0.09,0.51,52224,24000,10574,284672,222638,235448,88.747,0.48,0.03,0
0.02,0.12,49152,21326,16192,284672,235448,240744,20.285,0.12,0.0,1
0.01,0.02,51712,28480,28576,284672,240744,240744,14.977,0.02,0.0,1
0.02,0.13,51712,40864,35424,284672,240744,246216,20.547,0.08,0.05,1
0.02,0.14,55296,45664,34944,284672,246216,257112,23.566,0.14,0.0,1
0.02,0.25,55296,45184,20576,284672,257112,282008,22.062,0.19,0.06,1
0.10,0.71,57344,20576,17353,336896,282008,284328,104.316,0.69,0.02,0
0.02,0.12,59392,31177,13952,336896,284328,301960,25.736,0.12,0.0,1
0.02,0.02,58368,27776,13984,336896,301960,315976,16.009,0.02,0.0,1
0.11,0.79,59392,13984,0,386048,315976,329264,108.516,0.77,0.02,0
0.01,0.0,58368,15872,16032,386048,329264,329264,10.778,0.0,0.0,1
0.02,0.12,59904,33952,33920,386048,345648,345648,25.289,0.12,0.0,1
0.03,0.14,56320,51840,45056,386048,345648,352440,26.163,0.14,0.0,1
0.03,0.12,65024,56320,27392,386048,352440,381848,26.827,0.12,0.0,1
0.16,1.05,65024,27392,14429,448000,381848,385880,164.815,1.0,0.05,0
0.03,0.14,61952,25693,17728,448000,385880,394096,29.048,0.14,0.0,1
0.02,0.02,63488,30528,30560,448000,394096,394096,15.550,0.02,0.0,1
0.02,0.23,62464,43360,36960,448000,394096,400528,21.889,0.23,0.0,1
0.02,0.13,64512,49248,38048,448000,400528,411952,24.306,0.11,0.02,1
0.02,0.14,63488,50336,24640,448000,411952,437864,24.899,0.11,0.03,1
0.16,1.04,65536,24640,13786,512512,437864,447816,158.262,1.02,0.02,0
0.03,0.16,68096,30170,16512,512512,447816,461808,34.115,0.16,0.0,1
0.02,0.25,67584,32896,16480,512512,461808,478416,19.067,0.23,0.02,1
0.02,0.12,68608,34912,18528,512512,478416,495040,19.687,0.12,0.0,1
0.17,1.19,68608,18528,520,580608,495040,512187,170.152,1.14,0.05,0
0.03,0.14,66560,18952,18592,580608,512187,512747,31.899,0.14,0.0,1
0.02,0.12,68096,39072,39104,580608,512747,512747,21.409,0.12,0.0,1
0.03,0.09,63488,59584,50688,580608,512747,521611,30.011,0.09,0.0,1
0.03,0.14,43008,63488,29952,580608,521611,555731,30.973,0.14,0.0,1
0.18,1.1900000000000002,43008,29952,4186,657408,555731,580585,176.487,1.11,0.08,0
0.03,0.16,71680,16986,15040,657408,580585,582737,33.391,0.16,0.0,1
0.02,0.03,44032,29376,29376,657408,582737,582737,17.663,0.03,0.0,1
0.02,0.14,68096,43712,43712,657408,582737,582737,23.014,0.14,0.0,1
0.03,0.12,71168,56512,54432,657408,582737,584913,28.809,0.12,0.0,1
0.03,0.16,74240,67232,54432,657408,584913,597897,33.654,0.16,0.0,1
0.03,0.15,44544,63648,34944,657408,597897,626937,33.483,0.12,0.03,1
0.22,1.52,44544,34944,3560,739840,626937,657321,219.653,1.47,0.05,0
0.04,0.16,77312,12776,10048,739840,657321,660281,35.335,0.14,0.02,1
0.01,0.0,77824,20288,19520,739840,660281,661001,13.270,0.0,0.0,1
0.02,0.03,74752,29760,20576,739840,661001,670345,17.788,0.03,0.0,1
0.02,0.22,34304,32352,22144,739840,670345,680737,19.336,0.22,0.0,1
0.28,1.9100000000000001,75264,33920,0,812032,713505,730368,280.931,1.83,0.08,0
0.01,0.02,75264,13312,13408,812032,730368,730368,13.145,0.02,0.0,1
0.02,0.03,69120,26720,26720,812032,730368,730368,18.140,0.03,0.0,1
0.02,0.03,72704,41568,41600,812032,730368,730368,21.869,0.03,0.0,1
0.03,0.14,69632,56448,56416,812032,730368,730368,27.049,0.14,0.0,1
0.03,0.05,76800,65632,52352,812032,730368,743856,31.823,0.05,0.0,1
0.03,0.14,75264,61568,33376,812032,743856,772368,29.578,0.14,0.0,1
0.02,0.03,78848,44128,20096,812032,772368,796728,23.166,0.03,0.0,1
0.27,1.86,78848,20096,4092,905728,796728,811565,268.547,1.84,0.02,0
0.04,0.27,78848,14844,10880,905728,811565,815749,42.250,0.27,0.0,1
0.02,0.02,79360,23168,12416,905728,815749,826653,15.973,0.02,0.0,1
0.02,0.03,77824,24704,12448,905728,826653,839117,17.712,0.03,0.0,1
0.02,0.04,78848,26272,13920,905728,839117,851573,18.152,0.02,0.02,1
0.02,0.04,76288,27744,13888,905728,851573,865597,19.596,0.02,0.02,1
0.02,0.05,32256,29760,16000,905728,865597,879605,19.321,0.05,0.0,1
0.29,2.05,77312,16000,0,986624,879605,894314,293.495,2.02,0.03,0
0.01,0.02,36352,17920,18048,986624,894314,894314,14.682,0.02,0.0,1
0.02,0.05,75264,35968,36000,986624,894314,894314,20.355,0.05,0.0,1
0.03,0.12,76800,54432,54432,986624,894314,894314,27.739,0.12,0.0,1
0.04,0.25,80384,72864,54944,986624,894314,912474,36.160,0.23,0.02,1
0.04,0.23,86528,69280,51328,986624,912474,930650,35.557,0.17,0.06,1
0.03,0.16,91648,65664,47200,986624,930650,949330,32.650,0.14,0.02,1
0.03,0.13999999999999999,45568,62560,29856,986624,949330,982498,32.406,0.12,0.02,1
0.33,2.36,45568,29856,24518,1093632,982498,986308,328.029,2.34,0.02,0
0.06,0.33,88064,39878,15488,1093632,986308,1011204,59.423,0.31,0.02,1
0.02,0.03,89600,32384,17024,1093632,1011204,1026772,20.562,0.03,0.0,1
0.02,0.14,86016,33920,16992,1093632,1026772,1043900,21.091,0.14,0.0,1
0.02,0.12,38400,35936,19040,1093632,1043900,1061036,22.065,0.12,0.0,1
0.34,2.55,87552,19040,0,1191936,1061036,1078796,344.901,2.55,0.0,0
0.02,0.02,42496,20992,21184,1191936,1078796,1078796,16.227,0.02,0.0,1
0.02,0.12,84992,42176,42112,1191936,1078796,1078796,23.399,0.12,0.0,1
0.03,0.16,87040,63104,63136,1191936,1078796,1078796,33.201,0.16,0.0,1
0.04,0.27,82944,84128,74752,1191936,1078796,1088196,44.419,0.25,0.02,1
0.04,0.22,52224,82944,43776,1191936,1088196,1127996,40.361,0.2,0.02,1
0.03,0.14,88576,51968,33952,1191936,1127996,1146148,26.529,0.14,0.0,1
0.02,0.13999999999999999,92672,43680,18016,1191936,1146148,1172204,24.281,0.12,0.02,1
0.38,2.75,93184,18016,0,1314816,1172204,1188656,377.880,2.72,0.03,0
0.01,0.02,93184,11264,11392,1314816,1188656,1188656,14.008,0.02,0.0,1
0.02,0.03,88064,22656,22592,1314816,1188656,1188656,16.975,0.03,0.0,1
0.02,0.05,37376,35392,24224,1314816,1188656,1200064,21.740,0.05,0.0,1
0.02,0.14,82944,37024,25728,1314816,1200064,1211480,21.947,0.14,0.0,1
0.03,0.12,41984,40064,27296,1314816,1211480,1224472,24.099,0.12,0.0,1
0.03,0.12,77312,41632,28800,1314816,1224472,1237456,24.670,0.12,0.0,1
0.03,0.14,47616,45184,30816,1314816,1237456,1251992,26.434,0.05,0.09,1
0.03,0.14,75776,47200,32928,1314816,1251992,1266536,27.574,0.14,0.0,1
0.03,0.13999999999999999,77824,51360,27616,1314816,1266536,1283160,25.955,0.12,0.02,1
0.02,0.14,75776,46048,20768,1314816,1283160,1299784,23.159,0.14,0.0,1
0.68,5.06,76800,20768,4262,1438720,1299784,1314320,680.035,5.0,0.06,0
0.07,0.4,77824,26278,22432,1438720,1314320,1316240,70.006,0.38,0.02,1
0.03,0.14,75264,44448,44448,1438720,1316240,1316240,28.739,0.14,0.0,1
0.04,0.16,78848,65440,57856,1438720,1316240,1323848,36.481,0.16,0.0,1
0.04,0.25,85504,78848,60192,1438720,1323848,1342920,42.013,0.23,0.02,1
0.08,0.42000000000000004,91648,77600,57344,1438720,1408456,1428976,77.169,0.39,0.03,1
0.59,4.0,91648,57344,14164,1575424,1428976,1438333,588.250,3.92,0.08,0
0.08,0.39,91648,31572,31712,1575424,1438333,1438333,76.200,0.39,0.0,1
0.03,0.05,94720,50656,50656,1575424,1438333,1438333,31.654,0.05,0.0,1
0.04,0.08,90624,69600,69696,1575424,1438333,1438333,37.111,0.08,0.0,1
0.04,0.05,97792,83520,83488,1575424,1438333,1438333,41.761,0.05,0.0,1
0.05,0.2,98816,97312,91744,1575424,1438333,1444005,47.427,0.2,0.0,1
0.04,0.27,111104,95328,86656,1575424,1444005,1452717,44.250,0.27,0.0,1
0.04,0.26,108032,90240,53824,1575424,1452717,1489501,43.496,0.23,0.03,1
0.03,0.14,113664,58432,25632,1575424,1489501,1522661,33.158,0.14,0.0,1
0.03,0.03,113152,30240,12896,1575424,1522661,1540269,27.482,0.03,0.0,1
0.50,3.56,114176,12896,0,1707008,1540269,1551551,498.036,3.56,0.0,0
0.02,0.02,114176,4608,4736,1707008,1551551,1551551,15.479,0.02,0.0,1
0.02,0.02,115200,9344,4704,1707008,1551551,1556231,17.865,0.02,0.0,1
0.02,0.03,113152,9312,4704,1707008,1556231,1560903,18.024,0.03,0.0,1
0.02,0.02,11776,10336,5760,1707008,1560903,1565591,18.067,0.02,0.0,1
0.02,0.03,109056,11392,5728,1707008,1565591,1571327,17.768,0.03,0.0,1
0.02,0.02,14848,12896,7296,1707008,1571327,1577047,19.281,0.02,0.0,1
0.02,0.02,102400,14464,7264,1707008,1577047,1584351,23.705,0.02,0.0,1
0.02,0.03,17920,15968,8800,1707008,1584351,1591647,20.765,0.03,0.0,1
0.02,0.02,94720,17504,8832,1707008,1591647,1600495,22.530,0.02,0.0,1
0.02,0.02,20992,19072,10336,1707008,1600495,1609335,21.881,0.02,0.0,1
0.02,0.02,87552,20576,10368,1707008,1609335,1619735,21.520,0.02,0.0,1
0.02,0.02,24064,22144,11936,1707008,1619735,1630135,20.914,0.02,0.0,1
0.02,0.02,80896,23712,11904,1707008,1630135,1642095,22.536,0.02,0.0,1
0.02,0.05,28160,25728,13984,1707008,1642095,1654047,22.763,0.05,0.0,1
0.02,0.02,74240,27808,13984,1707008,1654047,1668095,23.345,0.02,0.0,1
0.03,0.03,32256,29856,16032,1707008,1668095,1682127,24.760,0.03,0.0,1
0.03,0.05,69632,31904,16032,1707008,1682127,1698247,28.093,0.03,0.02,1
0.56,3.95,72192,16032,4601,1707008,1698247,1706680,560.957,3.89,0.06,0
0.53,3.75,72192,25593,25564,1707008,1706680,1706680,532.232,3.75,0.0,0
0.52,3.71,72192,25593,25593,1707008,1706680,1706680,517.210,3.69,0.02,0
0.52,3.78,72192,25593,25593,1707008,1706680,1706680,519.192,3.78,0.0,0
0.53,3.65,72192,25593,25593,1707008,1706685,1706685,528.436,3.59,0.06,0
0.53,3.8,72192,25593,25593,1707008,1706690,1706690,530.078,3.8,0.0,0
0.52,3.77,72192,25593,25593,1707008,1706694,1706694,521.468,3.77,0.0,0
0.53,3.83,72192,25593,25593,1707008,1706699,1706699,533.042,3.81,0.02,0
0.53,3.8,72192,25593,25593,1707008,1706704,1706704,528.466,3.78,0.02,0
0.52,3.64,72192,25593,25593,1707008,1706708,1706708,521.222,3.64,0.0,0
0.51,3.66,72192,25593,25593,1707008,1706713,1706713,513.705,3.66,0.0,0
0.52,3.82,72192,25593,25593,1707008,1706718,1706718,522.896,3.8,0.02,0
0.53,3.68,72192,25593,25593,1707008,1706722,1706722,527.360,3.66,0.02,0
0.53,3.8,72192,25593,25593,1707008,1706727,1706727,530.898,3.8,0.0,0
0.53,3.78,72192,25593,25593,1707008,1706732,1706732,528.880,3.78,0.0,0
0.52,3.81,72192,25593,25593,1707008,1706736,1706736,523.575,3.81,0.0,0
0.53,3.64,72192,25593,25593,1707008,1706741,1706741,527.005,3.64,0.0,0
0.52,3.83,72192,25593,25593,1707008,1706746,1706746,522.971,3.81,0.02,0
0.53,3.8099999999999996,72192,25593,25593,1707008,1706750,1706750,528.728,3.78,0.03,0
0.51,3.61,72192,25593,25593,1707008,1706755,1706755,510.434,3.59,0.02,0
0.52,3.79,72192,25593,25593,1707008,1706760,1706760,522.080,3.77,0.02,0
0.52,3.76,72192,25593,25593,1707008,1706764,1706764,516.261,3.73,0.03,0
0.52,3.7199999999999998,72192,25593,25593,1707008,1706769,1706769,525.254,3.67,0.05,0
0.53,3.64,72192,25593,25593,1707008,1706774,1706774,525.202,3.64,0.0,0
0.53,3.8,72192,25593,25593,1707008,1706778,1706778,532.434,3.8,0.0,0
0.53,3.8099999999999996,72192,25593,25593,1707008,1706783,1706783,531.133,3.78,0.03,0
0.53,3.8,72192,25593,25593,1707008,1706788,1706788,530.028,3.8,0.0,0
0.52,3.79,72192,25593,25593,1707008,1706792,1706792,522.584,3.77,0.02,0
0.53,3.61,72192,25593,25593,1707008,1706797,1706797,529.866,3.58,0.03,0
0.52,3.52,72192,25593,25593,1707008,1706802,1706802,521.837,3.5,0.02,0
0.53,3.8299999999999996,72192,25593,25593,1707008,1706806,1706806,533.349,3.78,0.05,0
0.53,3.81,72192,25593,25593,1707008,1706811,1706811,532.453,3.81,0.0,0
0.52,3.88,72192,25593,25593,1707008,1706816,1706816,522.522,3.86,0.02,0
0.54,3.68,72192,25593,25593,1707008,1706820,1706820,536.613,3.66,0.02,0
0.53,3.9,72192,25593,25593,1707008,1706825,1706825,526.545,3.84,0.06,0
0.53,3.74,72192,25593,25593,1707008,1706830,1706830,530.516,3.72,0.02,0
0.55,3.94,72192,25593,25593,1707008,1706834,1706834,552.151,3.89,0.05,0
0.52,3.86,72192,25593,25593,1707008,1706839,1706839,520.792,3.8,0.06,0
0.54,3.83,72192,25593,25593,1707008,1706844,1706844,541.928,3.83,0.0,0
0.52,3.79,72192,25593,25593,1707008,1706848,1706848,525.523,3.77,0.02,0
0.54,3.94,72192,25593,25593,1707008,1706853,1706853,536.436,3.92,0.02,0
0.54,3.9099999999999997,72192,25593,25593,1707008,1706858,1706858,537.052,3.88,0.03,0
0.53,3.71,72192,25593,25593,1707008,1706862,1706862,528.001,3.69,0.02,0
0.54,3.7399999999999998,72192,25593,25593,1707008,1706867,1706867,536.403,3.69,0.05,0
0.53,3.73,72192,25593,25593,1707008,1706872,1706872,530.142,3.73,0.0,0
0.55,3.74,72192,25593,25593,1707008,1706876,1706876,549.785,3.72,0.02,0
0.53,3.8,72192,25593,25593,1707008,1706881,1706881,529.425,3.8,0.0,0
0.53,3.83,72192,25593,25593,1707008,1706886,1706886,534.587,3.83,0.0,0
0.54,3.86,72192,25593,25593,1707008,1706890,1706890,538.629,3.83,0.03,0
0.52,3.6999999999999997,72192,25593,25593,1707008,1706895,1706895,518.280,3.67,0.03,0
0.52,3.73,72192,25593,25593,1707008,1706900,1706900,520.864,3.7,0.03,0
0.53,3.93,72192,25593,25593,1707008,1706904,1706904,527.175,3.91,0.02,0
0.53,3.75,72192,25593,25593,1707008,1706909,1706909,531.832,3.72,0.03,0
0.53,3.86,72192,25593,25593,1707008,1706914,1706914,531.967,3.86,0.0,0
0.53,3.8299999999999996,72192,25593,25593,1707008,1706918,1706918,528.825,3.78,0.05,0
0.54,3.97,72192,25593,25593,1707008,1706923,1706923,534.397,3.97,0.0,0
0.53,3.94,72192,25593,25593,1707008,1706928,1706928,529.500,3.89,0.05,0
0.53,3.86,72192,25593,25593,1707008,1706932,1706932,530.037,3.86,0.0,0
0.53,3.84,72192,25593,25593,1707008,1706937,1706937,532.234,3.84,0.0,0
0.54,3.94,72192,25593,25593,1707008,1706942,1706942,540.475,3.92,0.02,0
0.53,3.63,72192,25593,25593,1707008,1706946,1706946,527.718,3.61,0.02,0
0.54,3.84,72192,25593,25593,1707008,1706951,1706951,540.586,3.84,0.0,0
0.54,3.84,72192,25593,25593,1707008,1706956,1706956,535.977,3.81,0.03,0
0.53,3.88,72192,25593,25593,1707008,1706960,1706960,531.237,3.83,0.05,0
0.53,3.84,72192,25593,25593,1707008,1706965,1706965,531.314,3.84,0.0,0
0.53,3.8,72192,25593,25593,1707008,1706970,1706970,528.275,3.8,0.0,0
0.53,3.64,72192,25593,25593,1707008,1706974,1706974,524.970,3.64,0.0,0
0.53,3.8000000000000003,72192,25593,25593,1707008,1706979,1706979,530.081,3.72,0.08,0
0.54,3.7,72192,25593,25593,1707008,1706984,1706984,534.149,3.7,0.0,0
0.53,3.84,72192,25593,25593,1707008,1706988,1706988,535.224,3.81,0.03,0
0.53,3.94,72192,25593,25593,1707008,1706993,1706993,530.377,3.92,0.02,0
0.53,3.86,72192,25593,25593,1707008,1706998,1706998,530.290,3.81,0.05,0
0.53,3.84,72192,25593,25593,1707008,1707002,1707002,528.627,3.84,0.0,0
0.53,3.88,72192,25593,25593,1707008,1707007,1707007,530.505,3.88,0.0,0
0.52,3.86,72192,25593,25593,1707008,1707007,1707007,518.439,3.84,0.02,0
0.86,6.4799999999999995,72192,25593,25593,1707008,1707007,1707003,858.274,6.34,0.14,0
0.53,3.79,72192,25593,25593,1707008,1707007,1707007,532.293,3.73,0.06,0
0.54,3.99,72192,25593,25593,1707008,1707007,1707007,535.088,3.97,0.02,0
0.54,3.77,72192,25593,25593,1707008,1707007,1707007,536.514,3.75,0.02,0
0.86,6.36,72192,25593,25593,1707008,1707007,1707006,861.134,6.28,0.08,0
0.84,6.2299999999999995,72192,25593,25593,1707008,1707007,1707005,842.813,6.06,0.17,0
