Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,448,512,0,0,1.685,0.0,0.0,1
0.00,0.0,1536,959,496,512,0,96,1.778,0.0,0.0,1
0.00,0.0,1536,1520,512,512,96,488,2.187,0.0,0.0,1
0.00,0.0,1536,512,511,2048,488,469,4.606,0.0,0.0,0
0.00,0.0,2560,1535,480,2048,469,1029,2.449,0.0,0.0,1
0.00,0.0,2560,2528,480,2560,1029,2093,2.883,0.0,0.0,1
0.01,0.0,4096,480,0,6144,2093,2542,6.393,0.0,0.0,0
0.00,0.0,5120,3072,1664,6144,2542,2542,3.214,0.0,0.0,1
0.01,0.0,5632,4736,2016,6144,2542,3774,5.021,0.0,0.0,1
0.01,0.02,6656,5600,3040,6144,3774,4606,6.752,0.0,0.02,1
0.01,0.0,9216,6624,4064,6144,4606,5446,6.926,0.0,0.0,1
0.02,0.0,9216,4064,3545,10752,5446,5831,16.223,0.0,0.0,0
0.01,0.0,10240,8665,4928,10752,5831,7111,7.822,0.0,0.0,1
0.01,0.0,12800,10048,5536,10752,7111,9175,10.522,0.0,0.0,1
0.02,0.02,12800,5536,3964,16896,9175,10654,24.621,0.02,0.0,0
0.01,0.0,13312,10620,3424,16896,10654,14686,10.595,0.0,0.0,1
0.02,0.0,13312,3424,1366,25088,14686,16663,24.165,0.0,0.0,0
0.01,0.0,14848,8022,3456,25088,16663,18055,8.955,0.0,0.0,1
0.01,0.0,15360,12160,5024,25088,18055,21543,11.336,0.0,0.0,1
0.04,0.02,15360,5024,900,35840,21543,25041,37.343,0.0,0.02,0
0.01,0.0,18944,9604,4512,35840,25041,25961,12.047,0.0,0.0,1
0.02,0.02,18944,16288,7168,35840,25961,29449,14.641,0.02,0.0,1
0.02,0.02,20480,18944,9696,38912,29449,38633,24.538,0.02,0.0,1
0.06,0.05,20480,9696,9681,52224,38633,37389,57.948,0.05,0.0,0
0.03,0.02,25600,20433,10752,52224,37389,47198,25.761,0.02,0.0,1
0.07,0.06,25600,10752,5610,70656,47198,52181,67.726,0.06,0.0,0
0.03,0.02,28672,16362,10752,70656,52181,57885,26.084,0.02,0.0,1
0.03,0.03,29184,23552,16384,70656,57885,65133,32.873,0.03,0.0,1
0.10,0.08,29184,16384,10731,91648,65133,70544,100.612,0.08,0.0,0
0.03,0.03,36864,23531,12800,91648,70544,81448,34.863,0.03,0.0,1
0.12,0.11,36864,12800,508,116736,81448,91500,115.965,0.11,0.0,0
0.03,0.02,37376,15356,15360,116736,91500,91500,30.165,0.02,0.0,1
0.03,0.03,34816,30208,23552,116736,91500,98244,33.561,0.03,0.0,1
0.03,0.03,40960,34816,24800,116736,98244,108412,32.846,0.03,0.0,1
0.16,0.12,40960,24800,16551,144896,108412,116317,155.645,0.12,0.0,0
0.04,0.03,45568,27815,19072,144896,116317,125221,41.618,0.03,0.0,1
0.03,0.03,46080,31872,31872,144896,125221,125221,32.344,0.03,0.0,1
0.06,0.05,48128,44672,36864,144896,125221,133141,61.828,0.03,0.02,1
0.19,0.17,48128,36864,25014,175616,133141,144622,193.636,0.17,0.0,0
0.05,0.05,53760,34742,28000,175616,152814,159718,53.295,0.05,0.0,1
0.03,0.03,54784,37728,28992,175616,159718,168566,34.620,0.03,0.0,1
0.24,0.17,54784,28992,17664,208896,168566,175462,238.601,0.17,0.0,0
0.06,0.05,30720,27392,20608,208896,175462,182398,62.823,0.05,0.0,1
0.03,0.02,53760,30336,30304,208896,182398,182398,29.270,0.02,0.0,1
0.04,0.03,55296,40032,35168,208896,182398,187326,36.805,0.03,0.0,1
0.05,0.03,56832,44896,38880,208896,187326,193414,47.288,0.03,0.0,1
0.05,0.05,60416,47072,27616,213504,193414,213118,54.850,0.05,0.0,1
0.28,0.28,60416,27616,27047,251392,213118,213032,280.028,0.28,0.0,0
0.07,0.07,58368,35239,16224,251392,213032,232384,68.726,0.05,0.02,1
0.27,0.27,59392,16224,0,293376,232384,248243,272.114,0.25,0.02,0
0.01,0.0,59904,9728,9728,293376,248243,248243,13.881,0.0,0.0,1
0.02,0.02,32256,20992,20992,293376,248243,248243,23.914,0.02,0.0,1
0.03,0.03,57856,32256,32256,293376,248243,248243,33.570,0.03,0.0,1
0.04,0.03,59392,43520,43488,293376,248243,248243,41.240,0.03,0.0,1
0.06,0.05,61952,54752,45056,293376,248243,258099,55.738,0.05,0.0,1
0.05,0.05,66560,53760,42464,293376,258099,269515,51.085,0.05,0.0,1
0.06,0.06,64512,51168,28640,293376,269515,292347,61.059,0.06,0.0,1
0.35,0.34,66560,28640,27050,345088,292347,293179,352.481,0.34,0.0,0
0.09,0.08,69632,39338,20576,345088,293179,312275,85.168,0.08,0.0,1
0.04,0.03,66048,32864,24576,345088,312275,320667,41.918,0.03,0.0,1
0.37,0.34,68096,24576,0,400896,320667,344742,373.888,0.34,0.0,0
0.05,0.05,68608,14336,14336,400896,361126,361126,49.845,0.05,0.0,1
0.03,0.02,69632,30720,30720,400896,361126,361126,31.913,0.02,0.0,1
0.05,0.05,66048,47104,47104,400896,361126,361126,49.202,0.05,0.0,1
0.07,0.05,71168,60928,46592,400896,361126,375662,73.621,0.02,0.03,1
0.07,0.05,74752,60416,44032,400896,375662,392278,71.249,0.05,0.0,1
0.50,0.5,74752,44032,27072,461824,392278,400452,502.559,0.48,0.02,0
0.09,0.08,76800,40896,22752,461824,400452,418916,91.785,0.08,0.0,1
0.04,0.03,72192,36576,27648,461824,418916,427964,40.091,0.03,0.0,1
0.05,0.05,74752,43520,29696,461824,427964,441980,50.537,0.05,0.0,1
0.52,0.45,74752,29696,9195,527872,441980,461757,517.416,0.45,0.0,0
0.10,0.08,72704,25067,19712,527872,461757,467221,99.293,0.08,0.0,1
0.05,0.03,73728,37632,37632,527872,467221,467221,46.408,0.03,0.0,1
0.06,0.05,70144,55552,55552,527872,467221,467221,58.322,0.05,0.0,1
0.07,0.06,76800,69376,62976,527872,467221,473709,66.184,0.06,0.0,1
0.08,0.08,88576,76800,43904,527872,473709,507077,80.459,0.05,0.03,1
0.59,0.58,89088,43904,22333,603136,507077,527820,585.818,0.58,0.0,0
0.11,0.11,89600,39229,22784,603136,527820,544572,114.074,0.11,0.0,1
0.05,0.03,84480,39680,33824,603136,544572,550516,47.108,0.03,0.0,1
0.06,0.05,87552,53280,36384,603136,550516,567652,61.223,0.05,0.0,1
0.07,0.07,83968,55840,38944,603136,567652,584788,65.033,0.05,0.02,1
0.66,0.66,86016,38944,19935,683008,584788,602788,658.339,0.64,0.02,0
0.13,0.12,88064,44511,36064,683008,602788,611444,133.105,0.09,0.03,1
0.07,0.08,81920,60640,60640,683008,611444,611444,73.059,0.08,0.0,1
0.09,0.08,88576,81632,67584,683008,611444,625684,85.920,0.06,0.02,1
0.82,0.8,88576,88576,47523,683008,658452,682590,820.049,0.8,0.0,0
0.77,0.73,88576,68515,68481,683008,682590,682590,768.362,0.73,0.0,0
0.77,0.75,88576,68515,68514,683008,682590,682590,767.171,0.75,0.0,0
0.76,0.73,88576,68514,68514,683008,682590,682590,763.154,0.73,0.0,0
0.76,0.75,88576,68514,68514,683008,682595,682595,763.714,0.75,0.0,0
0.75,0.7,88576,68514,68514,683008,682600,682600,753.003,0.7,0.0,0
0.75,0.72,88576,68514,68514,683008,682605,682605,751.366,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682609,682609,747.319,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682614,682614,750.604,0.7,0.02,0
0.75,0.7,88576,68514,68514,683008,682619,682619,746.921,0.7,0.0,0
0.75,0.73,88576,68514,68514,683008,682623,682623,748.912,0.73,0.0,0
0.75,0.73,88576,68514,68514,683008,682628,682628,753.156,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682633,682633,750.291,0.72,0.0,0
0.75,0.7,88576,68514,68514,683008,682637,682637,748.175,0.7,0.0,0
0.75,0.7,88576,68514,68514,683008,682642,682642,746.667,0.7,0.0,0
0.76,0.77,88576,68514,68514,683008,682647,682647,756.880,0.77,0.0,0
0.75,0.73,88576,68514,68514,683008,682651,682651,750.255,0.73,0.0,0
0.75,0.74,88576,68514,68514,683008,682656,682656,747.083,0.72,0.02,0
0.75,0.72,88576,68514,68514,683008,682661,682661,746.718,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682665,682665,748.575,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682670,682670,748.033,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682675,682675,747.248,0.72,0.0,0
0.75,0.7,88576,68514,68514,683008,682679,682679,749.575,0.7,0.0,0
0.75,0.72,88576,68514,68514,683008,682684,682684,746.961,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682689,682689,746.377,0.73,0.0,0
0.75,0.74,88576,68514,68514,683008,682693,682693,747.104,0.72,0.02,0
0.75,0.7,88576,68514,68514,683008,682698,682698,748.207,0.7,0.0,0
0.76,0.72,88576,68514,68514,683008,682703,682703,756.029,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682707,682707,749.992,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682712,682712,747.703,0.73,0.0,0
0.75,0.73,88576,68514,68514,683008,682717,682717,750.582,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682721,682721,750.123,0.72,0.0,0
0.76,0.74,88576,68514,68514,683008,682726,682726,755.616,0.72,0.02,0
0.75,0.72,88576,68514,68514,683008,682731,682731,753.539,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682735,682735,753.648,0.72,0.0,0
0.75,0.7,88576,68514,68514,683008,682740,682740,746.916,0.7,0.0,0
0.75,0.7,88576,68514,68514,683008,682745,682745,746.678,0.7,0.0,0
0.75,0.7,88576,68514,68514,683008,682749,682749,746.760,0.7,0.0,0
0.75,0.72,88576,68514,68514,683008,682754,682754,749.063,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682759,682759,751.078,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682763,682763,748.047,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682768,682768,747.633,0.7,0.02,0
0.75,0.72,88576,68514,68514,683008,682773,682773,754.498,0.7,0.02,0
0.76,0.75,88576,68514,68514,683008,682777,682777,762.353,0.75,0.0,0
0.76,0.75,88576,68514,68514,683008,682782,682782,756.495,0.75,0.0,0
0.75,0.73,88576,68514,68514,683008,682787,682787,750.690,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682791,682791,747.750,0.72,0.0,0
0.75,0.75,88576,68514,68514,683008,682796,682796,750.253,0.75,0.0,0
0.75,0.75,88576,68514,68514,683008,682801,682801,750.223,0.73,0.02,0
0.75,0.75,88576,68514,68514,683008,682805,682805,750.444,0.75,0.0,0
0.75,0.72,88576,68514,68514,683008,682810,682810,752.513,0.7,0.02,0
0.76,0.73,88576,68514,68514,683008,682815,682815,759.740,0.73,0.0,0
0.75,0.7,88576,68514,68514,683008,682819,682819,749.719,0.7,0.0,0
0.75,0.72,88576,68514,68514,683008,682824,682824,748.330,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682829,682829,752.075,0.73,0.0,0
0.76,0.73,88576,68514,68514,683008,682833,682833,757.713,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682838,682838,751.281,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682843,682843,750.343,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682847,682847,750.052,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682852,682852,749.449,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682857,682857,750.204,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682861,682861,747.231,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682866,682866,749.683,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682871,682871,747.484,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682875,682875,749.804,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682880,682880,749.762,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682885,682885,748.735,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682889,682889,749.029,0.73,0.0,0
0.75,0.73,88576,68514,68514,683008,682894,682894,747.332,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682899,682899,747.899,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682903,682903,750.861,0.73,0.0,0
0.75,0.75,88576,68514,68514,683008,682908,682908,750.460,0.75,0.0,0
0.75,0.73,88576,68514,68514,683008,682913,682913,752.561,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682917,682917,748.581,0.72,0.0,0
0.75,0.74,88576,68514,68514,683008,682922,682922,747.445,0.72,0.02,0
0.75,0.73,88576,68514,68514,683008,682927,682927,748.081,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682931,682931,746.817,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682936,682936,753.490,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682941,682941,747.180,0.73,0.0,0
0.75,0.72,88576,68514,68514,683008,682945,682945,746.567,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682950,682950,747.576,0.72,0.0,0
0.75,0.72,88576,68514,68514,683008,682955,682955,748.746,0.72,0.0,0
0.75,0.74,88576,68514,68514,683008,682959,682959,753.146,0.72,0.02,0
0.75,0.7,88576,68514,68514,683008,682964,682964,747.243,0.7,0.0,0
0.75,0.72,88576,68514,68514,683008,682969,682969,751.663,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,682973,682973,751.052,0.73,0.0,0
0.75,0.73,88576,68514,68514,683008,682978,682978,749.157,0.73,0.0,0
0.75,0.6900000000000001,88576,68514,68514,683008,682983,682983,747.213,0.67,0.02,0
0.75,0.75,88576,68514,68514,683008,682987,682987,751.345,0.75,0.0,0
0.75,0.7,88576,68514,68514,683008,682992,682992,748.841,0.7,0.0,0
0.75,0.75,88576,68514,68514,683008,682997,682997,754.365,0.75,0.0,0
0.75,0.75,88576,68514,68514,683008,683001,683001,750.217,0.73,0.02,0
0.75,0.73,88576,68514,68514,683008,683006,683006,748.074,0.73,0.0,0
0.75,0.75,88576,68514,68514,683008,683007,683007,749.342,0.75,0.0,0
0.81,0.77,88576,68514,68514,683008,683007,683003,806.905,0.75,0.02,0
0.76,0.75,88576,68514,68514,683008,683006,683006,759.186,0.75,0.0,0
0.75,0.72,88576,68514,68514,683008,683007,683007,746.575,0.72,0.0,0
0.75,0.73,88576,68514,68514,683008,683007,683007,747.935,0.73,0.0,0
0.81,0.78,88576,68515,68515,683008,683007,683006,805.922,0.78,0.0,0
0.80,0.77,88576,68515,68515,683008,683007,683004,796.498,0.77,0.0,0
