Real Time(s),CPU Time(s),YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
0.00,0.0,1024,512,512,512,0,24,2.059,0.0,0.0,1
0.00,0.0,1536,1023,496,512,24,120,0.960,0.0,0.0,1
0.00,0.0,1536,1520,512,1024,120,532,0.813,0.0,0.0,1
0.00,0.0,2560,1536,512,1536,532,1100,1.111,0.0,0.0,1
0.00,0.0,2560,512,0,3584,1100,1495,3.766,0.0,0.0,0
0.00,0.0,3584,2048,480,3584,1495,2143,0.907,0.0,0.0,1
0.00,0.0,4608,3552,1504,3584,2143,2727,1.626,0.0,0.0,1
0.01,0.0,4608,1504,989,6144,2727,3127,4.623,0.0,0.0,0
0.00,0.0,5632,4061,2048,6144,3127,3695,1.755,0.0,0.0,1
0.00,0.0,6656,5632,3040,6144,3695,4719,2.385,0.0,0.0,1
0.00,0.0,8704,6624,4064,6144,4719,5599,3.387,0.0,0.0,1
0.01,0.0,8704,4064,3533,10240,5599,5843,8.563,0.0,0.0,0
0.00,0.0,9728,8001,3808,10240,5843,8051,2.769,0.0,0.0,1
0.00,0.02,11776,8416,5056,10240,8051,9475,3.462,0.02,0.0,1
0.01,0.0,11776,5056,3892,16384,9475,10144,8.348,0.0,0.0,0
0.00,0.02,12288,10036,3264,16384,10144,14120,4.024,0.02,0.0,1
0.01,0.0,12288,3264,1095,25088,14120,16080,8.958,0.0,0.0,0
0.00,0.0,14336,7239,3264,25088,16080,17216,3.077,0.0,0.0,1
0.00,0.0,14336,11456,6112,25088,17216,19072,4.712,0.0,0.0,1
0.00,0.0,18432,14304,4384,25600,19072,25288,5.188,0.0,0.0,1
0.02,0.02,18432,4384,3209,37888,25288,25582,17.220,0.02,0.0,0
0.01,0.0,18432,13961,5664,37888,25582,28862,5.713,0.0,0.0,1
0.01,0.0,18432,16416,8192,37888,28862,36630,8.893,0.0,0.0,1
0.02,0.03,18432,8192,7153,53248,36630,37436,23.632,0.03,0.0,0
0.01,0.02,22528,17393,10336,53248,37436,44732,10.963,0.02,0.0,1
0.01,0.02,21504,20576,13792,53248,44732,51596,12.916,0.02,0.0,1
0.03,0.02,21504,13792,11120,72704,51596,52869,33.178,0.02,0.0,0
0.01,0.0,26112,18800,7776,72704,52869,64157,10.677,0.0,0.0,1
0.03,0.11,27136,7776,0,95232,64157,71639,28.613,0.09,0.02,0
0.01,0.0,27136,9216,9344,95232,71639,71639,5.349,0.0,0.0,1
0.01,0.0,25600,17430,17216,95232,71639,71639,8.133,0.0,0.0,1
0.02,0.0,28672,25408,20448,95232,71639,76599,15.234,0.0,0.0,1
0.01,0.02,35840,28640,14976,95232,76599,90631,13.814,0.02,0.0,1
0.05,0.12,35840,14976,8154,122368,90631,94861,47.197,0.12,0.0,0
0.01,0.02,35840,18394,16768,122368,94861,96677,13.177,0.02,0.0,1
0.01,0.02,36352,27008,20576,122368,96677,103173,13.093,0.02,0.0,1
0.01,0.02,38400,30304,20064,122368,103173,113557,13.760,0.02,0.0,1
0.05,0.17,38400,20064,11221,151552,113557,121914,50.026,0.17,0.0,0
0.02,0.0,37888,20949,9856,151552,121914,133314,15.779,0.0,0.0,1
0.01,0.0,39936,21120,11392,151552,133314,143170,11.315,0.0,0.0,1
0.05,0.22,39936,11392,2545,185344,143170,151519,54.434,0.2,0.02,0
0.01,0.0,37888,13809,11360,185344,151519,154127,13.904,0.0,0.0,1
0.02,0.11,39424,24672,24672,185344,162319,162319,16.990,0.11,0.0,1
0.02,0.09,36864,37984,29184,185344,162319,171135,19.588,0.09,0.0,1
0.09,0.45,36864,29184,10726,220160,171135,185226,89.490,0.45,0.0,0
0.02,0.08,44544,18406,10816,220160,185226,193098,17.366,0.08,0.0,1
0.01,0.02,42496,18496,18432,220160,193098,193098,9.402,0.02,0.0,1
0.01,0.02,43520,27136,27136,220160,193098,193098,13.043,0.02,0.0,1
0.02,0.11,43008,35840,32832,220160,193098,196146,17.114,0.09,0.02,1
0.02,0.12,47104,38976,23616,220160,196146,211682,18.458,0.12,0.0,1
0.08,0.43999999999999995,47104,23616,14771,258048,211682,219937,81.810,0.41,0.03,0
0.02,0.11,46592,20915,10080,258048,219937,231033,19.767,0.09,0.02,1
0.01,0.02,47104,17248,13440,258048,231033,234945,9.747,0.02,0.0,1
0.01,0.0,46592,20608,7264,258048,234945,248417,11.541,0.0,0.0,1
0.09,0.45,47104,7264,0,297472,248417,255101,86.817,0.45,0.0,0
0.01,0.0,45568,8704,8800,297472,255101,255101,6.172,0.0,0.0,1
0.01,0.02,47104,18528,18560,297472,255101,255101,10.818,0.02,0.0,1
0.02,0.02,45056,28288,28224,297472,255101,255101,14.963,0.02,0.0,1
0.02,0.11,47616,36928,28256,297472,255101,263933,19.543,0.11,0.0,1
0.02,0.05,50176,36960,27232,297472,263933,273797,18.423,0.03,0.02,1
0.02,0.09,27648,36448,18016,297472,273797,292461,19.434,0.09,0.0,1
0.11,0.58,27648,18016,12238,345088,292461,297464,107.222,0.58,0.0,0
0.02,0.11,49664,21454,9312,345088,297464,309904,23.603,0.11,0.0,1
0.01,0.02,50176,20064,10848,345088,309904,319248,11.987,0.02,0.0,1
0.01,0.02,49664,21600,10880,345088,319248,330160,12.897,0.02,0.0,1
0.11,0.55,50176,10880,0,390656,330160,340333,108.357,0.55,0.0,0
0.01,0.02,48640,12288,12416,390656,340333,340333,8.343,0.02,0.0,1
0.02,0.11,50176,26240,26240,390656,356717,356717,22.334,0.11,0.0,1
0.02,0.12,46592,40064,37888,390656,356717,358805,20.105,0.12,0.0,1
0.02,0.11,31232,46592,22304,390656,358805,383573,22.245,0.11,0.0,1
0.16,1.05,31232,22304,6745,447488,383573,390286,163.900,1.05,0.0,0
0.03,0.11,50176,15449,10688,447488,390286,395214,24.466,0.11,0.0,1
0.01,0.02,30208,20416,20416,447488,395214,395214,11.441,0.02,0.0,1
0.02,0.0,49152,30144,30112,447488,395214,395214,14.909,0.0,0.0,1
0.02,0.11,51200,38816,36896,447488,395214,397150,18.540,0.11,0.0,1
0.02,0.11,53760,45600,36928,447488,397150,405982,21.724,0.11,0.0,1
0.02,0.12,32256,44096,24640,447488,405982,425670,22.363,0.12,0.0,1
0.16,0.97,32256,24640,2508,507392,425670,447072,160.978,0.95,0.02,0
0.02,0.11,55808,9676,8256,507392,447072,448680,23.250,0.11,0.0,1
0.01,0.0,55808,16448,15456,507392,448680,449680,10.952,0.0,0.0,1
0.01,0.02,52736,23648,16480,507392,449680,456944,13.232,0.02,0.0,1
0.02,0.02,28160,26208,18016,507392,456944,465256,14.976,0.02,0.0,1
0.02,0.02,53760,27744,9824,507392,465256,483408,15.758,0.02,0.0,1
0.01,0.0,53760,21088,11360,507392,483408,493280,12.749,0.0,0.0,1
0.18,1.0,54272,11360,0,566272,493280,503665,176.948,0.98,0.02,0
0.01,0.02,54272,12800,12896,566272,503665,503665,9.040,0.02,0.0,1
0.01,0.0,53248,25696,25696,566272,503665,503665,14.105,0.0,0.0,1
0.02,0.11,54272,39008,39072,566272,503665,503665,19.809,0.11,0.0,1
0.03,0.11,56320,52384,39552,566272,503665,516641,26.148,0.08,0.03,1
0.02,0.11,60928,49792,36992,566272,516641,529633,24.449,0.09,0.02,1
0.02,0.22,59904,47232,20544,566272,529633,556617,24.093,0.22,0.0,1
0.20,1.12,61440,20544,10200,638464,556617,565985,195.994,1.12,0.0,0
0.04,0.14,64000,23512,13440,638464,565985,576353,37.502,0.14,0.0,1
0.02,0.02,62464,26752,13408,638464,576353,589857,16.272,0.02,0.0,1
