YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.881,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.050,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,504,1.393,0.0,0.0,0.00,0.0,1
1536,512,506,2048,504,474,3.876,0.0,0.0,0.00,0.0,0
2560,1530,480,2048,474,1046,1.885,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1046,2110,1.856,0.02,0.0,0.00,0.02,1
4096,480,0,6144,2110,2542,6.463,0.0,0.0,0.01,0.0,0
5120,3072,1664,6144,2542,2542,1.963,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.139,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.694,0.02,0.0,0.00,0.02,1
8704,6624,4064,6144,4614,5454,4.292,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,11.800,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,4.063,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7983,5.593,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7983,11583,5.823,0.0,0.0,0.01,0.0,1
12800,5216,5182,18432,11583,11468,14.381,0.0,0.0,0.01,0.0,0
14336,10302,2688,18432,11468,16732,6.680,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16732,18183,14.664,0.0,0.0,0.01,0.0,0
15360,7799,3424,27648,18183,19311,4.710,0.0,0.0,0.00,0.0,1
17920,11103,4512,27648,19311,22767,7.093,0.0,0.02,0.01,0.02,1
17920,14752,5344,27648,22767,27295,7.577,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27295,27139,25.647,0.0,0.0,0.03,0.0,0
17920,15019,8192,38912,27139,32955,12.042,0.02,0.0,0.01,0.02,1
17920,8192,2555,52736,32955,38481,29.546,0.03,0.0,0.03,0.03,0
20992,12283,9760,52736,38481,41081,10.720,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41081,47849,17.423,0.02,0.0,0.02,0.02,1
19968,12768,8148,68096,47849,51267,42.202,0.03,0.0,0.04,0.03,0
24576,15316,7200,68096,51267,59523,13.786,0.0,0.0,0.01,0.0,1
25088,7200,0,86528,59523,66554,42.215,0.03,0.0,0.04,0.03,0
25088,8704,8736,86528,66554,66554,6.825,0.0,0.0,0.01,0.0,1
23552,17440,16384,86528,66554,67562,12.193,0.0,0.0,0.01,0.0,1
26624,23552,15392,86528,71658,79978,18.373,0.02,0.0,0.02,0.02,1
26624,15392,6622,109568,79978,86455,64.121,0.09,0.0,0.07,0.09,0
29184,13790,13824,109568,86455,86455,13.064,0.0,0.0,0.01,0.0,1
29696,22016,21504,109568,86455,86943,11.975,0.0,0.0,0.01,0.0,1
31232,29696,23328,109568,86943,93415,15.666,0.0,0.0,0.02,0.0,1
34816,29472,22368,109568,93415,100631,14.750,0.0,0.0,0.01,0.0,1
34816,22368,13591,134656,100631,109067,59.065,0.12,0.0,0.06,0.12,0
35328,19735,10208,134656,109067,118827,18.399,0.03,0.0,0.02,0.03,1
36864,17376,13312,134656,118827,122899,10.241,0.0,0.0,0.01,0.0,1
34816,20480,14368,134656,122899,129123,10.475,0.0,0.0,0.01,0.0,1
35840,14368,8655,162816,129123,134394,62.395,0.11,0.0,0.06,0.11,0
36864,18383,9760,162816,134394,143194,17.323,0.03,0.0,0.02,0.03,1
36352,19488,9792,162816,143194,153058,10.762,0.0,0.0,0.01,0.0,1
36864,9792,0,194560,153058,162445,59.745,0.19,0.0,0.06,0.19,0
35328,11264,11296,194560,162445,162445,7.537,0.0,0.0,0.01,0.0,1
36864,24096,24032,194560,162445,162517,17.304,0.02,0.0,0.02,0.02,1
39936,36832,12896,194560,162517,186733,21.263,0.0,0.0,0.02,0.0,1
40960,12896,1014,235008,186733,194119,84.486,0.23,0.0,0.08,0.23,0
41984,16886,16992,235008,194119,194119,18.083,0.08,0.0,0.02,0.08,1
37888,32864,26112,235008,194119,200871,17.404,0.02,0.0,0.02,0.02,1
44032,37888,23936,235008,200871,215095,17.649,0.08,0.0,0.02,0.08,1
44032,23936,3880,278528,215095,234675,81.269,0.3,0.02,0.08,0.32,0
44032,15656,15776,278528,234675,234675,18.904,0.03,0.0,0.02,0.03,1
45568,29088,29056,278528,234675,234675,15.298,0.02,0.0,0.02,0.02,1
43520,42368,35328,278528,234675,241731,21.788,0.2,0.0,0.02,0.2,1
50688,43520,40672,278528,241731,244739,19.505,0.19,0.0,0.02,0.19,1
54272,48864,39136,278528,244739,254571,21.750,0.06,0.05,0.02,0.11,1
29184,45280,22592,278528,254571,277595,20.997,0.08,0.02,0.02,0.1,1
29184,22592,20902,327680,277595,278395,99.155,0.64,0.02,0.10,0.66,0
55296,27046,12096,327680,278395,293707,23.477,0.14,0.0,0.02,0.14,1
55808,19264,7360,327680,293707,305851,10.756,0.02,0.0,0.01,0.02,1
57344,7360,0,366080,305851,312551,98.032,0.62,0.02,0.10,0.64,0
57344,8704,8832,366080,312551,312551,5.500,0.0,0.0,0.00,0.0,1
52736,17536,17536,366080,312551,312551,9.692,0.02,0.0,0.01,0.02,1
55296,27264,27168,366080,312551,312551,13.160,0.02,0.0,0.01,0.02,1
52224,36896,36960,366080,312551,312551,16.943,0.03,0.0,0.02,0.03,1
56320,43616,34912,366080,328935,337759,26.373,0.14,0.0,0.03,0.14,1
55808,41568,41504,366080,337759,337759,18.675,0.09,0.02,0.02,0.11,1
59392,45600,36928,366080,337759,346583,20.052,0.11,0.02,0.02,0.13,1
59392,36928,9108,418304,346583,365681,144.644,0.75,0.05,0.14,0.8,0
61952,13204,8544,418304,365681,370521,22.270,0.05,0.0,0.02,0.05,1
61952,13664,11456,418304,370521,372769,8.232,0.02,0.0,0.01,0.02,1
58880,16576,14400,418304,372769,374993,10.035,0.0,0.0,0.01,0.0,1
23040,20544,16448,418304,374993,379137,11.100,0.02,0.0,0.01,0.02,1
56832,22592,12384,418304,379137,389481,11.542,0.02,0.0,0.01,0.02,1
57856,19552,7264,418304,389481,401897,10.470,0.02,0.0,0.01,0.02,1
57856,7264,0,462848,401897,408387,131.714,0.75,0.02,0.13,0.77,0
57856,8192,8288,462848,408387,408387,7.303,0.02,0.0,0.01,0.02,1
52736,16480,16512,462848,408387,408387,9.316,0.02,0.0,0.01,0.02,1
27136,25728,17504,462848,408387,416691,13.558,0.0,0.02,0.01,0.02,1
49664,26720,18528,462848,416691,424979,13.919,0.02,0.0,0.01,0.02,1
51712,29280,20096,462848,424979,434315,14.858,0.02,0.0,0.02,0.02,1
49664,30848,21600,462848,434315,443659,15.584,0.02,0.0,0.02,0.02,1
50688,33888,23136,462848,443659,454555,16.972,0.02,0.0,0.02,0.02,1
50688,23136,14286,520192,454555,462481,158.061,1.03,0.0,0.16,1.03,0
49152,26574,20256,520192,462481,468985,32.254,0.12,0.0,0.03,0.12,1
50688,34080,34144,520192,468985,468985,17.519,0.06,0.0,0.02,0.06,1
50176,47968,40096,520192,468985,477017,24.127,0.12,0.02,0.03,0.13999999999999999,1
55808,49824,37504,520192,477017,489497,24.418,0.12,0.0,0.02,0.12,1
56320,47232,19584,520192,489497,517497,23.505,0.09,0.03,0.02,0.12,1
57856,19584,15818,588288,517497,520182,172.809,1.19,0.0,0.17,1.19,0
59904,28618,12928,588288,520182,536254,34.718,0.14,0.0,0.04,0.14,1
59904,25728,12928,588288,536254,549230,14.982,0.03,0.0,0.01,0.03,1
60416,27264,14464,588288,549230,562206,15.848,0.02,0.0,0.02,0.02,1
58880,28800,14496,588288,562206,576734,16.393,0.02,0.0,0.02,0.02,1
59904,14496,2043,660992,576734,588099,183.465,1.27,0.0,0.18,1.27,0
60928,19451,17536,660992,588099,590195,35.155,0.14,0.0,0.04,0.14,1
58368,34944,34880,660992,590195,590195,19.259,0.12,0.0,0.02,0.12,1
61440,51264,45056,660992,590195,596443,25.756,0.12,0.0,0.03,0.12,1
71168,61440,31008,660992,596443,627411,30.086,0.14,0.0,0.03,0.14,1
71680,49440,34976,660992,627411,642099,25.700,0.12,0.0,0.03,0.12,1
71680,34976,15338,743424,642099,660670,220.604,1.64,0.0,0.22,1.64,0
69120,33770,26656,743424,660670,668046,45.044,0.27,0.0,0.04,0.27,1
72192,47136,47168,743424,700814,700814,36.983,0.17,0.0,0.04,0.17,1
67584,67648,56832,743424,700814,711646,33.589,0.22,0.03,0.03,0.25,1
79360,67584,45504,743424,711646,734134,32.514,0.17,0.0,0.03,0.17,1
79360,45504,19222,830976,734134,743187,301.132,1.83,0.02,0.30,1.85,0
78336,29974,22304,830976,743187,751131,43.402,0.27,0.0,0.04,0.27,1
47104,34592,34560,830976,751131,751131,18.756,0.03,0.0,0.02,0.03,1
78336,46848,40544,830976,751131,757531,23.508,0.03,0.0,0.02,0.03,1
78848,54368,49248,830976,757531,762747,25.846,0.14,0.0,0.03,0.14,1
79872,63072,52352,830976,762747,773635,29.970,0.12,0.0,0.03,0.12,1
52736,64640,40064,830976,773635,798515,30.959,0.12,0.02,0.03,0.13999999999999999,1
80896,52352,24640,830976,798515,826507,26.607,0.12,0.02,0.03,0.13999999999999999,1
81920,24640,18895,928768,826507,830855,280.596,1.94,0.0,0.28,1.94,0
82944,34255,15488,928768,830855,850039,50.216,0.25,0.0,0.05,0.25,1
84480,30848,15488,928768,850039,865607,19.048,0.03,0.0,0.02,0.03,1
84992,32896,17536,928768,865607,881159,19.377,0.03,0.0,0.02,0.03,1
83968,34944,17568,928768,881159,898815,20.222,0.12,0.0,0.02,0.12,1
84992,17568,0,1018368,898815,915157,284.681,2.09,0.03,0.28,2.1199999999999997,0
82432,19456,19616,1018368,915157,915157,15.963,0.0,0.0,0.02,0.0,1
84992,41120,41120,1018368,915157,915157,21.788,0.14,0.0,0.02,0.14,1
79360,62624,62560,1018368,915157,915157,30.506,0.14,0.0,0.03,0.14,1
88064,77408,73216,1018368,915157,919357,35.846,0.27,0.0,0.04,0.27,1
101888,88064,49984,1018368,919357,958053,41.219,0.23,0.02,0.04,0.25,1
102400,66880,45696,1018368,958053,979541,32.719,0.16,0.0,0.03,0.16,1
95744,62592,33952,1018368,979541,1008557,31.491,0.08,0.06,0.03,0.14,1
98304,33952,23000,1137664,1008557,1017888,335.299,2.3,0.0,0.34,2.3,0
101888,45016,22144,1137664,1017888,1041208,63.646,0.38,0.02,0.06,0.4,1
100352,44160,22176,1137664,1041208,1063512,25.695,0.11,0.02,0.03,0.13,1
101888,46752,24736,1137664,1063512,1085832,26.976,0.14,0.0,0.03,0.14,1
