YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.560,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.025,0.02,0.0,0.00,0.02,1
1536,1536,512,512,88,504,1.108,0.0,0.0,0.00,0.0,1
1536,512,506,2048,504,473,3.136,0.0,0.0,0.00,0.0,0
2560,1530,480,2048,473,1038,1.412,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1038,2110,2.238,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2110,2542,4.626,0.0,0.0,0.01,0.0,0
5120,3072,1696,6144,2542,2542,2.194,0.0,0.0,0.00,0.0,1
5632,4768,2016,6144,2542,3774,2.823,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4606,4.018,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5446,4.038,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5446,5831,11.548,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.831,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,5.565,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7991,11591,5.274,0.02,0.0,0.01,0.02,1
12800,5248,5178,18432,11591,11471,14.726,0.0,0.0,0.01,0.0,0
14336,10298,2688,18432,11471,16735,7.034,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16735,18183,19.755,0.0,0.0,0.02,0.0,0
15360,7799,3456,27648,18183,19319,4.966,0.0,0.0,0.01,0.0,1
16896,11135,7648,27648,19319,19543,6.573,0.0,0.0,0.01,0.0,1
17920,16864,4800,27648,19543,27295,9.100,0.02,0.0,0.01,0.02,1
17920,4800,4249,39424,27295,27139,26.747,0.0,0.0,0.03,0.0,0
19456,13465,7648,39424,27139,31459,10.488,0.02,0.0,0.01,0.02,1
20480,18400,9696,40448,31459,40259,13.065,0.0,0.0,0.01,0.0,1
20480,9696,9681,54784,40259,39014,34.754,0.02,0.0,0.04,0.02,0
26624,20433,10784,54784,39014,48822,15.603,0.0,0.0,0.02,0.0,1
26624,10784,5098,73728,48822,54317,45.859,0.05,0.0,0.05,0.05,0
27648,17386,12320,73728,54317,59509,17.921,0.03,0.0,0.02,0.03,1
26112,24608,16896,73728,59509,67285,19.138,0.05,0.0,0.02,0.05,1
26112,16896,10219,95232,67285,73707,55.208,0.08,0.0,0.06,0.08,0
31744,19435,9216,95232,73707,84099,17.242,0.03,0.0,0.02,0.03,1
32768,9216,0,116224,84099,91079,58.618,0.08,0.0,0.06,0.08,0
32768,11264,11328,116224,91079,91079,7.610,0.0,0.0,0.01,0.0,1
