YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.395,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,72,0.933,0.0,0.0,0.00,0.0,1
1536,1536,512,512,72,496,1.558,0.0,0.0,0.00,0.0,1
1536,512,511,2048,496,469,3.711,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1030,1.563,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1030,2102,2.148,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2102,2542,4.767,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,2.308,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3766,3.299,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3766,4598,3.788,0.0,0.0,0.00,0.0,1
9216,6624,4064,6144,4598,5438,4.855,0.0,0.0,0.00,0.0,1
9216,4064,3545,10752,5438,5824,11.652,0.0,0.0,0.01,0.0,0
10240,8665,5088,10752,5824,6944,5.098,0.0,0.0,0.01,0.0,1
12800,10208,6464,10752,6944,8232,5.904,0.0,0.0,0.00,0.0,1
13824,12608,5824,12288,8232,12104,6.619,0.0,0.0,0.01,0.0,1
13824,5824,5759,18944,12104,12000,17.080,0.0,0.0,0.02,0.0,0
15360,11903,3232,18944,12000,17856,7.728,0.0,0.0,0.01,0.0,1
16384,3232,2146,28672,17856,18781,15.662,0.0,0.0,0.02,0.0,0
17408,11874,5568,28672,18781,20965,6.804,0.0,0.0,0.01,0.0,1
21504,15296,5088,28672,20965,26565,8.361,0.0,0.0,0.01,0.0,1
21504,5088,2471,40448,26565,28492,24.305,0.0,0.0,0.02,0.0,0
21504,15783,8192,40448,28492,34188,14.957,0.0,0.0,0.02,0.0,1
21504,8192,2044,54784,34188,40225,30.021,0.03,0.0,0.03,0.03,0
25088,15356,11744,54784,40225,43889,13.639,0.0,0.0,0.01,0.0,1
28160,25056,13312,55808,43889,55777,16.141,0.0,0.02,0.02,0.02,1
28160,13312,12254,74752,55777,55551,51.830,0.08,0.0,0.05,0.08,0
31744,25566,13344,74752,55551,68007,22.729,0.02,0.02,0.02,0.04,1
31744,13344,6639,97792,68007,74449,53.198,0.09,0.0,0.05,0.09,0
33280,21487,18400,97792,74449,77601,13.939,0.0,0.0,0.01,0.0,1
38912,33248,14880,97792,77601,96209,16.920,0.05,0.0,0.02,0.05,1
38912,14880,11239,126976,96209,97440,55.481,0.09,0.0,0.05,0.09,0
39936,27623,23552,126976,97440,101600,22.130,0.05,0.0,0.02,0.05,1
48640,39936,16448,126976,101600,125488,22.414,0.05,0.0,0.02,0.05,1
48640,16448,14821,162816,125488,126562,57.730,0.25,0.0,0.06,0.25,0
48640,34277,29184,162816,126562,131786,23.552,0.06,0.0,0.02,0.06,1
55296,45502,16096,162816,131786,161370,25.635,0.05,0.02,0.02,0.07,1
56320,16096,14450,204800,161370,162342,68.814,0.23,0.0,0.07,0.23,0
57344,38002,23680,204800,162342,177046,26.542,0.02,0.0,0.03,0.02,1
60928,47232,23648,204800,177046,200838,25.211,0.0,0.0,0.02,0.0,1
60928,23648,15341,204800,200838,204402,94.390,0.36,0.0,0.09,0.36,0
60928,42477,42448,204800,204402,204402,88.997,0.41,0.0,0.09,0.41,0
60928,42477,42476,204800,204402,204402,77.171,0.31,0.0,0.08,0.31,0
60928,42477,42477,204800,204402,204402,78.746,0.33,0.0,0.08,0.33,0
60928,42477,42477,204800,204406,204406,81.062,0.33,0.0,0.08,0.33,0
60928,42477,42477,204800,204411,204411,83.867,0.42,0.0,0.08,0.42,0
