YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.552,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,72,0.862,0.0,0.0,0.00,0.0,1
1536,1536,512,512,72,504,1.299,0.0,0.0,0.00,0.0,1
1536,512,511,2048,504,469,3.826,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1030,1.528,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1030,2102,2.124,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2102,2542,5.440,0.0,0.0,0.01,0.0,0
5120,3072,1664,6144,2542,2542,2.034,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3766,3.205,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3766,4606,3.461,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5446,4.519,0.0,0.0,0.01,0.0,1
8704,4064,3545,10752,5446,5820,13.304,0.02,0.0,0.01,0.02,0
9728,8099,5088,10752,5820,6612,4.187,0.02,0.0,0.00,0.02,1
11264,9696,6112,10752,6612,7988,6.407,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7988,11580,5.661,0.0,0.0,0.00,0.0,1
12800,5216,5186,18432,11580,11463,14.949,0.0,0.0,0.02,0.0,0
14336,10306,2688,18432,11463,16735,6.193,0.0,0.0,0.01,0.0,1
14848,2688,1106,27648,16735,18182,14.608,0.0,0.0,0.01,0.0,0
15360,7796,3424,27648,18182,19318,4.844,0.0,0.0,0.01,0.0,1
17920,11104,4480,27648,19318,22766,6.698,0.0,0.0,0.01,0.0,1
17920,14720,5344,27648,22766,27286,7.169,0.0,0.0,0.01,0.0,1
17920,5344,4780,38912,27286,27140,25.250,0.0,0.0,0.02,0.0,0
17920,15020,8192,38912,27140,32956,12.715,0.0,0.0,0.01,0.0,1
17920,8192,2554,52736,32956,38477,28.000,0.03,0.0,0.03,0.03,0
20992,12282,9760,52736,38477,41077,9.711,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41077,47845,13.093,0.02,0.0,0.01,0.02,1
19968,12768,7122,69120,47845,52290,43.548,0.03,0.0,0.04,0.03,0
24576,14290,7200,69120,52290,59538,13.361,0.0,0.0,0.01,0.0,1
23040,14368,14336,69120,59538,59538,10.110,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59538,66802,13.391,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66802,69106,51.878,0.06,0.0,0.05,0.06,0
27648,17865,11968,89600,69106,75146,15.702,0.02,0.0,0.02,0.02,1
28160,20160,14880,89600,75146,80514,13.852,0.02,0.0,0.01,0.02,1
28160,14880,3553,112128,80514,89518,62.424,0.09,0.0,0.06,0.09,0
29184,11745,10176,112128,89518,91166,11.337,0.0,0.0,0.01,0.0,1
30208,19904,19872,112128,91166,91166,10.497,0.02,0.0,0.01,0.02,1
29184,29600,23552,112128,91166,97262,16.152,0.0,0.0,0.02,0.0,1
34816,29184,19680,112128,97262,106934,14.695,0.0,0.02,0.02,0.02,1
34816,19680,14484,137728,106934,111735,59.806,0.12,0.0,0.06,0.12,0
34304,20116,10144,137728,111735,121919,15.411,0.0,0.0,0.02,0.0,1
35840,16800,12320,137728,121919,126463,8.624,0.0,0.0,0.01,0.0,1
7680,12320,987,166400,126463,137461,57.365,0.12,0.03,0.06,0.15,0
34304,7643,7584,166400,137461,137589,12.583,0.02,0.0,0.01,0.02,1
34816,15264,15232,166400,137589,137589,8.472,0.0,0.0,0.01,0.0,1
33280,22912,22912,166400,137589,137589,11.926,0.0,0.0,0.01,0.0,1
35840,29568,28640,166400,137589,138493,13.455,0.02,0.0,0.01,0.02,1
38400,35296,28672,166400,138493,145237,16.678,0.02,0.0,0.02,0.02,1
41472,33792,18432,169472,153429,168981,19.838,0.05,0.0,0.02,0.05,1
41472,18432,13742,202752,168981,169067,78.630,0.19,0.0,0.08,0.19,0
38400,18862,13664,202752,169067,174427,16.930,0.02,0.0,0.02,0.02,1
21504,19808,14880,202752,174427,179459,10.406,0.02,0.0,0.01,0.02,1
37376,21024,17408,202752,179459,183091,13.100,0.0,0.0,0.01,0.0,1
38400,24576,13344,202752,183091,194491,14.697,0.0,0.0,0.02,0.0,1
38400,13344,4557,238080,194491,202701,87.868,0.33,0.0,0.09,0.33,0
37888,11725,7232,238080,202701,207349,17.702,0.02,0.0,0.02,0.02,1
38400,15424,8256,238080,207349,214613,10.552,0.02,0.0,0.01,0.02,1
39424,16448,8288,238080,214613,222925,10.871,0.02,0.0,0.01,0.02,1
39424,18016,9824,238080,222925,231237,11.154,0.0,0.02,0.01,0.02,1
39424,9824,2543,274944,231237,237871,95.190,0.41,0.0,0.10,0.41,0
37888,12271,9824,274944,237871,240479,19.319,0.02,0.0,0.02,0.02,1
38912,21088,21120,274944,240479,240479,12.086,0.0,0.0,0.01,0.0,1
36352,32384,29184,274944,240479,243575,17.438,0.03,0.02,0.02,0.05,1
41984,36352,17984,274944,243575,262271,18.567,0.11,0.0,0.02,0.11,1
41984,17984,5090,317440,262271,274617,102.035,0.53,0.0,0.10,0.53,0
39936,12258,9600,317440,274617,277433,18.694,0.05,0.0,0.02,0.05,1
40960,17792,17792,317440,277433,277433,9.838,0.02,0.0,0.01,0.02,1
40448,25984,23616,317440,277433,279825,12.786,0.02,0.0,0.01,0.02,1
41472,31808,24672,317440,279825,287089,15.683,0.02,0.0,0.02,0.02,1
43520,32864,24608,317440,287089,295401,16.354,0.02,0.0,0.02,0.02,1
44544,33312,17024,317440,295401,311985,16.696,0.03,0.0,0.02,0.03,1
44544,17024,11213,363520,311985,316948,104.308,0.62,0.02,0.11,0.64,0
43520,19917,8832,363520,316948,328340,22.646,0.06,0.08,0.02,0.14,1
44032,18560,9888,363520,328340,337180,10.273,0.0,0.0,0.01,0.0,1
44032,19616,1010,413184,353564,363408,151.338,0.83,0.0,0.15,0.83,0
43520,10738,9856,413184,363408,364464,25.057,0.12,0.0,0.03,0.12,1
44032,20608,20544,413184,364464,364464,11.737,0.0,0.0,0.01,0.0,1
41984,31296,31328,413184,364464,364464,16.583,0.09,0.0,0.02,0.09,1
45568,40032,30304,413184,364464,374328,20.579,0.09,0.0,0.02,0.09,1
48640,39008,28256,413184,374328,385224,19.837,0.11,0.0,0.02,0.11,1
26624,36960,17504,413184,385224,404904,19.062,0.14,0.0,0.02,0.14,1
26624,17504,8658,470016,404904,412904,133.866,0.88,0.02,0.13,0.9,0
49664,17362,8800,470016,412904,421704,24.806,0.12,0.0,0.03,0.12,1
49664,19040,10336,470016,421704,430536,10.859,0.02,0.0,0.01,0.02,1
48640,20576,10400,470016,430536,440920,11.709,0.02,0.0,0.01,0.02,1
49664,22176,11936,470016,440920,451304,12.188,0.02,0.0,0.01,0.02,1
50176,11936,0,521216,451304,462397,153.700,0.94,0.0,0.15,0.94,0
50176,13312,13472,521216,462397,462397,9.780,0.0,0.0,0.01,0.0,1
48128,26784,26720,521216,462397,462397,14.056,0.02,0.0,0.01,0.02,1
50176,39520,37376,521216,462397,464477,19.435,0.12,0.0,0.02,0.12,1
56832,50176,25184,521216,464477,489885,24.321,0.14,0.0,0.03,0.14,1
57344,39520,27232,521216,489885,502365,19.544,0.12,0.0,0.02,0.12,1
57344,27232,7653,588288,502365,521140,159.930,1.03,0.0,0.16,1.03,0
55808,21989,17824,588288,521140,525516,33.270,0.11,0.0,0.03,0.11,1
57856,33696,33728,588288,525516,525516,19.406,0.11,0.0,0.02,0.11,1
54272,49600,44544,588288,525516,530516,28.128,0.09,0.02,0.03,0.11,1
62464,54272,38976,588288,530516,546236,28.253,0.11,0.0,0.03,0.11,1
66560,48704,33856,588288,546236,561212,26.009,0.11,0.02,0.03,0.13,1
32768,45120,21120,588288,561212,585556,25.184,0.09,0.0,0.03,0.09,1
32768,21120,17350,664576,585556,588056,187.385,1.16,0.03,0.19,1.19,0
66048,28614,11392,664576,588056,605672,37.557,0.19,0.0,0.04,0.19,1
66048,24192,12896,664576,605672,617088,15.639,0.02,0.0,0.01,0.02,1
64512,25696,12896,664576,617088,630056,16.893,0.02,0.0,0.02,0.02,1
65536,27232,14432,664576,630056,643040,17.107,0.02,0.0,0.02,0.02,1
