YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.203,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,1.222,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,496,1.310,0.0,0.0,0.00,0.0,1
1536,512,510,2048,496,470,3.193,0.0,0.0,0.00,0.0,0
2560,1534,480,2048,470,1034,1.563,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1034,2106,1.814,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2106,2542,4.954,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,2.041,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3766,3.569,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3766,4598,3.851,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4598,5438,4.832,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5438,5820,11.428,0.0,0.0,0.01,0.0,0
9728,8099,5088,10752,5820,6612,4.277,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6612,7988,6.723,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7988,11564,5.731,0.0,0.0,0.01,0.0,1
12800,5248,5195,18432,11564,11454,14.360,0.0,0.0,0.01,0.0,0
14336,10315,2688,18432,11454,16734,6.423,0.0,0.0,0.01,0.0,1
14848,2688,1106,27648,16734,18182,15.133,0.0,0.0,0.02,0.0,0
15360,7796,3424,27648,18182,19318,4.731,0.0,0.0,0.00,0.0,1
17920,11104,4480,27648,19318,22774,6.722,0.0,0.0,0.01,0.0,1
17920,14720,5344,27648,22774,27294,6.987,0.0,0.0,0.01,0.0,1
17920,5344,4780,38912,27294,27140,25.912,0.0,0.0,0.03,0.0,0
17920,15020,8192,38912,27140,32956,12.955,0.02,0.0,0.01,0.02,1
17920,8192,2555,52736,32956,38479,26.972,0.0,0.0,0.03,0.0,0
20992,12283,9760,52736,38479,41079,9.971,0.02,0.0,0.01,0.02,1
19968,19488,12768,52736,41079,47855,15.047,0.0,0.0,0.02,0.0,1
19968,12768,7122,69120,47855,52290,40.980,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52290,59538,13.179,0.0,0.0,0.01,0.0,1
23040,14336,14336,69120,59538,59538,10.121,0.0,0.02,0.01,0.02,1
25088,20992,13824,69120,59538,66794,13.407,0.0,0.0,0.01,0.0,1
25088,13824,11208,89600,66794,69107,50.866,0.06,0.0,0.05,0.06,0
25600,17864,6688,89600,69107,80499,17.961,0.03,0.0,0.02,0.03,1
27136,6688,0,111616,80499,86942,55.364,0.09,0.0,0.06,0.09,0
26112,8192,8256,111616,86942,86942,5.667,0.0,0.0,0.01,0.0,1
27648,17984,17888,111616,86942,86966,8.357,0.02,0.0,0.01,0.02,1
30720,27616,9760,111616,86966,105046,14.457,0.02,0.0,0.01,0.02,1
31232,9760,1007,142336,105046,111452,54.592,0.08,0.02,0.05,0.1,0
31744,12783,12832,142336,111452,111452,15.118,0.02,0.0,0.01,0.02,1
29184,24608,19968,142336,111452,116108,14.218,0.02,0.0,0.01,0.02,1
33792,29184,19424,142336,116108,126068,13.404,0.0,0.0,0.01,0.0,1
36352,28640,18432,142336,126068,136380,15.921,0.02,0.0,0.02,0.02,1
36352,18432,12238,175616,136380,142080,73.120,0.19,0.0,0.07,0.19,0
37376,21966,15776,175616,142080,148472,22.023,0.05,0.0,0.02,0.05,1
37376,25504,19520,175616,148472,154528,16.099,0.0,0.0,0.02,0.0,1
37376,29760,12754,209408,162720,175264,91.551,0.3,0.0,0.09,0.3,0
38400,22994,16640,209408,175264,181832,22.001,0.08,0.0,0.02,0.08,1
36352,26880,26848,209408,181832,181832,14.572,0.02,0.0,0.02,0.02,1
39936,35040,28736,209408,181832,188232,18.676,0.06,0.0,0.02,0.06,1
42496,36928,26688,209408,188232,198608,20.127,0.03,0.0,0.02,0.03,1
42496,26688,15803,244736,198608,208954,103.539,0.44,0.0,0.10,0.44,0
44544,23483,12704,244736,208954,220018,22.317,0.05,0.02,0.02,0.07,1
42496,20384,15392,244736,220018,225018,11.210,0.0,0.0,0.01,0.0,1
43520,24608,16960,244736,225018,232802,14.177,0.02,0.0,0.01,0.02,1
43520,16960,4566,283136,232802,244671,99.854,0.38,0.02,0.10,0.4,0
41472,13782,11712,283136,244671,246879,20.224,0.09,0.0,0.02,0.09,1
42496,22464,22432,283136,246879,246879,12.022,0.02,0.0,0.01,0.02,1
40960,33184,32768,283136,246879,247263,17.338,0.02,0.02,0.02,0.04,1
45056,40960,29472,283136,247263,258983,20.679,0.12,0.0,0.02,0.12,1
48640,37664,27072,283136,258983,269727,19.069,0.09,0.0,0.02,0.09,1
48640,27072,13097,325632,269727,283080,99.148,0.48,0.02,0.10,0.5,0
49152,22313,13696,325632,283080,291960,23.137,0.08,0.05,0.02,0.13,1
45568,22912,18560,325632,291960,296408,12.405,0.02,0.0,0.01,0.02,1
47616,28800,19552,325632,296408,305760,15.690,0.02,0.0,0.02,0.02,1
45568,29792,20608,325632,305760,315120,15.410,0.02,0.0,0.02,0.02,1
46592,20608,9685,370688,315120,325283,102.917,0.66,0.0,0.10,0.66,0
47616,22485,16896,370688,325283,331131,24.839,0.12,0.0,0.03,0.12,1
46080,29696,29664,370688,347515,347515,21.600,0.12,0.0,0.02,0.12,1
48128,41952,35840,370688,347515,353579,19.592,0.12,0.0,0.02,0.12,1
54272,48128,33344,370688,353579,368659,22.783,0.11,0.02,0.02,0.13,1
54272,33344,22964,419328,368659,370248,156.897,1.09,0.03,0.16,1.12,0
56320,34740,28832,419328,370248,376440,30.338,0.14,0.0,0.03,0.14,1
53248,40608,40608,419328,376440,376440,19.800,0.12,0.0,0.02,0.12,1
57344,49824,41568,419328,376440,384808,22.947,0.11,0.0,0.02,0.11,1
59904,50784,30304,419328,384808,405496,24.315,0.12,0.0,0.03,0.12,1
61440,30304,15802,474624,405496,419263,150.821,0.88,0.02,0.15,0.9,0
62976,28090,16448,474624,419263,431223,32.225,0.09,0.0,0.03,0.09,1
59904,28736,24672,474624,431223,435343,15.741,0.02,0.0,0.02,0.02,1
61952,38496,26208,474624,435343,447807,23.314,0.0,0.0,0.02,0.0,1
58880,40032,27776,474624,447807,460271,21.599,0.09,0.02,0.02,0.11,1
60416,27776,12767,534016,460271,474397,169.480,1.08,0.0,0.17,1.08,0
61952,30175,17568,534016,474397,487365,42.801,0.12,0.0,0.04,0.12,1
62464,34976,34976,534016,487365,487365,19.377,0.09,0.0,0.02,0.09,1
64000,52896,35488,534016,487365,505029,28.336,0.14,0.0,0.03,0.14,1
66560,53408,36032,534016,505029,522693,28.369,0.14,0.0,0.03,0.14,1
66560,36032,24022,601600,522693,533673,177.125,1.14,0.02,0.18,1.16,0
67584,42966,31008,601600,533673,545969,43.974,0.25,0.0,0.04,0.25,1
62464,49952,47616,601600,545969,548265,26.511,0.14,0.0,0.03,0.14,1
68608,62464,33152,601600,548265,578145,35.587,0.16,0.03,0.03,0.19,1
68608,33152,8880,679424,578145,601458,229.463,1.3,0.0,0.23,1.3,0
68096,23728,18464,679424,601458,606930,45.285,0.16,0.03,0.05,0.19,1
68608,34848,34880,679424,606930,606930,21.952,0.09,0.0,0.02,0.09,1
65024,51264,51296,679424,606930,606930,29.675,0.11,0.0,0.03,0.11,1
