YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.387,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,96,0.852,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,96,512,1.181,0.0,0.0,0.00,0.0,1
2560,1536,512,1536,512,1040,1.539,0.0,0.0,0.00,0.0,1
2560,512,0,3584,1040,1496,3.805,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1496,2112,1.189,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2112,2680,2.422,0.0,0.0,0.00,0.0,1
7168,4576,2016,4096,2680,3768,2.686,0.0,0.0,0.00,0.0,1
7168,2016,2012,6656,3768,3675,6.405,0.0,0.0,0.01,0.0,0
8192,7132,3040,6656,3675,5323,5.024,0.0,0.0,0.00,0.0,1
8192,3040,2012,10240,5323,6310,8.243,0.0,0.0,0.01,0.0,0
11264,7132,4224,10240,6310,6822,4.237,0.0,0.0,0.00,0.0,1
11776,10880,5088,10240,6822,9630,5.947,0.0,0.0,0.01,0.0,1
11776,5088,4375,15360,9630,10012,12.577,0.0,0.0,0.01,0.0,0
15872,11031,5344,15360,10012,12532,6.370,0.0,0.0,0.01,0.0,1
16384,14048,7680,15360,12532,14708,6.403,0.0,0.0,0.01,0.0,1
16384,7680,7153,22528,14708,15130,20.359,0.0,0.0,0.02,0.0,0
21504,15857,5024,22528,15130,22410,9.752,0.0,0.0,0.01,0.0,1
21504,5024,4991,32768,22410,21772,22.809,0.0,0.0,0.02,0.0,0
21504,16767,6112,32768,21772,26836,8.127,0.0,0.0,0.01,0.0,1
21504,6112,469,45568,26836,32384,26.073,0.0,0.02,0.03,0.02,0
23552,12245,10240,45568,32384,32488,10.478,0.0,0.0,0.01,0.0,1
25088,23552,11744,45568,32488,44464,17.227,0.03,0.0,0.02,0.03,1
25088,11744,9613,63488,44464,45347,41.958,0.03,0.0,0.04,0.03,0
33280,22925,13344,63488,45347,55123,20.435,0.02,0.02,0.02,0.04,1
33280,13344,5106,84992,55123,63136,43.901,0.06,0.0,0.04,0.06,0
34304,19954,19456,84992,63136,63656,16.100,0.0,0.0,0.02,0.0,1
39424,34304,14880,84992,63656,83392,25.099,0.03,0.0,0.02,0.03,1
39424,14880,14826,109056,83392,81007,65.117,0.09,0.0,0.07,0.09,0
40448,31210,24032,109056,81007,88319,17.501,0.05,0.0,0.02,0.05,1
50176,40416,16448,112640,88319,112639,21.095,0.02,0.03,0.02,0.05,1
50176,16448,16353,148480,112639,112189,60.839,0.09,0.0,0.06,0.09,0
50176,35809,30720,148480,112189,117397,27.074,0.03,0.0,0.03,0.03,1
60928,50176,19520,148992,117397,148549,29.341,0.11,0.0,0.03,0.11,1
60928,19520,18404,193536,148549,148988,73.181,0.22,0.0,0.07,0.22,0
60928,41956,37344,193536,148988,153732,28.096,0.02,0.0,0.03,0.02,1
71168,60896,23648,193536,153732,191484,32.713,0.05,0.0,0.03,0.05,1
72192,23648,16875,247808,191484,193473,92.377,0.27,0.0,0.09,0.27,0
73216,45035,45056,247808,193473,193585,30.179,0.11,0.0,0.03,0.11,1
84480,73216,28288,247808,193585,239129,40.166,0.19,0.0,0.04,0.19,1
84480,28288,18927,314368,239129,247677,103.473,0.55,0.02,0.11,0.5700000000000001,0
84480,51695,32960,314368,247677,266877,37.035,0.19,0.06,0.04,0.25,1
77824,65728,53248,314368,266877,279397,35.648,0.17,0.02,0.04,0.19,1
77824,53248,17878,379392,279397,314195,114.057,0.7,0.0,0.12,0.7,0
90624,42454,24704,379392,330579,348715,32.731,0.23,0.0,0.03,0.23,1
90624,24704,0,432128,348715,364806,147.925,0.77,0.03,0.15,0.8,0
90624,28160,28352,432128,364806,364806,15.716,0.02,0.0,0.02,0.02,1
83456,56512,56512,432128,364806,364806,33.923,0.08,0.0,0.03,0.08,1
91136,80576,67072,432128,364806,378366,39.450,0.2,0.0,0.04,0.2,1
101888,91136,69408,432128,378366,400566,45.662,0.22,0.05,0.05,0.27,1
101888,69408,37417,498688,400566,431711,158.749,1.03,0.0,0.16,1.03,0
109568,56873,44512,498688,431711,444415,44.525,0.38,0.0,0.04,0.38,1
105472,63968,64000,498688,444415,444415,31.797,0.14,0.0,0.03,0.14,1
109568,81920,70752,498688,444415,455727,43.969,0.2,0.0,0.04,0.2,1
115200,88672,55456,498688,455727,489335,48.254,0.25,0.0,0.05,0.25,1
116736,55456,45495,568320,489335,498264,182.902,1.22,0.0,0.18,1.22,0
59392,67511,36928,568320,498264,529512,53.836,0.41,0.08,0.05,0.49,1
117760,36928,0,643584,529512,565746,175.593,1.14,0.02,0.18,1.16,0
117760,25088,25216,643584,565746,565746,14.827,0.02,0.0,0.01,0.02,1
114176,50304,50368,643584,565746,565746,25.752,0.12,0.0,0.03,0.12,1
116736,78016,78080,643584,565746,565746,39.414,0.38,0.0,0.04,0.38,1
112128,105728,97792,643584,565746,573650,56.178,0.34,0.05,0.06,0.39,1
128512,112128,89568,643584,573650,596642,55.029,0.34,0.0,0.06,0.34,1
136192,103904,79968,643584,596642,620882,50.435,0.38,0.0,0.05,0.38,1
136192,79968,56144,722432,620882,643557,224.231,1.64,0.0,0.22,1.64,0
138240,70480,33472,722432,676325,714029,57.961,0.36,0.02,0.06,0.38,1
138240,33472,8227,812032,714029,722159,282.269,1.88,0.0,0.28,1.88,0
138240,22563,18816,812032,722159,726135,41.310,0.27,0.0,0.04,0.27,1
51712,35200,35232,812032,726135,726135,21.247,0.05,0.0,0.02,0.05,1
122880,51616,51520,812032,726135,726135,27.559,0.02,0.0,0.03,0.02,1
129536,69952,68960,812032,726135,727223,32.660,0.17,0.0,0.03,0.17,1
127488,87392,84096,812032,727223,730591,39.531,0.25,0.02,0.04,0.27,1
133120,99456,68736,812032,730591,761687,45.552,0.2,0.05,0.05,0.25,1
124928,84096,49280,812032,761687,796943,39.684,0.23,0.02,0.04,0.25,1
127488,49280,33218,909824,796943,811637,278.026,1.88,0.0,0.28,1.88,0
132096,53698,30464,909824,811637,835357,57.116,0.36,0.0,0.06,0.36,1
