YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.543,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.890,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,496,1.190,0.0,0.0,0.00,0.0,1
1536,512,510,2048,496,470,3.163,0.0,0.0,0.00,0.0,0
2560,1534,480,2048,470,1035,1.397,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1035,2107,1.807,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2107,2542,4.454,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.970,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,2.942,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,4.156,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,4.933,0.0,0.0,0.01,0.0,1
8704,4064,3545,10752,5454,5831,11.151,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.968,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7983,6.193,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7983,11575,5.743,0.0,0.0,0.00,0.0,1
12800,5216,5184,18432,11575,11466,14.460,0.0,0.0,0.02,0.0,0
14336,10304,2656,18432,11466,16730,6.099,0.0,0.0,0.01,0.0,1
14848,2656,1105,27648,16730,18183,14.463,0.02,0.0,0.01,0.02,0
15360,7799,3456,27648,18183,19319,5.066,0.02,0.0,0.01,0.02,1
17920,11135,4512,27648,19319,22767,6.737,0.0,0.0,0.01,0.0,1
17920,14752,5312,27648,22767,27287,6.976,0.0,0.0,0.01,0.0,1
17920,5312,4779,38912,27287,27140,25.818,0.02,0.0,0.02,0.02,0
17920,15019,8192,38912,27140,32948,11.803,0.0,0.0,0.01,0.0,1
