YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.512,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.340,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,504,1.299,0.0,0.0,0.00,0.0,1
1536,512,511,2048,504,469,3.542,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1034,1.581,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1034,2106,2.050,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2106,2542,4.882,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.991,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.711,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.634,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,4.476,0.0,0.0,0.01,0.0,1
8704,4064,3545,10752,5454,5831,11.873,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,4.610,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,7.008,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7991,11575,6.574,0.0,0.0,0.01,0.0,1
12800,5248,5192,18432,11575,11458,15.408,0.0,0.0,0.02,0.0,0
14336,10312,2688,18432,11458,16738,6.626,0.02,0.0,0.01,0.02,1
14848,2688,1105,27648,16738,18183,15.012,0.0,0.0,0.02,0.0,0
15360,7799,3424,27648,18183,19319,4.761,0.0,0.0,0.01,0.0,1
17920,11103,4512,27648,19319,22767,6.677,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22767,27295,6.889,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27295,27139,24.676,0.0,0.0,0.02,0.0,0
17920,15019,8192,38912,27139,32955,13.458,0.02,0.0,0.01,0.02,1
17920,8192,2555,52736,32955,38477,27.118,0.05,0.0,0.03,0.05,0
20992,12283,9760,52736,38477,41085,10.031,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41085,47861,12.553,0.02,0.0,0.01,0.02,1
19968,12768,7122,69120,47861,52290,41.020,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52290,59538,13.123,0.02,0.0,0.01,0.02,1
23040,14336,14336,69120,59538,59538,9.287,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59538,66802,12.731,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66802,69106,52.452,0.08,0.0,0.05,0.08,0
25600,17865,6688,89600,69106,80498,17.104,0.02,0.02,0.02,0.04,1
27136,6688,0,111616,80498,86942,52.834,0.08,0.0,0.05,0.08,0
26112,8192,8224,111616,86942,86942,5.657,0.0,0.0,0.01,0.0,1
27648,17952,17888,111616,86942,86966,8.022,0.0,0.0,0.01,0.0,1
30720,27616,9760,111616,86966,105046,14.229,0.02,0.0,0.01,0.02,1
31232,9760,1007,142336,105046,111452,54.140,0.11,0.0,0.05,0.11,0
31744,12783,12832,142336,111452,111452,13.963,0.0,0.0,0.01,0.0,1
28672,24608,19968,142336,111452,116100,15.335,0.02,0.0,0.01,0.02,1
33280,28672,18176,142336,116100,126820,15.800,0.02,0.0,0.02,0.02,1
33280,18176,2724,174592,126820,141893,60.540,0.19,0.02,0.06,0.21,0
33280,11428,11264,174592,141893,142125,15.502,0.02,0.0,0.01,0.02,1
34816,21504,21536,174592,142125,142125,12.252,0.02,0.0,0.01,0.02,1
33280,31776,27136,174592,142125,146733,15.500,0.02,0.0,0.02,0.02,1
38912,33280,24512,174592,154925,163861,20.037,0.03,0.0,0.02,0.03,1
38912,24512,9586,208384,163861,174331,81.290,0.25,0.0,0.08,0.25,0
38912,15730,11488,208384,174331,178691,17.114,0.03,0.0,0.02,0.03,1
40448,18656,18656,208384,178691,178691,9.405,0.02,0.0,0.01,0.02,1
39936,25824,22944,208384,178691,181659,12.202,0.02,0.0,0.01,0.02,1
40960,30112,27680,208384,181659,184107,14.767,0.02,0.0,0.01,0.02,1
45056,34848,21600,208384,184107,197579,17.827,0.08,0.0,0.02,0.08,1
45056,21600,10683,244224,197579,207896,86.801,0.28,0.0,0.09,0.28,0
45056,19387,12736,244224,207896,214768,20.407,0.05,0.02,0.02,0.07,1
42496,21440,17504,244224,214768,218776,11.553,0.0,0.0,0.01,0.0,1
44032,27744,19072,244224,218776,227608,14.559,0.02,0.0,0.01,0.02,1
43520,29312,10336,247296,227608,246800,16.901,0.05,0.0,0.02,0.05,1
44032,10336,9186,289792,246800,247161,98.311,0.34,0.02,0.10,0.36000000000000004,0
44544,21474,12384,289792,247161,256505,22.849,0.09,0.0,0.02,0.09,1
43520,24672,12384,289792,256505,268977,13.739,0.02,0.0,0.01,0.02,1
44544,26208,13920,289792,268977,281433,14.647,0.02,0.0,0.01,0.02,1
44544,13920,5103,336384,281433,289548,102.117,0.56,0.0,0.10,0.56,0
43008,18927,13920,336384,289548,294764,22.168,0.11,0.02,0.02,0.13,1
44032,29280,28672,336384,294764,295420,15.587,0.02,0.0,0.02,0.02,1
47616,44032,15520,336384,295420,324332,21.960,0.22,0.03,0.02,0.25,1
48640,15520,3066,392192,324332,336034,101.319,0.64,0.02,0.10,0.66,0
49664,21498,18560,392192,352418,355554,23.726,0.06,0.02,0.02,0.08,1
44544,36992,30208,392192,355554,362338,18.772,0.11,0.02,0.02,0.13,1
50688,44544,14496,393216,362338,392922,22.518,0.14,0.0,0.02,0.14,1
50688,14496,5620,457216,392922,392784,155.050,1.02,0.0,0.15,1.02,0
49152,19956,14432,457216,392784,398520,25.968,0.12,0.0,0.03,0.12,1
50176,30304,30272,457216,398520,398520,15.183,0.02,0.0,0.02,0.02,1
47104,46144,37376,457216,398520,407344,22.710,0.08,0.03,0.02,0.11,1
55296,47104,24096,457216,407344,430824,22.487,0.09,0.03,0.02,0.12,1
55296,24096,0,521216,430824,454085,151.520,1.0,0.02,0.15,1.02,0
55296,11264,11392,521216,454085,454085,8.753,0.0,0.0,0.01,0.0,1
53248,22656,22624,521216,454085,454085,12.455,0.02,0.0,0.01,0.02,1
54784,35424,35456,521216,454085,454085,17.639,0.12,0.0,0.02,0.12,1
52224,48256,45056,521216,454085,457189,23.405,0.06,0.06,0.02,0.12,1
59392,52224,31168,521216,457189,478621,24.085,0.12,0.0,0.02,0.12,1
58880,38336,14496,521216,478621,502837,19.197,0.12,0.0,0.02,0.12,1
59392,14496,0,590848,502837,516354,169.215,1.06,0.0,0.17,1.06,0
59904,8192,8352,590848,516354,516354,7.350,0.0,0.0,0.01,0.0,1
60416,17568,9344,590848,516354,524666,10.052,0.02,0.0,0.01,0.02,1
59904,18560,9376,590848,524666,534002,10.844,0.02,0.0,0.01,0.02,1
60416,19616,10368,590848,534002,543346,11.155,0.0,0.0,0.01,0.0,1
57344,20608,10336,590848,543346,553730,11.847,0.02,0.0,0.01,0.02,1
58880,21600,11328,590848,553730,564114,12.510,0.02,0.0,0.01,0.02,1
54784,22592,11392,590848,564114,575538,13.390,0.02,0.0,0.01,0.02,1
56832,11392,0,654848,575538,585764,185.412,1.25,0.0,0.19,1.25,0
55296,12800,12928,654848,585764,585764,8.733,0.02,0.0,0.01,0.02,1
56832,27264,27296,654848,585764,585764,15.164,0.02,0.0,0.01,0.02,1
53248,41632,41632,654848,585764,585764,20.971,0.12,0.0,0.02,0.12,1
59392,51360,49664,654848,585764,587404,24.795,0.12,0.0,0.03,0.12,1
69120,59392,33024,654848,587404,614148,28.904,0.11,0.02,0.03,0.13,1
69120,43776,30048,654848,614148,628084,22.252,0.12,0.0,0.02,0.12,1
64512,40800,21600,654848,628084,647500,21.370,0.11,0.02,0.02,0.13,1
66048,21600,13262,733696,647500,654710,204.202,1.52,0.0,0.20,1.52,0
68608,27086,13952,733696,654710,668182,42.353,0.25,0.0,0.04,0.25,1
66560,27776,13952,733696,668182,682190,17.157,0.03,0.0,0.02,0.03,1
67584,29312,0,811008,714958,727268,276.578,1.8,0.0,0.28,1.8,0
65024,15360,15488,811008,727268,727268,13.705,0.02,0.0,0.01,0.02,1
67072,32384,32416,811008,727268,727268,18.638,0.05,0.0,0.02,0.05,1
62976,49312,49280,811008,727268,727268,24.477,0.03,0.0,0.03,0.03,1
70144,61056,45696,811008,727268,742844,28.443,0.14,0.0,0.03,0.14,1
74240,57472,40576,811008,742844,759972,27.303,0.12,0.0,0.03,0.12,1
35840,52352,23680,811008,759972,789012,26.285,0.09,0.03,0.03,0.12,1
35840,23680,1006,905216,789012,810555,269.956,1.91,0.02,0.27,1.93,0
73728,12782,11904,905216,810555,811611,41.359,0.25,0.0,0.04,0.25,1
74240,25216,13440,905216,811611,823571,16.084,0.02,0.0,0.02,0.02,1
71680,26752,13440,905216,823571,837051,16.887,0.06,0.0,0.02,0.06,1
30208,28288,14976,905216,837051,850547,19.005,0.02,0.0,0.02,0.02,1
70656,29824,15008,905216,850547,865595,18.368,0.03,0.0,0.02,0.03,1
34304,31904,16992,905216,865595,880651,18.975,0.05,0.0,0.02,0.05,1
71168,16992,0,992768,880651,896361,300.688,1.95,0.05,0.30,2.0,0
38400,18944,19104,992768,896361,896361,14.694,0.02,0.0,0.02,0.02,1
67072,38048,38048,992768,896361,896361,20.579,0.03,0.0,0.02,0.03,1
70656,55456,53248,992768,896361,898513,27.692,0.14,0.0,0.03,0.14,1
80384,70656,34080,992768,898513,935681,34.392,0.23,0.02,0.03,0.25,1
80896,53536,37056,992768,935681,952441,27.581,0.12,0.0,0.03,0.12,1
82432,56512,39008,992768,952441,970089,28.989,0.12,0.02,0.03,0.13999999999999999,1
