YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.505,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.876,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,504,1.074,0.0,0.0,0.00,0.0,1
1536,512,507,2048,504,473,3.139,0.0,0.0,0.00,0.0,0
2560,1531,480,2048,473,1038,1.354,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1038,2102,1.600,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2102,2542,4.310,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.867,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,2.642,0.02,0.0,0.00,0.02,1
6656,5600,3040,6144,3774,4614,3.264,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5462,3.766,0.02,0.0,0.00,0.02,1
8704,4064,3545,10752,5462,5831,11.124,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.767,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,6.158,0.02,0.0,0.01,0.02,1
12800,11232,5216,11776,7991,11583,5.241,0.0,0.0,0.01,0.0,1
12800,5216,5187,18432,11583,11463,15.098,0.0,0.0,0.01,0.0,0
14336,10307,2688,18432,11463,16735,6.699,0.02,0.0,0.01,0.02,1
14848,2688,1105,27648,16735,18183,14.337,0.02,0.0,0.01,0.02,0
15360,7799,3456,27648,18183,19311,4.860,0.0,0.0,0.01,0.0,1
17920,11135,4512,27648,19311,22759,7.108,0.0,0.0,0.01,0.0,1
17920,14752,5312,27648,22759,27287,7.007,0.0,0.0,0.01,0.0,1
17920,5312,4779,38912,27287,27140,26.044,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27140,32964,12.055,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32964,38488,35.667,0.06,0.0,0.04,0.06,0
20992,12283,9760,52736,38488,41088,10.194,0.02,0.0,0.01,0.02,1
19968,19488,12768,52736,41088,47864,13.992,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47864,52301,43.288,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52301,59541,14.256,0.02,0.0,0.01,0.02,1
23040,14336,14336,69120,59541,59541,10.278,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59541,66805,13.883,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66805,69117,51.166,0.08,0.0,0.05,0.08,0
27648,17865,11968,89600,69117,75157,16.217,0.0,0.0,0.02,0.0,1
28160,20160,14848,89600,75157,80525,14.781,0.02,0.0,0.01,0.02,1
28160,14848,3553,112128,80525,89528,73.830,0.09,0.0,0.07,0.09,0
29184,11745,10176,112128,89528,91184,13.329,0.0,0.0,0.01,0.0,1
30208,19904,19872,112128,91184,91184,9.981,0.0,0.0,0.01,0.0,1
29184,29600,23552,112128,91184,97264,17.143,0.02,0.0,0.02,0.02,1
34816,29184,19680,112128,97264,106944,13.947,0.02,0.0,0.01,0.02,1
34816,19680,14477,137728,106944,111753,53.237,0.14,0.0,0.05,0.14,0
34304,20109,14528,137728,111753,117489,14.385,0.02,0.0,0.01,0.02,1
35840,21184,16832,137728,117489,121929,9.904,0.02,0.0,0.01,0.02,1
36864,23488,18976,137728,121929,126497,10.505,0.02,0.0,0.01,0.02,1
37376,26656,14400,139264,126497,138929,12.766,0.02,0.0,0.01,0.02,1
37376,14400,13764,167936,138929,138970,66.749,0.11,0.0,0.07,0.11,0
35328,21444,7744,167936,138970,152954,18.274,0.02,0.0,0.02,0.02,1
36352,7744,0,194048,152954,160383,58.901,0.17,0.0,0.06,0.17,0
36864,8704,8800,194048,160383,160383,5.795,0.0,0.0,0.00,0.0,1
37376,19040,19008,194048,168575,168575,12.723,0.02,0.0,0.01,0.02,1
35328,29248,28160,194048,168575,169599,13.779,0.0,0.0,0.01,0.0,1
39424,35328,16832,194048,169599,188407,18.110,0.05,0.0,0.02,0.05,1
39424,16832,7020,232960,188407,193682,87.735,0.28,0.0,0.09,0.28,0
38400,14188,10272,232960,193682,197762,15.793,0.02,0.0,0.02,0.02,1
38912,18464,18496,232960,197762,197762,8.924,0.0,0.0,0.01,0.0,1
36352,26688,26624,232960,197762,197762,12.514,0.0,0.0,0.01,0.0,1
39424,32768,29696,232960,197762,200850,14.883,0.0,0.0,0.02,0.0,1
40960,35840,28704,232960,200850,208114,15.913,0.0,0.0,0.02,0.0,1
22016,33312,16928,232960,208114,224698,16.113,0.02,0.0,0.02,0.02,1
22016,16928,8110,274944,224698,232845,82.159,0.28,0.0,0.08,0.28,0
41984,12718,6432,274944,232845,239317,16.870,0.03,0.0,0.02,0.03,1
42496,11552,9792,274944,239317,241125,7.486,0.0,0.0,0.01,0.0,1
41472,14912,10304,274944,241125,245789,8.396,0.0,0.0,0.01,0.0,1
41984,16448,6208,274944,245789,256133,9.033,0.0,0.0,0.01,0.0,1
41472,12352,6176,274944,256133,262349,7.200,0.0,0.0,0.01,0.0,1
41984,6176,0,310272,262349,267927,92.110,0.5,0.0,0.09,0.5,0
40960,7168,7296,310272,267927,267927,5.292,0.0,0.0,0.01,0.0,1
41984,15488,15456,310272,267927,267927,8.128,0.0,0.0,0.01,0.0,1
40448,23648,23616,310272,267927,267927,11.316,0.0,0.0,0.01,0.0,1
41984,31296,24192,310272,267927,275207,14.271,0.02,0.0,0.01,0.02,1
45056,31872,23680,310272,275207,283511,14.883,0.0,0.0,0.02,0.0,1
45568,32384,24128,310272,283511,291815,15.378,0.02,0.0,0.01,0.02,1
44032,32832,17504,310272,291815,307351,16.355,0.03,0.02,0.02,0.05,1
45568,17504,13759,357376,307351,310259,101.442,0.61,0.02,0.10,0.63,0
47616,25535,11936,357376,310259,324251,23.977,0.12,0.0,0.02,0.12,1
46080,23712,11904,357376,324251,336203,12.849,0.02,0.0,0.01,0.02,1
47104,25216,11746,410112,352587,357235,142.532,0.75,0.02,0.14,0.77,0
48128,26082,14432,410112,357235,369171,26.347,0.14,0.0,0.03,0.14,1
45568,28768,28768,410112,369171,369171,14.668,0.02,0.0,0.01,0.02,1
48640,41568,35840,410112,369171,374907,19.627,0.22,0.0,0.02,0.22,1
55296,48640,24256,410112,374907,399731,23.128,0.11,0.02,0.02,0.13,1
56320,24256,13313,470528,399731,409821,136.272,0.86,0.02,0.14,0.88,0
57344,28673,24160,470528,409821,414533,29.036,0.14,0.0,0.03,0.14,1
53248,39520,39552,470528,414533,414533,19.695,0.11,0.02,0.02,0.13,1
58368,51328,42560,470528,414533,423357,23.757,0.12,0.0,0.02,0.12,1
62464,54336,39040,470528,423357,438925,25.127,0.14,0.0,0.03,0.14,1
