YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.377,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.458,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,88,512,1.349,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,512,1072,1.381,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1072,1495,4.758,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1495,2111,1.591,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2111,2679,2.327,0.0,0.0,0.00,0.0,1
7168,4576,2016,4096,2679,3767,3.578,0.0,0.0,0.00,0.0,1
7168,2016,2012,6656,3767,3682,8.706,0.0,0.0,0.01,0.0,0
8192,7132,3040,6656,3682,5330,4.642,0.0,0.0,0.00,0.0,1
8192,3040,2012,10752,5330,6318,8.597,0.0,0.0,0.01,0.0,0
10752,7132,4160,10752,6318,6846,5.102,0.0,0.0,0.01,0.0,1
11264,10304,5088,10752,6846,9366,7.208,0.0,0.0,0.01,0.0,1
11264,5088,3544,16384,9366,10585,15.315,0.0,0.0,0.02,0.0,0
15872,9688,4608,16384,10585,12721,6.617,0.0,0.0,0.01,0.0,1
15872,13312,7168,16384,12721,14681,7.627,0.0,0.0,0.01,0.0,1
15872,7168,5621,23552,14681,16143,17.627,0.0,0.0,0.02,0.0,0
20992,14325,5024,23552,16143,21863,9.822,0.0,0.0,0.01,0.0,1
20992,5024,2944,33792,21863,23298,24.019,0.02,0.0,0.02,0.02,0
20992,14720,6144,33792,23298,26298,10.302,0.0,0.0,0.01,0.0,1
20480,17920,9728,34304,26298,33850,14.364,0.0,0.0,0.02,0.0,1
20480,9728,9197,48640,33850,34181,36.725,0.06,0.0,0.04,0.06,0
25088,19949,10752,48640,34181,43533,16.092,0.0,0.0,0.02,0.0,1
25088,10752,4591,66560,43533,48491,41.237,0.05,0.0,0.04,0.05,0
25600,15343,15360,66560,48491,48491,13.998,0.0,0.0,0.01,0.0,1
28160,25600,17920,66560,48491,56251,16.644,0.03,0.0,0.02,0.03,1
34816,28160,17728,67072,56251,66851,20.870,0.03,0.0,0.02,0.03,1
34816,17728,17152,90112,66851,67064,62.297,0.09,0.0,0.06,0.09,0
36352,27904,20736,90112,67064,74392,21.702,0.02,0.0,0.02,0.02,1
38912,31488,21536,90112,74392,84496,19.650,0.03,0.0,0.02,0.03,1
38912,21536,13778,116224,84496,89842,54.985,0.16,0.0,0.06,0.16,0
41472,24530,18976,116224,89842,95554,19.896,0.05,0.0,0.02,0.05,1
43008,29728,21504,116224,95554,103858,16.470,0.03,0.02,0.02,0.05,1
43008,21504,9174,143360,103858,115884,59.238,0.14,0.0,0.06,0.14,0
44544,20950,16288,143360,115884,120716,16.922,0.03,0.0,0.02,0.03,1
43520,28064,28032,143360,120716,120716,14.471,0.02,0.0,0.01,0.02,1
46592,39296,34880,143360,120716,125236,20.086,0.03,0.0,0.02,0.03,1
50176,46144,34336,143360,125236,137172,25.618,0.03,0.0,0.03,0.03,1
50176,34336,28079,172032,137172,142939,67.933,0.19,0.0,0.07,0.19,0
28160,37295,18912,172032,151131,169915,25.142,0.03,0.0,0.03,0.03,1
28160,18912,12645,206848,169915,171652,85.611,0.22,0.0,0.09,0.22,0
49152,21861,15232,206848,171652,178468,19.566,0.03,0.02,0.02,0.05,1
51200,25984,25984,206848,178468,178468,12.796,0.0,0.0,0.01,0.0,1
50176,36736,36704,206848,178468,178468,17.770,0.08,0.0,0.02,0.08,1
54272,45408,39456,206848,178468,184508,20.625,0.09,0.0,0.02,0.09,1
57856,48160,28160,206848,184508,204724,23.050,0.06,0.02,0.02,0.08,1
59392,28160,25516,245760,204724,206759,87.850,0.34,0.0,0.09,0.34,0
60928,37292,19904,245760,206759,224559,25.662,0.09,0.0,0.03,0.09,1
59904,19904,0,288256,224559,244017,87.205,0.42,0.02,0.09,0.44,0
60416,13312,13472,288256,244017,244017,7.714,0.0,0.0,0.01,0.0,1
60416,26784,26752,288256,244017,244017,13.522,0.02,0.0,0.01,0.02,1
60928,42112,42080,288256,244017,244017,20.310,0.23,0.0,0.02,0.23,1
58368,57440,50688,288256,244017,250777,26.400,0.11,0.02,0.03,0.13,1
68096,58368,47136,288256,250777,262305,24.420,0.14,0.0,0.02,0.14,1
72704,54816,42528,288256,262305,274801,23.627,0.14,0.0,0.02,0.14,1
72704,42528,28475,333312,274801,288059,104.635,0.72,0.0,0.10,0.72,0
73728,36667,19072,333312,288059,306067,28.651,0.14,0.0,0.03,0.14,1
69632,27264,21888,333312,306067,311475,14.322,0.0,0.0,0.01,0.0,1
71680,21888,0,382976,311475,332854,113.272,0.7,0.0,0.11,0.7,0
73216,9728,9824,382976,332854,332854,6.780,0.02,0.0,0.01,0.02,1
32768,21088,21088,382976,349238,349238,18.434,0.11,0.0,0.02,0.11,1
70144,32352,32352,382976,349238,349238,16.495,0.03,0.02,0.02,0.05,1
71168,45152,45152,382976,349238,349238,21.840,0.12,0.0,0.02,0.12,1
68608,57952,57920,382976,349238,349238,27.881,0.12,0.0,0.03,0.12,1
76288,64576,64608,382976,349238,349238,29.564,0.11,0.02,0.03,0.13,1
79872,71264,61504,382976,349238,359102,31.606,0.14,0.02,0.03,0.16,1
43520,63552,41024,382976,359102,381902,29.806,0.11,0.02,0.03,0.13,1
