YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.392,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,72,1.117,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,72,512,1.398,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,512,1064,1.357,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1064,1496,4.558,0.02,0.0,0.01,0.02,0
3584,2048,480,3584,1496,2112,1.399,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2112,2680,2.063,0.0,0.0,0.00,0.0,1
7168,4576,2016,4096,2680,3776,3.284,0.0,0.0,0.00,0.0,1
7168,2016,2012,6656,3776,3676,8.606,0.0,0.0,0.01,0.0,0
8192,7132,3040,6656,3676,5324,4.691,0.0,0.0,0.01,0.0,1
8192,3040,2012,10752,5324,6310,9.150,0.0,0.0,0.01,0.0,0
10752,7132,4288,10752,6310,6734,4.662,0.0,0.0,0.00,0.0,1
11264,10432,5088,10752,6734,9094,5.478,0.0,0.0,0.00,0.0,1
11264,5088,3545,16384,9094,10576,12.403,0.0,0.0,0.01,0.0,0
13824,9689,5952,16384,10576,11352,5.497,0.0,0.0,0.01,0.0,1
14848,13120,7648,16384,11352,13384,5.958,0.0,0.0,0.01,0.0,1
18432,14816,7296,17920,13384,17512,8.944,0.02,0.0,0.01,0.02,1
18432,7296,6748,26112,17512,17897,24.998,0.02,0.0,0.02,0.02,0
19456,15452,4544,26112,17897,24745,10.109,0.0,0.0,0.01,0.0,1
19456,4544,3472,37376,24745,25667,21.906,0.0,0.0,0.02,0.0,0
20992,12176,5024,37376,25667,29203,8.439,0.0,0.0,0.01,0.0,1
21504,15808,9728,37376,29203,35155,11.422,0.0,0.0,0.01,0.0,1
21504,9728,7665,51712,35155,37031,33.011,0.03,0.0,0.03,0.03,0
26624,19441,11808,51712,37031,44831,16.933,0.02,0.0,0.02,0.02,1
26624,11808,4083,69120,44831,51341,42.368,0.03,0.0,0.04,0.03,0
28160,16883,15360,69120,51341,52893,15.413,0.02,0.0,0.02,0.02,1
32768,28160,12832,69120,52893,68477,21.322,0.05,0.0,0.02,0.05,1
32768,12832,12259,91648,68477,68700,53.002,0.05,0.0,0.05,0.05,0
33792,26595,19424,91648,68700,75996,20.646,0.03,0.0,0.02,0.03,1
43008,33760,14368,95744,75996,95644,24.482,0.03,0.0,0.02,0.03,1
43008,14368,12262,125952,95644,95269,64.486,0.12,0.0,0.06,0.12,0
43008,29670,17472,125952,95269,107733,26.154,0.05,0.0,0.03,0.05,1
47616,17472,0,158720,107733,124910,59.785,0.14,0.0,0.06,0.14,0
47616,20992,21056,158720,124910,124910,12.885,0.02,0.0,0.01,0.02,1
44544,42048,29184,158720,124910,137918,33.065,0.05,0.02,0.03,0.07,1
44544,44544,27592,195072,146110,158667,114.511,0.3,0.0,0.12,0.3,0
53760,42952,29760,195072,158667,172227,31.627,0.08,0.0,0.03,0.08,1
51200,45120,41984,195072,172227,175307,25.927,0.06,0.02,0.03,0.08,1
51200,41984,21965,234496,175307,194951,94.875,0.3,0.0,0.10,0.3,0
26112,31181,16672,234496,194951,209807,26.381,0.06,0.0,0.03,0.06,1
57856,25888,25824,234496,209807,209807,14.860,0.02,0.0,0.01,0.02,1
57856,36576,36608,234496,209807,209807,19.372,0.08,0.0,0.02,0.08,1
59392,47360,39968,234496,209807,217279,23.381,0.09,0.0,0.02,0.09,1
59392,39968,22431,274944,217279,234291,105.696,0.39,0.02,0.11,0.41000000000000003,0
35328,31135,26144,274944,234291,239499,25.901,0.08,0.0,0.03,0.08,1
61952,34848,34848,274944,239499,239499,15.857,0.0,0.0,0.02,0.0,1
62976,44064,39104,274944,239499,244555,19.800,0.08,0.0,0.02,0.08,1
64000,48320,42464,274944,244555,250499,22.817,0.11,0.0,0.02,0.11,1
67072,50144,34880,274944,250499,265947,24.561,0.12,0.0,0.02,0.12,1
67072,34880,25497,316416,265947,274590,100.143,0.69,0.02,0.10,0.71,0
65024,33177,20224,316416,274590,287886,26.076,0.14,0.0,0.03,0.14,1
66560,29440,16960,316416,287886,300510,15.000,0.02,0.0,0.01,0.02,1
66560,16960,523,363008,300510,316400,97.131,0.64,0.0,0.10,0.64,0
67072,9739,9344,363008,316400,316952,20.631,0.05,0.0,0.02,0.05,1
31232,20096,20096,363008,316952,316952,12.153,0.02,0.0,0.01,0.02,1
65024,30848,30848,363008,316952,316952,15.269,0.02,0.0,0.02,0.02,1
65536,43136,33888,363008,333336,342688,29.922,0.12,0.0,0.03,0.12,1
62976,46176,46144,363008,342688,342688,21.032,0.14,0.0,0.02,0.14,1
67584,55360,44640,363008,342688,353584,25.815,0.14,0.0,0.03,0.14,1
67584,44640,26535,411648,353584,362910,165.362,0.94,0.03,0.17,0.97,0
65024,35751,29728,411648,362910,369206,30.928,0.14,0.0,0.03,0.14,1
68608,39968,33440,411648,369206,375846,18.852,0.11,0.0,0.02,0.11,1
67072,43680,34816,411648,375846,384806,21.142,0.12,0.0,0.02,0.12,1
68096,46592,32352,411648,384806,399206,23.216,0.12,0.0,0.02,0.12,1
68096,32352,19393,462848,399206,411408,148.171,0.92,0.02,0.15,0.9400000000000001,0
66048,31169,19360,462848,411408,423504,31.753,0.14,0.0,0.03,0.14,1
67072,32672,25248,462848,423504,431112,16.723,0.03,0.0,0.02,0.03,1
