YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.517,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.935,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,496,1.414,0.0,0.0,0.00,0.0,1
1536,512,511,2048,496,469,3.114,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1030,1.510,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1030,2102,1.849,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2102,2542,5.147,0.02,0.0,0.00,0.02,0
5120,3072,1664,6144,2542,2542,1.666,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.171,0.02,0.0,0.00,0.02,1
6656,5600,3040,6144,3774,4614,3.154,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,3.864,0.02,0.0,0.00,0.02,1
8704,4064,3545,10752,5454,5831,11.216,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.471,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,5.917,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7991,11575,5.428,0.0,0.0,0.01,0.0,1
12800,5216,5197,18432,11575,11453,15.143,0.0,0.02,0.02,0.02,0
14336,10317,2656,18432,11453,16733,5.852,0.0,0.0,0.01,0.0,1
14848,2656,1105,27648,16733,18183,15.667,0.02,0.0,0.02,0.02,0
15360,7799,3424,27648,18183,19311,4.964,0.0,0.0,0.00,0.0,1
16896,11103,7648,27648,19311,19543,7.385,0.0,0.0,0.01,0.0,1
17920,16864,4800,27648,19543,27295,8.430,0.02,0.0,0.01,0.02,1
17920,4800,4249,39424,27295,27140,24.418,0.0,0.0,0.02,0.0,0
19456,13465,7648,39424,27140,31468,10.064,0.0,0.0,0.01,0.0,1
20480,18400,9696,40448,31468,40252,12.938,0.0,0.0,0.01,0.0,1
20480,9696,9681,54784,40252,39010,35.026,0.03,0.0,0.04,0.03,0
26624,20433,10784,54784,39010,48818,16.316,0.03,0.0,0.02,0.03,1
26624,10784,5098,73728,48818,54313,39.376,0.05,0.0,0.04,0.05,0
27648,17386,12320,73728,54313,59497,15.540,0.02,0.0,0.02,0.02,1
26112,24608,16896,73728,59497,67273,18.369,0.03,0.03,0.02,0.06,1
26112,16896,10219,95232,67273,73703,59.841,0.05,0.02,0.06,0.07,0
31744,19435,9248,95232,73703,84095,16.330,0.0,0.0,0.02,0.0,1
32768,9248,0,116224,84095,91075,63.084,0.06,0.02,0.06,0.08,0
32768,11264,11296,116224,91075,91075,7.875,0.0,0.0,0.01,0.0,1
31232,22560,21504,116224,91075,92115,12.045,0.02,0.0,0.01,0.02,1
34816,31232,20064,116224,92115,103499,15.375,0.02,0.0,0.01,0.02,1
34816,20064,7188,144384,103499,116051,52.854,0.11,0.0,0.05,0.11,0
37888,16916,16992,144384,116051,116051,13.754,0.0,0.0,0.01,0.0,1
38400,27744,27648,144384,116051,116091,13.267,0.02,0.0,0.01,0.02,1
40448,38400,31264,144384,116091,123403,18.205,0.06,0.0,0.02,0.06,1
45056,39456,29696,144384,123403,133267,17.507,0.06,0.0,0.02,0.06,1
45056,29696,18336,174592,133267,144204,62.625,0.17,0.0,0.06,0.17,0
47616,26528,20064,174592,144204,150868,20.437,0.08,0.0,0.02,0.08,1
48640,29792,23296,174592,159060,165684,18.014,0.08,0.0,0.02,0.08,1
48640,23296,10360,205824,165684,174132,81.948,0.23,0.02,0.08,0.25,0
47616,20088,20160,205824,174132,174132,16.823,0.02,0.0,0.02,0.02,1
49152,31424,31456,205824,174132,174132,15.706,0.02,0.0,0.02,0.02,1
47104,42720,40960,205824,174132,175820,21.759,0.05,0.03,0.02,0.08,1
53760,47104,41408,205824,175820,181660,21.519,0.05,0.0,0.02,0.05,1
58368,47552,33952,205824,181660,195436,22.040,0.09,0.0,0.02,0.09,1
58368,33952,23548,240640,195436,205330,78.210,0.25,0.05,0.08,0.3,0
59392,29692,14624,240640,205330,220770,21.501,0.02,0.09,0.02,0.11,1
57344,20768,12320,240640,220770,229258,10.594,0.0,0.02,0.01,0.02,1
58368,12320,491,280064,229258,240612,83.827,0.3,0.03,0.08,0.32999999999999996,0
59392,8683,8320,280064,240612,241148,15.831,0.03,0.0,0.02,0.03,1
55808,16512,16480,280064,241148,241148,9.006,0.02,0.0,0.01,0.02,1
57856,25696,25664,280064,241148,241148,12.746,0.0,0.0,0.01,0.0,1
57856,34880,26688,280064,241148,249452,17.456,0.03,0.0,0.02,0.03,1
57856,37440,29248,280064,249452,257772,17.999,0.06,0.0,0.02,0.06,1
59392,40000,30784,280064,257772,267108,18.947,0.09,0.0,0.02,0.09,1
59392,30784,17330,321536,267108,279894,104.542,0.48,0.0,0.11,0.48,0
59904,29106,19008,321536,279894,290238,25.036,0.12,0.0,0.03,0.12,1
56832,30784,23680,321536,290238,297518,15.523,0.02,0.0,0.01,0.02,1
58368,37504,25728,321536,297518,309470,18.936,0.11,0.0,0.02,0.11,1
58368,25728,13270,366080,309470,321235,98.577,0.67,0.0,0.10,0.67,0
54784,27094,20832,366080,321235,327779,26.562,0.11,0.02,0.03,0.13,1
56832,36192,36192,366080,344163,344163,25.138,0.12,0.0,0.03,0.12,1
53760,51552,44544,366080,344163,351123,24.287,0.11,0.02,0.02,0.13,1
53760,44544,21455,411136,351123,365693,151.935,0.91,0.06,0.15,0.97,0
30720,30671,21376,411136,365693,375245,28.622,0.12,0.0,0.03,0.12,1
59392,30592,30624,411136,375245,375245,14.798,0.02,0.0,0.01,0.02,1
60416,40864,40864,411136,375245,375245,18.887,0.11,0.0,0.02,0.11,1
60416,51104,47584,411136,375245,378789,23.161,0.12,0.0,0.02,0.12,1
65024,54752,36960,411136,378789,396821,24.519,0.12,0.0,0.02,0.12,1
65024,36960,22437,461312,396821,410641,136.957,0.97,0.02,0.14,0.99,0
64000,29605,18560,461312,410641,422009,29.518,0.12,0.0,0.03,0.12,1
65024,26752,19616,461312,422009,429217,13.707,0.02,0.0,0.01,0.02,1
64512,27808,16480,461312,429217,440665,14.034,0.02,0.0,0.01,0.02,1
65024,26208,9888,461312,440665,457233,13.838,0.02,0.0,0.01,0.02,1
65024,9888,5098,518144,457233,461132,148.831,0.95,0.02,0.15,0.97,0
