YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.506,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.841,0.0,0.0,0.00,0.0,1
1536,1536,496,1024,80,520,1.080,0.0,0.0,0.00,0.0,1
2560,1520,480,1536,520,1064,1.522,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1064,1495,4.106,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1495,2111,1.280,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2111,2679,2.294,0.0,0.0,0.00,0.0,1
7168,4576,2016,4096,2679,3767,2.611,0.0,0.0,0.00,0.0,1
7168,2016,2012,6656,3767,3683,6.261,0.0,0.0,0.01,0.0,0
8192,7132,3040,6656,3683,5331,4.763,0.0,0.0,0.01,0.0,1
8192,3040,2012,10240,5331,6319,8.415,0.0,0.0,0.01,0.0,0
11264,7132,4224,10240,6319,6815,4.702,0.0,0.0,0.00,0.0,1
11776,10880,5088,10240,6815,9639,6.037,0.02,0.0,0.01,0.02,1
11776,5088,4439,15360,9639,9957,13.656,0.0,0.0,0.01,0.0,0
15872,11095,5408,15360,9957,12501,7.390,0.0,0.0,0.01,0.0,1
16384,14112,7680,15360,12501,14725,7.443,0.02,0.0,0.01,0.02,1
16384,7680,7154,22528,14725,15138,18.766,0.0,0.0,0.02,0.0,0
21504,15858,5056,22528,15138,22418,9.907,0.0,0.0,0.01,0.0,1
21504,5056,4990,32768,22418,21780,22.454,0.02,0.0,0.02,0.02,0
21504,16766,6112,32768,21780,26836,8.794,0.02,0.0,0.01,0.02,1
21504,6112,468,45568,26836,32392,25.123,0.0,0.0,0.02,0.0,0
23552,12244,10240,45568,32392,32552,10.575,0.0,0.0,0.01,0.0,1
25088,23552,11744,45568,32552,44528,15.935,0.0,0.0,0.02,0.0,1
25088,11744,9613,63488,44528,45411,38.312,0.03,0.0,0.04,0.03,0
33280,22925,13344,63488,45411,55179,19.605,0.02,0.02,0.02,0.04,1
33280,13344,5106,84992,55179,63201,44.057,0.08,0.0,0.04,0.08,0
34304,19954,19456,84992,63201,63721,17.792,0.0,0.02,0.02,0.02,1
39424,34304,14880,84992,63721,83457,24.726,0.02,0.02,0.03,0.04,1
39424,14880,14826,109568,83457,81072,68.122,0.09,0.0,0.07,0.09,0
40448,31210,24032,109568,81072,88392,20.015,0.02,0.0,0.02,0.02,1
50176,40416,16448,113152,88392,112720,24.498,0.02,0.0,0.02,0.02,1
50176,16448,15842,148992,112720,112764,65.351,0.12,0.0,0.07,0.12,0
50176,35298,30720,148992,112764,117468,26.506,0.03,0.0,0.03,0.03,1
60928,50176,19520,148992,117468,148604,29.100,0.05,0.02,0.03,0.07,1
60928,19520,18916,193024,148604,148541,73.533,0.16,0.0,0.07,0.16,0
60928,42468,37344,193024,148541,162109,28.877,0.02,0.0,0.03,0.02,1
72704,60896,23648,193024,162109,191573,33.857,0.05,0.0,0.03,0.05,1
74752,23648,17897,244224,191573,192516,90.842,0.31,0.0,0.09,0.31,0
76800,47081,29312,244224,192516,210692,30.317,0.12,0.0,0.03,0.12,1
81408,29312,0,294400,210692,239561,90.135,0.36,0.02,0.09,0.38,0
81920,33280,33408,294400,239561,239561,20.409,0.09,0.0,0.02,0.09,1
74240,66688,50688,294400,239561,255705,35.688,0.22,0.02,0.04,0.24,1
88064,74240,47968,294400,255705,282505,42.868,0.12,0.03,0.04,0.15,1
88064,47968,35479,353280,282505,294102,111.965,0.78,0.0,0.11,0.78,0
89088,59031,59264,353280,310486,310486,39.781,0.22,0.02,0.04,0.24,1
96256,79232,76288,353280,310486,313366,37.896,0.27,0.0,0.04,0.27,1
108544,96256,61824,353280,313366,348342,49.763,0.34,0.0,0.05,0.34,1
108544,61824,48265,419328,348342,352903,174.337,0.98,0.0,0.17,0.98,0
54272,67209,34912,419328,352903,385911,53.706,0.28,0.0,0.05,0.28,1
