YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.396,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,0.963,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,496,1.238,0.0,0.0,0.00,0.0,1
1536,512,509,2048,496,471,3.585,0.0,0.0,0.00,0.0,0
2560,1533,480,2048,471,1027,1.375,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1027,2099,1.786,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2099,2542,4.358,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.860,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.040,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.624,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,4.861,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,11.477,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.938,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,5.779,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7991,11575,5.579,0.0,0.0,0.01,0.0,1
12800,5216,5193,18432,11575,11457,16.129,0.0,0.0,0.02,0.0,0
14336,10313,2688,18432,11457,16729,6.647,0.02,0.0,0.01,0.02,1
14848,2688,1105,27648,16729,18183,14.981,0.02,0.0,0.02,0.02,0
15360,7799,3424,27648,18183,19319,5.496,0.0,0.0,0.01,0.0,1
17920,11103,4512,27648,19319,22767,7.967,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22767,27295,7.842,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27295,27140,24.900,0.03,0.0,0.02,0.03,0
17920,15019,8192,38912,27140,32956,12.497,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32956,38481,27.720,0.02,0.0,0.03,0.02,0
20992,12283,9760,52736,38481,41081,9.382,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41081,47849,12.531,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47849,52293,41.388,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52293,59533,13.069,0.0,0.0,0.01,0.0,1
23040,14336,14336,69120,59533,59533,10.557,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59533,66797,13.874,0.0,0.0,0.01,0.0,1
25088,13824,11209,89600,66797,69109,51.124,0.09,0.0,0.05,0.09,0
25600,17865,6688,89600,69109,80509,17.941,0.03,0.0,0.02,0.03,1
27136,6688,0,111616,80509,86945,55.230,0.09,0.0,0.06,0.09,0
26112,8192,8256,111616,86945,86945,6.154,0.0,0.0,0.01,0.0,1
