YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.332,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.933,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,496,1.310,0.0,0.0,0.00,0.0,1
1536,512,510,2048,496,470,3.296,0.0,0.0,0.00,0.0,0
2560,1534,480,2048,470,1030,1.409,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1030,2102,1.914,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2102,2542,4.825,0.0,0.0,0.00,0.0,0
5120,3072,1696,6144,2542,2542,2.123,0.0,0.0,0.00,0.0,1
5632,4768,2016,6144,2542,3774,3.200,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4606,3.815,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5446,4.717,0.0,0.0,0.01,0.0,1
8704,4064,3545,10752,5446,5831,12.103,0.02,0.0,0.01,0.02,0
9728,8013,5088,10752,5831,6615,3.873,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,5.795,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7991,11583,5.499,0.0,0.0,0.01,0.0,1
12800,5216,5190,18432,11583,11460,14.417,0.0,0.0,0.01,0.0,0
14336,10310,2688,18432,11460,16732,6.258,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16732,18183,14.136,0.02,0.0,0.01,0.02,0
15360,7799,3424,27648,18183,19311,4.894,0.0,0.0,0.00,0.0,1
17920,11103,4480,27648,19311,22759,6.532,0.0,0.0,0.01,0.0,1
17920,14720,5344,27648,22759,27279,6.832,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27279,27140,25.281,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27140,32964,12.007,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32964,38486,26.877,0.0,0.0,0.03,0.0,0
20992,12283,9760,52736,38486,41094,10.578,0.02,0.0,0.01,0.02,1
19968,19488,12768,52736,41094,47870,13.376,0.02,0.0,0.01,0.02,1
19968,12768,7122,69120,47870,52299,48.533,0.05,0.0,0.05,0.05,0
24576,14290,7168,69120,52299,59539,12.826,0.0,0.0,0.01,0.0,1
23040,14336,14336,69120,59539,59539,10.348,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59539,66795,13.603,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66795,69115,49.733,0.05,0.0,0.05,0.05,0
27648,17865,11936,89600,69115,75163,16.008,0.02,0.0,0.02,0.02,1
28160,20128,14848,89600,75163,80523,13.908,0.0,0.0,0.01,0.0,1
28160,14848,3553,112128,80523,89527,61.836,0.09,0.0,0.06,0.09,0
29184,11745,10176,112128,89527,91167,11.546,0.0,0.0,0.01,0.0,1
30208,19904,19904,112128,91167,91167,10.341,0.02,0.0,0.01,0.02,1
29184,29632,23552,112128,91167,97271,16.619,0.03,0.0,0.02,0.03,1
34816,29184,19648,112128,97271,106975,16.459,0.03,0.0,0.02,0.03,1
34816,19648,14451,137728,106975,111778,60.561,0.14,0.0,0.06,0.14,0
34304,20083,10176,137728,111778,121906,16.583,0.03,0.0,0.02,0.03,1
35840,16832,12320,137728,121906,126482,8.970,0.0,0.0,0.01,0.0,1
7680,12320,987,166400,126482,137470,55.797,0.17,0.05,0.05,0.22000000000000003,0
34304,7643,7424,166400,137470,137734,12.625,0.0,0.0,0.01,0.0,1
34816,15104,15104,166400,137734,137734,9.406,0.0,0.0,0.01,0.0,1
33280,22784,22752,166400,137734,137734,11.423,0.02,0.0,0.01,0.02,1
35840,29408,28672,166400,137734,138494,14.707,0.0,0.0,0.02,0.0,1
38400,35328,28672,166400,138494,145238,23.440,0.06,0.0,0.02,0.06,1
41472,33792,18464,169472,153430,168990,24.948,0.05,0.0,0.03,0.05,1
41472,18464,13742,202752,168990,169076,95.442,0.12,0.0,0.10,0.12,0
40448,18862,8768,202752,169076,179388,19.841,0.03,0.02,0.02,0.05,1
40960,14912,11296,202752,179388,183052,9.260,0.0,0.0,0.01,0.0,1
37888,17440,12320,202752,183052,188228,9.529,0.0,0.0,0.01,0.0,1
39424,19488,7200,202752,188228,200644,11.838,0.0,0.0,0.01,0.0,1
39424,7200,4579,239616,200644,202687,82.421,0.22,0.0,0.08,0.22,0
38400,11747,7232,239616,202687,207359,17.113,0.02,0.0,0.02,0.02,1
39424,15424,8256,239616,207359,214623,10.271,0.02,0.0,0.01,0.02,1
38912,16448,8256,239616,214623,222919,10.410,0.02,0.0,0.01,0.02,1
39424,17984,9792,239616,222919,231231,12.494,0.0,0.0,0.01,0.0,1
39424,9792,1020,277504,231231,239404,96.600,0.47,0.0,0.10,0.47,0
37376,10748,9856,277504,239404,240468,21.585,0.09,0.0,0.02,0.09,1
