YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.347,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,0.919,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,504,1.167,0.0,0.0,0.00,0.0,1
1536,512,511,2048,504,469,3.560,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1033,1.444,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1033,2097,2.155,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2097,2542,5.016,0.0,0.0,0.01,0.0,0
5120,3072,1664,6144,2542,2542,2.224,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.949,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4606,3.750,0.02,0.0,0.00,0.02,1
8704,6624,4064,6144,4606,5454,4.556,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,14.868,0.02,0.0,0.01,0.02,0
9728,8013,5088,10752,5831,6615,5.452,0.02,0.0,0.01,0.02,1
11264,9696,6112,10752,6615,7983,5.887,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7983,11567,5.670,0.0,0.0,0.01,0.0,1
12800,5248,5195,18432,11567,11455,15.236,0.0,0.0,0.02,0.0,0
14336,10315,2656,18432,11455,16727,6.522,0.0,0.0,0.01,0.0,1
14848,2656,1105,27648,16727,18183,14.742,0.0,0.0,0.01,0.0,0
15360,7799,3456,27648,18183,19311,4.836,0.0,0.0,0.00,0.0,1
17920,11135,4480,27648,19311,22759,6.764,0.0,0.0,0.01,0.0,1
17920,14720,5312,27648,22759,27279,7.341,0.0,0.0,0.01,0.0,1
17920,5312,4779,38912,27279,27140,25.655,0.0,0.0,0.03,0.0,0
17920,15019,8192,38912,27140,32956,11.716,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32956,38485,27.908,0.05,0.0,0.03,0.05,0
20992,12283,9760,52736,38485,41093,9.734,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41093,47861,13.250,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47861,52297,42.385,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52297,59537,13.710,0.0,0.0,0.01,0.0,1
23040,14336,14336,69120,59537,59537,10.036,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59537,66793,14.928,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66793,69114,51.916,0.06,0.0,0.05,0.06,0
27648,17865,11968,89600,69114,75146,15.643,0.02,0.0,0.01,0.02,1
28160,20160,14880,89600,75146,80514,13.976,0.0,0.0,0.01,0.0,1
28160,14880,3553,112128,80514,89525,65.118,0.09,0.0,0.07,0.09,0
29184,11745,10144,112128,89525,91181,11.380,0.0,0.0,0.01,0.0,1
30208,19872,19904,112128,91181,91181,10.347,0.02,0.0,0.01,0.02,1
29184,29632,23552,112128,91181,97269,15.991,0.0,0.0,0.02,0.0,1
34816,29184,19648,112128,97269,106973,15.732,0.0,0.0,0.02,0.0,1
34816,19648,14453,137728,106973,111773,52.167,0.14,0.0,0.05,0.14,0
34304,20085,10176,137728,111773,121917,15.144,0.02,0.0,0.01,0.02,1
35840,16832,12320,137728,121917,126493,8.319,0.0,0.0,0.01,0.0,1
7680,12320,987,166400,126493,137469,57.664,0.14,0.02,0.06,0.16,0
34304,7643,7456,166400,137469,137701,12.806,0.02,0.0,0.01,0.02,1
34816,15136,15168,166400,137701,137701,8.959,0.0,0.0,0.01,0.0,1
33280,22848,22816,166400,137701,137701,11.712,0.02,0.0,0.01,0.02,1
35840,29472,28704,166400,137701,138493,13.484,0.02,0.0,0.01,0.02,1
38400,35360,28672,166400,138493,145237,17.731,0.03,0.0,0.02,0.03,1
41472,33792,18464,169472,153429,168981,21.477,0.06,0.0,0.02,0.06,1
41472,18464,13742,202752,168981,169075,86.384,0.23,0.0,0.09,0.23,0
40448,18862,8960,202752,169075,179227,17.329,0.06,0.02,0.02,0.08,1
40960,15104,11296,202752,179227,183059,8.176,0.0,0.0,0.01,0.0,1
37888,17440,12352,202752,183059,188235,9.053,0.0,0.0,0.01,0.0,1
39424,19520,7232,202752,188235,200659,10.613,0.0,0.0,0.01,0.0,1
39424,7232,4579,239616,200659,202686,75.169,0.19,0.0,0.08,0.19,0
38400,11747,7264,239616,202686,207350,17.734,0.0,0.0,0.02,0.0,1
39424,15456,8288,239616,207350,214614,9.347,0.0,0.0,0.01,0.0,1
38912,16480,8288,239616,214614,222926,10.857,0.0,0.0,0.01,0.0,1
39424,18016,9792,239616,222926,231230,11.177,0.0,0.0,0.01,0.0,1
39424,9792,1016,277504,231230,239407,90.652,0.36,0.0,0.09,0.36,0
37376,10744,9824,277504,239407,240479,17.386,0.03,0.0,0.02,0.03,1
38400,21088,21056,277504,240479,240479,12.074,0.02,0.0,0.01,0.02,1
36352,32320,29184,277504,240479,243591,16.297,0.0,0.0,0.02,0.0,1
41984,36352,17248,277504,243591,263047,17.265,0.06,0.02,0.02,0.08,1
41984,17248,2299,321536,263047,277415,93.118,0.47,0.05,0.09,0.52,0
39936,9467,8768,321536,277415,278247,16.811,0.02,0.0,0.02,0.02,1
40960,16960,16960,321536,278247,278247,8.974,0.0,0.0,0.01,0.0,1
38400,25152,25152,321536,278247,278247,12.310,0.0,0.0,0.01,0.0,1
40960,31808,30272,321536,278247,279807,14.805,0.02,0.0,0.02,0.02,1
43008,36928,29760,321536,279807,287087,16.945,0.03,0.0,0.02,0.03,1
24064,34880,18528,321536,287087,303671,16.429,0.03,0.0,0.02,0.03,1
44544,18528,0,369152,303671,321512,101.321,0.64,0.02,0.10,0.66,0
44544,6144,6240,369152,321512,321512,4.289,0.0,0.0,0.01,0.0,1
42496,12384,12384,369152,321512,321512,7.249,0.0,0.0,0.01,0.0,1
44032,19552,13440,369152,321512,327728,10.299,0.0,0.0,0.01,0.0,1
40960,20608,14432,369152,327728,333960,10.692,0.0,0.0,0.01,0.0,1
24064,22624,15456,369152,350344,357608,19.789,0.05,0.0,0.02,0.05,1
41472,15456,0,412160,357608,364359,140.090,0.78,0.0,0.14,0.78,0
41472,9216,9344,412160,364359,364359,8.284,0.02,0.0,0.01,0.02,1
41984,18560,18560,412160,364359,364359,10.090,0.02,0.0,0.01,0.02,1
41984,28800,28736,412160,364359,364359,14.810,0.02,0.0,0.01,0.02,1
39936,38976,34816,412160,364359,368487,18.338,0.11,0.02,0.02,0.13,1
46080,39936,23712,412160,368487,385031,18.314,0.11,0.02,0.02,0.13,1
45568,28832,10304,412160,385031,403783,13.800,0.02,0.0,0.02,0.02,1
