YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.387,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,92,0.878,0.0,0.0,0.00,0.0,1
1536,1536,512,512,92,508,1.342,0.0,0.0,0.00,0.0,1
1536,512,500,2048,508,479,3.318,0.0,0.0,0.00,0.0,0
2560,1524,480,2048,479,1032,1.323,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1032,2096,2.120,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2096,2542,4.434,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,2.131,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.299,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.937,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5462,4.326,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5462,5831,12.465,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,4.160,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,7.247,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7991,11583,6.144,0.0,0.0,0.01,0.0,1
12800,5216,5189,18432,11583,11461,15.346,0.0,0.0,0.02,0.0,0
14336,10309,2688,18432,11461,16733,6.663,0.02,0.0,0.01,0.02,1
14848,2688,1105,27648,16733,18183,14.828,0.0,0.0,0.02,0.0,0
15360,7799,3424,27648,18183,19311,4.703,0.0,0.0,0.00,0.0,1
17920,11103,4512,27648,19311,22759,6.689,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22759,27279,7.340,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27279,27139,25.405,0.0,0.0,0.03,0.0,0
17920,15019,8192,38912,27139,32963,11.993,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32963,38483,26.613,0.0,0.0,0.03,0.0,0
20992,12283,9760,52736,38483,41091,9.615,0.0,0.0,0.01,0.0,1
