YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.210,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,0.994,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,88,512,1.242,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,512,1064,1.173,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1064,1496,4.101,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1496,2112,1.195,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2112,2680,2.432,0.0,0.0,0.00,0.0,1
7168,4576,2016,4096,2680,3768,2.524,0.0,0.0,0.00,0.0,1
7168,2016,2012,6656,3768,3683,6.320,0.0,0.0,0.01,0.0,0
8192,7132,3040,6656,3683,5331,4.489,0.02,0.0,0.00,0.02,1
8192,3040,2012,10752,5331,6318,7.282,0.0,0.0,0.01,0.0,0
10752,7132,4192,10752,6318,6846,3.912,0.02,0.0,0.00,0.02,1
11264,10336,5088,10752,6846,9366,5.138,0.0,0.0,0.00,0.0,1
11264,5088,3545,16384,9366,10585,12.927,0.02,0.0,0.01,0.02,0
15872,9689,4608,16384,10585,12721,6.026,0.0,0.0,0.01,0.0,1
15872,13312,7168,16384,12721,14689,6.230,0.02,0.0,0.01,0.02,1
15872,7168,5620,23552,14689,16144,16.039,0.02,0.0,0.02,0.02,0
20992,14324,5024,23552,16144,21864,9.026,0.0,0.0,0.01,0.0,1
20992,5024,2945,33792,21864,23299,21.280,0.03,0.0,0.02,0.03,0
20992,14721,6144,33792,23299,26299,8.380,0.0,0.0,0.01,0.0,1
21504,17920,9728,33792,26299,32155,13.352,0.0,0.0,0.01,0.0,1
21504,9728,8175,47104,32155,33541,29.262,0.02,0.0,0.03,0.02,0
25088,19951,11776,47104,33541,41853,14.444,0.0,0.02,0.01,0.02,1
25088,11776,5614,64000,41853,46829,37.000,0.03,0.0,0.04,0.03,0
26624,17390,15360,64000,46829,48901,16.258,0.02,0.0,0.02,0.02,1
29696,26624,11296,64512,48901,64477,17.773,0.03,0.0,0.02,0.03,1
29696,11296,11235,87040,64477,64190,48.034,0.08,0.0,0.05,0.08,0
28160,22499,18944,87040,64190,67822,20.051,0.03,0.0,0.02,0.03,1
32768,28160,9216,87040,67822,87030,20.088,0.03,0.0,0.02,0.03,1
32768,9216,9198,113664,87030,84611,70.000,0.09,0.0,0.07,0.09,0
30720,18414,9248,113664,84611,93899,15.301,0.02,0.0,0.02,0.02,1
32256,20512,20480,113664,93899,93899,11.770,0.0,0.0,0.01,0.0,1
31232,31744,24064,113664,93899,101667,16.704,0.05,0.0,0.02,0.05,1
31232,24064,12263,143872,101667,113195,62.898,0.14,0.0,0.06,0.14,0
37888,19431,10752,143872,113195,122051,16.724,0.02,0.0,0.02,0.02,1
37376,17920,17920,143872,122051,122051,8.862,0.0,0.0,0.01,0.0,1
37888,26112,22528,143872,122051,125691,11.916,0.02,0.0,0.01,0.02,1
39424,30720,23616,143872,125691,132955,14.072,0.02,0.0,0.02,0.02,1
39424,23616,12212,175616,132955,143839,59.187,0.19,0.0,0.06,0.19,0
41472,19892,11840,175616,143839,152119,18.116,0.03,0.0,0.02,0.03,1
38400,19520,15392,175616,152119,156263,10.159,0.02,0.0,0.01,0.02,1
39936,24608,9170,208384,164455,175460,84.788,0.28,0.0,0.09,0.28,0
41472,19922,15296,208384,175460,180260,20.027,0.06,0.02,0.02,0.08,1
39936,26048,26080,208384,180260,180260,13.633,0.0,0.0,0.01,0.0,1
42496,36320,31808,208384,180260,184804,16.673,0.08,0.0,0.02,0.08,1
46080,42048,31328,208384,184804,195700,20.175,0.06,0.0,0.02,0.06,1
46080,31328,18367,242688,195700,208128,82.860,0.27,0.02,0.08,0.29000000000000004,0
49152,27583,15360,242688,208128,220624,22.808,0.09,0.02,0.02,0.11,1
45056,24576,18528,242688,220624,226800,12.623,0.02,0.0,0.01,0.02,1
47104,29280,20064,242688,226800,236144,14.205,0.02,0.0,0.01,0.02,1
47104,20064,13264,281088,236144,242322,92.663,0.34,0.0,0.09,0.34,0
44032,24016,18144,281088,242322,248450,23.475,0.11,0.02,0.02,0.13,1
46080,30432,30368,281088,248450,248450,15.693,0.02,0.0,0.01,0.02,1
46592,42656,35360,281088,248450,255834,20.433,0.11,0.0,0.02,0.11,1
50688,45088,34432,281088,255834,266746,21.129,0.08,0.0,0.02,0.08,1
51712,44160,19552,291840,266746,291650,21.561,0.02,0.0,0.02,0.02,1
53248,19552,18886,337920,291650,291330,107.592,0.67,0.0,0.11,0.67,0
54784,31686,12928,337920,291330,310522,27.066,0.11,0.02,0.03,0.13,1
54784,25728,12896,337920,310522,323522,14.150,0.02,0.0,0.01,0.02,1
55808,12896,0,388096,323522,335755,104.125,0.64,0.0,0.11,0.64,0
55808,14848,14976,388096,335755,335755,9.021,0.02,0.0,0.01,0.02,1
56832,31872,31872,388096,352139,352139,23.976,0.03,0.0,0.03,0.03,1
53248,48768,42496,388096,352139,358379,23.665,0.05,0.02,0.02,0.07,1
36352,53248,25504,388096,358379,386635,24.415,0.09,0.03,0.02,0.12,1
36352,25504,15572,446976,386635,387636,158.104,1.02,0.0,0.16,1.02,0
57856,26324,18272,446976,387636,396004,28.606,0.14,0.0,0.03,0.14,1
59392,30560,30464,446976,396004,396004,15.120,0.02,0.0,0.02,0.02,1
56320,42752,42816,446976,396004,396004,20.034,0.12,0.0,0.02,0.12,1
60928,52032,44608,446976,396004,403484,23.188,0.11,0.02,0.02,0.13,1
64000,53824,30816,446976,403484,426812,24.912,0.05,0.08,0.02,0.13,1
65536,30816,10188,509440,426812,446627,154.613,1.12,0.02,0.15,1.1400000000000001,0
67072,22476,15072,509440,446627,454283,29.598,0.14,0.0,0.03,0.14,1
64000,27360,24704,509440,454283,457011,14.806,0.02,0.0,0.01,0.02,1
41472,39040,26784,509440,457011,469467,19.881,0.08,0.05,0.02,0.13,1
63488,41120,28768,509440,469467,481923,20.783,0.08,0.05,0.02,0.13,1
64512,45152,30848,509440,481923,496459,22.486,0.11,0.02,0.02,0.13,1
64512,30848,16856,574464,496459,509430,178.672,1.16,0.02,0.18,1.18,0
65536,33240,16544,574464,509430,526518,37.275,0.23,0.0,0.04,0.23,1
65536,34976,34912,574464,526518,526518,18.870,0.14,0.0,0.02,0.14,1
67072,53344,37024,574464,526518,543142,26.922,0.14,0.0,0.03,0.14,1
68608,55968,37536,574464,543142,561830,27.886,0.12,0.0,0.03,0.12,1
68608,37536,24030,646656,561830,574331,184.604,1.2,0.0,0.18,1.2,0
69632,42974,31808,646656,574331,585851,44.131,0.25,0.0,0.04,0.25,1
71168,52800,50176,646656,585851,588435,27.699,0.12,0.0,0.03,0.12,1
79360,71168,41088,646656,588435,618987,36.315,0.23,0.0,0.04,0.23,1
79360,41088,12788,728064,618987,646406,206.605,1.52,0.0,0.21,1.52,0
80384,35316,29408,728064,646406,652566,44.632,0.25,0.02,0.04,0.27,1
75776,51936,51936,728064,652566,652566,28.708,0.12,0.0,0.03,0.12,1
80896,71904,60928,728064,685334,696350,47.100,0.27,0.0,0.05,0.27,1
90624,80896,57440,728064,696350,720206,38.531,0.22,0.03,0.04,0.25,1
90624,57440,32684,814592,720206,727756,295.541,2.0,0.03,0.29,2.03,0
94208,51116,51328,814592,727756,727756,51.846,0.38,0.0,0.05,0.38,1
89600,69760,69792,814592,727756,727756,32.920,0.23,0.02,0.03,0.25,1
96768,83104,83040,814592,727756,727756,37.139,0.27,0.0,0.04,0.27,1
99840,96352,86144,814592,727756,738188,46.358,0.22,0.03,0.05,0.25,1
109568,91776,69216,814592,738188,760892,41.623,0.25,0.0,0.04,0.25,1
107520,74848,37952,814592,760892,798244,34.926,0.23,0.02,0.04,0.25,1
109056,37952,20899,913408,798244,814105,269.957,1.88,0.03,0.27,1.91,0
111104,29603,15840,913408,814105,828201,47.476,0.27,0.0,0.05,0.27,1
113664,24544,17536,913408,828201,835321,15.847,0.02,0.0,0.02,0.02,1
113664,27776,10368,913408,835321,852929,16.994,0.06,0.0,0.02,0.06,1
113152,20608,10368,913408,852929,863313,14.530,0.02,0.0,0.01,0.02,1
114176,22144,11904,913408,863313,873705,15.323,0.02,0.0,0.02,0.02,1
109056,23680,11872,913408,873705,885641,16.077,0.02,0.0,0.02,0.02,1
111616,11872,0,993280,885641,896259,286.584,2.02,0.0,0.29,2.02,0
106496,13312,13408,993280,896259,896259,13.610,0.02,0.0,0.01,0.02,1
43520,28256,28320,993280,896259,896259,17.281,0.03,0.0,0.02,0.03,1
102912,43168,43104,993280,896259,896259,22.319,0.14,0.0,0.02,0.14,1
104448,59488,46208,993280,896259,909763,29.551,0.14,0.0,0.03,0.14,1
105984,62592,47776,993280,909763,924827,30.595,0.14,0.0,0.03,0.14,1
105984,66208,51392,993280,924827,939875,32.042,0.14,0.0,0.03,0.14,1
99328,69824,36960,993280,939875,973059,35.208,0.38,0.0,0.04,0.38,1
102400,36960,15854,1101312,973059,992826,317.455,2.3,0.0,0.32,2.3,0
107520,39918,24224,1101312,992826,1008914,60.110,0.34,0.03,0.06,0.37,1
102400,48288,24192,1101312,1008914,1033314,28.289,0.22,0.02,0.03,0.24,1
104960,50816,26816,1101312,1033314,1057714,29.066,0.11,0.03,0.03,0.14,1
98816,53440,26784,1101312,1057714,1084698,30.464,0.12,0.02,0.03,0.13999999999999999,1
101888,26784,8710,1223168,1084698,1101218,343.252,2.52,0.02,0.34,2.54,0
66048,41478,32896,1223168,1101218,1110074,67.561,0.41,0.0,0.07,0.41,1
95232,65664,65728,1223168,1110074,1110074,35.499,0.16,0.0,0.04,0.16,1
103936,92864,76800,1223168,1110074,1126258,49.101,0.25,0.02,0.05,0.27,1
119808,103936,49568,1223168,1126258,1181498,58.561,0.38,0.0,0.06,0.38,1
