YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.660,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.134,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,496,1.174,0.0,0.0,0.00,0.0,1
1536,512,511,2048,496,469,3.049,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1029,1.714,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1029,2098,1.685,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2098,2542,5.492,0.02,0.0,0.01,0.02,0
5120,3072,1664,6144,2542,2542,2.201,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.070,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.205,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,4.285,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,12.460,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.785,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7983,5.737,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7983,11575,5.428,0.0,0.02,0.01,0.02,1
12800,5216,5192,18432,11575,11458,15.028,0.0,0.0,0.02,0.0,0
14336,10312,2688,18432,11458,16738,6.359,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16738,18183,15.444,0.02,0.0,0.01,0.02,0
15360,7799,3424,27648,18183,19319,5.859,0.02,0.0,0.01,0.02,1
17920,11103,4480,27648,19319,22775,8.120,0.0,0.0,0.01,0.0,1
17920,14720,5312,27648,22775,27303,8.450,0.0,0.0,0.01,0.0,1
17920,5312,4779,38912,27303,27139,30.885,0.03,0.0,0.03,0.03,0
16896,15019,7680,38912,27139,33483,13.204,0.0,0.0,0.01,0.0,1
16896,7680,2555,52736,33483,38486,35.593,0.02,0.0,0.04,0.02,0
20480,11771,9216,52736,38486,41086,12.117,0.0,0.0,0.01,0.0,1
18944,18432,12256,52736,41086,47326,15.070,0.0,0.0,0.01,0.0,1
18944,12256,6100,69120,47326,52291,44.046,0.02,0.0,0.04,0.02,0
23552,12756,6656,69120,52291,58499,12.559,0.02,0.0,0.01,0.02,1
