YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.859,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,1.287,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,488,2.469,0.0,0.0,0.00,0.0,1
1536,512,511,2048,488,469,5.762,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1033,2.397,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1033,2105,3.530,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2105,2542,7.541,0.02,0.0,0.01,0.02,0
5120,3072,1664,6144,2542,2542,3.595,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,5.684,0.0,0.0,0.01,0.0,1
6656,5600,3040,6144,3774,4606,6.377,0.0,0.0,0.01,0.0,1
9216,6624,4064,6144,4606,5454,6.280,0.0,0.0,0.01,0.0,1
9216,4064,3545,10752,5454,5831,18.750,0.0,0.0,0.02,0.0,0
10240,8665,5088,10752,5831,6951,5.902,0.0,0.0,0.01,0.0,1
12800,10208,6464,10752,6951,8247,7.748,0.0,0.0,0.01,0.0,1
13824,12608,5824,12288,8247,12119,7.843,0.0,0.0,0.01,0.0,1
13824,5824,5758,18944,12119,12006,22.922,0.0,0.0,0.02,0.0,0
15872,11902,3232,18944,12006,17862,10.785,0.0,0.0,0.01,0.0,1
16384,3232,2146,28672,17862,18786,25.000,0.02,0.0,0.02,0.02,0
16896,11362,5312,28672,18786,20970,8.488,0.0,0.0,0.01,0.0,1
20480,14528,4800,28672,20970,26306,10.852,0.0,0.0,0.01,0.0,1
20480,4800,2206,39936,26306,28232,32.440,0.02,0.0,0.03,0.02,0
20480,14494,8192,39936,28232,33776,14.545,0.0,0.0,0.01,0.0,1
20480,8192,2044,54272,33776,39817,43.493,0.08,0.0,0.04,0.08,0
24064,14332,11744,54272,39817,42449,15.218,0.0,0.0,0.02,0.0,1
26624,24032,12288,54784,42449,54337,21.474,0.03,0.0,0.02,0.03,1
26624,12288,10723,73216,54337,54632,63.111,0.08,0.0,0.06,0.08,0
26112,23011,16384,73216,54632,61368,28.217,0.02,0.02,0.03,0.04,1
31232,26112,9760,78336,61368,77984,30.615,0.03,0.0,0.03,0.03,1
31232,9760,9187,103424,77984,78125,83.143,0.09,0.0,0.08,0.09,0
30720,18915,9792,103424,78125,87469,18.500,0.05,0.0,0.02,0.05,1
31744,21568,19936,103424,87469,89061,13.623,0.0,0.0,0.01,0.0,1
