XMX,Throughput(%),Latency(Max GC pause time)(s),Application runtime,FULL GC,GC,RandomForest,KNeighbors,DecisionTree,MLP,Ensemble
10400,10.81176014498169,10.191832,107.048,34,15,85.0,70.0,86.66666666666667,70.0,76.66666666666667
10500,10.8025498377376,10.241365,107.85,34,15,70.0,70.0,86.66666666666667,70.0,76.66666666666667
10600,10.784347070955604,10.523206,110.548,34,15,85.0,70.0,86.66666666666667,70.0,76.66666666666667
10700,11.01937202364408,10.353114,107.934,34,15,70.0,70.0,86.66666666666667,70.0,76.66666666666667
10800,10.896168320530675,10.461704,109.743,34,15,70.0,70.0,93.33333333333333,70.0,86.66666666666667
10900,11.067912409282968,12.860967,111.473,34,15,85.0,70.0,86.66666666666667,70.0,76.66666666666667
11000,11.50610687022902,10.884938,114.232,34,15,70.0,70.0,86.66666666666667,70.0,76.66666666666667
11100,9.692186407223817,10.747604,128.686,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
11200,10.062433752799322,13.100665,125.477,35,15,76.19047619047619,66.66666666666666,83.33333333333334,66.66666666666666,83.33333333333334
11300,8.983487143691306,17.589434,148.993,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
11400,9.643044591423092,10.96576,131.236,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
11500,9.49860401159836,11.198642,133.812,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
11600,9.685638067341172,11.363359,133.826,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
11700,8.966889794924839,11.496125,147.897,38,15,86.36363636363636,75.0,93.75,75.0,93.75
11800,14.799183794782678,11.349238,87.478,32,15,75.0,64.28571428571429,82.14285714285714,60.71428571428571,78.57142857142857
11900,17.66654176644596,11.633632,70.99,30,15,78.94736842105263,62.96296296296296,92.5925925925926,66.66666666666666,81.48148148148148
12000,18.28488941141893,11.700964,68.045,30,15,84.21052631578947,62.96296296296296,92.5925925925926,66.66666666666666,81.48148148148148
12100,17.91397211040828,11.461929,69.56,30,15,68.42105263157895,62.96296296296296,92.5925925925926,66.66666666666666,81.48148148148148
12200,17.769480672071438,11.463005,68.088,30,15,78.94736842105263,62.96296296296296,88.88888888888889,66.66666666666666,77.77777777777779
12300,17.474497744977455,11.516748,68.292,30,15,63.1578947368421,62.96296296296296,88.88888888888889,66.66666666666666,77.77777777777779
12400,17.17375996296886,11.566216,69.131,30,15,68.42105263157895,62.96296296296296,92.5925925925926,66.66666666666666,81.48148148148148
12500,18.101376778338675,11.59997,67.549,30,15,68.42105263157895,62.96296296296296,92.5925925925926,66.66666666666666,81.48148148148148
12600,17.915773920570714,11.66529,67.003,30,15,68.42105263157895,62.96296296296296,92.5925925925926,66.66666666666666,81.48148148148148
12700,10.542316305660576,12.442918,164.771,38,15,77.27272727272727,75.0,90.625,75.0,81.25
12800,9.470657119461151,12.077164,162.421,39,15,77.27272727272727,75.75757575757575,90.9090909090909,72.72727272727273,81.81818181818183
12900,10.656686012886894,12.250247,146.971,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,93.54838709677419
13000,10.963430345309646,12.262277,145.927,37,15,90.9090909090909,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
13100,10.190873067352255,12.455239,169.586,39,15,90.9090909090909,75.75757575757575,90.9090909090909,72.72727272727273,81.81818181818183
13200,11.586550235478796,12.565391,152.88,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
13300,10.832934507974258,12.60975,149.606,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,90.32258064516128
13400,10.806868838545412,12.815228,153.17,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
13500,11.083993194692852,15.086524,160.463,37,15,77.27272727272727,74.19354838709677,93.54838709677419,74.19354838709677,93.54838709677419
13600,10.6648705577783,15.420146,169.96,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
13700,11.419328850381476,13.120425,154.66,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
13800,8.728120154615539,21.674939,183.164,37,15,86.36363636363636,74.19354838709677,93.54838709677419,74.19354838709677,93.54838709677419
13900,9.549247263713838,13.483308999999998,169.847,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14000,9.738343839200752,13.726935,168.16,37,15,81.81818181818183,74.19354838709677,93.54838709677419,74.19354838709677,93.54838709677419
14100,9.182898449511995,15.456656,177.557,37,15,95.45454545454545,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14200,8.99327062702666,16.64431,183.182,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14300,8.484997056093903,24.420976,200.414,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14400,7.776540037502599,42.127154,230.384,37,15,77.27272727272727,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14500,5.80677075519192,44.253864,299.937,37,15,95.45454545454545,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14600,5.216208319176815,55.322727,412.06,37,15,72.72727272727273,74.19354838709677,93.54838709677419,74.19354838709677,93.54838709677419
14700,4.557211429461304,54.803514,436.661,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14800,5.152179358412852,59.274434,411.199,37,15,77.27272727272727,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
14900,4.613302833509209,71.871323,564.812,38,15,77.27272727272727,75.0,90.625,75.0,81.25
15000,3.6535785500455376,89.823465,576.225,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
15100,3.546191982567521,111.762604,665.425,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
15200,3.3866798613532296,109.656049,682.598,37,15,72.72727272727273,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
15300,4.016488649889084,123.998953,770.433,37,15,81.81818181818183,74.19354838709677,93.54838709677419,74.19354838709677,93.54838709677419
15400,2.541515968867543,134.113419,1101.487,39,15,81.81818181818183,75.75757575757575,93.93939393939394,72.72727272727273,93.93939393939394
15500,2.6683827164024336,148.10590299999998,979.148,37,15,77.27272727272727,74.19354838709677,90.32258064516128,74.19354838709677,90.32258064516128
15600,2.599909563821612,138.70839,1021.715,37,15,86.36363636363636,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
15700,2.8311376662762626,144.081054,883.695,37,15,81.81818181818183,74.19354838709677,93.54838709677419,74.19354838709677,93.54838709677419
15800,2.0274591424819306,154.512859,1342.409,39,15,86.36363636363636,75.75757575757575,90.9090909090909,72.72727272727273,81.81818181818183
15900,2.06509850580781,217.607555,1320.379,38,15,86.36363636363636,75.0,90.625,75.0,81.25
16000,2.178354030147148,157.005291,1212.586,37,15,90.9090909090909,74.19354838709677,93.54838709677419,74.19354838709677,93.54838709677419
16100,1.6662639263653034,186.270188,1687.357,39,15,81.81818181818183,75.75757575757575,90.9090909090909,72.72727272727273,81.81818181818183
16200,2.754052695218689,134.316856,1036.261,36,16,81.81818181818183,67.74193548387096,83.87096774193549,70.96774193548387,74.19354838709677
16300,2.20616477952899,227.4241,1541.223,37,15,81.81818181818183,74.19354838709677,90.32258064516128,74.19354838709677,80.64516129032258
16400,1.9905070875888955,164.638379,1240.831,36,16,81.81818181818183,67.74193548387096,87.09677419354838,70.96774193548387,87.09677419354838
16500,2.0066878946816478,184.048043,1401.921,36,16,81.81818181818183,67.74193548387096,83.87096774193549,70.96774193548387,74.19354838709677
16600,1.9448534684883896,188.127291,1345.615,36,16,81.81818181818183,67.74193548387096,83.87096774193549,70.96774193548387,74.19354838709677
16700,2.020109962050242,175.226062,1376.293,36,16,63.63636363636363,67.74193548387096,83.87096774193549,70.96774193548387,74.19354838709677
16800,2.433438728217908,164.53757000000002,1294.813,36,16,72.72727272727273,67.74193548387096,90.32258064516128,70.96774193548387,87.09677419354838
16900,2.1089505712688066,168.547962,1321.357,36,16,72.72727272727273,67.74193548387096,90.32258064516128,70.96774193548387,87.09677419354838
17000,1.8029574919112008,172.00519,1568.525,38,16,77.27272727272727,69.6969696969697,84.84848484848484,69.6969696969697,75.75757575757575
17100,2.3077318252907872,191.322885,1255.137,35,16,76.19047619047619,67.74193548387096,90.32258064516128,67.74193548387096,87.09677419354838
17200,1.683583003519061,208.467826,1618.335,37,16,90.9090909090909,71.875,87.5,71.875,87.5
17300,1.5423496713341365,255.387581,1838.189,37,16,86.36363636363636,71.875,90.625,71.875,90.625
17400,1.4743984822024745,217.929146,1855.847,38,16,86.36363636363636,69.6969696969697,90.9090909090909,69.6969696969697,87.87878787878788
17500,1.3317891763381624,223.980436,2103.521,39,16,56.52173913043478,60.60606060606061,75.75757575757575,63.63636363636363,75.75757575757575
17600,1.3672366518898968,232.585048,2309.709,39,16,56.52173913043478,60.60606060606061,69.6969696969697,63.63636363636363,69.6969696969697
17700,1.2666677127579078,240.657775,2198.661,39,16,56.52173913043478,60.60606060606061,69.6969696969697,63.63636363636363,69.6969696969697
