Throughput(%),Latency(Max GC pause time)(s),Application runtime(s),FULL GC,GC,XMX
10.542316305660577,12.442917999999999,164.771,38,15,12700
9.470657119461151,12.077164,162.421,39,15,12800
10.656686012886894,12.250247,146.971,37,15,12900
10.963430345309646,12.262277,145.927,37,15,13000
10.190873067352257,12.455238999999999,169.586,39,15,13100
11.586550235478796,12.565391,152.880,37,15,13200
10.832934507974258,12.60975,149.606,37,15,13300
10.806868838545412,12.815228,153.170,37,15,13400
11.083993194692852,15.086523999999999,160.463,37,15,13500
10.6648705577783,15.420146,169.960,37,15,13600
11.419328850381476,13.120425,154.660,37,15,13700
8.728120154615539,21.674939,183.164,37,15,13800
9.549247263713838,13.483308999999998,169.847,37,15,13900
9.738343839200752,13.726935,168.160,37,15,14000
9.182898449511995,15.456656,177.557,37,15,14100
8.99327062702666,16.64431,183.182,37,15,14200
8.484997056093903,24.420976,200.414,37,15,14300
7.776540037502599,42.127154000000004,230.384,37,15,14400
5.80677075519192,44.253864,299.937,37,15,14500
5.216208319176815,55.322727,412.060,37,15,14600
4.557211429461304,54.803514,436.661,37,15,14700
5.152179358412852,59.274434,411.199,37,15,14800
4.613302833509209,71.871323,564.812,38,15,14900
3.6535785500455376,89.823465,576.225,37,15,15000
3.546191982567521,111.76260400000001,665.425,37,15,15100
3.3866798613532296,109.656049,682.598,37,15,15200
4.016488649889084,123.998953,770.433,37,15,15300
2.541515968867543,134.113419,1101.487,39,15,15400
2.6683827164024336,148.10590299999998,979.148,37,15,15500
2.599909563821612,138.70839,1021.715,37,15,15600
2.8311376662762626,144.081054,883.695,37,15,15700
2.0274591424819306,154.512859,1342.409,39,15,15800
2.0650985058078106,217.607555,1320.379,38,15,15900
2.1783540301471476,157.005291,1212.586,37,15,16000
1.6662639263653034,186.270188,1687.357,39,15,16100
2.7540526952186895,134.316856,1036.261,36,16,16200
2.20616477952899,227.4241,1541.223,37,15,16300
1.9905070875888953,164.638379,1240.831,36,16,16400
2.0066878946816473,184.048043,1401.921,36,16,16500
1.9448534684883896,188.12729099999999,1345.615,36,16,16600
2.020109962050242,175.226062,1376.293,36,16,16700
2.433438728217908,164.53757000000002,1294.813,36,16,16800
2.1089505712688066,168.547962,1321.357,36,16,16900
1.8029574919112008,172.00519,1568.525,38,16,17000
2.3077318252907872,191.322885,1255.137,35,16,17100
1.683583003519061,208.467826,1618.335,37,16,17200
1.5423496713341365,255.387581,1838.189,37,16,17300
1.4743984822024743,217.929146,1855.847,38,16,17400
1.3317891763381624,223.980436,2103.521,39,16,17500
1.3672366518898968,232.585048,2309.709,39,16,17600
1.2666677127579078,240.657775,2198.661,39,16,17700
