YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.537,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,84,0.965,0.0,0.0,0.00,0.0,1
1536,1536,512,512,84,508,1.284,0.0,0.0,0.00,0.0,1
1536,512,505,2048,508,475,3.044,0.0,0.0,0.00,0.0,0
2560,1529,480,2048,475,1031,1.458,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1031,2103,1.689,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2103,2542,4.125,0.02,0.0,0.00,0.02,0
5120,3072,1664,6144,2542,2542,1.724,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.074,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.762,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,4.198,0.02,0.0,0.00,0.02,1
8704,4064,3545,10752,5454,5831,11.193,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6607,4.040,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6607,7983,5.712,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7983,11575,5.489,0.0,0.0,0.00,0.0,1
12800,5216,5182,18432,11575,11468,14.032,0.0,0.0,0.01,0.0,0
14336,10302,2688,18432,11468,16732,6.170,0.02,0.0,0.01,0.02,1
14848,2688,1105,27648,16732,18183,15.224,0.0,0.0,0.01,0.0,0
15360,7799,3424,27648,18183,19311,5.071,0.0,0.0,0.01,0.0,1
17920,11103,4512,27648,19311,22759,7.201,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22759,27279,7.499,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27279,27139,26.473,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27139,32955,12.336,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32955,38477,29.840,0.05,0.0,0.03,0.05,0
20992,12283,9728,52736,38477,41085,10.733,0.02,0.0,0.01,0.02,1
19968,19456,12768,52736,41085,47853,13.185,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47853,52289,42.481,0.05,0.0,0.04,0.05,0
24576,14290,7200,69120,52289,59537,14.724,0.03,0.0,0.01,0.03,1
23040,14368,14336,69120,59537,59537,10.629,0.0,0.0,0.01,0.0,1
25088,20992,13824,69120,59537,66793,13.967,0.0,0.0,0.01,0.0,1
25088,13824,11209,89600,66793,69106,55.006,0.08,0.0,0.06,0.08,0
27648,17865,11968,89600,69106,75154,17.147,0.02,0.0,0.02,0.02,1
28160,20160,14848,89600,75154,80514,13.940,0.0,0.0,0.01,0.0,1
28160,14848,3553,112128,80514,89517,71.616,0.09,0.0,0.07,0.09,0
29184,11745,10176,112128,89517,91189,13.005,0.02,0.0,0.01,0.02,1
30208,19904,19872,112128,91189,91189,10.219,0.0,0.0,0.01,0.0,1
29184,29600,23552,112128,91189,97261,16.648,0.05,0.0,0.02,0.05,1
34816,29184,19680,112128,97261,106933,16.861,0.02,0.03,0.02,0.05,1
34816,19680,14483,137728,106933,111736,58.188,0.19,0.0,0.06,0.19,0
34304,20115,10144,137728,111736,121960,15.457,0.02,0.0,0.02,0.02,1
35840,16800,12320,137728,121960,126472,9.085,0.0,0.0,0.01,0.0,1
7680,12320,988,166400,126472,137460,54.033,0.19,0.0,0.05,0.19,0
34304,7644,7296,166400,137460,137868,12.915,0.0,0.0,0.01,0.0,1
34816,14976,14976,166400,137868,137868,7.832,0.0,0.0,0.01,0.0,1
33280,22656,22624,166400,137868,137868,10.406,0.0,0.0,0.01,0.0,1
35840,29280,28672,166400,137868,138492,13.970,0.0,0.0,0.02,0.0,1
38400,35328,28672,166400,138492,145244,16.793,0.03,0.0,0.02,0.03,1
41472,33792,18432,169472,153436,168988,19.973,0.06,0.0,0.02,0.06,1
41472,18432,13742,202752,168988,169067,83.025,0.2,0.0,0.08,0.2,0
38400,18862,13760,202752,169067,174371,18.148,0.06,0.0,0.02,0.06,1
21504,19904,14880,202752,174371,179419,10.236,0.0,0.0,0.01,0.0,1
37376,21024,17440,202752,179419,183083,9.971,0.0,0.0,0.01,0.0,1
38400,24608,13376,202752,183083,194467,12.071,0.0,0.0,0.01,0.0,1
38400,13376,4557,238080,194467,202700,73.215,0.23,0.0,0.07,0.23,0
37888,11725,7264,238080,202700,207332,16.247,0.0,0.0,0.02,0.0,1
38400,15456,8288,238080,207332,214596,8.234,0.02,0.0,0.01,0.02,1
39424,16480,8256,238080,214596,222908,9.255,0.02,0.0,0.01,0.02,1
39424,17984,9792,238080,222908,231212,9.934,0.0,0.0,0.01,0.0,1
39424,9792,2543,274944,231212,237871,79.765,0.33,0.02,0.08,0.35000000000000003,0
37888,12271,9856,274944,237871,240471,18.623,0.03,0.0,0.02,0.03,1
38912,21120,21088,274944,240471,240471,10.943,0.02,0.0,0.01,0.02,1
36352,32352,29184,274944,240471,243575,16.291,0.02,0.0,0.02,0.02,1
41984,36352,17952,274944,243575,262319,16.868,0.06,0.0,0.02,0.06,1
41984,17952,5048,317440,262319,274658,90.004,0.42,0.0,0.09,0.42,0
39936,12216,9632,317440,274658,277450,18.520,0.03,0.0,0.02,0.03,1
40960,17824,17760,317440,277450,277450,9.271,0.02,0.0,0.01,0.02,1
40448,25952,23616,317440,277450,279842,12.672,0.02,0.0,0.01,0.02,1
41472,31808,24704,317440,279842,287114,15.114,0.02,0.0,0.01,0.02,1
43520,32896,24640,317440,287114,295410,15.507,0.02,0.0,0.02,0.02,1
44544,33344,16960,317440,295410,311994,17.117,0.03,0.0,0.02,0.03,1
44544,16960,11213,364032,311994,316948,108.295,0.67,0.0,0.11,0.67,0
44544,19917,8800,364032,316948,328356,23.355,0.12,0.02,0.02,0.13999999999999999,1
44544,19040,10400,364032,328356,337196,10.852,0.0,0.0,0.01,0.0,1
44544,20640,1523,413696,353580,363923,141.701,0.77,0.03,0.14,0.8,0
43008,11763,10368,413696,363923,365507,22.077,0.12,0.0,0.02,0.12,1
44032,21632,21664,413696,365507,365507,11.983,0.02,0.0,0.01,0.02,1
41472,32928,32896,413696,365507,365507,15.529,0.0,0.0,0.02,0.0,1
46080,41088,30848,413696,365507,375883,18.787,0.12,0.0,0.02,0.12,1
49152,39040,27712,413696,375883,387299,18.103,0.12,0.0,0.02,0.12,1
50176,36416,16992,413696,387299,406987,19.516,0.05,0.0,0.02,0.05,1
50176,16992,9679,470528,406987,413433,135.267,0.89,0.0,0.14,0.89,0
50176,18383,8832,470528,413433,423273,26.047,0.11,0.02,0.03,0.13,1
50176,19072,10336,470528,423273,432089,10.561,0.02,0.0,0.01,0.02,1
49152,20576,10368,470528,432089,442457,11.595,0.0,0.0,0.01,0.0,1
50176,22144,11936,470528,442457,452825,12.297,0.02,0.0,0.01,0.02,1
50688,11936,0,522752,452825,463947,148.341,1.02,0.0,0.15,1.02,0
50688,13312,13440,522752,463947,463947,9.274,0.0,0.0,0.01,0.0,1
49152,26752,26720,522752,463947,463947,14.114,0.02,0.0,0.01,0.02,1
50688,40032,37376,522752,463947,466563,19.669,0.11,0.0,0.02,0.11,1
58880,50688,26304,522752,466563,491419,24.742,0.11,0.02,0.02,0.13,1
58880,41152,28288,522752,491419,504451,20.540,0.11,0.02,0.02,0.13,1
58880,28288,9191,589824,504451,522695,170.255,1.14,0.11,0.17,1.25,0
56320,24039,19104,589824,522695,527863,35.685,0.16,0.0,0.04,0.16,1
58880,35488,35488,589824,527863,527863,19.062,0.23,0.0,0.02,0.23,1
55808,51872,46080,589824,527863,533631,26.686,0.06,0.06,0.03,0.12,1
64512,55808,39680,589824,533631,550095,26.291,0.14,0.0,0.03,0.14,1
68096,49408,33824,589824,550095,565895,23.452,0.12,0.0,0.02,0.12,1
68096,33824,9099,662016,565895,589702,184.840,1.31,0.02,0.18,1.33,0
68096,20363,14208,662016,589702,596062,34.868,0.16,0.0,0.04,0.16,1
64512,25472,22592,662016,596062,598966,14.611,0.02,0.0,0.02,0.02,1
37376,35392,24192,662016,598966,610390,20.393,0.12,0.0,0.02,0.12,1
60416,36992,25728,662016,610390,621814,20.228,0.12,0.0,0.02,0.12,1
62976,40064,27232,662016,621814,634782,21.567,0.14,0.0,0.02,0.14,1
61440,41568,28800,662016,634782,647774,23.334,0.12,0.0,0.02,0.12,1
62464,28800,13784,737280,647774,661624,212.770,1.64,0.0,0.21,1.64,0
63488,31192,23424,737280,661624,669704,43.184,0.27,0.0,0.04,0.27,1
60416,40832,40864,737280,702472,702472,34.454,0.16,0.0,0.03,0.16,1
64000,56736,48128,737280,702472,711016,27.696,0.08,0.0,0.03,0.08,1
71680,64000,45248,737280,711016,730176,31.766,0.09,0.0,0.03,0.09,1
71680,45248,20986,818688,730176,737243,288.290,1.91,0.0,0.29,1.91,0
44032,35834,29056,818688,737243,744291,45.922,0.25,0.0,0.05,0.25,1
71680,43904,43968,818688,744291,744291,22.090,0.03,0.0,0.02,0.03,1
73728,58304,51520,818688,744291,751107,27.509,0.14,0.0,0.03,0.14,1
74752,65856,58464,818688,751107,758579,31.053,0.14,0.0,0.03,0.14,1
50688,69216,39584,818688,758579,788651,32.598,0.14,0.02,0.03,0.16,1
79872,50336,21632,818688,788651,817659,25.527,0.14,0.0,0.03,0.14,1
79872,21632,19399,914944,817659,818516,272.428,1.77,0.02,0.27,1.79,0
79872,32199,12928,914944,818516,838212,48.414,0.27,0.0,0.05,0.27,1
82432,25728,12960,914944,838212,851196,16.971,0.03,0.0,0.02,0.03,1
82432,27296,14464,914944,851196,864172,17.796,0.03,0.0,0.02,0.03,1
81408,28800,14432,914944,864172,878692,17.877,0.03,0.0,0.02,0.03,1
82432,30816,16512,914944,878692,893228,18.771,0.03,0.0,0.02,0.03,1
82944,16512,0,1007104,893228,908401,291.302,2.0,0.03,0.29,2.03,0
37376,18432,18560,1007104,908401,908401,14.844,0.02,0.0,0.01,0.02,1
81920,36992,37056,1007104,908401,908401,20.168,0.03,0.0,0.02,0.03,1
82432,57024,56992,1007104,908401,908401,27.863,0.14,0.0,0.03,0.14,1
78848,76960,70144,1007104,908401,915193,36.550,0.23,0.02,0.04,0.25,1
92160,78848,44992,1007104,915193,949593,36.443,0.23,0.02,0.04,0.25,1
89600,53696,17440,1007104,949593,986225,26.919,0.12,0.02,0.03,0.13999999999999999,1
91136,17440,0,1120256,986225,1002416,312.545,2.16,0.0,0.31,2.16,0
90624,10240,10368,1120256,1002416,1002416,13.139,0.0,0.0,0.01,0.0,1
33280,21632,21568,1120256,1002416,1002416,15.601,0.02,0.0,0.01,0.02,1
82944,32832,22656,1120256,1002416,1012792,19.052,0.02,0.0,0.02,0.02,1
37376,35456,24192,1120256,1012792,1024216,19.984,0.03,0.0,0.02,0.03,1
77824,36992,25728,1120256,1024216,1035632,20.662,0.12,0.0,0.02,0.12,1
41984,40064,27232,1120256,1035632,1048600,22.264,0.12,0.0,0.02,0.12,1
72704,41568,28736,1120256,1048600,1061584,23.657,0.11,0.0,0.02,0.11,1
76288,45120,30880,1120256,1061584,1076120,24.787,0.11,0.0,0.03,0.11,1
73216,47264,32896,1120256,1076120,1090648,25.492,0.12,0.0,0.03,0.12,1
74752,51328,34944,1120256,1090648,1107264,27.383,0.14,0.0,0.03,0.14,1
74752,34944,20449,1234944,1107264,1119893,369.581,2.7,0.0,0.37,2.7,0
70656,38881,29024,1234944,1119893,1130093,67.168,0.39,0.0,0.07,0.39,1
73728,49504,49472,1234944,1130093,1130093,28.005,0.14,0.0,0.03,0.14,1
69632,69952,58368,1234944,1130093,1141717,36.575,0.2,0.05,0.04,0.25,1
