YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.907,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.899,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,504,1.478,0.0,0.0,0.00,0.0,1
1536,512,510,2048,504,470,3.006,0.0,0.0,0.00,0.0,0
2560,1534,480,2048,470,1034,1.723,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1034,2106,1.608,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2106,2542,4.849,0.0,0.0,0.01,0.0,0
5120,3072,1696,6144,2542,2542,1.839,0.0,0.0,0.00,0.0,1
5632,4768,2016,6144,2542,3774,3.600,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4606,3.765,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5446,4.408,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5446,5831,11.103,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6607,4.046,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6607,7975,5.802,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7975,11583,5.464,0.0,0.0,0.00,0.0,1
12800,5216,5171,18432,11583,11479,14.492,0.0,0.0,0.02,0.0,0
14336,10291,2656,18432,11479,16735,7.059,0.0,0.0,0.01,0.0,1
14848,2656,1105,27648,16735,18183,14.732,0.0,0.0,0.01,0.0,0
15360,7799,3424,27648,18183,19311,4.834,0.0,0.0,0.01,0.0,1
17920,11103,4480,27648,19311,22759,6.614,0.0,0.0,0.01,0.0,1
17920,14720,5344,27648,22759,27287,7.011,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27287,27140,26.670,0.0,0.0,0.03,0.0,0
