YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.237,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.859,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,80,512,1.173,0.0,0.02,0.00,0.02,1
2560,1536,480,1536,512,1072,1.273,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1072,1495,4.535,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1495,2111,1.440,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2111,2679,2.093,0.0,0.0,0.00,0.0,1
7168,4576,2016,4096,2679,3775,2.618,0.0,0.0,0.00,0.0,1
7168,2016,2012,6656,3775,3682,7.486,0.0,0.0,0.01,0.0,0
8192,7132,3040,6656,3682,5330,4.293,0.0,0.0,0.00,0.0,1
8192,3040,2012,10752,5330,6318,7.535,0.0,0.0,0.01,0.0,0
10752,7132,4224,10752,6318,6814,3.883,0.0,0.0,0.00,0.0,1
11264,10368,5088,10752,6814,9366,5.425,0.0,0.0,0.01,0.0,1
11264,5088,3545,16384,9366,10585,13.397,0.0,0.0,0.01,0.0,0
14848,9689,6048,16384,10585,11289,6.092,0.02,0.0,0.01,0.02,1
15360,13728,7680,16384,11289,13633,6.740,0.0,0.0,0.01,0.0,1
19456,15360,8224,17920,13633,17649,10.559,0.0,0.02,0.01,0.02,1
19456,8224,8181,25088,17649,17002,21.086,0.0,0.0,0.02,0.0,0
20480,17397,4800,25600,17002,25306,9.553,0.0,0.0,0.01,0.0,1
20480,4800,4763,37376,25306,25183,23.902,0.02,0.0,0.02,0.02,0
22528,13979,7968,37376,25183,30031,10.535,0.0,0.0,0.01,0.0,1
23040,19744,11232,38912,30031,38631,13.806,0.0,0.0,0.01,0.0,1
23040,11232,11214,53760,38631,37382,38.132,0.03,0.0,0.04,0.03,0
29696,22990,11808,53760,37382,48750,17.829,0.03,0.0,0.02,0.03,1
