YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.398,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,0.983,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,88,512,1.194,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,512,1068,1.631,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1068,1495,4.411,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1495,2119,1.426,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2119,2695,2.083,0.0,0.0,0.00,0.0,1
4608,1504,990,6144,2695,3127,5.925,0.0,0.0,0.00,0.0,0
5632,4062,2016,6144,3127,3703,2.667,0.02,0.0,0.00,0.02,1
6656,5600,3040,6144,3703,4535,3.540,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4535,5383,5.416,0.0,0.0,0.01,0.0,1
8704,4064,3542,10240,5383,5834,10.175,0.0,0.0,0.01,0.0,0
9728,8011,3968,10240,5834,7786,4.258,0.0,0.0,0.00,0.0,1
11264,8576,2656,12288,7786,11778,5.594,0.0,0.0,0.01,0.0,1
11776,2656,2110,18944,11778,11926,12.710,0.02,0.0,0.01,0.02,0
12288,9278,3680,18944,11926,14062,4.850,0.0,0.0,0.00,0.0,1
15360,10848,3744,18944,14062,17790,6.299,0.0,0.0,0.01,0.0,1
15360,3744,2678,27648,17790,18722,19.171,0.02,0.0,0.02,0.02,0
15360,12406,5568,27648,18722,21450,7.022,0.0,0.0,0.01,0.0,1
19456,15296,5056,27648,21450,27050,9.205,0.0,0.0,0.01,0.0,1
19456,5056,4003,38912,27050,27431,24.400,0.03,0.0,0.02,0.03,0
19968,16803,7168,38912,27431,35647,13.042,0.0,0.0,0.01,0.0,1
19968,7168,4087,53760,35647,38582,29.024,0.03,0.0,0.03,0.03,0
22528,16887,11232,53760,38582,44334,15.352,0.02,0.0,0.02,0.02,1
26624,22496,11296,55808,44334,55702,16.072,0.0,0.0,0.02,0.0,1
26624,11296,10212,75776,55702,55443,46.167,0.06,0.0,0.05,0.06,0
29184,21476,11296,75776,55443,65827,18.135,0.03,0.0,0.02,0.03,1
29184,11296,1520,98816,65827,75365,48.608,0.06,0.0,0.05,0.06,0
30208,13520,13440,98816,75365,75365,10.949,0.02,0.0,0.01,0.02,1
28160,26240,18912,98816,75365,82749,15.787,0.02,0.0,0.02,0.02,1
33792,28128,18144,98816,82749,92901,15.919,0.0,0.02,0.02,0.02,1
33792,18144,9893,125440,92901,98752,54.977,0.06,0.0,0.05,0.06,0
37376,19109,16352,125440,98752,101632,17.162,0.05,0.0,0.02,0.05,1
37888,27104,27072,125440,101632,101632,13.353,0.0,0.0,0.01,0.0,1
40448,37824,30752,125440,101632,108824,20.289,0.05,0.0,0.02,0.05,1
45056,39456,30208,125440,108824,118168,18.249,0.05,0.0,0.02,0.05,1
45056,30208,22960,153600,118168,124986,66.921,0.17,0.0,0.07,0.17,0
46080,31664,15456,153600,124986,141530,26.684,0.08,0.0,0.03,0.08,1
48128,15456,3097,187392,141530,153523,76.114,0.2,0.0,0.08,0.2,0
50688,15897,13536,187392,153523,156035,18.132,0.03,0.0,0.02,0.03,1
49664,26336,26272,187392,164227,164227,17.339,0.03,0.0,0.02,0.03,1
51200,39584,37888,187392,164227,165931,18.303,0.06,0.0,0.02,0.06,1
55296,51200,38272,187392,165931,179107,27.605,0.03,0.02,0.03,0.05,1
55296,38272,25855,223232,179107,186966,101.492,0.33,0.0,0.10,0.33,0
59904,36607,28352,223232,186966,195494,25.373,0.08,0.02,0.03,0.1,1
58368,39104,39104,223232,195494,195494,18.094,0.09,0.0,0.02,0.09,1
61952,48320,39648,223232,195494,204286,21.058,0.08,0.02,0.02,0.1,1
64000,48864,40032,223232,204286,213254,22.500,0.08,0.02,0.02,0.1,1
64000,40032,29593,261120,213254,223042,101.037,0.42,0.0,0.10,0.42,0
30720,37785,22528,261120,223042,238642,27.578,0.14,0.0,0.03,0.14,1
60416,30720,23680,261120,238642,245770,17.002,0.02,0.0,0.02,0.02,1
61952,23680,8220,302080,245770,260740,93.093,0.45,0.0,0.09,0.45,0
64512,19484,16000,302080,260740,264428,21.092,0.12,0.0,0.02,0.12,1
61952,27264,27296,302080,264428,264428,14.317,0.03,0.0,0.01,0.03,1
63488,40096,40064,302080,264428,264428,19.821,0.08,0.0,0.02,0.08,1
62464,52864,50400,302080,264428,266964,25.273,0.12,0.02,0.03,0.13999999999999999,1
68608,59104,56896,302080,266964,269172,26.360,0.14,0.0,0.03,0.14,1
76800,65600,43136,302080,269172,291980,30.031,0.06,0.08,0.03,0.14,1
76800,43136,32668,348160,291980,301646,111.736,0.69,0.0,0.11,0.69,0
77312,42396,23136,348160,301646,321318,31.036,0.12,0.02,0.03,0.13999999999999999,1
77312,32864,13785,400384,337702,348118,156.732,0.8,0.03,0.16,0.8300000000000001,0
75264,23513,18528,400384,348118,353310,36.323,0.12,0.0,0.04,0.12,1
41472,29792,29824,400384,353310,353310,16.192,0.11,0.0,0.02,0.11,1
73216,41088,41088,400384,353310,353310,22.471,0.11,0.0,0.02,0.11,1
74240,52864,48992,400384,353310,357230,30.202,0.16,0.03,0.03,0.19,1
74240,60768,55936,400384,357230,362190,33.055,0.14,0.03,0.03,0.17,1
79360,64640,43616,400384,362190,383438,31.479,0.14,0.0,0.03,0.14,1
79360,43616,26024,454144,383438,400204,170.899,1.0,0.03,0.17,1.03,0
79360,34728,22272,454144,400204,412996,35.182,0.22,0.02,0.04,0.24,1
35328,32512,25056,454144,412996,420540,19.830,0.14,0.0,0.02,0.14,1
74240,35296,29280,454144,420540,426660,19.162,0.08,0.0,0.02,0.08,1
76800,41056,22080,454144,426660,445820,24.032,0.12,0.0,0.02,0.12,1
76800,22080,13262,511488,445820,453796,181.900,1.22,0.0,0.18,1.22,0
76800,25038,11872,511488,453796,467268,46.032,0.14,0.0,0.05,0.14,1
77312,24672,12896,511488,467268,479196,14.897,0.0,0.0,0.01,0.0,1
76288,25696,12960,511488,479196,492180,15.400,0.02,0.0,0.02,0.02,1
77312,12960,0,565248,492180,504339,183.204,1.2,0.0,0.18,1.2,0
75776,14336,14496,565248,504339,504339,11.349,0.02,0.0,0.01,0.02,1
77312,30368,30368,565248,504339,504339,18.253,0.09,0.0,0.02,0.09,1
73728,46240,46208,565248,504339,504339,23.935,0.11,0.0,0.02,0.11,1
77824,60032,60096,565248,504339,504339,32.471,0.11,0.0,0.03,0.11,1
81408,73920,59520,565248,504339,518867,41.990,0.19,0.05,0.04,0.24,1
87552,68736,52896,565248,518867,534963,35.087,0.16,0.0,0.04,0.16,1
84480,62112,32352,565248,534963,565051,35.271,0.11,0.02,0.03,0.13,1
86528,32352,31136,636416,565051,565142,222.159,1.34,0.0,0.22,1.34,0
34816,43936,21856,636416,565142,587710,57.829,0.22,0.02,0.06,0.24,1
84480,34656,25728,636416,587710,596798,21.738,0.08,0.0,0.02,0.08,1
