YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.416,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,96,1.245,0.0,0.0,0.00,0.0,1
1536,1536,512,512,96,504,1.847,0.0,0.0,0.00,0.0,1
1536,512,511,2048,504,469,4.284,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1026,1.530,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1026,2106,1.830,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2106,2542,5.191,0.0,0.0,0.01,0.0,0
5120,3072,1664,6144,2542,2542,1.851,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,2.769,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.144,0.02,0.0,0.00,0.02,1
8704,6624,4064,6144,4614,5462,4.151,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5462,5831,11.409,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.536,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,5.666,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7991,11575,5.273,0.02,0.0,0.01,0.02,1
12800,5216,5196,18432,11575,11454,15.371,0.0,0.0,0.01,0.0,0
14336,10316,2688,18432,11454,16726,6.423,0.0,0.0,0.01,0.0,1
14848,2688,1105,28160,16726,18183,15.027,0.0,0.0,0.01,0.0,0
15360,7799,3424,28160,18183,19319,5.016,0.0,0.0,0.01,0.0,1
16896,11103,7648,28160,19319,19543,6.822,0.0,0.0,0.01,0.0,1
17920,16864,4800,28160,19543,27295,8.896,0.02,0.0,0.01,0.02,1
17920,4800,3738,40960,27295,27651,24.939,0.0,0.0,0.03,0.0,0
19456,12954,7680,40960,27651,31451,10.071,0.0,0.0,0.01,0.0,1
20480,18432,9696,40960,31451,40251,12.978,0.02,0.0,0.01,0.02,1
20480,9696,9681,56320,40251,39020,33.901,0.05,0.0,0.03,0.05,0
26624,20433,10784,56320,39020,48836,15.836,0.02,0.0,0.02,0.02,1
26624,10784,3565,77312,48836,55855,38.545,0.02,0.0,0.04,0.02,0
27648,15853,12288,77312,55855,59487,14.180,0.02,0.0,0.01,0.02,1
26112,24576,16896,77312,59487,67263,19.772,0.02,0.02,0.02,0.04,1
26112,16896,6642,100864,67263,77290,56.194,0.06,0.0,0.06,0.06,0
31744,15858,9248,100864,77290,84050,13.619,0.02,0.0,0.01,0.02,1
30208,18464,18432,100864,84050,84050,9.428,0.02,0.0,0.01,0.02,1
32768,27136,24032,100864,84050,87170,12.123,0.02,0.0,0.01,0.02,1
39936,32736,16736,103424,87170,103378,16.307,0.0,0.02,0.02,0.02,1
39936,16736,14603,132096,103378,103006,60.062,0.06,0.0,0.06,0.06,0
39936,25355,10816,132096,103006,117846,21.185,0.05,0.0,0.02,0.05,1
40448,10816,0,162304,117846,128332,61.684,0.14,0.0,0.06,0.14,0
40448,12800,12864,162304,128332,128332,7.738,0.0,0.0,0.01,0.0,1
37888,25664,25632,162304,128332,128332,16.271,0.0,0.0,0.02,0.0,1
41472,36896,30208,162304,128332,135076,19.804,0.05,0.0,0.02,0.05,1
50688,41472,21568,162304,135076,155324,23.389,0.03,0.0,0.02,0.03,1
50688,21568,14298,201216,155324,162035,73.145,0.25,0.0,0.07,0.25,0
50688,27610,29312,201216,162035,168771,24.845,0.05,0.0,0.02,0.05,1
50688,42624,34880,201216,168771,176611,22.071,0.02,0.0,0.02,0.02,1
55296,45632,24128,201216,176611,190011,22.074,0.02,0.0,0.02,0.02,1
55296,24128,8668,241152,190011,200867,103.106,0.28,0.0,0.10,0.28,0
54272,19420,10848,241152,200867,209675,20.402,0.06,0.0,0.02,0.06,1
55296,23136,12384,241152,209675,220587,12.699,0.02,0.0,0.01,0.02,1
53248,24672,12384,241152,220587,233059,13.383,0.02,0.0,0.01,0.02,1
54272,12384,4083,283648,233059,240693,94.131,0.36,0.02,0.09,0.38,0
55296,18931,14912,283648,240693,244861,22.562,0.12,0.0,0.02,0.12,1
52736,29760,29728,283648,244861,244861,16.583,0.03,0.0,0.02,0.03,1
55296,44064,40960,283648,244861,248005,23.952,0.11,0.0,0.02,0.11,1
64512,55296,27808,283648,248005,275965,29.608,0.14,0.0,0.03,0.14,1
64512,27808,19480,334336,275965,283538,107.120,0.66,0.02,0.11,0.68,0
64512,35864,27328,334336,283538,292386,30.818,0.14,0.02,0.03,0.16,1
65024,43712,32896,334336,292386,303378,26.636,0.09,0.02,0.03,0.11,1
65024,50304,27087,386048,319762,334204,150.892,0.72,0.0,0.15,0.72,0
66048,44495,31168,386048,334204,347892,34.327,0.22,0.03,0.03,0.25,1
61952,48576,48608,386048,347892,347892,23.827,0.05,0.02,0.02,0.07,1
68608,61408,47776,386048,347892,361732,29.680,0.12,0.0,0.03,0.12,1
73728,60576,43104,386048,361732,379372,29.052,0.12,0.02,0.03,0.13999999999999999,1
73728,43104,35754,442368,379372,385824,149.487,0.78,0.0,0.15,0.78,0
37376,48554,24192,442368,385824,410704,36.990,0.25,0.02,0.04,0.27,1
71680,36992,25696,442368,410704,422128,18.656,0.25,0.0,0.02,0.25,1
73216,25696,5103,504832,422128,442015,144.787,0.86,0.0,0.14,0.86,0
74752,21487,19040,504832,442015,444663,29.315,0.14,0.0,0.03,0.14,1
75264,35424,35424,504832,444663,444663,17.925,0.12,0.0,0.02,0.12,1
75264,53856,53920,504832,444663,444663,25.435,0.12,0.0,0.03,0.12,1
72192,72352,63488,504832,444663,453479,34.478,0.27,0.0,0.03,0.27,1
83968,72192,42144,504832,453479,483967,33.803,0.25,0.0,0.03,0.25,1
83968,42144,20506,574464,483967,504794,175.973,1.23,0.02,0.18,1.25,0
82944,29210,13568,574464,504794,520770,36.102,0.16,0.0,0.04,0.16,1
83456,23296,18560,574464,520770,525594,13.566,0.02,0.0,0.01,0.02,1
79872,28288,19552,574464,525594,534410,15.834,0.02,0.0,0.02,0.02,1
32768,30816,21120,574464,534410,544274,16.499,0.02,0.0,0.02,0.02,1
76288,32384,22624,574464,544274,554138,17.710,0.05,0.0,0.02,0.05,1
77824,22624,1522,642560,554138,574320,181.980,1.11,0.05,0.18,1.1600000000000001,0
80384,15858,14496,642560,574320,575912,36.944,0.14,0.0,0.04,0.14,1
73728,28832,28768,642560,575912,575912,17.715,0.03,0.0,0.02,0.03,1
46592,44640,30304,642560,575912,590440,25.666,0.11,0.02,0.03,0.13,1
73728,46176,31840,642560,590440,604992,25.133,0.08,0.0,0.02,0.08,1
75264,49760,33920,642560,604992,621080,26.760,0.11,0.03,0.03,0.14,1
75264,33920,11760,716288,621080,642256,202.562,1.47,0.02,0.20,1.49,0
73216,29680,24096,716288,642256,648096,42.161,0.25,0.0,0.04,0.25,1
74752,44064,44064,716288,648096,648096,23.782,0.12,0.0,0.02,0.12,1
70144,64032,57856,716288,680864,687024,49.637,0.22,0.03,0.05,0.25,1
79872,70144,50752,716288,687024,706760,35.217,0.2,0.0,0.04,0.2,1
79872,50752,24466,795136,706760,715948,291.940,2.05,0.0,0.29,2.05,0
79360,36754,28512,795136,715948,724468,44.426,0.27,0.0,0.04,0.27,1
81920,42336,42400,795136,724468,724468,22.751,0.12,0.0,0.02,0.12,1
78336,56224,56224,795136,724468,724468,26.871,0.14,0.0,0.03,0.14,1
82944,66976,58304,795136,724468,733156,30.559,0.14,0.0,0.03,0.14,1
88576,69056,49216,795136,733156,753252,32.308,0.14,0.02,0.03,0.16,1
46592,61504,33952,795136,753252,781236,29.827,0.11,0.03,0.03,0.14,1
46592,33952,18885,884224,781236,795077,263.831,1.83,0.02,0.26,1.85,0
87552,31173,18912,884224,795077,807637,46.457,0.27,0.0,0.05,0.27,1
88064,32736,26240,884224,807637,814261,18.324,0.03,0.0,0.02,0.03,1
84480,40064,27840,884224,814261,826717,21.738,0.11,0.02,0.02,0.13,1
86528,43712,15968,884224,826717,854717,23.530,0.12,0.02,0.02,0.13999999999999999,1
88064,15968,0,966144,854717,869653,271.372,1.78,0.02,0.27,1.8,0
88064,17920,18048,966144,869653,869653,15.283,0.02,0.0,0.02,0.02,1
84992,35968,36000,966144,869653,869653,20.066,0.12,0.0,0.02,0.12,1
87040,55968,55936,966144,869653,869653,27.732,0.12,0.0,0.03,0.12,1
82432,75904,72192,966144,869653,873349,37.940,0.23,0.0,0.04,0.23,1
94208,82432,47968,966144,873349,908349,38.335,0.2,0.06,0.04,0.26,1
92160,58208,20608,966144,908349,946429,29.165,0.14,0.0,0.03,0.14,1
93184,20608,0,1080832,946429,965717,288.883,2.02,0.03,0.29,2.05,0
94720,11776,11936,1080832,965717,965717,13.109,0.0,0.0,0.01,0.0,1
38912,25248,25248,1080832,965717,965717,17.775,0.03,0.0,0.02,0.03,1
88576,38560,26720,1080832,965717,977645,20.710,0.09,0.05,0.02,0.14,1
44544,42080,28768,1080832,977645,991141,22.735,0.12,0.0,0.02,0.12,1
82432,44128,30880,1080832,991141,1004637,23.772,0.14,0.0,0.02,0.14,1
50688,48288,32896,1080832,1004637,1020213,26.028,0.14,0.0,0.03,0.14,1
80384,50304,34944,1080832,1020213,1035781,27.254,0.14,0.0,0.03,0.14,1
82432,54400,36992,1080832,1035781,1053429,29.051,0.14,0.0,0.03,0.14,1
82432,36992,8186,1192960,1053429,1080670,334.163,2.47,0.02,0.34,2.49,0
79360,27642,24768,1192960,1080670,1083734,59.494,0.39,0.0,0.06,0.39,1
81408,46272,46336,1192960,1083734,1083734,26.236,0.14,0.0,0.03,0.14,1
76800,67840,62464,1192960,1083734,1089078,34.741,0.14,0.02,0.03,0.16,1
86528,76800,55488,1192960,1089078,1110790,37.881,0.25,0.0,0.04,0.25,1
91648,69824,48992,1192960,1110790,1131918,34.592,0.2,0.05,0.04,0.25,1
91648,65376,30816,1192960,1131918,1166902,34.871,0.12,0.03,0.03,0.15,1
91648,30816,3582,1320960,1166902,1192616,366.243,2.59,0.05,0.37,2.6399999999999997,0
91648,19966,16512,1320960,1192616,1196272,61.592,0.39,0.0,0.06,0.39,1
92160,34944,18528,1320960,1196272,1212888,22.171,0.12,0.0,0.02,0.12,1
91648,36960,18528,1320960,1212888,1231576,23.335,0.12,0.0,0.02,0.12,1
92672,39008,20640,1320960,1231576,1250264,24.026,0.11,0.02,0.02,0.13,1
89088,41120,20608,1320960,1250264,1271032,25.124,0.12,0.0,0.03,0.12,1
91136,43136,17088,1320960,1271032,1291800,24.453,0.14,0.0,0.03,0.14,1
92672,17088,0,1442304,1291800,1307159,394.122,2.89,0.0,0.39,2.89,0
92672,25088,13152,1442304,1307159,1307159,13.804,0.02,0.0,0.01,0.02,1
93184,38240,37600,1442304,1307159,1307159,22.858,0.14,0.0,0.02,0.14,1
93696,65248,65280,1442304,1307159,1307159,34.805,0.16,0.0,0.03,0.16,1
87552,92928,75776,1442304,1307159,1324391,50.218,0.25,0.0,0.05,0.25,1
105984,87552,57088,1442304,1389927,1420943,77.764,0.41,0.05,0.08,0.45999999999999996,1
105984,57088,2148,1589760,1420943,1442138,664.857,4.56,0.02,0.67,4.579999999999999,0
105472,13924,14080,1589760,1442138,1442138,72.018,0.39,0.0,0.07,0.39,1
39936,26880,26848,1589760,1442138,1442138,25.295,0.03,0.0,0.03,0.03,1
96768,39648,39616,1589760,1442138,1442138,26.942,0.02,0.0,0.03,0.02,1
100864,53952,53984,1589760,1442138,1442138,32.046,0.05,0.0,0.03,0.05,1
98304,68320,67200,1589760,1442138,1443282,35.770,0.08,0.0,0.04,0.08,1
103936,77952,76896,1589760,1443282,1444378,38.608,0.06,0.0,0.04,0.06,1
113152,87648,63136,1589760,1444378,1469242,41.766,0.27,0.0,0.04,0.27,1
59904,74912,47744,1589760,1469242,1496698,37.494,0.17,0.02,0.04,0.19,1
104960,59520,34400,1589760,1496698,1522082,33.908,0.03,0.0,0.03,0.03,1
108032,48224,25728,1589760,1522082,1544874,30.670,0.14,0.0,0.03,0.14,1
108544,39552,13920,1589760,1544874,1570810,27.229,0.03,0.0,0.03,0.03,1
109056,13920,0,1748480,1570810,1582706,547.316,3.2,0.02,0.55,3.22,0
108544,15872,15968,1748480,1582706,1582706,23.751,0.02,0.0,0.02,0.02,1
110080,33888,18048,1748480,1582706,1598826,27.692,0.06,0.0,0.03,0.06,1
105984,35968,18048,1748480,1598826,1616986,27.502,0.05,0.0,0.03,0.05,1
40448,38016,20096,1748480,1616986,1635170,30.100,0.03,0.05,0.03,0.08,1
101376,40064,20128,1748480,1635170,1655418,29.291,0.03,0.0,0.03,0.03,1
45568,42656,22656,1748480,1655418,1675674,30.772,0.11,0.0,0.03,0.11,1
97792,45184,22688,1748480,1675674,1698514,31.556,0.05,0.0,0.03,0.05,1
51712,48288,25760,1748480,1698514,1721354,32.687,0.05,0.0,0.03,0.05,1
99840,25760,0,1918464,1721354,1744759,606.341,3.86,0.03,0.61,3.8899999999999997,0
57856,28672,28864,1918464,1744759,1744759,26.656,0.05,0.0,0.03,0.05,1
93184,57536,57536,1918464,1744759,1744759,38.250,0.11,0.0,0.04,0.11,1
99328,83136,73728,1918464,1744759,1754191,44.207,0.25,0.02,0.04,0.27,1
116736,99328,49248,1918464,1754191,1805039,52.332,0.34,0.02,0.05,0.36000000000000004,1
116736,77920,54464,1918464,1805039,1828855,42.355,0.22,0.03,0.04,0.25,1
119808,83136,57536,1918464,1828855,1854799,43.818,0.22,0.05,0.04,0.27,1
121344,88256,59584,1918464,1854799,1883863,45.573,0.27,0.0,0.04,0.27,1
121344,59584,23045,2115072,1883863,1918099,622.559,4.38,0.0,0.62,4.38,0
116224,53765,43104,2115072,1918099,1929131,105.809,0.62,0.03,0.11,0.65,1
121344,76896,76896,2115072,1929131,1929131,43.068,0.27,0.0,0.04,0.27,1
113664,110688,95232,2115072,1929131,1944715,59.852,0.31,0.06,0.06,0.37,1
132608,113664,79488,2115072,1944715,1979467,58.390,0.38,0.0,0.06,0.38,1
134656,97920,66720,2115072,1979467,2011067,50.779,0.28,0.02,0.05,0.30000000000000004,1
136704,87712,39584,2115072,2011067,2059835,47.244,0.25,0.02,0.05,0.27,1
136704,39584,0,2319360,2059835,2097105,638.551,4.75,0.02,0.64,4.77,0
136704,24064,24192,2319360,2097105,2097105,24.552,0.02,0.0,0.02,0.02,1
128512,48256,48288,2319360,2097105,2097105,32.691,0.14,0.0,0.03,0.14,1
77824,74912,50880,2319360,2097105,2121505,39.936,0.22,0.03,0.04,0.25,1
122368,77504,53472,2319360,2121505,2145905,41.907,0.31,0.0,0.04,0.31,1
126976,83168,56512,2319360,2145905,2172905,45.247,0.25,0.0,0.04,0.25,1
124928,86208,59520,2319360,2172905,2199897,47.020,0.23,0.03,0.05,0.26,1
126464,92800,63168,2319360,2199897,2230025,49.033,0.28,0.0,0.05,0.28,1
129024,96448,66752,2319360,2230025,2260121,50.035,0.25,0.03,0.05,0.28,1
130048,103104,69856,2319360,2260121,2293705,54.204,0.34,0.03,0.06,0.37,1
130048,69856,41460,2554368,2293705,2319055,731.193,5.52,0.06,0.73,5.579999999999999,0
126976,77812,57728,2554368,2319055,2339575,140.725,0.81,0.08,0.14,0.89,1
131584,97664,91648,2554368,2339575,2345599,54.615,0.28,0.0,0.05,0.28,1
145408,131584,78624,2554368,2345599,2399167,72.993,0.52,0.0,0.07,0.52,1
147456,120608,82176,2554368,2399167,2437959,65.616,0.39,0.02,0.07,0.41000000000000003,1
152064,124160,84224,2554368,2437959,2478247,69.386,0.5,0.02,0.07,0.52,1
155136,127744,85728,2554368,2478247,2520615,70.204,0.39,0.02,0.07,0.41000000000000003,1
155136,85728,50173,2822144,2520615,2553860,827.631,6.05,0.03,0.83,6.08,0
151552,93693,68000,2822144,2553860,2580028,159.462,0.98,0.03,0.16,1.01,1
157184,115616,109568,2822144,2580028,2586140,63.899,0.39,0.0,0.06,0.39,1
172544,157184,93024,2822144,2586140,2651004,90.530,0.64,0.0,0.09,0.64,1
175104,142688,97536,2822144,2651004,2696556,82.619,0.62,0.02,0.08,0.64,1
180736,147200,99584,2953728,2827628,2875668,131.415,0.86,0.05,0.13,0.91,1
183808,151808,131584,2953728,2875668,2896044,79.571,0.28,0.0,0.08,0.28,1
183808,131584,6128,3253248,2896044,2953549,1161.080,7.91,0.11,1.16,8.02,0
206336,58352,56064,3253248,2953549,2956109,153.528,1.02,0.0,0.15,1.02,1
208896,112896,113024,3253248,2956109,2956109,65.380,0.27,0.0,0.07,0.27,1
195072,169856,156160,3253248,2956109,2969877,84.855,0.67,0.08,0.08,0.75,1
218624,195072,145952,3253248,2969877,3019549,91.680,0.7,0.05,0.09,0.75,1
230400,184864,134944,3253248,3019549,3069885,87.386,0.52,0.05,0.09,0.5700000000000001,1
233984,174880,118080,3253248,3069885,3127245,85.685,0.7,0.05,0.09,0.75,1
227328,158016,80128,3253248,3127245,3205741,80.392,0.55,0.08,0.08,0.63,1
231424,80128,30248,3597312,3205741,3252794,1084.397,7.55,0.08,1.08,7.63,0
