YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.556,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.133,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,504,1.446,0.0,0.0,0.00,0.0,1
1536,512,509,2048,504,471,3.192,0.0,0.0,0.00,0.0,0
2560,1533,480,2048,471,1036,1.322,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1036,2108,1.934,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2108,2542,5.070,0.0,0.0,0.00,0.0,0
5120,3072,1696,6144,2542,2542,1.850,0.0,0.0,0.00,0.0,1
5632,4768,2016,6144,2542,3774,2.998,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4606,3.445,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5454,3.745,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,11.947,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.828,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7983,5.829,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7983,11575,5.679,0.0,0.0,0.00,0.0,1
12800,5248,5189,18432,11575,11461,14.630,0.0,0.0,0.02,0.0,0
14336,10309,2656,18432,11461,16733,6.215,0.0,0.0,0.01,0.0,1
14848,2656,1105,27648,16733,18183,15.518,0.0,0.0,0.02,0.0,0
15360,7799,3424,27648,18183,19319,4.519,0.0,0.0,0.00,0.0,1
16896,11103,7648,27648,19319,19551,7.965,0.0,0.0,0.01,0.0,1
17920,16864,4800,27648,19551,27303,10.177,0.0,0.0,0.01,0.0,1
17920,4800,4249,39424,27303,27140,24.353,0.0,0.0,0.02,0.0,0
20480,13465,4800,39424,27140,31468,8.096,0.0,0.0,0.01,0.0,1
20480,16576,8672,39424,31468,38964,11.610,0.0,0.0,0.01,0.0,1
20480,8672,7637,54272,38964,38754,33.590,0.03,0.0,0.03,0.03,0
26112,19413,11776,54272,38754,48538,15.952,0.0,0.0,0.02,0.0,1
26112,11776,4076,73216,48538,54056,40.642,0.02,0.0,0.04,0.02,0
27648,17388,13344,73216,54056,58200,15.147,0.0,0.0,0.01,0.0,1
25600,26656,16384,73216,58200,68584,21.247,0.02,0.02,0.02,0.04,1
25600,16384,11752,95232,68584,72943,56.276,0.06,0.02,0.06,0.08,0
32256,20968,9248,95232,72943,84895,18.039,0.03,0.0,0.02,0.03,1
33280,9248,0,117760,84895,91846,63.552,0.08,0.0,0.06,0.08,0
33280,11264,11328,117760,91846,91846,7.258,0.0,0.0,0.01,0.0,1
30720,22592,21504,117760,91846,92878,13.561,0.0,0.0,0.01,0.0,1
34816,30720,19744,117760,92878,104078,19.179,0.02,0.0,0.02,0.02,1
34816,19744,5824,146432,104078,117670,57.425,0.11,0.0,0.06,0.11,0
37376,15040,15136,146432,117670,117670,16.432,0.02,0.0,0.02,0.02,1
37888,25888,25824,146432,117670,117670,13.792,0.0,0.0,0.01,0.0,1
37376,36576,31232,146432,117670,123062,20.251,0.05,0.03,0.02,0.08,1
44032,37376,32864,146432,123062,127734,18.014,0.05,0.02,0.02,0.07,1
48640,39008,21760,146432,127734,145190,21.854,0.05,0.02,0.02,0.07,1
49152,21760,20109,178688,145190,146240,78.691,0.22,0.0,0.08,0.22,0
22528,28301,14176,178688,146240,160656,20.070,0.03,0.02,0.02,0.05,1
49152,14176,0,210944,160656,174512,71.013,0.17,0.02,0.07,0.19,0
49152,9728,9824,210944,182704,182704,10.617,0.02,0.0,0.01,0.02,1
48128,19552,19520,210944,182704,182704,10.780,0.02,0.0,0.01,0.02,1
49152,30784,30752,210944,182704,182704,15.713,0.02,0.0,0.02,0.02,1
47616,42016,40960,210944,182704,183736,21.997,0.08,0.02,0.02,0.1,1
53760,47616,38432,210944,183736,193072,23.271,0.11,0.02,0.02,0.13,1
57344,45088,35424,210944,193072,202928,22.472,0.09,0.0,0.02,0.09,1
57344,35424,22976,248320,202928,210746,115.570,0.5,0.0,0.12,0.5,0
21504,29120,15200,248320,210746,225018,23.606,0.06,0.05,0.02,0.11,1
54784,21344,16864,248320,225018,229514,12.697,0.02,0.0,0.01,0.02,1
56832,16864,0,287232,229514,245946,89.929,0.5,0.0,0.09,0.5,0
57344,7168,7296,287232,245946,245946,7.295,0.0,0.0,0.01,0.0,1
24064,15488,15456,287232,245946,245946,8.627,0.02,0.0,0.01,0.02,1
53760,23648,23648,287232,245946,245946,12.628,0.02,0.0,0.01,0.02,1
55296,32864,32832,287232,245946,245946,16.019,0.02,0.0,0.02,0.02,1
53248,42048,42080,287232,245946,245946,19.548,0.22,0.0,0.02,0.22,1
58368,47200,47136,287232,245946,245946,22.139,0.12,0.0,0.02,0.12,1
64512,52256,36928,287232,245946,261506,23.589,0.09,0.03,0.02,0.12,1
31232,42560,25152,287232,261506,279122,20.292,0.12,0.0,0.02,0.12,1
31232,25152,16780,334336,279122,286765,103.982,0.66,0.0,0.10,0.66,0
62464,22412,13568,334336,286765,295917,23.231,0.11,0.03,0.02,0.14,1
62976,20224,12352,334336,295917,303829,11.144,0.02,0.0,0.01,0.02,1
62976,19008,6752,334336,303829,316269,10.678,0.0,0.0,0.01,0.0,1
62976,6752,0,372224,316269,322391,101.750,0.62,0.0,0.10,0.62,0
61440,7680,7808,372224,322391,322391,5.590,0.02,0.0,0.01,0.02,1
25600,16512,16480,372224,322391,322391,9.382,0.02,0.0,0.01,0.02,1
58880,25184,25184,372224,322391,322391,13.063,0.0,0.0,0.01,0.0,1
60416,34912,27264,372224,338775,346575,24.554,0.12,0.0,0.02,0.12,1
58368,36992,36960,372224,346575,346575,17.165,0.12,0.0,0.02,0.12,1
60928,45152,45152,372224,346575,346575,20.204,0.12,0.0,0.02,0.12,1
63488,53344,44608,372224,346575,355415,24.626,0.11,0.0,0.02,0.11,1
63488,44608,19357,421888,355415,371941,158.673,1.02,0.02,0.16,1.04,0
23040,24989,17376,421888,371941,379821,27.192,0.12,0.0,0.03,0.12,1
62464,23008,20192,421888,379821,382669,12.643,0.02,0.0,0.01,0.02,1
29696,26848,22720,421888,382669,386885,14.264,0.03,0.0,0.01,0.03,1
58880,29376,19040,421888,386885,397357,15.055,0.02,0.0,0.02,0.02,1
60928,26720,14496,421888,397357,409781,13.951,0.02,0.0,0.01,0.02,1
