YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.284,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,92,1.093,0.0,0.0,0.00,0.0,1
1536,1536,512,512,92,508,1.149,0.0,0.0,0.00,0.0,1
1536,512,505,2048,508,475,3.254,0.0,0.0,0.00,0.0,0
2560,1529,480,2048,475,1035,1.509,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1035,2107,2.095,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2107,2542,4.407,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.958,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.632,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4606,3.464,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5446,4.111,0.0,0.02,0.00,0.02,1
8704,4064,3545,10752,5446,5831,11.943,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.772,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,6.726,0.02,0.0,0.01,0.02,1
12800,11232,5248,11776,7991,11567,5.701,0.0,0.0,0.01,0.0,1
12800,5248,5197,18432,11567,11453,14.623,0.0,0.0,0.02,0.0,0
14336,10317,2688,18432,11453,16733,6.403,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16733,18183,14.740,0.0,0.0,0.01,0.0,0
15360,7799,3456,27648,18183,19319,4.805,0.02,0.0,0.01,0.02,1
17920,11135,4480,27648,19319,22775,7.359,0.02,0.0,0.01,0.02,1
17920,14720,5344,27648,22775,27295,7.882,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27295,27139,27.860,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27139,32955,12.691,0.02,0.0,0.01,0.02,1
17920,8192,2555,52736,32955,38480,28.147,0.03,0.0,0.03,0.03,0
20992,12283,9728,52736,38480,41088,10.014,0.02,0.0,0.01,0.02,1
19968,19456,12768,52736,41088,47856,13.791,0.02,0.0,0.01,0.02,1
19968,12768,7122,69120,47856,52293,43.112,0.05,0.0,0.04,0.05,0
24576,14290,7168,69120,52293,59541,13.316,0.02,0.0,0.01,0.02,1
23040,14336,14336,69120,59541,59541,9.675,0.0,0.0,0.01,0.0,1
25088,20992,13824,69120,59541,66805,13.881,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66805,69109,50.656,0.08,0.0,0.05,0.08,0
25600,17865,6656,89600,69109,80501,17.304,0.02,0.0,0.02,0.02,1
27136,6656,0,111616,80501,86945,52.378,0.06,0.0,0.05,0.06,0
26112,8192,8224,111616,86945,86945,6.462,0.02,0.0,0.01,0.02,1
27648,17952,17888,111616,86945,86969,10.159,0.02,0.0,0.01,0.02,1
30720,27616,9728,111616,86969,105065,17.773,0.02,0.0,0.02,0.02,1
31232,9728,1007,142336,105065,111454,61.755,0.11,0.0,0.06,0.11,0
31744,12783,11872,142336,111454,112486,15.844,0.0,0.0,0.02,0.0,1
29696,23648,19968,142336,112486,116110,16.797,0.02,0.02,0.02,0.04,1
33792,29696,9792,142336,116110,136358,18.088,0.06,0.0,0.02,0.06,1
33792,9792,3566,178688,136358,142082,63.191,0.17,0.02,0.06,0.19,0
31744,13294,9760,178688,142082,145722,16.837,0.02,0.0,0.02,0.02,1
33280,21024,21056,178688,145722,145722,13.330,0.0,0.0,0.01,0.0,1
34816,32320,22592,178688,153914,163778,22.541,0.05,0.0,0.02,0.05,1
34816,22592,3563,216064,163778,178349,90.419,0.27,0.0,0.09,0.27,0
37888,13803,13888,216064,178349,178349,17.112,0.02,0.0,0.02,0.02,1
35840,24128,24096,216064,178349,178349,12.545,0.0,0.0,0.01,0.0,1
38400,33312,29184,216064,178349,182485,15.887,0.02,0.0,0.02,0.02,1
38912,38400,34816,216064,182485,186117,18.846,0.03,0.05,0.02,0.08,1
45568,38912,21632,216064,186117,203693,17.828,0.08,0.0,0.02,0.08,1
45568,21632,8745,256000,203693,216017,78.784,0.3,0.02,0.08,0.32,0
45568,12841,5440,256000,216017,223657,15.933,0.02,0.0,0.01,0.02,1
45568,10560,9312,256000,223657,224937,5.973,0.02,0.0,0.01,0.02,1
43520,14432,10304,256000,224937,229089,7.855,0.0,0.0,0.01,0.0,1
44544,16448,6240,256000,229089,239441,8.763,0.0,0.0,0.01,0.0,1
45056,6240,0,286208,239441,245112,77.619,0.41,0.0,0.08,0.41,0
45056,7168,7264,286208,245112,245112,4.901,0.0,0.0,0.01,0.0,1
40960,14432,14432,286208,245112,245112,7.871,0.0,0.0,0.01,0.0,1
43008,22624,22592,286208,245112,245112,11.421,0.02,0.0,0.01,0.02,1
44032,30784,23648,286208,245112,252368,14.645,0.02,0.0,0.01,0.02,1
45056,31840,24704,286208,252368,259648,15.027,0.02,0.0,0.01,0.02,1
46592,32896,24640,286208,259648,267960,15.638,0.02,0.0,0.02,0.02,1
26112,33344,16960,286208,267960,284560,15.946,0.02,0.0,0.02,0.02,1
26112,16960,14792,331264,284560,285912,100.752,0.55,0.0,0.10,0.55,0
46080,23496,8832,331264,285912,300960,23.185,0.09,0.03,0.02,0.12,1
46592,19072,10368,331264,300960,309800,11.104,0.02,0.0,0.01,0.02,1
45056,20608,10368,331264,309800,320200,11.315,0.0,0.0,0.01,0.0,1
46080,10368,0,379392,320200,329799,101.705,0.77,0.0,0.10,0.77,0
45568,11776,11904,379392,329799,329799,7.783,0.0,0.0,0.01,0.0,1
46592,25216,25216,379392,346183,346183,21.036,0.11,0.0,0.02,0.11,1
44032,38528,35328,379392,346183,349311,19.958,0.12,0.0,0.02,0.12,1
28672,44032,19904,379392,349311,373807,22.672,0.08,0.02,0.02,0.1,1
28672,19904,6002,435712,373807,378964,158.657,0.94,0.0,0.16,0.94,0
47616,14706,12032,435712,378964,381852,23.923,0.12,0.0,0.02,0.12,1
48640,21760,21728,435712,381852,381852,11.356,0.0,0.0,0.01,0.0,1
46592,31456,31424,435712,381852,381852,15.111,0.02,0.0,0.01,0.02,1
49152,39616,36416,435712,381852,385100,18.136,0.12,0.0,0.02,0.12,1
51712,44608,35936,435712,385100,393932,20.683,0.14,0.0,0.02,0.14,1
30208,42592,23136,435712,393932,413620,20.242,0.11,0.02,0.02,0.13,1
30208,23136,472,495616,413620,435518,166.868,1.06,0.0,0.17,1.06,0
53248,7128,6880,495616,435518,435910,25.248,0.11,0.0,0.03,0.11,1
21504,14048,13952,495616,435910,436070,9.666,0.0,0.0,0.01,0.0,1
50176,21120,14432,495616,436070,442822,12.719,0.02,0.0,0.01,0.02,1
51712,22624,15456,495616,442822,450094,13.635,0.02,0.0,0.01,0.02,1
50688,23648,8288,495616,450094,465638,15.291,0.02,0.0,0.02,0.02,1
51200,18016,9792,495616,465638,473958,12.306,0.02,0.0,0.01,0.02,1
50176,19520,9824,495616,473958,483830,13.034,0.02,0.0,0.01,0.02,1
51200,9824,0,553984,483830,492607,170.897,1.0,0.02,0.17,1.02,0
49664,11264,11392,553984,492607,492607,8.531,0.02,0.0,0.01,0.02,1
51200,24192,24160,553984,492607,492607,12.970,0.03,0.0,0.01,0.03,1
48640,36960,36960,553984,492607,492607,18.520,0.12,0.0,0.02,0.12,1
53760,46176,34912,553984,492607,504031,22.772,0.09,0.02,0.02,0.11,1
56832,44128,31296,553984,504031,517007,22.098,0.12,0.0,0.02,0.12,1
28160,40512,18528,553984,517007,539303,20.249,0.09,0.03,0.02,0.12,1
28160,18528,3042,624128,539303,553884,171.427,1.17,0.02,0.17,1.19,0
55808,12258,9344,624128,553884,556996,30.826,0.14,0.0,0.03,0.14,1
