YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.553,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.117,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,504,1.298,0.0,0.0,0.00,0.0,1
1536,512,503,2048,504,476,4.101,0.0,0.0,0.00,0.0,0
2560,1527,480,2048,476,1037,1.514,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1037,2101,1.959,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2101,2542,4.775,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.796,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,2.847,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4606,3.345,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5454,5.054,0.02,0.0,0.01,0.02,1
8704,4064,3545,10752,5454,5831,13.056,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6607,3.654,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6607,7983,5.694,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7983,11575,5.565,0.0,0.0,0.01,0.0,1
12800,5248,5190,18432,11575,11460,15.370,0.0,0.0,0.01,0.0,0
14336,10310,2688,18432,11460,16732,6.817,0.02,0.0,0.01,0.02,1
14848,2688,1105,27648,16732,18183,14.284,0.0,0.0,0.01,0.0,0
15360,7799,3424,27648,18183,19319,5.142,0.0,0.0,0.00,0.0,1
17920,11103,4512,27648,19319,22767,6.828,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22767,27287,6.753,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27287,27139,25.365,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27139,32955,12.562,0.02,0.0,0.01,0.02,1
17920,8192,2555,52736,32955,38481,28.635,0.03,0.0,0.03,0.03,0
20992,12283,9760,52736,38481,41081,9.920,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41081,47857,13.269,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47857,52293,43.816,0.05,0.0,0.04,0.05,0
24576,14290,7200,69120,52293,59541,14.162,0.0,0.0,0.01,0.0,1
23040,14368,14336,69120,59541,59541,10.019,0.0,0.0,0.01,0.0,1
25088,20992,13824,69120,59541,66805,14.928,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66805,69109,55.513,0.09,0.0,0.06,0.09,0
27648,17865,11936,89600,69109,75165,19.875,0.02,0.0,0.02,0.02,1
28160,20128,14880,89600,75165,80509,13.837,0.02,0.0,0.01,0.02,1
28160,14880,3553,112128,80509,89521,62.846,0.08,0.0,0.06,0.08,0
29184,11745,10176,112128,89521,91177,12.564,0.0,0.0,0.01,0.0,1
30208,19904,19872,112128,91177,91177,9.986,0.02,0.0,0.01,0.02,1
29184,29600,23552,112128,91177,97265,15.751,0.02,0.0,0.02,0.02,1
34816,29184,19808,112128,97265,106801,14.357,0.02,0.0,0.01,0.02,1
34816,19808,14110,137728,106801,112112,55.881,0.14,0.0,0.06,0.14,0
34304,19742,10048,137728,112112,122024,17.214,0.03,0.0,0.02,0.03,1
35840,16704,12288,137728,122024,126472,8.645,0.0,0.0,0.01,0.0,1
7680,12288,987,165888,126472,137464,50.948,0.16,0.0,0.05,0.16,0
34304,7643,7424,165888,137464,137728,12.674,0.0,0.0,0.01,0.0,1
34816,15104,15072,165888,137728,137728,7.558,0.02,0.0,0.01,0.02,1
33280,22752,22752,165888,137728,137728,10.457,0.02,0.0,0.01,0.02,1
35840,29408,28640,165888,137728,138504,12.628,0.02,0.0,0.01,0.02,1
38400,35296,28704,165888,138504,145248,16.337,0.02,0.0,0.02,0.02,1
41472,33824,18464,169472,153440,168992,19.906,0.08,0.0,0.02,0.08,1
41472,18464,13742,202752,168992,169071,81.430,0.16,0.0,0.08,0.16,0
38400,18862,13696,202752,169071,174407,17.910,0.08,0.0,0.02,0.08,1
20992,19840,14848,202752,174407,179479,10.537,0.02,0.0,0.01,0.02,1
37376,20992,17440,202752,179479,183071,10.829,0.02,0.0,0.01,0.02,1
38400,24608,13376,202752,183071,194447,12.169,0.02,0.0,0.01,0.02,1
38400,13376,4557,238080,194447,202704,71.875,0.19,0.0,0.07,0.19,0
37888,11725,7232,238080,202704,207344,16.550,0.03,0.0,0.02,0.03,1
38400,15424,8288,238080,207344,214616,8.789,0.0,0.0,0.01,0.0,1
38912,16480,8288,238080,214616,222912,9.142,0.0,0.0,0.01,0.0,1
39424,18016,9824,238080,222912,231224,10.085,0.02,0.0,0.01,0.02,1
39424,9824,2544,274432,231224,237874,80.668,0.34,0.0,0.08,0.34,0
37888,12272,9824,274432,237874,240482,18.506,0.03,0.0,0.02,0.03,1
38912,21088,21056,274432,240482,240482,11.241,0.0,0.0,0.01,0.0,1
36352,32320,29184,274432,240482,243578,16.348,0.03,0.0,0.02,0.03,1
