YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.318,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,96,0.887,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,96,520,1.086,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,520,1076,1.250,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1076,1495,4.212,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1495,2111,1.235,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2111,2679,2.135,0.0,0.0,0.00,0.0,1
7168,4576,2016,4096,2679,3775,2.969,0.0,0.0,0.00,0.0,1
7168,2016,2012,6656,3775,3682,6.197,0.0,0.0,0.01,0.0,0
8192,7132,3040,6656,3682,5330,4.354,0.0,0.0,0.01,0.0,1
8192,3040,2012,10240,5330,6318,8.094,0.02,0.0,0.01,0.02,0
11264,7132,4224,10240,6318,6822,4.633,0.0,0.0,0.00,0.0,1
11776,10880,5088,10240,6822,9646,5.765,0.0,0.0,0.00,0.0,1
11776,5088,4471,15360,9646,9925,13.681,0.0,0.0,0.01,0.0,0
15872,11127,5408,15360,9925,12469,6.531,0.0,0.0,0.01,0.0,1
16384,14112,7680,15360,12469,14717,7.223,0.0,0.0,0.01,0.0,1
16384,7680,7153,22528,14717,15138,17.978,0.0,0.0,0.02,0.0,0
21504,15857,5024,22528,15138,22410,10.063,0.02,0.0,0.01,0.02,1
21504,5024,4990,32768,22410,21780,21.173,0.0,0.0,0.02,0.0,0
21504,16766,6144,32768,21780,26844,8.929,0.0,0.0,0.01,0.0,1
21504,6144,468,46080,26844,32392,23.560,0.02,0.0,0.02,0.02,0
23552,12244,10240,46080,32392,32544,10.862,0.0,0.0,0.01,0.0,1
25088,23552,11744,46080,32544,44520,16.250,0.0,0.0,0.02,0.0,1
25088,11744,9166,64000,44520,45852,39.921,0.03,0.0,0.04,0.03,0
33280,22478,13344,64000,45852,55164,19.121,0.03,0.0,0.02,0.03,1
33280,13344,4595,84992,55164,63705,44.121,0.08,0.0,0.04,0.08,0
34304,19443,19456,84992,63705,63705,16.609,0.03,0.0,0.02,0.03,1
32256,34304,23008,84992,63705,75153,24.422,0.03,0.02,0.02,0.05,1
32256,23008,11209,109568,75153,84679,65.472,0.09,0.0,0.07,0.09,0
40448,20425,13024,109568,84679,92271,16.780,0.02,0.0,0.02,0.02,1
38400,22240,22208,109568,92271,92271,13.530,0.03,0.0,0.01,0.03,1
40960,30912,30880,109568,92271,92271,15.953,0.02,0.0,0.02,0.02,1
41472,39584,35808,109568,92271,96087,23.258,0.03,0.02,0.02,0.05,1
47616,40416,22016,115200,96087,114759,21.718,0.03,0.02,0.02,0.05,1
47616,22016,21409,144896,114759,114768,69.983,0.14,0.0,0.07,0.14,0
45056,26017,9088,144896,114768,132032,19.706,0.03,0.02,0.02,0.05,1
46592,9088,0,176128,132032,140751,62.528,0.19,0.0,0.06,0.19,0
46592,5632,5664,176128,140751,140751,4.404,0.02,0.0,0.01,0.02,1
19456,12320,12320,176128,140751,140751,7.952,0.02,0.0,0.01,0.02,1
44032,18976,18976,176128,140751,140751,10.703,0.02,0.0,0.01,0.02,1
45056,26656,21024,176128,140751,146455,14.306,0.0,0.0,0.01,0.0,1
46080,28704,22048,176128,146455,153207,14.111,0.0,0.0,0.01,0.0,1
46080,30752,11697,210432,161399,175962,84.907,0.28,0.0,0.09,0.28,0
26624,20401,17632,210432,175962,178922,18.609,0.06,0.0,0.02,0.06,1
45568,26336,22048,210432,178922,183210,14.672,0.02,0.0,0.01,0.02,1
46080,31776,27232,210432,183210,187898,15.346,0.02,0.0,0.01,0.02,1
47104,36960,28192,210432,187898,196698,17.456,0.09,0.0,0.02,0.09,1
47104,28192,14263,244224,196698,210124,89.842,0.28,0.02,0.09,0.30000000000000004,0
49152,23479,13312,244224,210124,220572,23.546,0.08,0.02,0.02,0.1,1
45568,22528,18528,244224,220572,224644,13.221,0.0,0.0,0.01,0.0,1
47616,29280,20064,244224,224644,233988,18.286,0.03,0.02,0.02,0.05,1
47616,20064,9687,281088,233988,243794,103.940,0.45,0.0,0.10,0.45,0
45056,20439,16640,281088,243794,247786,25.607,0.09,0.0,0.03,0.09,1
46592,28928,28928,281088,247786,247786,16.369,0.03,0.0,0.02,0.03,1
45568,41216,35424,281088,247786,253682,22.940,0.12,0.0,0.02,0.12,1
50176,44640,33856,281088,253682,264594,24.945,0.11,0.0,0.03,0.11,1
51200,43072,18528,289792,264594,289498,25.081,0.02,0.02,0.02,0.04,1
52736,18528,17345,334848,289498,289738,109.517,0.69,0.0,0.11,0.69,0
54272,29633,12384,334848,289738,307370,30.192,0.14,0.0,0.03,0.14,1
54784,24672,12384,334848,307370,319834,15.793,0.03,0.0,0.02,0.03,1
55296,12384,0,382464,319834,331597,115.408,0.8,0.0,0.12,0.8,0
55296,14336,14496,382464,331597,331597,8.965,0.0,0.0,0.01,0.0,1
56320,30880,30912,382464,347981,347981,24.369,0.11,0.0,0.02,0.11,1
52736,47296,41984,382464,347981,353189,24.244,0.06,0.02,0.02,0.08,1
60416,52736,26752,382464,353189,379669,26.436,0.08,0.03,0.03,0.11,1
60416,26752,15293,438784,379669,382221,168.524,0.97,0.02,0.17,0.99,0
57856,26045,17024,438784,382221,391533,28.082,0.12,0.0,0.03,0.12,1
59392,29312,29312,438784,391533,391533,14.681,0.02,0.0,0.02,0.02,1
56832,41600,41600,438784,391533,391533,19.526,0.12,0.0,0.02,0.12,1
60928,51328,45152,438784,391533,397757,23.096,0.12,0.0,0.02,0.12,1
64512,54880,44160,438784,397757,408661,25.316,0.14,0.0,0.02,0.14,1
36352,52352,27744,438784,408661,433557,25.350,0.12,0.0,0.02,0.12,1
36352,27744,21934,498176,433557,438374,162.737,1.0,0.0,0.16,1.0,0
65536,30126,14560,498176,438374,454342,32.075,0.14,0.0,0.03,0.14,1
66048,24288,18016,498176,454342,460670,13.311,0.0,0.0,0.01,0.0,1
63488,27744,19552,498176,460670,468990,14.681,0.02,0.0,0.02,0.02,1
65024,30816,11360,498176,468990,488686,16.819,0.03,0.0,0.02,0.03,1
65024,11360,1017,562176,488686,498087,169.369,1.12,0.0,0.17,1.12,0
65024,12281,11392,562176,498087,499151,27.798,0.14,0.0,0.03,0.14,1
37376,24192,24192,562176,499151,499151,13.799,0.02,0.0,0.01,0.02,1
61952,36992,37024,562176,499151,499151,18.620,0.12,0.0,0.02,0.12,1
64512,48800,37504,562176,499151,510575,23.828,0.11,0.02,0.02,0.13,1
67072,49280,36448,562176,510575,523559,24.257,0.14,0.0,0.02,0.14,1
68096,48736,35936,562176,523559,536527,24.493,0.12,0.0,0.02,0.12,1
65024,48224,24672,562176,536527,560383,24.364,0.12,0.02,0.02,0.13999999999999999,1
