YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.280,0.0,0.0,0.00,0.0,1
1024,991,512,512,8,88,0.855,0.0,0.0,0.00,0.0,1
1024,1024,512,512,88,240,0.928,0.0,0.0,0.00,0.0,1
1536,1024,512,512,240,504,1.126,0.0,0.0,0.00,0.0,1
1536,512,510,2048,504,453,3.485,0.0,0.0,0.00,0.0,0
1536,1534,480,2048,453,1021,1.270,0.0,0.0,0.00,0.0,1
3584,1504,1024,2048,1021,1021,1.301,0.02,0.0,0.00,0.02,1
3584,3072,1504,2048,1021,1565,1.917,0.0,0.0,0.00,0.0,1
3584,1504,1501,4096,1565,1536,4.918,0.0,0.0,0.00,0.0,0
5120,3549,2016,4096,1536,2088,2.499,0.0,0.0,0.00,0.0,1
5632,5088,2528,4096,2088,3184,3.432,0.0,0.0,0.00,0.0,1
5632,2528,2012,7168,3184,3646,6.408,0.0,0.0,0.01,0.0,0
8192,5084,2688,7168,3646,4598,3.611,0.0,0.0,0.00,0.0,1
8192,7296,2432,7680,4598,7294,4.165,0.02,0.0,0.00,0.02,1
8192,2432,2372,12288,7294,7231,8.826,0.0,0.0,0.01,0.0,0
10752,6471,2112,12288,7231,9647,4.313,0.0,0.0,0.01,0.0,1
10752,8768,3680,12288,9647,11751,5.065,0.0,0.0,0.00,0.0,1
10752,3680,3040,18944,11751,12023,13.581,0.02,0.0,0.01,0.02,0
13824,9696,3488,18944,12023,15119,6.203,0.0,0.0,0.01,0.0,1
13824,12704,4576,19456,15119,19311,7.348,0.0,0.0,0.01,0.0,1
13824,4576,4569,28160,19311,18673,17.611,0.0,0.0,0.02,0.0,0
19456,13785,4800,28160,18673,23313,8.659,0.0,0.0,0.01,0.0,1
19456,4800,0,39424,23313,28006,19.031,0.02,0.0,0.02,0.02,0
20992,12288,6400,39424,28006,28006,6.137,0.0,0.0,0.01,0.0,1
22016,20224,8160,39936,28006,39710,14.107,0.0,0.0,0.02,0.0,1
22016,8160,8148,54784,39710,38497,32.338,0.03,0.0,0.03,0.03,0
28160,21972,13824,54784,38497,46753,17.781,0.03,0.0,0.02,0.03,1
28160,13824,6122,73728,46753,54311,40.861,0.03,0.0,0.04,0.03,0
30720,20458,16384,73728,54311,58463,16.899,0.0,0.0,0.02,0.0,1
36864,30678,14048,75264,58463,75087,22.203,0.02,0.02,0.02,0.04,1
36864,14048,13477,100352,75087,75250,57.712,0.06,0.0,0.06,0.06,0
37888,29349,21984,100352,75250,82762,18.084,0.03,0.0,0.02,0.03,1
47616,37856,15904,105472,82762,105002,22.455,0.06,0.0,0.02,0.06,1
47616,15904,13283,137216,105002,105084,59.358,0.11,0.0,0.06,0.11,0
47616,32227,19008,137216,105084,118596,21.636,0.02,0.02,0.02,0.04,1
47616,19008,518,172032,118596,136761,59.424,0.16,0.02,0.06,0.18,0
51200,19462,19520,172032,136761,136761,16.769,0.03,0.0,0.02,0.03,1
52224,40453,31232,172032,136761,145769,21.807,0.12,0.0,0.02,0.12,1
58368,52224,37600,172032,145769,160705,32.710,0.03,0.0,0.03,0.03,1
58368,37600,22112,209408,160705,171558,93.755,0.23,0.02,0.09,0.25,0
64000,40544,40672,209408,171558,171558,25.828,0.11,0.0,0.03,0.11,1
60416,59104,51200,209408,171558,179526,28.877,0.09,0.02,0.03,0.11,1
72192,60416,42880,209408,179526,197374,26.900,0.09,0.0,0.03,0.09,1
72192,42880,30427,250368,197374,209221,92.569,0.34,0.02,0.09,0.36000000000000004,0
69120,39643,27008,250368,209221,222173,26.900,0.11,0.0,0.03,0.11,1
38400,37760,27232,250368,222173,232861,18.603,0.11,0.0,0.02,0.11,1
38400,27232,9676,293376,232861,249870,90.826,0.38,0.0,0.09,0.38,0
67584,20428,18336,293376,249870,252102,21.899,0.12,0.0,0.02,0.12,1
69632,30624,30656,293376,252102,252102,16.194,0.03,0.0,0.02,0.03,1
66560,42944,42944,293376,252102,252102,20.328,0.22,0.0,0.02,0.22,1
70144,53184,49760,293376,252102,255630,24.571,0.12,0.0,0.02,0.12,1
69632,60000,55872,293376,255630,259766,27.058,0.12,0.0,0.03,0.12,1
43520,60992,37952,293376,259766,283094,27.321,0.12,0.02,0.03,0.13999999999999999,1
43520,37952,27035,340992,283094,293259,114.098,0.61,0.0,0.11,0.61,0
74240,32155,16096,340992,293259,309715,26.160,0.11,0.03,0.03,0.14,1
74752,22240,11392,340992,309715,320731,12.149,0.0,0.0,0.01,0.0,1
75264,11392,0,382976,320731,331494,109.044,0.69,0.02,0.11,0.71,0
75264,7168,7328,382976,331494,331494,5.018,0.0,0.0,0.01,0.0,1
72192,14496,14400,382976,331494,331494,8.297,0.0,0.0,0.01,0.0,1
31232,22592,22656,382976,347878,347878,20.330,0.03,0.0,0.02,0.03,1
68608,30848,30784,382976,347878,347878,14.759,0.02,0.0,0.01,0.02,1
70144,40000,39968,382976,347878,347878,22.365,0.03,0.0,0.02,0.03,1
71168,49184,42112,382976,347878,355150,24.968,0.03,0.0,0.03,0.03,1
73216,50816,35424,382976,355150,370678,24.454,0.05,0.0,0.03,0.05,1
73216,35424,14770,434688,370678,382550,156.317,0.95,0.05,0.16,1.0,0
71680,23474,15616,434688,382550,390670,26.777,0.14,0.0,0.03,0.14,1
32768,25856,22528,434688,390670,394022,13.479,0.02,0.0,0.01,0.02,1
66560,32768,29280,434688,394022,397606,17.078,0.02,0.02,0.02,0.04,1
34304,41056,22080,434688,397606,416774,21.024,0.12,0.0,0.02,0.12,1
34304,22080,3559,490496,416774,434595,144.512,0.94,0.0,0.14,0.94,0
68608,15335,11840,490496,434595,438227,26.122,0.11,0.0,0.03,0.11,1
38912,25152,25184,490496,438227,438227,14.071,0.02,0.0,0.01,0.02,1
62976,38496,26752,490496,438227,450147,20.399,0.12,0.0,0.02,0.12,1
65024,41600,28320,490496,450147,463635,21.640,0.12,0.02,0.02,0.13999999999999999,1
64512,43168,29888,490496,463635,477131,22.346,0.12,0.0,0.02,0.12,1
65024,29888,15836,550400,477131,490252,167.166,1.05,0.0,0.17,1.05,0
65536,33244,25856,550400,490252,497948,37.130,0.23,0.02,0.04,0.25,1
61440,43264,43264,550400,497948,497948,22.827,0.12,0.0,0.02,0.12,1
65536,58624,50176,550400,497948,506420,28.512,0.14,0.0,0.03,0.14,1
71680,65536,30816,550400,506420,541620,33.802,0.17,0.0,0.03,0.17,1
73728,30816,21448,620032,541620,550056,181.931,1.34,0.0,0.18,1.34,0
76288,40904,19616,620032,550056,571832,42.595,0.33,0.05,0.04,0.38,1
76288,39072,19584,620032,571832,591560,22.210,0.11,0.02,0.02,0.13,1
76800,19584,0,688640,591560,610353,188.369,1.27,0.03,0.19,1.3,0
75264,21504,21632,688640,610353,610353,14.100,0.02,0.0,0.01,0.02,1
77312,45184,45248,688640,610353,610353,24.628,0.12,0.0,0.02,0.12,1
71680,68800,57344,688640,610353,621825,36.343,0.11,0.08,0.04,0.19,1
48128,71680,33792,688640,621825,660337,34.794,0.25,0.02,0.04,0.27,1
48128,33792,4981,776192,660337,688196,212.715,1.45,0.0,0.21,1.45,0
80384,19317,17952,776192,720965,722461,39.619,0.17,0.0,0.04,0.17,1
50176,33824,33888,776192,722461,722461,20.808,0.06,0.0,0.02,0.06,1
76800,49760,49760,776192,722461,722461,25.275,0.14,0.0,0.03,0.14,1
80384,64096,64064,776192,722461,722461,32.799,0.09,0.0,0.03,0.09,1
78336,78400,73728,776192,722461,727109,37.752,0.17,0.02,0.04,0.19,1
53248,78335,48448,776192,727109,757525,37.443,0.25,0.02,0.04,0.27,1
53248,48448,12916,869376,757525,775812,318.225,2.2,0.0,0.32,2.2,0
88576,17524,11552,869376,775812,782004,41.676,0.16,0.0,0.04,0.16,1
89600,16160,12032,869376,782004,786236,12.599,0.02,0.0,0.01,0.02,1
89600,16640,9280,869376,786236,793628,13.212,0.0,0.0,0.01,0.0,1
90112,14912,5728,869376,793628,802940,13.023,0.0,0.0,0.01,0.0,1
88064,11360,5760,869376,802940,808636,12.256,0.0,0.0,0.01,0.0,1
13824,12416,6752,869376,808636,814356,11.336,0.02,0.0,0.01,0.02,1
84992,13408,6784,869376,814356,821100,13.911,0.02,0.0,0.01,0.02,1
15872,14464,7776,869376,821100,827852,14.029,0.02,0.0,0.01,0.02,1
79872,15456,7808,869376,827852,835636,13.980,0.0,0.0,0.01,0.0,1
17920,16512,8800,869376,835636,843412,14.181,0.02,0.0,0.01,0.02,1
73728,17504,8800,869376,843412,852244,15.607,0.02,0.0,0.02,0.02,1
77312,8800,0,941568,852244,859547,282.552,1.75,0.0,0.28,1.75,0
71680,10240,10336,941568,859547,859547,13.717,0.02,0.0,0.01,0.02,1
33280,21600,21600,941568,859547,859547,15.845,0.02,0.0,0.02,0.02,1
68096,32864,22624,941568,859547,869915,19.300,0.02,0.0,0.02,0.02,1
70656,35424,24192,941568,869915,881339,19.721,0.11,0.02,0.02,0.13,1
67584,36992,25728,941568,881339,892755,20.252,0.11,0.0,0.02,0.11,1
69120,40064,27296,941568,892755,905731,21.998,0.14,0.0,0.02,0.14,1
69632,41632,28768,941568,905731,918699,22.870,0.12,0.0,0.02,0.12,1
70144,45152,16480,948224,918699,947739,25.646,0.14,0.0,0.02,0.14,1
70144,16480,14817,1043456,947739,947893,304.644,2.12,0.0,0.31,2.12,0
65024,31201,16512,1043456,947893,962949,55.557,0.33,0.02,0.06,0.35000000000000003,1
67584,34944,34976,1043456,962949,962949,20.909,0.12,0.0,0.02,0.12,1
69632,53408,37024,1043456,962949,979573,30.066,0.12,0.0,0.03,0.12,1
72192,54944,36480,1043456,979573,998261,29.697,0.12,0.0,0.03,0.12,1
75264,54400,35936,1043456,998261,1016941,29.542,0.08,0.05,0.03,0.13,1
75264,35936,8693,1147904,1016941,1042949,343.751,2.41,0.0,0.34,2.41,0
40960,27637,21792,1147904,1042949,1049029,61.615,0.34,0.0,0.06,0.34,1
73216,40736,40832,1147904,1049029,1049029,24.043,0.12,0.0,0.02,0.12,1
75776,59264,57344,1147904,1049029,1050845,32.090,0.11,0.02,0.03,0.13,1
81408,75776,55136,1147904,1050845,1071909,53.830,0.19,0.19,0.05,0.38,1
87040,69984,51424,1147904,1071909,1090757,40.918,0.25,0.02,0.04,0.27,1
84992,66272,29792,1147904,1090757,1127725,44.616,0.19,0.06,0.05,0.25,1
87552,29792,8175,1270272,1127725,1147726,369.778,2.62,0.03,0.37,2.65,0
91136,27631,19552,1270272,1147726,1156062,67.015,0.34,0.0,0.07,0.34,1
89600,39008,19616,1270272,1156062,1175814,29.086,0.03,0.09,0.03,0.12,1
91136,41632,22176,1270272,1175814,1195582,31.434,0.11,0.03,0.03,0.14,1
86528,44192,22208,1270272,1195582,1217934,32.946,0.09,0.06,0.03,0.15,1
89088,46784,24736,1270272,1217934,1240302,34.296,0.12,0.03,0.03,0.15,1
89600,24736,0,1394176,1240302,1263258,395.420,2.81,0.05,0.39,2.86,0
55808,27648,27808,1394176,1263258,1263258,18.847,0.12,0.0,0.02,0.12,1
85504,55456,47104,1394176,1263258,1263258,27.077,0.11,0.0,0.03,0.11,1
89088,73728,62464,1394176,1263258,1264562,34.594,0.14,0.0,0.04,0.14,1
100352,89088,42976,1394176,1264562,1311378,60.045,0.19,0.2,0.06,0.39,1
100864,72672,56480,1394176,1311378,1327818,43.164,0.3,0.0,0.04,0.3,1
100864,86176,51658,1540096,1393354,1393814,684.633,4.36,0.02,0.68,4.38,0
105984,81354,56832,1540096,1393814,1418982,105.151,0.69,0.16,0.11,0.85,1
109056,87040,78848,1540096,1418982,1427230,47.672,0.27,0.0,0.05,0.27,1
